ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion	NotCallingLU	SelectionIgnore
00d21f17-5672-4604-9653-9a9b6b6e9aef	0	4/1/2020 20:19	user	Go to reading is a good habit slide.		INMEETING	goto_slide	Go to <slide_name>reading is a good habit</slide_name> slide.	[]		Teams	Speech	3	1.13		
00d674f0-f716-4e16-afe9-e33aa7036a3b	0	4/3/2020 12:45	user	Nothing.		COMMON	cancel	Nothing.	[]		Teams	Speech	4	1.13		
00df232e-9f56-4cc1-baac-3a26f3966886	0	4/20/2020 20:36	user	Hey Cortana call Arun Mehta.	Calling Arun	COMMUNICATION	make_call	Hey Cortana call <contact_name>Arun Mehta</contact_name>.	[]		Teams	Speech	1	1.13		
00e37467-cbb8-4f70-a7c5-c144011c6dcc	0	4/7/2020 23:28	user	Boyed.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Boyed.	[]		Teams	Speech	1	1.13		
00e4cd3e-0f0a-4c57-a2b5-d8b854860eda	0	4/30/2020 18:19	user	Tell Anna that messages are test messages.	Which Anna do you wanna message?	COMMUNICATION	send_text	Tell <contact_name>Anna</contact_name> that <message>messages are test messages</message>.	[]		Teams	Speech	1	1.13		
00edc4c6-acbe-45b0-9a6a-0d04a441c91c	0	4/9/2020 6:58	user	Call 8 618752864557.	Calling 8618752864557	COMMUNICATION	make_call	Call <phone_number>8 618752864557</phone_number>.	[]		Teams	Speech	1	1.13		
00f2650d-4fb5-44be-bc3f-2b00ef5ba334	0	4/23/2020 22:45	user	Being Russell Stevens.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Being Russell Stevens.	[]		Teams	Speech	1	1.13		
00f5e200-6682-4b12-ac4e-10306848510a	0	4/21/2020 22:03	user	How can I help you?	. 	COMMON	help	How can I help you?	[]		Teams	Speech	1	1.13		
00f9b9b0-fb15-45e8-a3ce-8205b4d2a018	0	4/13/2020 9:36	user	Read my messages.	unk_fv	COMMUNICATION	query_message	Read my messages.	[]		Teams	Speech	236	1.13		
00fb2039-6a46-4f46-9ebc-e207dca0f390	0	4/16/2020 3:09	user	Hey Cortana next.	Sorry, I'm not able to help with this one.	COMMON	show_next	Hey Cortana next.	[]		Teams	Speech	1	1.13		
0102ba7b-0fdf-4bee-ae2d-8ebbc967821b	0	4/14/2020 0:46	user	Send a message to Lisa.	unk_fv	COMMUNICATION	send_text	Send a message to <contact_name>Lisa</contact_name>.	[]		Teams	Speech	2	1.13		
0103e2eb-a41e-4b37-b44e-9a77ba8eebe6	0	4/30/2020 6:35	user	Where is my next meeting with Rose?		CALENDAR	find_calendar_where	Where is my <start_time>next</start_time> meeting with <contact_name>Rose</contact_name>?	[]		Teams	Speech	3	1.13		
0103e2eb-a41e-4b37-b44e-9a77ba8eebe6	1	4/30/2020 6:35	user_other		OK.				[]		Teams	Speech	3	1.13		
0103e2eb-a41e-4b37-b44e-9a77ba8eebe6	2	4/30/2020 6:35	user_other		I don't see a location for test 3 at 4:30 PM.				[]		Teams	Speech	3	1.13		
012f44fa-4f6a-4ebd-8335-425f3e2c0b99	0	4/26/2020 9:41	user	Hey Cortana yes.	I'm sorry, but I can't help with that.	COMMON	confirm	Hey Cortana yes.	[]		Teams	Speech	1	1.13		
013fa871-2f82-4b52-9b80-723b862206a0	0	4/28/2020 0:11	user	Cancel my bugs meeting.		CALENDAR	delete_calendar_entry	Cancel my <title>bugs meeting</title>.	[]		Teams	Speech	1	1.13		
013fa871-2f82-4b52-9b80-723b862206a0	1	4/28/2020 0:11	user_other		OK.				[]		Teams	Speech	1	1.13		
013fa871-2f82-4b52-9b80-723b862206a0	2	4/28/2020 0:11	user_other		I found New BVT bugs today at 6:00 PM. Should I decline this?				[]		Teams	Speech	1	1.13		
013fa871-2f82-4b52-9b80-723b862206a0	3	4/28/2020 0:11	user_other		Did you want me to decline it?				[]		Teams	Speech	1	1.13		
0148ab39-397a-4195-85e0-f20d62424587	0	4/23/2020 23:09	user	Send message to Idan that Cortana is adding question mark in a sentence when sentence is not a question.	Send it, or change it?	COMMUNICATION	send_text	Send message to <contact_name>Idan</contact_name> that <message>Cortana is adding question mark in a sentence when sentence is not a question</message>.	[]		Teams	Speech	1	1.13		
0148f869-80c1-49b4-b273-69b75bd8228a	0	4/28/2020 21:35	user	Send message to my 3:30 PM meeting that test message please ignore.	Send it, or change it?	COMMUNICATION	send_text_meeting	Send message to my <time>3:30 PM</time> meeting that <message>test message please ignore</message>.	[]		Teams	Speech	1	1.13		
014aec05-c779-4450-bb94-deb6b85c1279	0	4/23/2020 6:33	user	Cancel my meeting.	Which one of your events should I remove?	CALENDAR	delete_calendar_entry	Cancel my meeting.	[]		Teams	Speech	5	1.13		
014aec05-c779-4450-bb94-deb6b85c1279	1	4/23/2020 6:33	user_other		Which event did you want to remove?				[]		Teams	Speech	5	1.13		
014cf51c-bf7c-4d3d-8379-376989fe91ca	0	4/24/2020 18:08	user	Join my multiple link meeting.		CALENDAR	connect_to_meeting	Join my <title>multiple link</title> meeting.	[]		Teams	Speech	1	1.13		
014cf51c-bf7c-4d3d-8379-376989fe91ca	1	4/24/2020 18:08	user_other		OK.				[]		Teams	Speech	1	1.13		
014cf51c-bf7c-4d3d-8379-376989fe91ca	2	4/24/2020 18:08	user_other		Joining your 12:00 PM. 				[]		Teams	Speech	1	1.13		
015a8dd1-78b5-430a-94f9-177f67674e4a	0	4/14/2020 17:09	user	Join my meeting with Cruise.	Which Cruise would you like?	CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Cruise</contact_name>.	[]		Teams	Speech	1	1.13		
015a8dd1-78b5-430a-94f9-177f67674e4a	1	4/14/2020 17:09	user	Tom Cruise.		CALENDAR	connect_to_meeting	<contact_name>Tom Cruise</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
015a8dd1-78b5-430a-94f9-177f67674e4a	2	4/14/2020 17:09	user_other		Alright.				[]		Teams	Speech	1	1.13		
015a8dd1-78b5-430a-94f9-177f67674e4a	3	4/14/2020 17:09	user_other		Joining your 10:00 AM. 				[]		Teams	Speech	1	1.13		
015e6ba2-e737-43e6-81e7-b67788597d61	0	4/20/2020 16:11	user	Start adaptive guard stool.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Start adaptive guard stool.	[]		Teams	Speech	18	1.13		
015f5d65-c4c6-4c97-aa43-ad90dc9d4073	0	4/16/2020 1:29	user	Send a message to Daria.	OK, what's your message?	COMMUNICATION	send_text	Send a message to <contact_name>Daria</contact_name>.	[]		Teams	Speech	1	1.13		
016ad4fa-34aa-4464-a765-50d1cb46353b	0	4/24/2020 9:01	user	Navigate to voice mails.	. 	COMMUNICATION	call_voice_mail	Navigate to voice mails.	[]		Teams	Speech	1	1.13		
01785877-96c3-40ca-a8b7-35f497245263	0	4/20/2020 4:34	user	Hey Cortana go to next slide.		INMEETING	next_slide	Hey Cortana go to next slide.	[]		Teams	Speech	1	1.13		
017ab023-bbfc-4232-b3b9-2e9a2b9e5d58	0	4/7/2020 16:08	user	Create a team.	. 	TEAMSACTION	teamspace_createteam	Create a team.	[]		Teams	Speech	6	1.13		
017fe7f5-18a0-4c8e-989e-0ced1776936b	0	4/8/2020 3:09	user	Who is A.J.?	Sorry, I don't know the answer to this one.	PEOPLE	search_people_by_name	Who is <contact_name>A.J</contact_name>.?	[]		Teams	Speech	1	1.13		
018543ff-dc49-4fab-b01b-d4cfcb370b6c	0	4/6/2020 19:34	user	Cortana and MSA A team is another.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Cortana and MSA A team is another.	[]		Teams	Speech	1	1.13		
01862a56-235c-44c5-a7fe-533d4c7073ab	0	4/15/2020 23:22	user	Hey Cortana show my events for today.		CALENDAR	navigate_calendar	Hey Cortana show my events for <start_date>today</start_date>.	[]		Teams	Speech	1	1.13		
01862a56-235c-44c5-a7fe-533d4c7073ab	1	4/15/2020 23:22	user_other		Sorry, scenario is disabled.				[]		Teams	Speech	1	1.13		
018ee752-50ee-4e0f-b7e9-33ba25893ea4	0	4/7/2020 14:03	user	Hello.	<speak version="1.0" xmlns="http://www.w3.org/2001/10/synthesis" xmlns:mstts="http://www.w3.org/2001/mstts" xml:lang="en-US">Hi! If you want to see what's on your schedule, just ask me.</speak> 	NOTSURE	other_domain	Hello.	[]		Teams	Speech	181	1.13		
019817a3-956b-47b2-a2cc-8fd3b1087a0f	0	4/6/2020 14:15	user	Read messages.	Sorry, it looks like something went wrong.	COMMUNICATION	query_message	Read messages.	[]		Teams	Speech	40	1.13		
019e5ab8-7aee-4ed3-acd8-91dc6cbda791	0	4/16/2020 23:46	user	Hey Cortana open my calendar events.		CALENDAR	navigate_calendar	Hey Cortana open my calendar events.	[]		Teams	Speech	3	1.13		
019e5ab8-7aee-4ed3-acd8-91dc6cbda791	1	4/16/2020 23:46	user_other		Sorry, scenario is disabled.				[]		Teams	Speech	3	1.13		
019f99bd-d879-4c72-99df-8b65e80cade1	0	4/27/2020 15:15	user	Join my 8:30 PM meeting.		CALENDAR	connect_to_meeting	Join my <start_time>8:30 PM</start_time> meeting.	[]		Teams	Speech	1	1.13		
019f99bd-d879-4c72-99df-8b65e80cade1	1	4/27/2020 15:15	user_other		OK.				[]		Teams	Speech	1	1.13		
019f99bd-d879-4c72-99df-8b65e80cade1	2	4/27/2020 15:15	user_other		Which meeting would you like to join?				[]		Teams	Speech	1	1.13		
019f99bd-d879-4c72-99df-8b65e80cade1	3	4/27/2020 15:15	user_other		Which meeting did you wanna join?				[]		Teams	Speech	1	1.13		
01a04173-5517-4849-b1f7-5b9f067a144a	0	4/29/2020 7:10	user	What do I have today?		CALENDAR	find_calendar_entry	What do I have <start_date>today</start_date>?	[]		Teams	Speech	52	1.13		
01a04173-5517-4849-b1f7-5b9f067a144a	1	4/29/2020 7:10	user_other		Alright.				[]		Teams	Speech	52	1.13		
01a04173-5517-4849-b1f7-5b9f067a144a	2	4/29/2020 7:10	user_other		I see 3 events for today.				[]		Teams	Speech	52	1.13		
01a26ec7-bcd7-4741-9183-0fd239ab0d4c	0	4/28/2020 11:05	user	Hello hello hello hello.	<speak version='1.0' xmlns='http://www.w3.org/2001/10/synthesis' xmlns:mstts='https://www.w3.org/2001/mstts' xml:lang='en-US'> <audio src="https://cloudnus.azureedge.net/evaneural/chitchat/en-us/old/3600000723.opus">Hi there.</audio></speak>	NOTSURE	other_domain	Hello hello hello hello.	[]		Teams	Speech	4	1.13		
01a9ec5a-f38b-4a68-a41d-aca98099218d	0	4/6/2020 17:01	user	Show me my missed calls.	I found 4 suggested tasks for you to review. This will take about 2 minutes. Should we begin?	COMMUNICATION	communication_other	Show me my missed calls.	[]		Teams	Speech	1	1.13		
01ac2ba3-603d-43c0-ba17-c8a640e3ea33	0	4/5/2020 15:42	user	When's my next meeting?		CALENDAR	find_calendar_when	When's my <start_time>next</start_time> meeting?	[]		Teams	Speech	18	1.13		
01ac2ba3-603d-43c0-ba17-c8a640e3ea33	1	4/5/2020 15:42	user_other		Next up, tomorrow, at 8:30 AM, Anaheim on Xbox for Fe				[]		Teams	Speech	18	1.13		
01c14fc4-8cdd-4016-9a6e-00dbfa811e9c	0	4/28/2020 23:27	user	Move to Amazon slide.		INMEETING	goto_slide	Move to <slide_name>Amazon</slide_name> slide.	[]		Teams	Speech	2	1.13		
01c35a92-a92b-4422-9bca-08a20956c40c	0	4/13/2020 19:23	user	Text everyone on upcoming meet.	unk_fv	COMMUNICATION	send_text_meeting	Text everyone on <order_ref>upcoming</order_ref> meet.	[]		Teams	Speech	1	1.13		
01cd00c5-271d-4c7f-8302-c788aa4a898e	0	4/7/2020 0:27	user	Share the reference PPT with Jose Gomez-Angulo.	Alright, which PowerPoint should I share?	FILES	file_share	Share the <file_keyword>reference</file_keyword> <file_type>PPT</file_type> with <to_contact_name>Jose Gomez-Angulo</to_contact_name>.	[]		Teams	Speech	1	1.13		
01cd76c4-f1b1-4fdd-9c06-cf3922a06ccb	0	4/8/2020 1:17	user	Very last slide.	This is the last slide of the presentation.	INMEETING	goto_slide	Very <slide_number>last</slide_number> slide.	[]		Teams	Speech	3	1.13		
01d11955-a525-4b0c-b427-bc703bf6721d	0	4/1/2020 22:01	user	Join my meeting.		CALENDAR	connect_to_meeting	Join my meeting.	[]		Teams	Speech	59	1.13		
01d11955-a525-4b0c-b427-bc703bf6721d	1	4/1/2020 22:01	user_other		Joining your 3:00 PM. 				[]		Teams	Speech	59	1.13		
01d25866-5087-411e-bff8-dde53078c40e	0	4/27/2020 12:19	user	Tell me on my meeting.		CALENDAR	find_calendar_entry	Tell me on my meeting.	[]		Teams	Speech	1	1.13		
01d25866-5087-411e-bff8-dde53078c40e	1	4/27/2020 12:19	user_other		OK.				[]		Teams	Speech	1	1.13		
01d25866-5087-411e-bff8-dde53078c40e	2	4/27/2020 12:19	user_other		I found 6 events for today.				[]		Teams	Speech	1	1.13		
01d7af79-bc4f-48a5-b099-1fce60bda265	0	4/14/2020 1:00	user	Send a message to Chris O'Connor.	unk_fv	COMMUNICATION	send_text	Send a message to <contact_name>Chris O'Connor</contact_name>.	[]		Teams	Speech	8	1.13		
01dbc272-7407-41de-935e-74d758dca608	0	4/16/2020 9:43	user	What do I have today?	I'm finding 1 event for today.	CALENDAR	find_calendar_entry	What do I have <start_date>today</start_date>?	[]		Teams	Speech	23	1.13		
01dfceac-8775-415c-9400-bdc9415670f9	0	4/27/2020 15:38	user	What do you think about Jeff bezels?	<speak version='1.0' xmlns='http://www.w3.org/2001/10/synthesis' xmlns:mstts='https://www.w3.org/2001/mstts' xml:lang='en-US'> <audio src="https://cloudnus.azureedge.net/evaneural/chitchat/en-us/old/3600000501.opus">Consider this a polite dodge of the question.</audio></speak>	NOTSURE	other_domain	What do you think about Jeff bezels?	[]		Teams	Speech	1	1.13		
01e96b5b-b70a-481a-be35-948d5e6f595c	0	4/29/2020 22:05	user	Open Test doc.	Which Word doc should I open?	FILES	file_open	Open <file_keyword>Test</file_keyword> <file_type>doc</file_type>.	[]		Teams	Speech	1	1.13		
01f57e38-819f-4b00-9c5a-1f294772da97	0	4/9/2020 22:58	user	Join my test result discussed meeting.		CALENDAR	connect_to_meeting	Join my <title>test result discussed</title> meeting.	[]		Teams	Speech	1	1.13		
01f57e38-819f-4b00-9c5a-1f294772da97	1	4/9/2020 22:58	user_other		Alright.				[]		Teams	Speech	1	1.13		
01f57e38-819f-4b00-9c5a-1f294772da97	2	4/9/2020 22:58	user_other		Joining your 3:30 PM. 				[]		Teams	Speech	1	1.13		
01f80633-9a68-4139-b1f8-ef628b9b41fa	0	4/16/2020 4:31	user	When's my next meeting with Jacob?	Which Jacob would you like?	CALENDAR	find_calendar_when	When's my <start_time>next</start_time> meeting with <contact_name>Jacob</contact_name>?	[]		Teams	Speech	1	1.13		
01f80633-9a68-4139-b1f8-ef628b9b41fa	1	4/16/2020 4:31	user	Jacob.	Which one did you want?	CALENDAR	find_calendar_when	<contact_name>Jacob</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["find_calendar_when"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
01f80633-9a68-4139-b1f8-ef628b9b41fa	2	4/16/2020 4:31	user	Jacob.	Sorry, Which one did you want?	CALENDAR	find_calendar_when	<contact_name>Jacob</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["find_calendar_when"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
01f80633-9a68-4139-b1f8-ef628b9b41fa	3	4/16/2020 4:31	user	Jacob Pitts.		CALENDAR	find_calendar_when	<contact_name>Jacob Pitts</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["find_calendar_when"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
01f80633-9a68-4139-b1f8-ef628b9b41fa	4	4/16/2020 4:31	user_other		Alright.				[]		Teams	Speech	1	1.13		
01f80633-9a68-4139-b1f8-ef628b9b41fa	5	4/16/2020 4:31	user_other		You don't have any events with Jacob Pitts coming up.				[]		Teams	Speech	1	1.13		
01f9ece9-2c18-40ad-a2cb-49b8b56237f9	0	4/15/2020 7:42	user	How to survive?	unk_fv	NOTSURE	other_domain	How to survive?	[]		Teams	Speech	1	1.13		
020033fc-5ab3-45cb-a3cd-37990ad79dde	0	4/1/2020 14:00	user	What's my next meeting?		CALENDAR	find_calendar_entry	What's my <start_time>next</start_time> meeting?	[]		Teams	Speech	52	1.13		
020033fc-5ab3-45cb-a3cd-37990ad79dde	1	4/1/2020 14:00	user_other		Next up, , at 9:00 AM, Backup10 on-call schedule for the [Cortana Experience\Cortana on Android/iOS CoA/CoI Cortana Exp China DRI] team				[]		Teams	Speech	52	1.13		
02038cea-753a-448c-8dc9-9ab7201e6e1a	0	4/29/2020 9:42	user	Can we make?	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Can we make?	[]		Teams	Speech	1	1.13		
0209c094-5872-40e3-b469-38a9677b0584	0	4/9/2020 22:58	user	Join my link meeting.		CALENDAR	connect_to_meeting	Join my <title>link meeting</title>.	[]		Teams	Speech	3	1.13		
0209c094-5872-40e3-b469-38a9677b0584	1	4/9/2020 22:58	user_other		Alright.				[]		Teams	Speech	3	1.13		
0209c094-5872-40e3-b469-38a9677b0584	2	4/9/2020 22:58	user_other		Actually, I can't find that meeting.				[]		Teams	Speech	3	1.13		
021166dc-988f-4467-b7ec-d3ec64d81aa1	0	4/27/2020 21:39	user	Share the food PPT with Nick Cruise.	Alright, which PowerPoint should I share?	FILES	file_share	Share the <file_keyword>food</file_keyword> <file_type>PPT</file_type> with <to_contact_name>Nick Cruise</to_contact_name>.	[]		Teams	Speech	4	1.13		
