ConversationId	MessageId	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MessageTimestamp	Dataset	SampleType	ConversationContext	AppFlavor	SelectionIgnore	MetaData	GuidelineVersion	Frequency
00576d4a-6365-4c4f-8ffc-dfc8acb065f8	0	user	Hey Cortana end this presentation.	I'll close the presentation.	INMEETING	stop_presenting	Hey Cortana end this presentation.	6/29/2020 9:05:08 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana end this presentation.", "Cortana end this presentation.", "Hey Cortana end this presentation I.", "Hey Cortana end this presentation.", "Hey Cortana end this presentation and."], "SrSentencesScores": ["0.82293713", "0.8119256", "0.8209909", "0.81042624", "0.8187003"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start end this presentation !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start end this presentation !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start end this presentation i !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start end this presentation !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start end this presentation and !sent_end </#cortana_teams_clm>"]}	kingston		[]	1.13	13
00664eb1-ab3d-40e0-b19e-73af725714a3	0	user	Hey Cortana hi.	Hi! What can I do for you? I can send a message, make a call, and more.	NOTSURE	other_domain	Hey Cortana hi.	6/11/2020 7:55:35 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana hi.", "Cortana hi.", "Hey Cortana hi.", "Cortana hi.", "Hey Cortana high."], "SrSentencesScores": ["0.8519119", "0.8343444", "0.8078907", "0.7851004", "0.6443174"]}	kingston		[]	1.13	20
006c53e2-1e6e-4c72-8676-fcf15cc124e0	0	user	Am I free at 4:00 PM today.	I see 1 event for today at 4:00 PM.	CALENDAR	check_availability	Am <relationship_name>I</relationship_name> <availability>free</availability> at <start_time>4:00 PM</start_time> <start_date>today</start_date>.	6/11/2020 6:39:43 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Am I free at 4:00 PM today.", "Am I free at 4:00 PM today.", "Am I free at 4:00 PM today.", "Am I free at 4:00 PM today.", "Am I free at 4:00 PM today."], "SrSentencesScores": ["0.8716554", "0.8564136", "0.8506236", "0.85577", "0.85457665"]}	kingston		[]	1.13	1
007a780f-f574-41e3-883c-761b2ad69773	0	user	Hey Cortana go home.	. 	NOTSURE	other_domain	Hey Cortana go home.	6/18/2020 9:37:59 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana go home.", "Cortana go home.", "Hey Cortana go home.", "Cortana go home.", "Hey Cortana call home."], "SrSentencesScores": ["0.86599106", "0.8504079", "0.86361814", "0.84790236", "0.86292464"]}	kingston		[]	1.13	99
00a8ea20-a352-400a-bd93-c51d382100a7	0	user	Hey Cortana add 734-709-0260 to the meeting.	OK, Add (734) 709-0260, is that right?	COMMUNICATION	add_to_call	Hey Cortana add <phone_number>734-709-0260</phone_number> to the meeting.	6/16/2020 12:06:22 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana add 734-709-0260 to the meeting.", "Hey Cortana at 734-709-0260 to the meeting.", "Hey Cortana add 73470902602 day meeting.", "Hey Cortana add 734-709-0260 to the meaning.", "Hey Cortana add 7347090260 today meeting."], "SrSentencesScores": ["0.8825008", "0.8764728", "0.8754589", "0.87787765", "0.85372597"]}	kingston		[]	1.13	1
00b0f5f7-9de4-4fea-bd88-9893d43d01a9	0	user	Hey Cortana dial 4254.	Calling 4254	COMMUNICATION	make_call	Hey Cortana dial <phone_number>4254</phone_number>.	6/12/2020 7:49:44 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana dial 4254.", "Cortana dial 4254.", "Hey Cortana dial 42549.", "Cortana dial 42549.", "Hey Cortana dial 4254."], "SrSentencesScores": ["0.7868175", "0.7794789", "0.783727", "0.7768063", "0.6981931"]}	kingston		[]	1.13	1
010b9461-b414-48e9-b7b8-bb630eee2d0b	0	user	Hey Cortana did I get any Mail.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Hey Cortana did I get any Mail.	6/10/2020 4:57:02 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana did I get any Mail.", "Cortana did I get any Mail.", "Hey Cortana did I get any Mail.", "Cortana did I get any Mail.", "Hey Cortana did I get any email."], "SrSentencesScores": ["0.8898296", "0.8715053", "0.8448707", "0.8237712", "0.8715054"]}	kingston		[]	1.13	1
011d7820-d2d1-461c-b95a-8c9df01a9e5e	0	user	Hey Cortana go to saved items.	. 	TEAMSACTION	teamsuser_showactivity	hey cortana go to <teamsuser_activitytype>saved items</teamsuser_activitytype>	6/26/2020 7:59:03 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana go to saved items.", "Cortana go to saved items.", "Hey Cortana go to saved items.", "Cortana go to saved items."], "SrSentencesScores": ["0.8584656", "0.85198164", "0.8255032", "0.8170301"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start go to saved items !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start go to saved items !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start go to saved items !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start go to saved items !sent_end </#baseModel>"]}	kingston		[]	1.13	1
0131fbe8-048e-47af-8625-f0bd992d0eac	0	user	Send a message to meeting.	What's your message?	COMMUNICATION	send_text_meeting	send a message to meeting	6/9/2020 9:20:16 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Send a message to meeting.", "Send a message to meeting.", "Send a message to meeting.", "Send a message to meeting.", "Send message to meeting."], "SrSentencesScores": ["0.85402733", "0.86645824", "0.874442", "0.8266263", "0.7997671"]}	kingston		[]	1.13	2
0141fd9d-4ded-485d-bcf8-eccd88450a10	0	user	Hey Cortana tell Carrie Parker can you bring me an umbrella please.	Send it, or change it?	COMMUNICATION	send_text	Hey Cortana tell <contact_name>Carrie Parker</contact_name> <message>can you bring me an umbrella please</message>.	6/2/2020 9:09:41 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana tell Carrie Parker can you bring me an umbrella please.", "Hey Cortana tell Kelly Parker can you bring me an umbrella please.", "Cortana tell Kelly Parker can you bring me an umbrella please.", "Hey Cortana tell Carrie Parker can you bring me an umbrella please.", "Hey Cortana tell carry Parker can you bring me an umbrella please."], "SrSentencesScores": ["0.72222584", "0.79131484", "0.7854387", "0.76992875", "0.7619554"]}	kingston		[]	1.13	2
014c4e76-2c77-468a-a516-8d5d82f2d52a	0	user	Cortana go to home.	. 	TEAMSACTION	teamspace_navigate	Cortana go to <teamspace_menu>home</teamspace_menu>.	6/12/2020 12:51:52 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana go to home.", "Hey Cortana go to home.", "Cortana go to home.", "Hey Cortana go to home.", "Cortana go to home."], "SrSentencesScores": ["0.8478883", "0.8576381", "0.7866079", "0.7950676", "0.63070035"]}	kingston		[]	1.13	17
016a0f08-0b49-4163-bded-1523fd1496d8	0	user	Cortana insurance.	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	Cortana insurance.	6/10/2020 3:42:18 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana insurance.", "Hey Cortana insurance.", "Cortana insurance.", "Hey Cortana insurance.", "Cortana insurance certificate."], "SrSentencesScores": ["0.5766637", "0.57489085", "0.4589759", "0.45468128", "0.46887642"]}	kingston		[]	1.13	1
018de79e-ac99-4873-85d7-e96238268acb	0	user	Cortana hang up.	Hanging up.	COMMUNICATION	end_call	Cortana hang up.	6/5/2020 9:29:43 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana hang up.", "Hey Cortana hang up.", "Cortana hang up.", "Hey Cortana hang up.", "Cortana hanging up."], "SrSentencesScores": ["0.8221456", "0.82076603", "0.81902635", "0.8178041", "0.78263974"]}	kingston		[]	1.13	20
019204c2-dff5-448b-a987-85f7a4ecfb35	0	user	Cortana call.	Alright, Who do you want to call?	COMMUNICATION	make_call	Cortana call.	6/16/2020 3:42:26 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana call.", "Hey Cortana call.", "Cortana coin.", "Hey Cortana coin.", "Cortana call."], "SrSentencesScores": ["0.8027103", "0.7988299", "0.64682275", "0.65104485", "0.72740585"]}	kingston		[]	1.13	2
01a5f229-7c06-41b9-8ac5-ae535a0c8e5c	0	user	Hey Cortana text Carrie Parker it suggesting messages and calls please ignore.	Sorry, I'm not able to help with this one.	COMMUNICATION	ignore_incoming	Hey Cortana text <contact_name>Carrie Parker</contact_name> it <message>suggesting messages and calls please ignore</message>.	6/2/2020 12:10:01 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana text Carrie Parker it suggesting messages and calls please ignore.", "Hey Cortana text Carrie Parker it's a testing messages and calls please ignore.", "Hey Cortana text Carrie Parker it suggested messages and calls please ignore.", "Hey Cortana text Carrie Parker it's attesting messages and calls please ignore.", "Hey Cortana text Carrie Parker its attesting messages and calls please ignore."], "SrSentencesScores": ["0.823438", "0.82493377", "0.812073", "0.7985357", "0.7961982"]}	kingston		[]	1.13	1
01a6176b-34b9-4e04-a01c-1ee9e4904adb	0	user	Hey Cortana stop the presentation.	Actually, I can close a presentation only when it’s being presented.	INMEETING	stop_presenting	Hey Cortana stop the presentation.	6/17/2020 11:31:41 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana stop the presentation.", "Cortana stop the presentation.", "Hey Cortana stop the presentation.", "Cortana stop the presentation.", "Hey Cortana stop the presentation."], "SrSentencesScores": ["0.8773049", "0.86799324", "0.8694127", "0.85997266", "0.77723503"]}	kingston		[]	1.13	1
01b89a9f-d7e0-485b-a80e-bc66c4891c3b	0	user	Hey Cortana set the volume to 50%.	OK, the volume's now 50%.	DEVICECONTROL	set_volume	Hey Cortana set the volume to <volume_level>50%</volume_level>.	6/25/2020 12:56:54 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana set the volume to 50%.", "Cortana set the volume to 50%.", "Hey Cortana set the volume to 50%.", "Cortana set the volume to 50%.", "Hey Cortana set volume to 50%."], "SrSentencesScores": ["0.856241", "0.847747", "0.8679881", "0.8599923", "0.8358836"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start set the volume to fifty percent !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start set the volume to fifty percent !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start set the volume to fifty percent !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start set the volume to fifty percent !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start set volume to fifty percent !sent_end </#cortana_teams_clm>"]}	kingston		[]	1.13	5
01c2cde6-8655-4b82-adfe-473e030ee70e	0	user	Hey Cortana tell Mya can you bring me an umbrella.	Alright, message Mya Kwan (Purposeful Change), Is that right?	COMMUNICATION	send_text	Hey Cortana tell <contact_name>Mya</contact_name> <message>can you bring me an umbrella</message>.	6/19/2020 10:52:30 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana tell Mya can you bring me an umbrella.", "Cortana tell Mya can you bring me an umbrella.", "Hey Cortana tell Maya can you bring me an umbrella.", "Cortana tell Maya can you bring me an umbrella.", "Hey Cortana tell my a can you bring me an umbrella."], "SrSentencesScores": ["0.8098928", "0.8031398", "0.8049263", "0.7979248", "0.8410184"]}	kingston		[]	1.13	6
01c7a289-67a5-49b1-8c2d-69ede27c346e	0	user	Hey Cortana what do I have on Monday.	I found 1 event for Monday.	CALENDAR	find_calendar_entry	Hey Cortana what do I have on <start_date>Monday</start_date>.	6/23/2020 10:27:05 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana what do I have on Monday.", "Cortana what do I have on Monday.", "Hey Cortana what do we have on Monday.", "Hey Cortana what do I have on Monday.", "Hey Cortana what do I have on Monday."], "SrSentencesScores": ["0.8618782", "0.85099846", "0.8607331", "0.8802858", "0.8002663"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start what do i have on monday !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start what do i have on monday !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start what do we have on monday !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start what do i have on monday !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start /what\\+do\\+i\\+have/what+do+i+have/ on monday !sent_end </#cortana_teams_clm>"]}	kingston		[]	1.13	8
01da9eb1-4ea4-442f-a958-559e3ba14af9	0	user	Hey Cortana when's my next meeting.	Next up, , at 9:30 PM, Semester Planning: Office Hours (Optional/Drop In)	CALENDAR	find_calendar_when	Hey Cortana when's my <start_time>next</start_time> meeting.	6/15/2020 11:29:05 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana when's my next meeting.", "Cortana when's my next meeting.", "Hey Cortana when is my next meeting.", "Hey Cortana when's my next meeting.", "Hey Cortana when is my next meeting."], "SrSentencesScores": ["0.8166759", "0.8018927", "0.84643745", "0.84761864", "0.86544794"]}	kingston		[]	1.13	9
01dbaf83-e53e-446f-817b-68f1c477d783	0	user	Hey Cortana go to teams.	. 	TEAMSACTION	teamspace_navigate	Hey Cortana go to <teamspace_menu>teams</teamspace_menu>.	6/10/2020 11:49:32 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana go to teams.", "Cortana go to teams.", "Hey Cortana go to Team's.", "Hey Cortana go to teams.", "Hey Cortana go to teams."], "SrSentencesScores": ["0.8727284", "0.8600384", "0.8443464", "0.75557613", "0.7417999"]}	kingston		[]	1.13	15
021ea29f-5e0a-4adb-9186-f510c8b317ca	0	user	Cortana making sure it works.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Cortana making sure it works.	6/1/2020 9:52:45 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana making sure it works.", "Hey Cortana making sure it works.", "Cortana making sure it works.", "Hey Cortana making sure it works.", "Cortana making sure that works."], "SrSentencesScores": ["0.82981783", "0.82920325", "0.78702974", "0.7882359", "0.81639314"]}	kingston		[]	1.13	1
02315606-ed3a-4d3d-8800-e4ba75dfff04	0	user	Hey Cortana send feedback.	. 	FEEDBACK	submit_feedback	Hey Cortana send <feedback_type>feedback</feedback_type>.	6/11/2020 9:30:07 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana send feedback.", "Cortana send feedback.", "Hey Cortana send feedback.", "Cortana send feedback.", "Hey Cortana send feedback to."], "SrSentencesScores": ["0.8008892", "0.7873317", "0.732854", "0.71792203", "0.7897837"]}	kingston		[]	1.13	43
0235e38e-7503-4232-98be-5d726390f457	0	user	Hey Cortana open the Kingston document.	Which file should I open?	FILES	file_open	Hey Cortana open the <file_keyword>Kingston</file_keyword> document.	6/23/2020 7:47:30 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana open the Kingston document.", "Cortana open the Kingston document.", "Hey Cortana open the Kingston and document.", "Cortana open the Kingston and document.", "Hey Cortana open the King stone document."], "SrSentencesScores": ["0.8561664", "0.8503121", "0.8663137", "0.8608353", "0.82496506"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start open the <#FILE_TITLE> Kingston </#FILE_TITLE> document !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start open the <#FILE_TITLE> Kingston </#FILE_TITLE> document !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start open the <#FILE_TITLE> Kingston and </#FILE_TITLE> document !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start open the <#FILE_TITLE> Kingston and </#FILE_TITLE> document !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start open the king <#SURNAME> stone </#SURNAME> document !sent_end </#cortana_teams_clm>"]}	kingston		[]	1.13	1
023a7a1b-bc74-48c5-b0b9-3d1cef259a0c	0	user	Hey Cortana send message to my meeting at 4:30 PM.	OK, What's your message?	COMMUNICATION	send_text_meeting	Hey Cortana send message to my meeting at <time>4:30 PM</time>.	6/11/2020 9:40:53 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana send message to my meeting at 4:30 PM.", "Cortana send message to my meeting at 4:30 PM.", "Hey Cortana send message to my meeting at 4:30 PM.", "Cortana send message to my meeting at 4:30 PM.", "Hey Cortana send message to my meeting at 4:30 PM."], "SrSentencesScores": ["0.87139404", "0.8651755", "0.87082845", "0.86460716", "0.85872334"]}	kingston		[]	1.13	1
023e44d8-24ec-4f75-902b-e87f79e88431	0	user	Hey Cortana hello.	Hi there.	NOTSURE	notsure_other	hey cortana hello	6/1/2020 10:06:34 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana hello.", "Cortana hello.", "Hey Cortana hello.", "Cortana hello.", "Hey Cortana hullo."], "SrSentencesScores": ["0.8585993", "0.84628", "0.7740278", "0.7603802", "0.47059232"]}	kingston		[]	1.13	29
0255f77b-495d-42d2-bee9-05d5da0623ca	0	user	Hey Cortana what time is my next meeting.	Next up, tomorrow, at 10:00 AM, RI Refund - Customer/Partner Experience	CALENDAR	find_calendar_when	Hey Cortana what time is my <start_time>next</start_time> meeting.	6/11/2020 4:49:55 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana what time is my next meeting.", "Cortana what time is my next meeting.", "Hey Cortana what time is my next meeting.", "Cortana what time is my next meeting.", "Hey Cortana what time my next meeting."], "SrSentencesScores": ["0.8634402", "0.8548805", "0.8904863", "0.8829423", "0.8482617"]}	kingston		[]	1.13	1
