ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency
178914261			user	my ceo on bcc          	EMAILSEARCH	search_email	<relationship_name_bcc>my ceo</relationship_name_bcc> on bcc          	[]		1
178914262			user	shaquille o'neal on cc	EMAILSEARCH	search_email	<contact_name_cc>shaquille o'neal</contact_name_cc> on cc	[]		1
178914263			user	from Antonio about apples	EMAILSEARCH	search_email	from <contact_name_from>Antonio</contact_name_from> about <keyword>apples</keyword>	[]		1
178914264			user	bcc freddy diaz   	EMAILSEARCH	search_email	bcc <contact_name_bcc>freddy diaz</contact_name_bcc>   	[]		1
178914265			user	to my manager about Q4 OKR	EMAILSEARCH	search_email	to <relationship_name_to>my manager</relationship_name_to> about <keyword>Q4 OKR</keyword>	[]		1
178914266			user	due on August 2019	EMAILSEARCH	search_email	due on <due_date>August 2019</due_date>	[]		1
178914267			user	rapanuga Q4 OKR         	EMAILSEARCH	search_email	<contact_name>rapanuga</contact_name> <keyword>Q4 OKR</keyword>         	[]		1
178914268			user	email with a due date 	EMAILSEARCH	search_email	<message_type>email</message_type> with a <message_category>due date</message_category> 	[]		1
178914269			user	cc my report        	EMAILSEARCH	search_email	cc <relationship_name_cc>my report</relationship_name_cc>        	[]		1
178914270			user	Zhongpeng Shao   	EMAILSEARCH	search_email	<contact_name>Zhongpeng Shao</contact_name>   	[]		1
178914271			user	from freddy diaz  	EMAILSEARCH	search_email	from <contact_name_from>freddy diaz</contact_name_from>  	[]		1
178914272			user	forwarded to ming 	EMAILSEARCH	search_email	<email_state>forwarded</email_state> to <contact_name_to>ming</contact_name_to> 	[]		1
178914273			user	emails with a red bang   	EMAILSEARCH	search_email	<message_type>emails</message_type> with a <message_category>red bang</message_category>   	[]		1
178914274			user	bcc my report        	EMAILSEARCH	search_email	bcc <relationship_name_bcc>my report</relationship_name_bcc>        	[]		1
178914275			user	emails without any attachment	EMAILSEARCH	search_email	<message_type>emails</message_type> <without_attachment>without any attachment</without_attachment>	[]		1
178914276			user	my manager emails this week    	EMAILSEARCH	search_email	<relationship_name>my manager</relationship_name> <message_type>emails</message_type> <start_date>this week</start_date>    	[]		1
178914277			user	emails marked due today	EMAILSEARCH	search_email	<message_type>emails</message_type> marked due <due_date>today</due_date>	[]		1
178914278			user	unread emails in my personal folder	EMAILSEARCH	search_email	<message_category>unread</message_category> <message_type>emails</message_type> in my <destination_folder>personal</destination_folder> folder	[]		1
178914279			user	Send emails to my boss    	EMAILSEARCH	search_email	Send emails to <relationship_name_to>my boss</relationship_name_to>    	[]		1
178914280			user	between Jan 1 and Feb 1   	EMAILSEARCH	search_email	between <start_date>Jan 1</start_date> and <end_date>Feb 1</end_date>   	[]		1
178914281			user	emails from my boss 	EMAILSEARCH	search_email	<message_type>emails</message_type> from <relationship_name_from>my boss</relationship_name_from> 	[]		1
178914282			user	send an email to myself        	EMAILSEARCH	search_email	send an email to <relationship_name_to>myself</relationship_name_to>        	[]		1
178914283			user	excel shared by mingzhu 	EMAILSEARCH	search_email	<attachment_type>excel</attachment_type> shared by <contact_name_from>mingzhu</contact_name_from> 	[]		1
178914284			user	my ceo on cc	EMAILSEARCH	search_email	<relationship_name_cc>my ceo</relationship_name_cc> on cc	[]		1
178914313			user	replied to rajkiran	EMAILSEARCH	search_email	<email_state>replied</email_state> to <contact_name_to>rajkiran</contact_name_to>	[]		1
178914314			user	Q4 OKR 	EMAILSEARCH	search_email	<keyword>Q4 OKR</keyword> 	[]		1
178914315			user	my missed conversations    	EMAILSEARCH	search_email	my <message_category>missed</message_category> <message_type>conversations</message_type>    	[]		1
178914316			user	the email about Q4 ETAs 	EMAILSEARCH	search_email	the <message_type>email</message_type> about <keyword>Q4 ETAs</keyword> 	[]		1
178914317			user	unread emails marked high priority   	EMAILSEARCH	search_email	<message_category>unread</message_category> emails marked <message_category>high priority</message_category>   	[]		1
178914318			user	deleted emails	EMAILSEARCH	search_email	<email_state>deleted</email_state> <message_type>emails</message_type>	[]		1
178914319			user	read emails	EMAILSEARCH	search_email	<message_category>read</message_category> <message_type>emails</message_type>	[]		1
178914320			user	excel shared by freddy diaz  	EMAILSEARCH	search_email	<attachment_type>excel</attachment_type> shared by <contact_name_from>freddy diaz</contact_name_from>  	[]		1
178914321			user	to julio jones with ppt 	EMAILSEARCH	search_email	to <contact_name_to>julio jones</contact_name_to> with <attachment_type>ppt</attachment_type> 	[]		1
178914322			user	cc freddy diaz	EMAILSEARCH	search_email	cc <contact_name_cc>freddy diaz</contact_name_cc>	[]		1
178914323			user	oldest emails from John    	EMAILSEARCH	search_email	<order_ref>oldest</order_ref> <message_type>emails</message_type> from <contact_name_from>John</contact_name_from>    	[]		1
178914324			user	to ming from 9 AM to 5 PM	EMAILSEARCH	search_email	to <contact_name_to>ming</contact_name_to> from <start_time>9 AM</start_time> to <end_time>5 PM</end_time>	[]		1
178914325			user	latest emails from John    	EMAILSEARCH	search_email	<order_ref>latest</order_ref> <message_type>emails</message_type> from <contact_name_from>John</contact_name_from>    	[]		1
178914326			user	to ming from 9 AM to 5 PM   	EMAILSEARCH	search_email	to <contact_name_to>ming</contact_name_to> from <start_time>9 AM</start_time> to <end_time>5 PM</end_time>   	[]		1
178914327			user	email to John with read receipt	EMAILSEARCH	search_email	<message_type>email</message_type> to <contact_name_to>John</contact_name_to> with <message_category>read receipt</message_category>	[]		1
178914328			user	emails with rajkiran         	EMAILSEARCH	search_email	<message_type>emails</message_type> with <contact_name>rajkiran</contact_name>         	[]		1
178914329			user	new emails	EMAILSEARCH	search_email	<message_category>new</message_category> <message_type>emails</message_type>	[]		1
178914330			user	emails from my manager      	EMAILSEARCH	search_email	<message_type>emails</message_type> from <relationship_name_from>my manager</relationship_name_from>      	[]		1
178914331			user	emails without attachments	EMAILSEARCH	search_email	<message_type>emails</message_type> <without_attachment>without attachments</without_attachment>	[]		1
178914332			user	draft email to Lucy	EMAILSEARCH	search_email	<email_state>draft</email_state> <message_type>email</message_type> to <contact_name_to>Lucy</contact_name_to>	[]		1
178914333			user	send me an email at noon tomorrow	EMAILSEARCH	search_email	send me an email at <start_time>noon</start_time> <start_date>tomorrow</start_date>	[]		1
