ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency
246	0		user	To Sharon last 2 weeks	EMAILSEARCH	search_email	To <contact_name_to>Sharon</contact_name_to> <start_date>last 2 weeks</start_date>	[]		1
248	0		user	Excel from John	EMAILSEARCH	search_email	<attachment_type>Excel</attachment_type> from <contact_name_from>John</contact_name_from>	[]		1
249	0		user	from Greg photos 	EMAILSEARCH	search_email	from <contact_name_from>Greg</contact_name_from> <attachment_type>photos</attachment_type> 	[]		1
255	0		user	Photos from Taylor.	EMAILSEARCH	search_email	<attachment_type>Photos</attachment_type> from <contact_name_from>Taylor</contact_name_from>.	[]		1
258	0		user	its about me that you like	EMAILSEARCH	search_email	its about me that you like	[]		1
261	0		user	i got the details	NOTSURE	other_domain	i got the details	[]		1
266	0		user	from chris on friday	EMAILSEARCH	search_email	from <contact_name_from>chris</contact_name_from> on <start_date>friday</start_date>	[]		1
270	0		user	Find the PDF Bill sent me.	EMAILSEARCH	search_email	Find the <attachment_type>PDF</attachment_type> <contact_name_from>Bill</contact_name_from> sent <relationship_name_to>me</relationship_name_to>.	[]		1
277	0		user	show me email about dog sitting	EMAILSEARCH	search_email	show me <message_type>email</message_type> about <keyword>dog sitting</keyword>	[]		1
289	0		user	homework attachment from Dylan	EMAILSEARCH	search_email	<keyword>homework</keyword> <attachment>attachment</attachment> from <contact_name_from>Dylan</contact_name_from>	[]		1
291	0		user	I need to see emails from Gwen between the 18th and 22nd.	EMAILSEARCH	search_email	I need to see <message_type>emails</message_type> from <contact_name_from>Gwen</contact_name_from> between the <start_date>18th</start_date> and <end_date>22nd</end_date>.	[]		1
293	0		user	its been raining since last week	EMAILSEARCH	search_email	its been raining since last week	[]		1
310	0		user	from jill with image	EMAILSEARCH	search_email	from <contact_name_from>jill</contact_name_from> with <attachment_type>image</attachment_type>	[]		1
311	0		user	to Tim photos	EMAILSEARCH	search_email	to <contact_name_to>Tim</contact_name_to> <attachment_type>photos</attachment_type>	[]		1
313	0		user	September 21 to Simon	EMAILSEARCH	search_email	<start_date>September 21</start_date> to <contact_name_to>Simon</contact_name_to>	[]		1
323	0		user	Find the email Kelly Trent sent between March 5th and March 11th about the Boston flight schedule.	EMAILSEARCH	search_email	Find the <message_type>email</message_type> <contact_name_from>Kelly Trent</contact_name_from> sent between <start_date>March 5th</start_date> and <end_date>March 11th</end_date> about the <keyword>Boston flight schedule</keyword>.	[]		1
324	0		user	Photos of the Spring Fesitval from Kristi	EMAILSEARCH	search_email	<attachment_type>Photos</attachment_type> of the <keyword>Spring Fesitval</keyword> from <contact_name_from>Kristi</contact_name_from>	[]		1
332	0		user	Excel to Luke	EMAILSEARCH	search_email	<attachment_type>Excel</attachment_type> to <contact_name_to>Luke</contact_name_to>	[]		1
338	0		user	Messages to Yanni	EMAILSEARCH	search_email	Messages to <contact_name_to>Yanni</contact_name_to>	[]		1
343	0		user	from Samantha Church	EMAILSEARCH	search_email	from <contact_name_from>Samantha Church</contact_name_from>	[]		1
344	0		user	Jim with excel	EMAILSEARCH	search_email	<contact_name>Jim</contact_name> with <attachment_type>excel</attachment_type>	[]		1
346	0		user	Sara doctor appointment 	NOTSURE	other_domain	Sara doctor appointment 	[]		1
350	0		user	Email from Kat	EMAILSEARCH	search_email	<message_type>Email</message_type> from <contact_name_from>Kat</contact_name_from>	[]		1
367	0		user	Messages addressed to Amir within the last week.	EMAILSEARCH	search_email	Messages addressed to <contact_name_to>Amir</contact_name_to> within the <start_date>last week</start_date>.	[]		1
372	0		user	I want to see emails to Celia with Excel.	EMAILSEARCH	search_email	I want to see <message_type>emails</message_type> to <contact_name_to>Celia</contact_name_to> with <attachment_type>Excel</attachment_type>.	[]		1
374	0		user	Jane photo attachements	EMAILSEARCH	search_email	<contact_name>Jane</contact_name> <attachment_type>photo</attachment_type> <attachment>attachements</attachment>	[]		1
391	0		user	Find emails from Ted from last month.	EMAILSEARCH	search_email	Find <message_type>emails</message_type> from <contact_name_from>Ted</contact_name_from> from <start_date>last month</start_date>.	[]		1
392	0		user	emails from daoe	EMAILSEARCH	search_email	<message_type>emails</message_type> from <contact_name_from>daoe</contact_name_from>	[]		1
394	0		user	get me emails from Joe Turner between last Tuesday and yesterday	EMAILSEARCH	search_email	get me <message_type>emails</message_type> from <contact_name_from>Joe Turner</contact_name_from> between <start_date>last Tuesday</start_date> and <end_date>yesterday</end_date>	[]		1
402	0		user	to Tiffany in May 2019	EMAILSEARCH	search_email	to <contact_name_to>Tiffany</contact_name_to> in <start_date>May 2019</start_date>	[]		1
403	0		user	Emails from Brad since Tuesday.	EMAILSEARCH	search_email	<message_type>Emails</message_type> from <contact_name_from>Brad</contact_name_from> since <start_date>Tuesday</start_date>.	[]		1
406	0		user	Last Tuesday email from Jefferson.	EMAILSEARCH	search_email	<start_date>Last Tuesday</start_date> <message_type>email</message_type> from <contact_name_from>Jefferson</contact_name_from>.	[]		1
407	0		user	To Joe with emails	EMAILSEARCH	search_email	To <contact_name_to>Joe</contact_name_to> with <message_type>emails</message_type>	[]		1
414	0		user	Jim with photo attachment	EMAILSEARCH	search_email	<contact_name>Jim</contact_name> with <attachment_type>photo</attachment_type> <attachment>attachment</attachment>	[]		1
425	0		user	Yesterday's messages from Amazon.	EMAILSEARCH	search_email	<start_date>Yesterday</start_date>'s messages from <keyword>Amazon</keyword>.	[]		1
435	0		user	All  emails sent to Larry	EMAILSEARCH	search_email	All  <message_type>emails</message_type> sent to <contact_name_to>Larry</contact_name_to>	[]		1
438	0		user	Dave eariler this morning.  	EMAILSEARCH	search_email	<contact_name>Dave</contact_name> <start_time>eariler this morning</start_time>.  	[]		1
444	0		user	December 24 message to dad	EMAILSEARCH	search_email	<start_date>December 24</start_date> message to <relationship_name_to>dad</relationship_name_to>	[]		1
461	0		user	find emails with Word documents from Paul	EMAILSEARCH	search_email	find <message_type>emails</message_type> with <attachment_type>Word documents</attachment_type> from <contact_name_from>Paul</contact_name_from>	[]		1
462	0		user	Recent email to Travis requesting receipts	EMAILSEARCH	search_email	<order_ref>Recent</order_ref> <message_type>email</message_type> to <contact_name_to>Travis</contact_name_to> requesting <keyword>receipts</keyword>	[]		1
470	0		user	Brad with doc files	EMAILSEARCH	search_email	<contact_name>Brad</contact_name> with <attachment_type>doc</attachment_type> files	[]		1
476	0		user	attachment to pam	EMAILSEARCH	search_email	<attachment>attachment</attachment> to <contact_name_to>pam</contact_name_to>	[]		1
481	0		user	It was on January 21, 2020	EMAILSEARCH	search_email	It was on <start_date>January 21, 2020</start_date>	[]		1
482	0		user	From Tom on Friday	EMAILSEARCH	search_email	From <contact_name_from>Tom</contact_name_from> on <start_date>Friday</start_date>	[]		1
487	0		user	December from Jenna with document	EMAILSEARCH	search_email	<start_date>December</start_date> from <contact_name_from>Jenna</contact_name_from> with <attachment_type>document</attachment_type>	[]		1
495	0		user	Find emails to Diane with documents attached	EMAILSEARCH	search_email	Find <message_type>emails</message_type> to <contact_name_to>Diane</contact_name_to> with <attachment_type>documents</attachment_type> <attachment>attached</attachment>	[]		1
496	0		user	From Corey about baseball game	EMAILSEARCH	search_email	From <contact_name_from>Corey</contact_name_from> about <keyword>baseball game</keyword>	[]		1
497	0		user	email from Danny about hardwood estimate	EMAILSEARCH	search_email	<message_type>email</message_type> from <contact_name_from>Danny</contact_name_from> about <keyword>hardwood estimate</keyword>	[]		1
500	0		user	any emails to Jefri Bolkiah last year	EMAILSEARCH	search_email	any <message_type>emails</message_type> to <contact_name_to>Jefri Bolkiah</contact_name_to> <start_date>last year</start_date>	[]		1
521	0		user	February 21 Jack	EMAILSEARCH	search_email	<start_date>February 21</start_date> <contact_name>Jack</contact_name>	[]		1
530	0		user	Excel to Mark	EMAILSEARCH	search_email	<attachment_type>Excel</attachment_type> to <contact_name_to>Mark</contact_name_to>	[]		1
536	0		user	to Mary about dad's birthday surprise	EMAILSEARCH	search_email	to <contact_name_to>Mary</contact_name_to> about <relationship_name>dad</relationship_name>'s <keyword>birthday surprise</keyword>	[]		1
538	0		user	emails from Dad	EMAILSEARCH	search_email	<message_type>emails</message_type> from <relationship_name_from>Dad</relationship_name_from>	[]		1
543	0		user	Emails sent on the 5th to Ryland.	EMAILSEARCH	search_email	<message_type>Emails</message_type> sent on the <start_date>5th</start_date> to <contact_name_to>Ryland</contact_name_to>.	[]		1
546	0		user	attachment from Adam on BBQ	EMAILSEARCH	search_email	<attachment>attachment</attachment> from <contact_name_from>Adam</contact_name_from> on <keyword>BBQ</keyword>	[]		1
553	0		user	find email from february second	EMAILSEARCH	search_email	find <message_type>email</message_type> from <start_date>february second</start_date>	[]		1
555	0		user	Excel to Megan	EMAILSEARCH	search_email	<attachment_type>Excel</attachment_type> to <contact_name_to>Megan</contact_name_to>	[]		1
556	0		user	I want to be shown my emails to Jason on marketing.	EMAILSEARCH	search_email	I want to be shown my <message_type>emails</message_type> to <contact_name_to>Jason</contact_name_to> on <keyword>marketing</keyword>.	[]		1
560	0		user	From Judy photos.	EMAILSEARCH	search_email	From <contact_name_from>Judy</contact_name_from> <attachment_type>photos</attachment_type>.	[]		1
561	0		user	messages sent to steve between monday and today	EMAILSEARCH	search_email	messages sent to <contact_name_to>steve</contact_name_to> between <start_date>monday</start_date> and <end_date>today</end_date>	[]		1
567	0		user	Keven ask me if I can sent hi an email	EMAILSEARCH	search_email	Keven ask me if I can sent hi an email	[]		1
568	0		user	Mark received a letter from Jon Doe last august 27.	EMAILSEARCH	search_email	Mark received a letter from Jon Doe last august 27.	[]		1
576	0		user	all messages to Joe	EMAILSEARCH	search_email	all messages to <contact_name_to>Joe</contact_name_to>	[]		1
606	0		user	Show me emails to Wally on sales.	EMAILSEARCH	search_email	Show me <message_type>emails</message_type> to <contact_name_to>Wally</contact_name_to> on <keyword>sales</keyword>.	[]		1
608	0		user	Document about taxes	EMAILSEARCH	search_email	<attachment_type>Document</attachment_type> about <keyword>taxes</keyword>	[]		1
609	0		user	show jacob the file	NOTSURE	other_domain	show jacob the file	[]		1
614	0		user	to janine with documents	EMAILSEARCH	search_email	to <contact_name_to>janine</contact_name_to> with <attachment_type>documents</attachment_type>	[]		1
615	0		user	To Jim attachment funny meme	EMAILSEARCH	search_email	To <contact_name_to>Jim</contact_name_to> <attachment>attachment</attachment> <keyword>funny meme</keyword>	[]		1
623	0		user	From Michelle December 1st	EMAILSEARCH	search_email	From <contact_name_from>Michelle</contact_name_from> <start_date>December 1st</start_date>	[]		1
625	0		user	To Sammy	EMAILSEARCH	search_email	To <contact_name_to>Sammy</contact_name_to>	[]		1
626	0		user	to Zenia with attachment coupon	EMAILSEARCH	search_email	to <contact_name_to>Zenia</contact_name_to> with <attachment>attachment</attachment> <keyword>coupon</keyword>	[]		1
628	0		user	Im coming tomorrow	EMAILSEARCH	search_email	Im coming tomorrow	[]		1
629	0		user	Tina video files	EMAILSEARCH	search_email	<contact_name>Tina</contact_name> <attachment_type>video</attachment_type> files	[]		1
635	0		user	from Mom	EMAILSEARCH	search_email	from <relationship_name_from>Mom</relationship_name_from>	[]		1
637	0		user	Jimmy's message to me about politics	EMAILSEARCH	search_email	<contact_name_from>Jimmy</contact_name_from>'s message to <relationship_name_to>me</relationship_name_to> about <keyword>politics</keyword>	[]		1
646	0		user	Yesterday's email to Jake	EMAILSEARCH	search_email	<start_date>Yesterday</start_date>'s <message_type>email</message_type> to <contact_name_to>Jake</contact_name_to>	[]		1
647	0		user	view emails about billing from Jennifer	EMAILSEARCH	search_email	view <message_type>emails</message_type> about <keyword>billing</keyword> from <contact_name_from>Jennifer</contact_name_from>	[]		1
648	0		user	list out emails from last week from Ringo McLennon	EMAILSEARCH	search_email	list out <message_type>emails</message_type> from <start_date>last week</start_date> from <contact_name_from>Ringo McLennon</contact_name_from>	[]		1
655	0		user	sent image to steve	EMAILSEARCH	search_email	sent <attachment_type>image</attachment_type> to <contact_name_to>steve</contact_name_to>	[]		1
679	0		user	I want to see all the emails I sent on Tuesday to Mandy.	EMAILSEARCH	search_email	I want to see all the <message_type>emails</message_type> I sent on <start_date>Tuesday</start_date> to <contact_name_to>Mandy</contact_name_to>.	[]		1
683	0		user	from Dad about invoice changes	EMAILSEARCH	search_email	from <relationship_name_from>Dad</relationship_name_from> about <keyword>invoice changes</keyword>	[]		1
690	0		user	my email to Cesare yesterday	EMAILSEARCH	search_email	my <message_type>email</message_type> to <contact_name_to>Cesare</contact_name_to> <start_date>yesterday</start_date>	[]		1
696	0		user	Pull up my emails to Cindy about the merger.	EMAILSEARCH	search_email	Pull up my <message_type>emails</message_type> to <contact_name_to>Cindy</contact_name_to> about <keyword>the merger</keyword>.	[]		1
710	0		user	Sam from Christmas	EMAILSEARCH	search_email	<contact_name>Sam</contact_name> from <keyword>Christmas</keyword>	[]		1
720	0		user	Correspondences sent to Emily	EMAILSEARCH	search_email	Correspondences sent to <contact_name_to>Emily</contact_name_to>	[]		1
724	0		user	all emails in July from Tara Brown	EMAILSEARCH	search_email	all <message_type>emails</message_type> in <start_date>July</start_date> from <contact_name_from>Tara Brown</contact_name_from>	[]		1
727	0		user	Samuel's email from Friday, can you read it to me?	EMAILSEARCH	search_email	<contact_name>Samuel</contact_name>'s <message_type>email</message_type> from <start_date>Friday</start_date>, can you read it to me?	[]		1
731	0		user	Lia to Doe	EMAILSEARCH	search_email	<contact_name_from>Lia</contact_name_from> to <contact_name_to>Doe</contact_name_to>	[]		1
744	0		user	from Richard emails	EMAILSEARCH	search_email	from <contact_name_from>Richard</contact_name_from> <message_type>emails</message_type>	[]		1
760	0		user	to Mike	EMAILSEARCH	search_email	to <contact_name_to>Mike</contact_name_to>	[]		1
762	0		user	find me Bill's email with photos attached	EMAILSEARCH	search_email	find me <contact_name>Bill</contact_name>'s <message_type>email</message_type> with <attachment_type>photos</attachment_type> <attachment>attached</attachment>	[]		1
764	0		user	email from john	EMAILSEARCH	search_email	<message_type>email</message_type> from <contact_name_from>john</contact_name_from>	[]		1
765	0		user	Movie ticket message from Jared.	EMAILSEARCH	search_email	<keyword>Movie ticket</keyword> message from <contact_name_from>Jared</contact_name_from>.	[]		1
767	0		user	sent it to John Doe	EMAILSEARCH	search_email	sent it to <contact_name_to>John Doe</contact_name_to>	[]		1
773	0		user	emails to fortnite customer service	EMAILSEARCH	search_email	<message_type>emails</message_type> to <contact_name_to>fortnite customer service</contact_name_to>	[]		1
776	0		user	Look for emails received from Connor with a Word attachment.	EMAILSEARCH	search_email	Look for <message_type>emails</message_type> received from <contact_name_from>Connor</contact_name_from> with a <attachment_type>Word</attachment_type> <attachment>attachment</attachment>.	[]		1
785	0		user	from last night meeting	EMAILSEARCH	search_email	from <start_date>last night</start_date> <keyword>meeting</keyword>	[]		1
788	0		user	to Dad with excel attachment	EMAILSEARCH	search_email	to <relationship_name_to>Dad</relationship_name_to> with <attachment_type>excel</attachment_type> <attachment>attachment</attachment>	[]		1
794	0		user	Emails to Valerie	EMAILSEARCH	search_email	<message_type>Emails</message_type> to <contact_name_to>Valerie</contact_name_to>	[]		1
795	0		user	garden email from Jennie	EMAILSEARCH	search_email	<keyword>garden</keyword> <message_type>email</message_type> from <contact_name_from>Jennie</contact_name_from>	[]		1
797	0		user	From Lia	EMAILSEARCH	search_email	From <contact_name_from>Lia</contact_name_from>	[]		1
806	0		user	find emails from Sara that include documents	EMAILSEARCH	search_email	find <message_type>emails</message_type> from <contact_name_from>Sara</contact_name_from> that include documents	[]		1
809	0		user	from Watson with files on Sherlock	EMAILSEARCH	search_email	from <contact_name_from>Watson</contact_name_from> with <attachment_type>files</attachment_type> on <keyword>Sherlock</keyword>	[]		1
812	0		user	texts from Jim	EMAILSEARCH	search_email	<keyword>texts</keyword> from <contact_name_from>Jim</contact_name_from>	[]		1
815	0		user	Pull up the emails I sent to Randy on December 22nd.	EMAILSEARCH	search_email	Pull up the <message_type>emails</message_type> I sent to <contact_name_to>Randy</contact_name_to> on <start_date>December 22nd</start_date>.	[]		1
819	0		user	Find the recruiting message Jim Ponder forwarded to me between August 15th and September 1st.	EMAILSEARCH	search_email	Find the <keyword>recruiting message</keyword> <contact_name_from>Jim Ponder</contact_name_from> <email_state>forwarded</email_state> to me between <start_date>August 15th</start_date> and <end_date>September 1st</end_date>.	[]		1
822	0		user	to George King	EMAILSEARCH	search_email	to <contact_name_to>George King</contact_name_to>	[]		1
823	0		user	Zoo trip pictures from Dan	EMAILSEARCH	search_email	<keyword>Zoo trip</keyword> <attachment_type>pictures</attachment_type> from <contact_name_from>Dan</contact_name_from>	[]		1
827	0		user	Mia excels	EMAILSEARCH	search_email	<contact_name>Mia</contact_name> <attachment_type>excels</attachment_type>	[]		1
828	0		user	messages from Mary	EMAILSEARCH	search_email	messages from <contact_name_from>Mary</contact_name_from>	[]		1
832	0		user	show me emails from Gunther Electric with power point files in them	EMAILSEARCH	search_email	show me <message_type>emails</message_type> from <contact_name_from>Gunther Electric</contact_name_from> with <attachment_type>power point files</attachment_type> in them	[]		1
835	0		user	see emails sent to Michael	EMAILSEARCH	search_email	see <message_type>emails</message_type> sent to <contact_name_to>Michael</contact_name_to>	[]		1
840	0		user	got the minutes	NOTSURE	other_domain	got the minutes	[]		1
845	0		user	I want to see emails sent from Greg to me on the 14th or 15th.	EMAILSEARCH	search_email	I want to see <message_type>emails</message_type> sent from <contact_name_from>Greg</contact_name_from> to <relationship_name_to>me</relationship_name_to> on the <start_date>14th</start_date> or <start_date>15th</start_date>.	[]		1
851	0		user	to Carrie November 8 through 10	EMAILSEARCH	search_email	to <contact_name_to>Carrie</contact_name_to> <start_date>November 8</start_date> through <end_date>10</end_date>	[]		1
854	0		user	From Uncle Joe last Tuesday	EMAILSEARCH	search_email	From <relationship_name_from>Uncle Joe</relationship_name_from> <start_date>last Tuesday</start_date>	[]		1
874	0		user	from Max video games	EMAILSEARCH	search_email	from <contact_name_from>Max</contact_name_from> <keyword>video games</keyword>	[]		1
897	0		user	Cover letter word document to Julia Smith	EMAILSEARCH	search_email	<keyword>Cover letter</keyword> <attachment_type>word document</attachment_type> to <contact_name_from>Julia Smith</contact_name_from>	[]		1
901	0		user	email sent from boss	EMAILSEARCH	search_email	<message_type>email</message_type> sent from <relationship_name_from>boss</relationship_name_from>	[]		1
905	0		user	I need to see my emails to Laila.	EMAILSEARCH	search_email	I need to see my <message_type>emails</message_type> to <contact_name_to>Laila</contact_name_to>.	[]		1
909	0		user	Email to Jim last year	EMAILSEARCH	search_email	<message_type>Email</message_type> to <contact_name_to>Jim</contact_name_to> <start_date>last year</start_date>	[]		1
910	0		user	From Greg last Tuesday	EMAILSEARCH	search_email	From <contact_name_from>Greg</contact_name_from> <start_date>last Tuesday</start_date>	[]		1
911	0		user	Email to Carolyn about party	EMAILSEARCH	search_email	<message_type>Email</message_type> to <contact_name_to>Carolyn</contact_name_to> about <keyword>party</keyword>	[]		1
912	0		user	emails from Mike 	EMAILSEARCH	search_email	<message_type>emails</message_type> from <contact_name_from>Mike</contact_name_from> 	[]		1
915	0		user	To Sandy about going to movies	EMAILSEARCH	search_email	To <contact_name_to>Sandy</contact_name_to> about <keyword>going to movies</keyword>	[]		1
917	0		user	message about anniversary reservation, Jane	EMAILSEARCH	search_email	message about <keyword>anniversary reservation</keyword>, <contact_name>Jane</contact_name>	[]		1
918	0		user	emails from january 1- january 5	EMAILSEARCH	search_email	<message_type>emails</message_type> from <start_date>january 1</start_date>- <end_date>january 5</end_date>	[]		1
