ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion
f6544888-7de1-460f-8672-40c933237c4f	0	2/3/2020 14:39	user	what are the forwarded files		FILES	file_search	what are the <file_action>forwarded</file_action> files	[]		Teams	Speech	1	21.1
c00c74e1-d064-4a7d-8819-d7cd1c7530fb	0	2/17/2020 9:23	user	what are the emailed files		FILES	file_search	what are the <file_action>emailed</file_action> files	[]		Teams	Speech	1	21.1
2147a2aa-6f7c-4b88-b0b2-23ed30dd2760	0	2/20/2020 21:09	user	what are the sent files		FILES	file_search	what are the <file_action>sent</file_action> files	[]		Teams	Speech	1	21.1
ff53c90e-e3ad-40c5-abb6-46846e632b10	0	2/26/2020 5:56	user	what files are mailed		FILES	file_search	what files are <file_action>mailed</file_action>	[]		Teams	Speech	1	21.1
549b6faf-db2e-4386-b893-013c006801d4	0	2/28/2020 6:39	user	what files are emailed		FILES	file_search	what files are <file_action>emailed</file_action>	[]		Teams	Speech	1	21.1
27f84334-7652-4d7b-9429-2f7f429ea2a5	0	2/14/2020 12:28	user	what files are sent		FILES	file_search	what files are <file_action>sent</file_action>	[]		Teams	Speech	1	21.1
91851540-f623-4074-9a52-5b9b74795b8d	0	2/17/2020 7:24	user	what files are forwarded		FILES	file_search	what files are <file_action>forwarded</file_action>	[]		Teams	Speech	1	21.1
3f60c2ed-912c-44c4-ba87-2b86b5d5743d	0	2/26/2020 21:50	user	which files are forwarded		FILES	file_search	which files are <file_action>forwarded</file_action>	[]		Teams	Speech	1	21.1
57e29caf-18ce-4837-917e-78def7eab71b	0	2/3/2020 7:56	user	which files are mailed		FILES	file_search	which files are <file_action>mailed</file_action>	[]		Teams	Speech	1	21.1
c5e711c7-3236-4151-8b97-c22e2f91756d	0	2/11/2020 13:23	user	which files are sent		FILES	file_search	which files are <file_action>sent</file_action>	[]		Teams	Speech	1	21.1
66584dc4-49d5-4e41-82a6-7f7a156bf7e9	0	2/3/2020 7:49	user	which files are shared		FILES	file_search	which files are <file_action>shared</file_action>	[]		Teams	Speech	1	21.1
b1fb17d9-897f-47fa-a9b2-870f2c189216	0	2/20/2020 10:51	user	which are the forwarded files		FILES	file_search	which are the <file_action>forwarded</file_action> files	[]		Teams	Speech	1	21.1
64a60763-1ccf-4fbf-a586-c3dac6294fc0	0	2/20/2020 6:49	user	which are the shared files		FILES	file_search	which are the <file_action>shared</file_action> files	[]		Teams	Speech	1	21.1
9ed93055-80ce-4e99-9789-f5869a316eca	0	2/24/2020 7:10	user	which are the attached files		FILES	file_search	which are the <attachment>attached</attachment> files	[]		Teams	Speech	1	21.1
d8385282-135f-4cab-ae3d-269840369d81	0	2/27/2020 1:47	user	which are the emailed files		FILES	file_search	which are the <file_action>emailed</file_action> files	[]		Teams	Speech	1	21.1
27ea9983-3efc-4c55-8859-703d0f733194	0	2/19/2020 12:41	user	find mailed files by ling		FILES	file_search	find <file_action>mailed</file_action> files by <contact_name>ling</contact_name>	[]		Teams	Speech	1	21.1
2fd470e6-16c0-462b-a976-644c82a5fa23	0	2/18/2020 6:11	user	find shared files by saurabh		FILES	file_search	find <file_action>shared</file_action> files by <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
4612c709-906a-4058-a8e4-08b4c211a768	0	2/5/2020 6:54	user	find mailed files by michael		FILES	file_search	find <file_action>mailed</file_action> files by <contact_name>michael</contact_name>	[]		Teams	Speech	1	21.1
c0765cef-2bc8-4f83-8df7-2afac756b635	0	2/25/2020 19:25	user	find sent files by saurabh		FILES	file_search	find <file_action>sent</file_action> files by <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
57a311b1-86a1-4df8-b97f-536c0947794b	0	2/20/2020 6:44	user	find forwarded files by vijay		FILES	file_search	find <file_action>forwarded</file_action> files by <contact_name>vijay</contact_name>	[]		Teams	Speech	1	21.1
7c834fca-8eed-454d-a12e-24ecf2af2b61	0	2/12/2020 8:50	user	find files attached by saurabh		FILES	file_search	find files <attachment>attached</attachment> by <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
2f31bb8a-613e-42a1-a159-159508af90eb	0	2/20/2020 22:15	user	find files emailed by saurabh		FILES	file_search	find files <file_action>emailed</file_action> by <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
1eeeb980-f2b8-4f0e-b5d6-da4c9151924e	0	2/21/2020 20:35	user	find files emailed by i		FILES	file_search	find files <file_action>emailed</file_action> by <contact_name>i</contact_name>	[]		Teams	Speech	1	21.1
7b60e2cc-c486-4ee3-bbb4-379a9b147f03	0	2/27/2020 1:29	user	find files shared by vijay		FILES	file_search	find files <file_action>shared</file_action> by <contact_name>vijay</contact_name>	[]		Teams	Speech	1	21.1
958a1d78-dd9b-49c9-b2bf-2e26c66ce0b6	0	2/5/2020 8:47	user	find files forwarded by i		FILES	file_search	find files <file_action>forwarded</file_action> by <contact_name>i</contact_name>	[]		Teams	Speech	1	21.1
c250b203-43d1-4f3e-9f22-71c2660ba797	0	2/13/2020 6:24	user	sent files by saurabh		FILES	file_search	<file_action>sent</file_action> files by <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
ea14e29f-a80a-4191-b208-48cdff6d71f5	0	2/7/2020 5:36	user	forwarded files by michael		FILES	file_search	<file_action>forwarded</file_action> files by <contact_name>michael</contact_name>	[]		Teams	Speech	1	21.1
11a44979-3f57-449c-bcd0-75456e551b0b	0	2/4/2020 23:34	user	attached files by i		FILES	file_search	<attachment>attached</attachment> files by <contact_name>i</contact_name>	[]		Teams	Speech	1	21.1
2abd006f-9d3a-4670-a111-3ab4b922fd22	0	2/3/2020 3:18	user	shared files by me		FILES	file_search	<file_action>shared</file_action> files by <contact_name>me</contact_name>	[]		Teams	Speech	1	21.1
e480d835-8f6d-4ae8-b212-ca8cba66d3b3	0	2/27/2020 6:35	user	files emailed by michael		FILES	file_search	files <file_action>emailed</file_action> by <contact_name>michael</contact_name>	[]		Teams	Speech	1	21.1
1518e47f-1116-4d9d-85e2-8cef126cdd3f	0	2/18/2020 3:47	user	files sent by me		FILES	file_search	files <file_action>sent</file_action> by <contact_name>me</contact_name>	[]		Teams	Speech	1	21.1
4b784b57-ecdb-4ddc-8162-82e874778cdc	0	2/4/2020 23:52	user	files shared by vijay		FILES	file_search	files <file_action>shared</file_action> by <contact_name>vijay</contact_name>	[]		Teams	Speech	1	21.1
0703a02a-a6bf-4765-96cf-a056d4fb9e3d	0	2/25/2020 18:48	user	files forwarded by vijay		FILES	file_search	files <file_action>forwarded</file_action> by <contact_name>vijay</contact_name>	[]		Teams	Speech	1	21.1
ab3fedc6-b2e3-48b5-a90d-6dc71fadc172	0	2/22/2020 0:40	user	files sent by i		FILES	file_search	files <file_action>sent</file_action> by <contact_name>i</contact_name>	[]		Teams	Speech	1	21.1
a0713a48-3d14-42d6-b67a-b3dbb5f67f03	0	2/24/2020 8:00	user	find files i forwarded		FILES	file_search	find files <contact_name>i</contact_name> <file_action>forwarded</file_action>	[]		Teams	Speech	1	21.1
591abc1d-e4e6-4b7e-9b90-59c1d0afd7b7	0	2/7/2020 20:23	user	find files vijay mailed		FILES	file_search	find files <contact_name>vijay</contact_name> <file_action>mailed</file_action>	[]		Teams	Speech	1	21.1
bc151ac1-8f81-4293-8c35-908659add4ed	0	2/26/2020 13:44	user	find files vijay emailed		FILES	file_search	find files <contact_name>vijay</contact_name> <file_action>emailed</file_action>	[]		Teams	Speech	1	21.1
724725fe-5cc6-4e71-8420-fb756a2247b3	0	2/19/2020 17:27	user	find files i attached		FILES	file_search	find files <contact_name>i</contact_name> <attachment>attached</attachment>	[]		Teams	Speech	1	21.1
15c4133e-7e84-4ab3-8b20-7709fbdfd062	0	2/7/2020 8:29	user	find files me emailed		FILES	file_search	find files <contact_name>me</contact_name> <file_action>emailed</file_action>	[]		Teams	Speech	1	21.1
77e670f3-d41d-4d6a-9ab7-374acff5c207	0	2/20/2020 21:09	user	find files that saurabh shared		FILES	file_search	find files that <contact_name>saurabh</contact_name> <file_action>shared</file_action>	[]		Teams	Speech	1	21.1
c9962338-fbbc-47b7-a34a-92c41c46f986	0	2/12/2020 12:26	user	find files that vijay shared		FILES	file_search	find files that <contact_name>vijay</contact_name> <file_action>shared</file_action>	[]		Teams	Speech	1	21.1
7d407167-eeb6-4726-ba93-0c41f002d52b	0	2/12/2020 7:21	user	find files that vijay emailed		FILES	file_search	find files that <contact_name>vijay</contact_name> <file_action>emailed</file_action>	[]		Teams	Speech	1	21.1
dc44fc7d-b655-4932-ad9a-bd04dd17d57c	0	2/21/2020 17:39	user	find files that michael forwarded		FILES	file_search	find files that <contact_name>michael</contact_name> <file_action>forwarded</file_action>	[]		Teams	Speech	1	21.1
86aa8381-06d0-421c-b70d-fca1ff79aaba	0	2/7/2020 10:28	user	find files that saurabh emailed		FILES	file_search	find files that <contact_name>saurabh</contact_name> <file_action>emailed</file_action>	[]		Teams	Speech	1	21.1
d92770b9-100f-48d1-a5d0-25c1036d03f5	0	2/19/2020 18:41	user	files i attached		FILES	file_search	files <contact_name>i</contact_name> <attachment>attached</attachment>	[]		Teams	Speech	1	21.1
07da5cbd-dab8-4758-8829-a1e3f1f7aef8	0	2/12/2020 10:45	user	files saurabh forwarded		FILES	file_search	files <contact_name>saurabh</contact_name> <file_action>forwarded</file_action>	[]		Teams	Speech	1	21.1
c7ba3ce7-d65d-4213-9e6d-1725f91fc1ef	0	2/2/2020 13:18	user	files michael attached		FILES	file_search	files <contact_name>michael</contact_name> <attachment>attached</attachment>	[]		Teams	Speech	1	21.1
d1272d74-36c7-425b-9da0-073f65e3d92d	0	2/17/2020 3:28	user	files saurabh mailed		FILES	file_search	files <contact_name>saurabh</contact_name> <file_action>mailed</file_action>	[]		Teams	Speech	1	21.1
709dfc88-aa0b-465d-9b8b-3d9e51694039	0	1/1/0001 12:00:00 AM	user	files that i shared		FILES	file_search	files that <contact_name>i</contact_name> <file_action>shared</file_action>	[]		Teams	Speech	1	21.1
6bad064d-599c-46bc-8f88-c1859386d6af	0	2/4/2020 3:17	user	files that saurabh mailed		FILES	file_search	files that <contact_name>saurabh</contact_name> <file_action>mailed</file_action>	[]		Teams	Speech	1	21.1
ae04c48a-ae26-4e15-86c9-467d62fbc4af	0	2/13/2020 22:47	user	files that michael forwarded		FILES	file_search	files that <contact_name>michael</contact_name> <file_action>forwarded</file_action>	[]		Teams	Speech	1	21.1
1265c5ca-c12c-46b1-91eb-5716a4db141f	0	2/5/2020 11:18	user	files that vijay emailed		FILES	file_search	files that <contact_name>vijay</contact_name> <file_action>emailed</file_action>	[]		Teams	Speech	1	21.1
919d215e-e2fc-4be1-8276-6a03e85179f3	0	2/3/2020 7:05	user	files that ling forwarded		FILES	file_search	files that <contact_name>ling</contact_name> <file_action>forwarded</file_action>	[]		Teams	Speech	1	21.1
49fb0a1b-ac74-4827-8ef4-2ff9cc8aa1df	0	2/4/2020 20:30	user	find shared files from ling		FILES	file_search	find <file_action>shared</file_action> files from <contact_name>ling</contact_name>	[]		Teams	Speech	1	21.1
a215e348-8ed1-4112-85f7-3f50c0071dde	0	2/22/2020 1:43	user	find emailed files from saurabh		FILES	file_search	find <file_action>emailed</file_action> files from <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
3e6e4acc-7c0c-4cda-b77a-9803572992c2	0	2/19/2020 3:29	user	find forwarded files from me		FILES	file_search	find <file_action>forwarded</file_action> files from <contact_name>me</contact_name>	[]		Teams	Speech	1	21.1
8045532c-da5e-40d7-9b71-391bac619fc7	0	2/17/2020 8:34	user	find shared files from saurabh		FILES	file_search	find <file_action>shared</file_action> files from <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
463312ea-8d98-4f18-8125-093fa54dcdb6	0	2/3/2020 3:59	user	find shared files from vijay		FILES	file_search	find <file_action>shared</file_action> files from <contact_name>vijay</contact_name>	[]		Teams	Speech	1	21.1
d550ff28-7ea9-4495-8b08-3a9248cca288	0	2/14/2020 6:31	user	find files sent from ling		FILES	file_search	find files <file_action>sent</file_action> from <contact_name>ling</contact_name>	[]		Teams	Speech	1	21.1
8dbc66a9-9a7d-4523-9ab5-ceb94404d942	0	2/20/2020 7:10	user	find files forwarded from michael		FILES	file_search	find files <file_action>forwarded</file_action> from <contact_name>michael</contact_name>	[]		Teams	Speech	1	21.1
5e7f4c84-092c-4039-bc04-7ba60f153eda	0	2/13/2020 19:53	user	find files sent from me		FILES	file_search	find files <file_action>sent</file_action> from <contact_name>me</contact_name>	[]		Teams	Speech	1	21.1
ca407e3e-7a54-4ac5-9989-c73a0feba12a	0	2/26/2020 1:14	user	find files shared from michael		FILES	file_search	find files <file_action>shared</file_action> from <contact_name>michael</contact_name>	[]		Teams	Speech	1	21.1
9aaa5fa1-7e5d-41e4-99ce-0150afe2b126	0	2/7/2020 6:29	user	find files sent from i		FILES	file_search	find files <file_action>sent</file_action> from <contact_name>i</contact_name>	[]		Teams	Speech	1	21.1
6fe89758-7724-44d7-a8c6-8f35e7b08964	0	2/10/2020 6:54	user	sent files from me		FILES	file_search	<file_action>sent</file_action> files from <contact_name>me</contact_name>	[]		Teams	Speech	1	21.1
399402da-20f6-4307-bcbf-78a4bf9a435d	0	2/28/2020 23:14	user	forwarded files from ling		FILES	file_search	<file_action>forwarded</file_action> files from <contact_name>ling</contact_name>	[]		Teams	Speech	1	21.1
2c41e84e-26e6-4588-9010-295df5ec76c2	0	2/29/2020 0:08	user	attached files from vijay		FILES	file_search	<attachment>attached</attachment> files from <contact_name>vijay</contact_name>	[]		Teams	Speech	1	21.1
a9daf3d9-8a14-456a-9078-1352e4b1f147	0	2/4/2020 21:07	user	attached files from i		FILES	file_search	<attachment>attached</attachment> files from <contact_name>i</contact_name>	[]		Teams	Speech	1	21.1
4aba6da2-c8c4-4f17-9371-c47acacc6ce8	0	2/24/2020 12:27	user	sent files from ling		FILES	file_search	<file_action>sent</file_action> files from <contact_name>ling</contact_name>	[]		Teams	Speech	1	21.1
42ae2418-8083-4ffe-8302-7676bcfd0240	0	2/21/2020 6:57	user	files mailed from saurabh		FILES	file_search	files <file_action>mailed</file_action> from <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
8a1888d3-81f7-43a9-a04c-9f14a038cb9b	0	2/24/2020 9:50	user	files emailed from vijay		FILES	file_search	files <file_action>emailed</file_action> from <contact_name>vijay</contact_name>	[]		Teams	Speech	1	21.1
4385e652-fb2b-4b9d-801d-3d68a67aecaf	0	2/7/2020 20:12	user	files forwarded from saurabh		FILES	file_search	files <file_action>forwarded</file_action> from <contact_name>saurabh</contact_name>	[]		Teams	Speech	1	21.1
54b1b808-f6b9-40d2-9739-f14726eaa72a	0	2/5/2020 6:53	user	files forwarded from me		FILES	file_search	files <file_action>forwarded</file_action> from <contact_name>me</contact_name>	[]		Teams	Speech	1	21.1
3bdd1dee-9fbd-4337-82a8-91598fcaa5ee	0	2/25/2020 7:29	user	find files sent to teams chat		FILES	file_search	find files <file_action>sent</file_action> to <data_source_type>teams chat</data_source_type>	[]		Teams	Speech	1	21.1
a3bf3ca3-b2fb-455e-ab3b-b09b9face587	0	2/19/2020 7:44	user	find files mailed to meeting invite		FILES	file_search	find files <file_action>mailed</file_action> to <data_source_type>meeting invite</data_source_type>	[]		Teams	Speech	1	21.1
d667049d-6a98-45e1-8f68-d88b68f5e290	0	2/7/2020 6:34	user	find files attached to meeting invite		FILES	file_search	find files <attachment>attached</attachment> to <data_source_type>meeting invite</data_source_type>	[]		Teams	Speech	1	21.1
353e8534-78df-4299-88f1-b066a62e1160	0	2/11/2020 0:19	user	find files forwarded to teams chat		FILES	file_search	find files <file_action>forwarded</file_action> to <data_source_type>teams chat</data_source_type>	[]		Teams	Speech	1	21.1
17c7079f-b6f4-4c09-b2ae-41429f059620	0	2/10/2020 20:38	user	find files shared to teams channel		FILES	file_search	find files <file_action>shared</file_action> to <data_source_type>teams channel</data_source_type>	[]		Teams	Speech	1	21.1
f196a171-ce55-4e7c-86ab-11e84c5ad1ba	0	2/11/2020 15:37	user	files forwarded to outlook		FILES	file_search	files <file_action>forwarded</file_action> to <data_source_type>outlook</data_source_type>	[]		Teams	Speech	1	21.1
3d3404a6-9b67-4e4b-923a-80ef46ac3fe7	0	2/10/2020 6:39	user	files forwarded to teams chat		FILES	file_search	files <file_action>forwarded</file_action> to <data_source_type>teams chat</data_source_type>	[]		Teams	Speech	1	21.1
e39a43ed-ebaf-44ef-88d5-483d06106a25	0	2/13/2020 2:20	user	files forwarded to email		FILES	file_search	files <file_action>forwarded</file_action> to <data_source_type>email</data_source_type>	[]		Teams	Speech	1	21.1
0397251c-e8f7-40fa-b9c3-b9ace721f595	0	2/24/2020 7:23	user	files forwarded to chat		FILES	file_search	files <file_action>forwarded</file_action> to <data_source_type>chat</data_source_type>	[]		Teams	Speech	1	21.1
b43f8384-5ef0-4c85-8a5f-6cfbfa917ace	0	2/13/2020 8:12	user	files forwarded to meeting		FILES	file_search	files <file_action>forwarded</file_action> to <data_source_type>meeting</data_source_type>	[]		Teams	Speech	1	21.1
8634149c-be9d-47b8-b092-1c01f8aac1ca	0	2/13/2020 21:45	user	sent files on chat		FILES	file_search	<file_action>sent</file_action> files on <data_source_type>chat</data_source_type>	[]		Teams	Speech	1	21.1
c2c85008-d9bb-4cf6-9172-fe7e10fdd868	0	2/26/2020 1:16	user	forwarded files on chat		FILES	file_search	<file_action>forwarded</file_action> files on <data_source_type>chat</data_source_type>	[]		Teams	Speech	1	21.1
d448d798-4334-463b-93bd-b026a07e0662	0	2/14/2020 7:05	user	mailed files on meeting invite		FILES	file_search	<file_action>mailed</file_action> files on <data_source_type>meeting invite</data_source_type>	[]		Teams	Speech	1	21.1
a1c0c191-e16d-4879-8db4-b920ebf2fd50	0	2/27/2020 4:46	user	mailed files on channel		FILES	file_search	<file_action>mailed</file_action> files on <data_source_type>channel</data_source_type>	[]		Teams	Speech	1	21.1
28ccbe49-9a87-49bc-9f6a-121432bcca94	0	2/10/2020 2:52	user	sent files on channel		FILES	file_search	<file_action>sent</file_action> files on <data_source_type>channel</data_source_type>	[]		Teams	Speech	1	21.1
6abdfede-0f37-4105-a3cc-810008533850	0	2/13/2020 17:43	user	find shared files on teams chat		FILES	file_search	find <file_action>shared</file_action> files on <data_source_type>teams chat</data_source_type>	[]		Teams	Speech	1	21.1
0ab02865-8dbb-41e7-8f63-31edd235abd6	0	2/4/2020 21:36	user	find emailed files on outlook		FILES	file_search	find <file_action>emailed</file_action> files on <data_source_type>outlook</data_source_type>	[]		Teams	Speech	1	21.1
2c546105-980e-4b60-be08-9e10199d9326	0	2/18/2020 19:06	user	find mailed files on teams		FILES	file_search	find <file_action>mailed</file_action> files on <data_source_type>teams</data_source_type>	[]		Teams	Speech	1	21.1
10cad41e-f693-41b5-85a0-1e63786f2f88	0	2/18/2020 4:48	user	find mailed files on meeting invite		FILES	file_search	find <file_action>mailed</file_action> files on <data_source_type>meeting invite</data_source_type>	[]		Teams	Speech	1	21.1
12b8ea1f-c49a-42bb-8363-9ca3158c0af8	0	2/20/2020 23:07	user	find attached files on email		FILES	file_search	find <attachment>attached</attachment> files on <data_source_type>email</data_source_type>	[]		Teams	Speech	1	21.1
381eb769-9d8b-42c7-9c48-5a418d193aae	0	2/14/2020 1:26	user	emailed files from email		FILES	file_search	<file_action>emailed</file_action> files from <data_source_type>email</data_source_type>	[]		Teams	Speech	1	21.1
95ee5fb4-06ba-4041-94ad-7e9894e4195e	0	2/28/2020 7:00	user	emailed files from meeting		FILES	file_search	<file_action>emailed</file_action> files from <data_source_type>meeting</data_source_type>	[]		Teams	Speech	1	21.1
5d890bb3-a70b-41d5-a144-8b24ec75fbd2	0	2/19/2020 6:34	user	shared files from chat		FILES	file_search	<file_action>shared</file_action> files from <data_source_type>chat</data_source_type>	[]		Teams	Speech	1	21.1
7347384e-fe3c-40ed-b5e5-d199cd7f2794	0	2/19/2020 18:21	user	find forwarded files from teams chat		FILES	file_search	find <file_action>forwarded</file_action> files from <data_source_type>teams chat</data_source_type>	[]		Teams	Speech	1	21.1
d27d1483-c848-4177-8848-4c5f662f44c4	0	2/4/2020 3:37	user	find mailed files from chat		FILES	file_search	find <file_action>mailed</file_action> files from <data_source_type>chat</data_source_type>	[]		Teams	Speech	1	21.1
f2f32086-b891-4bfe-9966-2567d589c324	0	2/20/2020 12:27	user	find sent files from meeting		FILES	file_search	find <file_action>sent</file_action> files from <data_source_type>meeting</data_source_type>	[]		Teams	Speech	1	21.1
9ede9f1d-8462-4ec2-95fe-a941b68a6170	0	2/4/2020 20:24	user	find attached files from outlook		FILES	file_search	find <attachment>attached</attachment> files from <data_source_type>outlook</data_source_type>	[]		Teams	Speech	1	21.1
7edef271-1f48-41a3-9e28-6efd6326182f	0	2/2/2020 6:36	user	find sent files from teams channel		FILES	file_search	find <file_action>sent</file_action> files from <data_source_type>teams channel</data_source_type>	[]		Teams	Speech	1	21.1
371117fa-b512-4745-9431-15c92f431789	0	2/5/2020 13:11	user	find files emailed in email		FILES	file_search	find files <file_action>emailed</file_action> in <data_source_type>email</data_source_type>	[]		Teams	Speech	1	21.1
3d792ca8-dd53-41a9-9511-0e3709d74c02	0	2/26/2020 20:42	user	find files forwarded in teams		FILES	file_search	find files <file_action>forwarded</file_action> in <data_source_type>teams</data_source_type>	[]		Teams	Speech	1	21.1
5074e58d-b069-49d2-b9b6-e245767534f5	0	2/7/2020 5:17	user	find files mailed in channel		FILES	file_search	find files <file_action>mailed</file_action> in <data_source_type>channel</data_source_type>	[]		Teams	Speech	1	21.1
9daad86c-427d-4a43-b6a6-7288ef78d71d	0	2/19/2020 0:16	user	find files mailed in teams chat		FILES	file_search	find files <file_action>mailed</file_action> in <data_source_type>teams chat</data_source_type>	[]		Teams	Speech	1	21.1
16a2cbd8-94e2-4d5e-9018-3afe1ed64528	0	2/13/2020 21:56	user	find files forwarded in channel		FILES	file_search	find files <file_action>forwarded</file_action> in <data_source_type>channel</data_source_type>	[]		Teams	Speech	1	21.1
4eeff9d4-38e5-4afe-8f0a-c8c642f664e4	0	2/7/2020 19:51	user	files forwarded in email		FILES	file_search	files <file_action>forwarded</file_action> in <data_source_type>email</data_source_type>	[]		Teams	Speech	1	21.1
e2a0988c-c890-418d-9922-efd3d4b096bc	0	2/5/2020 14:56	user	files sent in meeting invite		FILES	file_search	files <file_action>sent</file_action> in <data_source_type>meeting invite</data_source_type>	[]		Teams	Speech	1	21.1
0814653b-fc84-4d1b-bbf5-33ce31c60822	0	2/10/2020 8:24	user	files attached in meeting invite		FILES	file_search	files <attachment>attached</attachment> in <data_source_type>meeting invite</data_source_type>	[]		Teams	Speech	1	21.1
feb9af19-d3b7-4182-995a-ccc2e66f2ded	0	2/17/2020 9:11	user	files emailed in meeting invite		FILES	file_search	files <file_action>emailed</file_action> in <data_source_type>meeting invite</data_source_type>	[]		Teams	Speech	1	21.1
6eda9baf-58d9-495d-96be-161499978960	0	2/6/2020 20:34	user	find emailed files after last week		FILES	file_search	find <file_action>emailed</file_action> files <date>after last week</date>	[]		Teams	Speech	1	21.1
7d251c68-8c7b-4f06-a76f-49caf75ba713	0	2/17/2020 6:32	user	find attached files after yesterday		FILES	file_search	find <attachment>attached</attachment> files <date>after yesterday</date>	[]		Teams	Speech	1	21.1
8e334b43-6e79-41f7-baf6-180d86a20a42	0	2/12/2020 12:17	user	find forwarded files after last week		FILES	file_search	find <file_action>forwarded</file_action> files <date>after last week</date>	[]		Teams	Speech	1	21.1
fceff556-2ea9-45a3-89c3-de342bce315b	0	2/19/2020 3:15	user	find mailed files before last week		FILES	file_search	find <file_action>mailed</file_action> files <date>before last week</date>	[]		Teams	Speech	1	21.1
556f65e3-f416-4c12-a246-d897a13b5b91	0	2/13/2020 21:45	user	find sent files before yesterday		FILES	file_search	find <file_action>sent</file_action> files <date>before yesterday</date>	[]		Teams	Speech	1	21.1
84bf9bce-1fed-44ae-9731-74612d50e434	0	2/20/2020 5:13	user	find forwarded files before monday		FILES	file_search	find <file_action>forwarded</file_action> files <date>before monday</date>	[]		Teams	Speech	1	21.1
8ec70516-16d7-4c69-a38f-ef07e8a9da42	0	2/10/2020 23:46	user	find attached files before monday		FILES	file_search	find <attachment>attached</attachment> files <date>before monday</date>	[]		Teams	Speech	1	21.1
d1d195f6-757c-489e-a00b-f4df7789578f	0	2/3/2020 6:14	user	find shared files since last week		FILES	file_search	find <file_action>shared</file_action> files <date>since last week</date>	[]		Teams	Speech	1	21.1
f5902d71-7621-47d2-9768-85d6ae2fee99	0	2/17/2020 7:28	user	find forwarded files since monday		FILES	file_search	find <file_action>forwarded</file_action> files <date>since monday</date>	[]		Teams	Speech	1	21.1
ca8aace2-1d4d-4540-9942-09978771eb22	0	2/7/2020 8:59	user	find sent files since yesterday		FILES	file_search	find <file_action>sent</file_action> files <date>since yesterday</date>	[]		Teams	Speech	1	21.1
ea2d09e7-410c-46d1-91e9-c55347969bb8	0	2/14/2020 15:37	user	find attached files since last week		FILES	file_search	find <attachment>attached</attachment> files <date>since last week</date>	[]		Teams	Speech	1	21.1
975d0211-3251-4aa1-94cb-1415abafd0be	0	2/4/2020 22:52	user	shared files after yesterday		FILES	file_search	<file_action>shared</file_action> files <date>after yesterday</date>	[]		Teams	Speech	1	21.1
4cae6866-3fa3-4f25-b2ef-113f88cd6ef0	0	2/26/2020 7:06	user	emailed files after yesterday		FILES	file_search	<file_action>emailed</file_action> files <date>after yesterday</date>	[]		Teams	Speech	1	21.1
227a3941-3802-41d9-9020-3cd0aa754aa3	0	2/5/2020 7:22	user	attached files after monday		FILES	file_search	<attachment>attached</attachment> files <date>after monday</date>	[]		Teams	Speech	1	21.1
