ConversationId	MessageId	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MessageTimestamp	Dataset	SampleType	ConversationContext	AppFlavor	SelectionIgnore	MetaData	GuidelineVersion	Frequency
015134c8-d89e-475e-b450-e45a1cd6b67c	0	user	Hey Cortana go to settings.	. 	NOTSURE	other_domain	hey cortana go to settings	6/11/2020 11:49:24 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana go to settings.", "Cortana go to settings.", "Hey Cortana go to settings.", "Cortana go to settings.", "Hey Cortana go to settings."], "SrSentencesScores": ["0.85764474", "0.84855723", "0.8693773", "0.8606084", "0.860146"]}	kingston		[]	1.13	40
015d8a99-5b26-420e-9036-29c1bf186cb3	0	user	Hey Cortana share file to contact.	Which file should I share?	FILES	file_share	Hey Cortana share file to <to_contact_name>contact</to_contact_name>.	6/10/2020 1:11:10 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana share file to contact.", "Cortana share file to contact.", "Hey Cortana share a file to contact.", "Hey Cortana share the file to contact.", "Hey Cortana share ei file to contact."], "SrSentencesScores": ["0.8230527", "0.8210838", "0.8431731", "0.8506256", "0.8392952"]}	kingston		[]	1.13	1
0168f99d-82fa-43ca-b703-838717ccc7e9	0	user	Cortana end call.	OK, Hanging up.	COMMUNICATION	end_call	Cortana end call.	6/10/2020 5:32:21 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana end call.", "Hey Cortana end call.", "Cortana end call.", "Hey Cortana end call.", "Cortana end call it."], "SrSentencesScores": ["0.8545558", "0.8456626", "0.7950139", "0.78824717", "0.8478726"]}	kingston		[]	1.13	88
01860aee-172d-4ff1-9c16-1ae11b8ea52d	0	user	Cortana go to settings.	. 	NOTSURE	other_domain	Cortana go to settings.	6/11/2020 7:34:26 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana go to settings.", "Hey Cortana go to settings.", "Cortana go to settings.", "Hey Cortana go to settings.", "Cortana go to settings."], "SrSentencesScores": ["0.84864455", "0.84780115", "0.86199963", "0.86122066", "0.8563168"]}	kingston		[]	1.13	17
0190fa86-29f6-4805-a8bc-9b1f33046886	0	user	Hey Cortana call akhil.	Alright, Call Akhil Karkera, is that right?	COMMUNICATION	make_call	Hey Cortana call <contact_name>akhil</contact_name>.	6/17/2020 7:45:33 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana call akhil.", "Cortana call akhil.", "Hey Cortana call laken.", "Cortana call laken.", "Hey Cortana call Larkin."], "SrSentencesScores": ["0.6944751", "0.68123966", "0.7009665", "0.6878096", "0.73243815"]}	kingston		[]	1.13	3
019cfab2-da88-4b70-87c3-f520320fdd71	0	user	Cortana join my 11:15 AM.	The meeting has ended. Do you still want to join?	CALENDAR	connect_to_meeting	Cortana join my <start_time>11:15 AM</start_time>.	6/2/2020 10:06:50 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana join my 11:15 AM.", "Hey Cortana join my 11:15 AM.", "Cortana join my 11:15 AM.", "Hey Cortana join my 11:15 AM.", "Cortana join my 11:15 AM."], "SrSentencesScores": ["0.8592401", "0.8659643", "0.85433024", "0.8610121", "0.89202327"]}	kingston		[]	1.13	1
019da2bf-4ed6-4e76-90d1-1a0205c4a1fc	0	user	Cortana what time is it in China.	It's  3:33 PM  in  China .	NOTSURE	other_domain	Cortana what time is it in China.	6/29/2020 7:33:56 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana what time is it in China.", "Hey Cortana what time is it in China.", "Cortana what time is it in China.", "Hey Cortana what time is it in China.", "Cortana what time is in China."], "SrSentencesScores": ["0.859646", "0.8638812", "0.81379366", "0.81746453", "0.8382587"], "SrRuleTree": ["<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start what time is it in china !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start what time is it in china !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start what time is it in china !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start what time is it in china !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start what time is in china !sent_end </#baseModel>"]}	kingston		[]	1.13	2
01c616c2-1005-4a3c-8c52-e1ac2d9468d4	0	user	Hey Cortana when is my next meeting.	Next up, , at 2:30 PM, Ilya-Arash 1:1	CALENDAR	find_calendar_when	hey cortana when is my <start_time>next</start_time> meeting	6/30/2020 9:29:49 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana when is my next meeting.", "Cortana when is my next meeting.", "Hey Cortana when is my next meeting.", "Cortana when is my next meeting.", "Hey Cortana when is my next Meeting."], "SrSentencesScores": ["0.8648611", "0.8567516", "0.88585454", "0.8777451", "0.8686487"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start when is my next meeting !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start when is my next meeting !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start when is my next meeting !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start when is my next meeting !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start when is my next <#TEAMMEETING_TITLE> Meeting </#TEAMMEETING_TITLE> !sent_end </#cortana_teams_clm>"]}	kingston		[]	1.13	131
01e4131f-9cd6-47d0-acd3-fcc7e74df49e	0	user	Hey Cortana join the meeting.	Which meeting would you like to join?	CALENDAR	connect_to_meeting	hey cortana join the meeting	6/17/2020 9:02:56 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana join the meeting.", "Cortana join the meeting.", "Hey Cortana join the meeting.", "Cortana join the meeting.", "Hey Cortana join The meeting."], "SrSentencesScores": ["0.87317127", "0.8485604", "0.84121144", "0.8154094", "0.848294"]}	kingston		[]	1.13	17
02107496-f81a-43a6-9b1c-a0fd1b072165	0	user	Hey Cortana how are you.	Great, thanks. To learn how I can help, ask, "What can you do?"	NOTSURE	other_domain	Hey Cortana how are you.	6/26/2020 12:38:20 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana how are you.", "Cortana how are you.", "Hey Cortana how are you.", "Cortana how are you.", "Hey Cortana how are you."], "SrSentencesScores": ["0.86762226", "0.8573899", "0.8527797", "0.84222454", "0.7882802"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start how are you !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start how are you !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start how are you !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start how are you !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start /how\\+are\\+you/how+are+you/ !sent_end </#cortana_teams_clm>"]}	kingston		[]	1.13	47
02191b86-88b7-4431-af7c-5b4d594ed5a2	0	user	Hey Cortana share the morning time presentation with Jotham McGillicuddy.	Should I share this?	FILES	file_share	Hey Cortana share the <file_keyword>morning time</file_keyword> <file_type>presentation</file_type> with <to_contact_name>Jotham McGillicuddy</to_contact_name>.	6/4/2020 10:03:46 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana share the morning time presentation with Jotham McGillicuddy.", "Cortana share the morning time presentation with Jotham McGillicuddy.", "Hey Cortana share the morning time presentation with Jotham McGillicuddy.", "Cortana share the morning time presentation with Jotham McGillicuddy.", "Hey Cortana share the morning time Presentation with Jotham McGillicuddy."], "SrSentencesScores": ["0.83955956", "0.8354366", "0.8089806", "0.80459785", "0.836153"]}	kingston		[]	1.13	1
021e4938-891a-498a-9a5f-ca7abbe6768c	0	user	Hey Cortana go to my calendar.	. 	CALENDAR	navigate_calendar	Hey Cortana go to my calendar.	6/1/2020 7:13:16 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana go to my calendar.", "Cortana go to my calendar.", "Hey Cortana go to my calendar.", "Cortana go to my calendar.", "Hey Cortana go to my calendar."], "SrSentencesScores": ["0.8525113", "0.8430708", "0.8630203", "0.8537123", "0.8677713"]}	kingston		[]	1.13	30
022dbd0a-5ec0-44e0-807d-8b52a4b8354d	0	user	Cortana my name is Mark.	Hi there.	NOTSURE	other_domain	Cortana my name is Mark.	6/23/2020 10:32:26 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana my name is Mark.", "Cortana my name is mark.", "Hey Cortana my name is mark.", "Hey Cortana my name is Mark.", "Cortana my name is mark."], "SrSentencesScores": ["0.8665049", "0.8826685", "0.88119876", "0.86437994", "0.79780376"], "SrRuleTree": ["<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start my name is <#TEAMSUSER_CONTACTNAME> Mark </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start my name is mark !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start my name is mark !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start my name is <#TEAMSUSER_CONTACTNAME> Mark </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start my name is mark !sent_end </#cortana_teams_clm>"]}	kingston		[]	1.13	1
022e77d7-db30-453c-ae52-ed322e1edd63	0	user	Hey Cortana present my recent deck.	Sure thing, which presentation?	INMEETING	start_presenting	Hey Cortana present my <file_filerecency>recent</file_filerecency> deck.	6/18/2020 6:27:07 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana present my recent deck.", "Cortana present my recent deck.", "Hey Cortana present my recent Dec.", "Cortana present my recent Dec.", "Hey Cortana present to my recent deck."], "SrSentencesScores": ["0.83614147", "0.82639503", "0.78985333", "0.77896404", "0.8339426"]}	kingston		[]	1.13	35
0235d399-32bf-4f33-ae3c-55bed1ae5ca3	0	user	Hey Cortana search for XYZ.	I'll look up '%SearchString%'.	TEAMSACTION	teamspace_search	Hey Cortana search for <teamspace_keyword>XYZ</teamspace_keyword>.	6/26/2020 7:57:23 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana search for XYZ.", "Cortana search for XYZ.", "Hey Cortana search for XY Z.", "Cortana search for XY Z.", "Hey Cortana search for XY and Z."], "SrSentencesScores": ["0.873681", "0.8658507", "0.84307826", "0.8339172", "0.8279065"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start search for X Y Z !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start search for X Y Z !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start search for XY Z !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start search for XY Z !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start search for XY and Z !sent_end </#baseModel>"]}	kingston		[]	1.13	21
0256d020-3a08-40b8-ba1c-69efe8b72dda	0	user	Go back.	. 	COMMON	go_back	Go back.	6/2/2020 4:14:00 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Go back.", "Go back.", "Call back.", "Go back.", "Come back."], "SrSentencesScores": ["0.8582034", "0.85617334", "0.84672606", "0.20315903", "0.79046804"]}	kingston		[]	1.13	3
02577bb8-35b6-4c4f-b4cf-de8c99f3c40f	0	user	Call Dillon.	Calling Dillon Rose	COMMUNICATION	make_call	Call <contact_name>Dillon</contact_name>.	6/29/2020 7:00:10 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Call Dillon.", "Call Dylan.", "Call Dylan.", "Call Dillon.", "Call Kellen."], "SrSentencesScores": ["0.90122396", "0.76849693", "0.63585985", "0.73153126", "0.67222977"], "SrRuleTree": ["<#cortana_teams_clm> !sent_start call <#TEAMSUSER_CONTACTNAME> Dillon </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>", "<#baseModel> !sent_start call dylan !sent_end </#baseModel>", "<#cortana_teams_clm> !sent_start call dylan !sent_end </#cortana_teams_clm>", "<#baseModel> !sent_start call dillon !sent_end </#baseModel>", "<#baseModel> !sent_start call kellen !sent_end </#baseModel>"]}	kingston		[]	1.13	1
02617e75-1537-40d0-bfe4-a4f60259eb1b	0	user	Hey Cortana share a file to my Robinson.	I couldn't find that file, but here are some recent ones.	FILES	file_share	Hey Cortana share a file to <to_contact_name>my Robinson</to_contact_name>.	6/3/2020 7:45:44 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana share a file to my Robinson.", "Cortana share a file to my Robinson.", "Hey Cortana share a file to my Robinsons.", "Hey Cortana share a file to my Robinson.", "Hey Cortana share a file to my robinzon."], "SrSentencesScores": ["0.77690345", "0.7707071", "0.78177416", "0.744913", "0.708654"]}	kingston		[]	1.13	1
026f5d59-731f-4bf7-809e-f8c1114054fa	0	user	Hey Cortana decline my meeting on Monday.	Sorry, I didn't find any events for Monday.	CALENDAR	delete_calendar_entry	Hey Cortana decline my meeting on <start_date>Monday</start_date>.	6/5/2020 12:15:29 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana decline my meeting on Monday.", "Cortana decline my meeting on Monday.", "Hey Cortana decline my meeting on Monday.", "Cortana decline my meeting on Monday.", "Hey Cortana declin my meeting on Monday."], "SrSentencesScores": ["0.8114474", "0.80306476", "0.79652786", "0.7873717", "0.7911542"]}	kingston		[]	1.13	2
02831f92-22c9-4eee-a212-5c0e78ebd744	0	user	Cortana what's the weather.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Cortana what's the weather.	6/24/2020 4:58:11 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Cortana what's the weather.", "Hey Cortana what's the weather.", "Cortana what's the weather.", "Hey Cortana what's the weather.", "Cortana what's the weather."], "SrSentencesScores": ["0.8464166", "0.8371363", "0.8380021", "0.82897174", "0.85846686"], "SrRuleTree": ["<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start what's the weather !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start what's the weather !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start what's the weather !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start what's the weather !sent_end </#cortana_teams_clm>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start what's /the\\+weather/the+weather/ !sent_end </#cortana_teams_clm>"]}	kingston		[]	1.13	9
028fa67b-f966-462e-a6ae-c3e607e38824	0	user	Hey Cortana go to Hu.	Sorry, I don't know the answer to this one.	TEAMSACTION	teamspace_navigate	Hey Cortana go to <teamspace_keyword>Hu</teamspace_keyword>.	6/19/2020 12:48:31 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana go to Hu.", "Hey Cortana go to home.", "Cortana go to home.", "Hey Cortana go to home.", "Hey Cortana go to home."], "SrSentencesScores": ["0.79672664", "0.86846864", "0.85408074", "0.8268835", "0.7888532"]}	kingston		[]	1.13	2
0298e25b-f7ef-48e3-a8e6-134ae65b77b2	0	user	Add add Rama to the call.	Alright, Add Rama Pullata (HCL America Inc), is that right?	COMMUNICATION	add_to_call	Add add <contact_name>Rama</contact_name> to the call.	6/8/2020 10:26:56 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Add add Rama to the call.", "Add to add Rama to the call.", "Add throw add Rama to the call.", "Add through add Rama to the call.", "Add row add Rama to the call."], "SrSentencesScores": ["0.7626975", "0.6893124", "0.65868056", "0.6611225", "0.6461604"]}	kingston		[]	1.13	1
02c5ff68-f23c-4043-bddb-13627c264d78	0	user	Hey Cortana all right away.	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	Hey Cortana all right away.	6/30/2020 3:40:12 AM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana all right away.", "Cortana all right away.", "Hey Cortana right away.", "Cortana right away.", "Hey Cortana all right of way."], "SrSentencesScores": ["0.71154654", "0.6906265", "0.5425578", "0.49768737", "0.768427"], "SrRuleTree": ["<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start all right away !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start all right away !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start right away !sent_end </#baseModel>", "<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start right away !sent_end </#baseModel>", "<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start all right of way !sent_end </#baseModel>"]}	kingston		[]	1.13	1
02d65bed-254c-45c1-bc73-4b663ffbffe1	0	user	Hey Cortana jump to the very first slide.		INMEETING	goto_slide	Hey Cortana jump to the very <slide_number>first</slide_number> slide.	6/18/2020 6:29:19 PM	TeamsVoiceSkill	Speech	{"SrSentences": ["Hey Cortana jump to the very first slide.", "Cortana jump to the very first slide.", "Hey Cortana jump to the very fast slide.", "Hey Cortana jump to the very first slight.", "Hey Cortana jump to the very first slyde."], "SrSentencesScores": ["0.82552576", "0.822814", "0.78348154", "0.7300816", "0.72022974"]}	kingston		[]	1.13	5
