ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion
8d7ec8f0-9d24-4014-b94e-83b06c02c933	0	1/15/2020 8:24	user	Share Cortana file with Rose.		FILES	file_share	Share <file_keyword>Cortana</file_keyword> file with <to_contact_name>Rose</to_contact_name>.	[]		Teams	Speech	24	21.1
d121175c-d05e-40ed-b1ae-5bd133a1c02c	0	1/7/2020 3:31	user	Send a message to Ross.		COMMUNICATION	send_text	Send a message to <contact_name>Ross</contact_name>.	[]		Teams	Speech	23	21.1
a2105f86-be38-4a7c-83bd-edc4d6f94668	0	1/9/2020 21:55	user	Share presentation.		FILES	file_share	Share <file_type>presentation</file_type>.	[]		Teams	Speech	23	21.1
2646c40d-e0fc-4407-8908-3ac51a6b9ceb	0	1/9/2020 8:46	user	Resume the call.		COMMUNICATION	resume	Resume the call.	[]		Teams	Speech	23	21.1
447b9405-2858-47f1-af35-6c349c6411b8	0	1/13/2020 8:04	user	Cortana Cortana.		NOTSURE	other_domain	Cortana Cortana.	[]		Teams	Speech	22	21.1
ac7778cb-40c3-4ac0-834b-8119b4b8f4b2	0	1/7/2020 20:23	user	Add.		NOTSURE	other_domain	Add.	[]		Teams	Speech	22	21.1
ac18d27b-67fe-4633-bc12-922b3ed8b8a8	0	1/13/2020 3:19	user	Send message to rose.		COMMUNICATION	send_text	Send message to <contact_name>rose</contact_name>.	[]		Teams	Speech	22	21.1
294ea0b1-d2bf-4916-adfd-e26a420fa326	0	1/8/2020 1:48	user	Share files.		FILES	file_share	Share files.	[]		Teams	Speech	22	21.1
fce42221-8c0b-4f93-8386-870becb4ec6a	0	1/20/2020 6:22	user	Go to Rose chat.		TEAMSACTION	teamsuser_openchat	Go to <contact_name>Rose</contact_name> chat.	[]		Teams	Speech	22	21.1
e8decebd-9b98-44dd-81a3-7959213c1bd4	0	1/10/2020 8:41	user	Go to unread activity.		TEAMSACTION	teamsuser_showactivity	Go to <teamsuser_activitytype>unread</teamsuser_activitytype> activity.	[]		Teams	Speech	21	21.1
9184ad59-41f8-41bf-89c8-c7cde90df42a	0	1/10/2020 5:39	user	Share file with Leo.		FILES	file_share	Share file with <to_contact_name>Leo</to_contact_name>.	[]		Teams	Speech	21	21.1
a95b974d-e717-4e12-89ac-84f18dc17ff6	0	1/14/2020 9:19	user	Open file.		FILES	file_open	Open file.	[]		Teams	Speech	21	21.1
3c6da882-1259-4300-9c9c-9e358ed65b1a	0	1/22/2020 8:47	user	Open the file I was working on.		FILES	file_open	Open the file <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		Teams	Speech	21	21.1
61e936c7-8815-4b9f-a5cc-de996995408d	0	1/23/2020 9:55	user	Messages.		COMMUNICATION	query_message	Messages.	[]		Teams	Speech	21	21.1
852a189f-688d-4b9e-8bfa-9326bea529fd	0	1/21/2020 2:29	user	Cortana next meeting.		CALENDAR	find_calendar_entry	Cortana <start_time>next</start_time> meeting.	[]		Teams	Speech	20	21.1
64e6f4bb-da77-4565-84be-514874ee1242	0	1/5/2020 13:05	user	Send message to Rose.		COMMUNICATION	send_text	Send message to <contact_name>Rose</contact_name>.	[]		Teams	Speech	20	21.1
2c9d36e7-4036-4fb0-9175-189764bafaed	0	1/21/2020 14:37	user	Send message to Adi.		COMMUNICATION	send_text	Send message to <contact_name>Adi</contact_name>.	[]		Teams	Speech	20	21.1
e76d69e0-e3df-4760-bfbb-ca53d5d719e3	0	1/9/2020 23:53	user	Transfer the call.		COMMUNICATION	transfer	Transfer the call.	[]		Teams	Speech	20	21.1
5ed35735-8c30-43c2-b2d6-1c77d55b88a6	0	1/14/2020 8:29	user	Set my status to busy.		TEAMSACTION	teamsuser_setstatus	Set my status to <teamsuser_status>busy</teamsuser_status>.	[]		Teams	Speech	20	21.1
b26478e1-5130-4efe-8b45-536a578b61d3	0	1/7/2020 15:27	user	Make a call to.		COMMUNICATION	make_call	Make a call to.	[]		Teams	Speech	18	21.1
5bd61800-27ae-48f5-b434-d9cba7d88dbf	0	1/8/2020 7:39	user	Send a message to Adi.		COMMUNICATION	send_text	Send a message to <contact_name>Adi</contact_name>.	[]		Teams	Speech	18	21.1
3e6d51e2-1d3f-41db-98cf-9c024398637f	0	1/7/2020 8:35	user	Share file.		FILES	file_share	Share file.	[]		Teams	Speech	18	21.1
41fb39a5-c9a7-44cd-aa35-7be39256b68d	0	1/19/2020 11:23	user	Hold call.		COMMUNICATION	hold	Hold call.	[]		Teams	Speech	17	21.1
26f1d73e-c2a7-4210-bee0-7e791e401b27	0	1/2/2020 21:44	user	Phone.		COMMUNICATION	make_call	Phone.	[]		Teams	Speech	17	21.1
6e3f72d0-bc2d-4272-a664-02db9cf2fa0f	0	1/16/2020 21:14	user	Message Raj.		COMMUNICATION	send_text	Message <contact_name>Raj</contact_name>.	[]		Teams	Speech	17	21.1
5ae13d72-910a-4238-8232-0cb169028b94	0	1/16/2020 21:12	user	Message Sha.		COMMUNICATION	send_text	Message <contact_name>Sha</contact_name>.	[]		Teams	Speech	17	21.1
8caec7b8-81b0-49ac-94b3-0d50346fe483	0	1/15/2020 19:53	user	Present the deck I was working on.		INMEETING	start_presenting	Present the deck <file_filerecency>I was working on</file_filerecency>.	[]		Teams	Speech	17	21.1
493d9e5f-2a83-41ac-8439-3d1e07c8adb2	0	1/6/2020 20:49	user	Add Cruise to the meeting.		CALENDAR	add_attendee	Add <contact_name>Cruise</contact_name> to the meeting.	[]		Teams	Speech	17	21.1
40efc869-8c19-4935-9a6b-9e6f19a27a8f	0	1/6/2020 19:43	user	Add Nick to the meeting.		CALENDAR	add_attendee	Add <contact_name>Nick</contact_name> to the meeting.	[]		Teams	Speech	17	21.1
10ce58d1-f84d-45e4-88c8-1b26e112cde6	0	1/23/2020 21:28	user	Hey Cortana join my meeting.		CALENDAR	connect_to_meeting	Hey Cortana join my meeting.	[]		Teams	Speech	16	21.1
8b4801b6-b305-48fb-acd1-9cacd8e0a4b0	0	1/6/2020 6:51	user	What is my next meeting?		CALENDAR	find_calendar_entry	What is my <start_time>next</start_time> meeting?	[]		Teams	Speech	16	21.1
f98606ea-4ee1-4005-b800-4a574cc08929	0	1/10/2020 7:06	user	What do I have tomorrow?		CALENDAR	find_calendar_entry	What do I have <start_date>tomorrow</start_date>?	[]		Teams	Speech	16	21.1
4ed66a45-a7bc-43db-ab7e-64f5195d54bb	0	1/8/2020 18:48	user	Hey Cortana what's on my calendar.		CALENDAR	find_calendar_entry	Hey Cortana what&apos;s on my calendar.	[]		Teams	Speech	16	21.1
d95c994f-061a-40e1-9152-7d6d9b7296d3	0	1/6/2020 10:42	user	Call Rose.		COMMUNICATION	make_call	Call <contact_name>Rose</contact_name>.	[]		Teams	Speech	16	21.1
0184a121-6118-4276-a018-22391738d34a	0	1/15/2020 10:28	user	Send a message with Paul.		COMMUNICATION	send_text	Send a message with <contact_name>Paul</contact_name>.	[]		Teams	Speech	16	21.1
7bf7b140-fde4-48b0-a816-caff79cee2b9	0	1/7/2020 19:25	user	Open dark file I was working on.		FILES	file_open	Open <file_keyword>dark</file_keyword> file <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		Teams	Speech	16	21.1
02d43ffe-0e84-49d7-bb8f-2017c5ca1ae3	0	1/13/2020 7:48	user	Who is Ofer Chacham?		PEOPLE	search_people_by_name	Who is <contact_name>Ofer Chacham</contact_name>?	[]		Teams	Speech	16	21.1
3e397f74-6b70-4362-80fc-84e64858dbbb	0	1/6/2020 6:59	user	Cancel my next meeting.		CALENDAR	delete_calendar_entry	Cancel my <start_time>next</start_time> meeting.	[]		Teams	Speech	16	21.1
deb3625d-a6c1-4349-b435-b1be303f88f4	0	1/13/2020 7:52	user	Search for text.		TEAMSACTION	teamspace_search	Search for <teamspace_keyword>text</teamspace_keyword>.	[]		Teams	Speech	16	21.1
9c2b8557-f756-4841-8d9f-851c04f6ee93	0	1/23/2020 10:49	user	Read my missed calls.		COMMUNICATION	communication_other	Read my missed calls.	[]		Teams	Speech	16	21.1
16eaed77-cde2-49d8-9646-2f266b268703	0	1/22/2020 18:31	user	Resume call.		COMMUNICATION	resume	Resume call.	[]		Teams	Speech	16	21.1
d8651a42-f1b2-44a8-936b-bee80e8d3f04	0	1/8/2020 11:12	user	Send a message to Jin Wang.		COMMUNICATION	send_text	Send a message to <contact_name>Jin Wang</contact_name>.	[]		Teams	Speech	15	21.1
739a0aa2-b33a-4095-90f4-b4e049c1ce25	0	1/21/2020 21:20	user	Add Cruise to this call.		COMMUNICATION	add_to_call	Add <contact_name>Cruise</contact_name> to this call.	[]		Teams	Speech	15	21.1
72975ee4-6f5c-47db-8c25-8c1683c43ab1	0	1/2/2020 5:40	user	Show me my files.		FILES	file_search	Show me <contact_name>my</contact_name> files.	[]		Teams	Speech	15	21.1
65e4d65e-eefa-47f7-b3e4-9c9eff82d785	0	1/21/2020 9:58	user	Go to Tyler activity.		TEAMSACTION	teamsuser_showactivity	Go to <contact_name>Tyler</contact_name> activity.	[]		Teams	Speech	14	21.1
965823ce-14cb-4b5f-a781-ffaa61a46a80	0	1/13/2020 3:34	user	Send a message to my next meeting.		COMMUNICATION	send_text_meeting	Send a message to my <order_ref>next</order_ref> meeting.	[]		Teams	Speech	14	21.1
e7259b7c-ead9-4332-8762-a3e8672198b0	0	1/20/2020 6:09	user	Cancel my 3:00 PM meeting.		CALENDAR	delete_calendar_entry	Cancel my <start_time>3:00 PM</start_time> meeting.	[]		Teams	Speech	14	21.1
6b147ae0-be0f-4d56-86da-b25321902eb5	0	1/14/2020 7:22	user	Navigate to files.		FILES	file_navigate	Navigate to files.	[]		Teams	Speech	14	21.1
24c5c081-bf55-47ff-9e2a-7d6f64f6b509	0	1/9/2020 8:53	user	Stop presentation.		INMEETING	stop_presenting	Stop presentation.	[]		Teams	Speech	14	21.1
f20ce790-a807-442a-b5c6-330d2b585900	0	1/3/2020 9:01	user	Show me my activity.		TEAMSACTION	teamsuser_showactivity	Show me my activity.	[]		Teams	Speech	13	21.1
0e547ff5-a284-4ba8-85f9-a5b0a0f06bbc	0	1/13/2020 2:37	user	Send a message to Jim.		COMMUNICATION	send_text	Send a message to <contact_name>Jim</contact_name>.	[]		Teams	Speech	13	21.1
b242baa8-cb05-4b74-bc7c-d5deaeb53ab1	0	1/22/2020 9:59	user	Share Skills file with Mohit.		FILES	file_share	Share <file_keyword>Skills</file_keyword> file with <to_contact_name>Mohit</to_contact_name>.	[]		Teams	Speech	13	21.1
91a2b8be-6328-491f-8b1e-cdfe15b161b5	0	1/3/2020 18:34	user	Add Nick to this call.		COMMUNICATION	add_to_call	Add <contact_name>Nick</contact_name> to this call.	[]		Teams	Speech	13	21.1
379b8d38-f862-4a89-8dd5-a4bc187760e5	0	1/22/2020 8:38	user	Go to next slide.		INMEETING	next_slide	Go to next slide.	[]		Teams	Speech	13	21.1
c3e33dd8-58f9-425f-a16e-3fadb571cfa2	0	1/20/2020 6:49	user	Resume the meeting.		COMMUNICATION	resume	Resume the meeting.	[]		Teams	Speech	13	21.1
6fe4bc49-2ff7-4e2b-8ff6-5d1fa82f7172	0	1/13/2020 7:32	user	My next meeting.		CALENDAR	find_calendar_entry	My <start_time>next</start_time> meeting.	[]		Teams	Speech	12	21.1
bff42b50-179b-4e08-8ce3-26cfe5f6dc45	0	1/3/2020 8:39	user	Send a message to Kiki.		COMMUNICATION	send_text	Send a message to <contact_name>Kiki</contact_name>.	[]		Teams	Speech	12	21.1
2d7a0567-5b74-43f8-9708-4b073846365e	0	1/16/2020 19:23	user	Share PowerPoint.		FILES	file_share	Share <file_type>PowerPoint</file_type>.	[]		Teams	Speech	12	21.1
2712f495-e0e3-43ed-a85c-8b5b392a3ad0	0	1/18/2020 0:54	user	When is my next meeting with somebody?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>somebody</contact_name>?	[]		Teams	Speech	12	21.1
87d89aa7-4d43-482e-89a0-5a4ba2cb8115	0	1/9/2020 18:20	user	Present the Food presentation.		INMEETING	start_presenting	Present the <deck_name>Food</deck_name> presentation.	[]		Teams	Speech	12	21.1
eeb4b4cd-8be6-4442-bdaa-0727c0c4df4c	0	1/15/2020 18:20	user	Who is Lior?		PEOPLE	search_people_by_name	Who is <contact_name>Lior</contact_name>?	[]		Teams	Speech	12	21.1
857cc6af-8c6b-40c8-8711-4e80d00da5ad	0	1/23/2020 22:04	user	Add Nick to my meeting.		CALENDAR	add_attendee	Add <contact_name>Nick</contact_name> to my meeting.	[]		Teams	Speech	12	21.1
056e09c0-068c-4cdc-b60b-a915d43b87bb	0	1/16/2020 8:56	user	Where is my next meeting?		CALENDAR	find_calendar_where	Where is my <start_time>next</start_time> meeting?	[]		Teams	Speech	12	21.1
001251e9-5ea8-489b-86f1-2cacd68a4525	0	1/7/2020 19:25	user	Previous slide.		INMEETING	previous_slide	Previous slide.	[]		Teams	Speech	11	21.1
e0195d51-0e38-4491-b3a5-21595fce23f8	0	1/15/2020 8:30	user	Show me where I was mentioned.		TEAMSACTION	teamsuser_showactivity	Show me <teamsuser_activitytype>where I was mentioned</teamsuser_activitytype>.	[]		Teams	Speech	11	21.1
189af830-d0d0-4ba3-8af1-5696363870a0	0	1/3/2020 21:32	user	Connect me to my meeting with Nick.		CALENDAR	connect_to_meeting	Connect me to my meeting with <contact_name>Nick</contact_name>.	[]		Teams	Speech	11	21.1
58556cfb-dce8-408a-8615-22604fb9c9b1	0	1/19/2020 7:47	user	Yes.		COMMON	confirm	Yes.	[]		Teams	Speech	11	21.1
438d7202-a5d3-48c6-b25d-10175a84ffc8	0	1/13/2020 8:27	user	What's your name?		NOTSURE	other_domain	What&apos;s your name?	[]		Teams	Speech	11	21.1
e4c0a6cf-8251-4e62-8ba6-bf77147f917a	0	1/21/2020 10:48	user	Call Harry.		COMMUNICATION	make_call	Call <contact_name>Harry</contact_name>.	[]		Teams	Speech	11	21.1
1e0e2e09-2a04-4177-a309-4233ab6b8461	0	1/8/2020 22:02	user	When is my next meeting with Michael?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Michael</contact_name>?	[]		Teams	Speech	11	21.1
0ccbd399-5207-4fed-9579-1c881acb8e0c	0	1/12/2020 16:26	user	Tell me about Ofer Chacham.		PEOPLE	search_people_by_name	Tell me about <contact_name>Ofer Chacham</contact_name>.	[]		Teams	Speech	11	21.1
1901d1d6-0102-44fb-9a4c-01387ba5bd69	0	1/15/2020 9:04	user	Cancel my 4:00 PM meeting.		CALENDAR	delete_calendar_entry	Cancel my <start_time>4:00 PM</start_time> meeting.	[]		Teams	Speech	11	21.1
5469027f-dd39-441c-9df3-067f0e8e9db9	0	1/16/2020 20:08	user	Add Cruise to my meeting.		CALENDAR	add_attendee	Add <contact_name>Cruise</contact_name> to my meeting.	[]		Teams	Speech	11	21.1
a4b49a73-416f-499c-91de-f357ace7602c	0	1/17/2020 9:37	user	Go to chat with rose.		TEAMSACTION	teamsuser_openchat	Go to chat with <contact_name>rose</contact_name>.	[]		Teams	Speech	11	21.1
1677520d-700e-4535-bf3b-4a586b5e0c0f	0	1/15/2020 9:17	user	What can do?		COMMON	help	What can do?	[]		Teams	Speech	11	21.1
11c12c56-6038-43c0-9b33-18f11b6186ea	0	1/13/2020 9:15	user	Hey Cortana join my next meeting.		CALENDAR	connect_to_meeting	Hey Cortana join my <start_time>next</start_time> meeting.	[]		Teams	Speech	10	21.1
