ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	MetaData	Frequency
BVT-100	0		user	Move to ship room slide	INMEETING	goto_slide	Move to <slide_name>ship room</slide_name> slide		[]	1
BVT-101	0		user	Move to the next slide.	INMEETING	next_slide	Move to the next slide.		[]	1
BVT-102	0		user	Move to the previous slide.	INMEETING	previous_slide	Move to the previous slide.		[]	1
BVT-103	0		user	Move to the first slide.	INMEETING	goto_slide	Move to the <slide_number>first</slide_number> slide.		[]	1
BVT-104	0		user	Move to the last slide.	INMEETING	goto_slide	Move to the <slide_number>last</slide_number> slide.		[]	1
BVT-105	0		user	Move to the very last slide.	INMEETING	goto_slide	Move to the very <slide_number>last</slide_number> slide.		[]	1
BVT-106	0		user	Move to the very first slide.	INMEETING	goto_slide	Move to the very <slide_number>first</slide_number> slide.		[]	1
BVT-107	0		user	Move to the final slide.	INMEETING	goto_slide	Move to the <slide_number>final</slide_number> slide.		[]	1
BVT-108	0		user	Move to the Slide 21	INMEETING	goto_slide	Move to the Slide <slide_number>21</slide_number>		[]	1
BVT-109	0		user	Move to the slide Ramma Lamma Ding Dong	INMEETING	goto_slide	Move to the slide <slide_name>Ramma Lamma Ding Dong</slide_name>		[]	1
BVT-110	0		user	Move to the TechLink slide	INMEETING	goto_slide	Move to the <slide_name>TechLink</slide_name> slide		[]	1
BVT-111	0		user	Move to the slide ship room	INMEETING	goto_slide	Move to the slide <slide_name>ship room</slide_name>		[]	1
BVT-112	0		user	Move to the review slide	INMEETING	goto_slide	Move to the <slide_name>review</slide_name> slide		[]	1
BVT-113	0		user	Move to the slide Meeting for	INMEETING	goto_slide	Move to the slide <slide_name>Meeting for</slide_name>		[]	1
BVT-114	0		user	Move to the Ramma Lamma Ding Dong slide	INMEETING	goto_slide	Move to the <slide_name>Ramma Lamma Ding Dong</slide_name> slide		[]	1
BVT-115	0		user	Move to the slide review	INMEETING	goto_slide	Move to the slide <slide_name>review</slide_name>		[]	1
BVT-116	0		user	Move to the ship room slide	INMEETING	goto_slide	Move to the <slide_name>ship room</slide_name> slide		[]	1
BVT-117	0		user	Jump to next slide.	INMEETING	next_slide	Jump to next slide.		[]	1
BVT-118	0		user	Jump to previous slide.	INMEETING	previous_slide	Jump to previous slide.		[]	1
BVT-119	0		user	Jump to first slide.	INMEETING	goto_slide	Jump to <slide_number>first</slide_number> slide.		[]	1
BVT-120	0		user	Jump to last slide.	INMEETING	goto_slide	Jump to <slide_number>last</slide_number> slide.		[]	1
BVT-121	0		user	Jump to very last slide.	INMEETING	goto_slide	Jump to very <slide_number>last</slide_number> slide.		[]	1
BVT-122	0		user	Jump to very first slide.	INMEETING	goto_slide	Jump to very <slide_number>first</slide_number> slide.		[]	1
BVT-123	0		user	Jump to final slide.	INMEETING	goto_slide	Jump to <slide_number>final</slide_number> slide.		[]	1
BVT-124	0		user	Jump to Slide 14	INMEETING	goto_slide	Jump to Slide <slide_number>14</slide_number>		[]	1
BVT-125	0		user	Jump to slide Magical Freedom Galaxy	INMEETING	goto_slide	Jump to slide <slide_name>Magical Freedom Galaxy</slide_name>		[]	1
BVT-126	0		user	Jump to Great Places for Dogs slide	INMEETING	goto_slide	Jump to <slide_name>Great Places for Dogs</slide_name> slide		[]	1
BVT-127	0		user	Jump to slide review	INMEETING	goto_slide	Jump to slide <slide_name>review</slide_name>		[]	1
BVT-128	0		user	Jump to ship room slide	INMEETING	goto_slide	Jump to <slide_name>ship room</slide_name> slide		[]	1
BVT-129	0		user	Jump to slide News Recap	INMEETING	goto_slide	Jump to slide <slide_name>News Recap</slide_name>		[]	1
BVT-130	0		user	Jump to Jiggly slide	INMEETING	goto_slide	Jump to <slide_name>Jiggly</slide_name> slide		[]	1
BVT-131	0		user	Jump to sync up slide	INMEETING	goto_slide	Jump to <slide_name>sync up</slide_name> slide		[]	1
BVT-132	0		user	Jump to the next slide.	INMEETING	next_slide	Jump to the next slide.		[]	1
BVT-133	0		user	Jump to the previous slide.	INMEETING	previous_slide	Jump to the previous slide.		[]	1
BVT-134	0		user	Jump to the first slide.	INMEETING	goto_slide	Jump to the <slide_number>first</slide_number> slide.		[]	1
BVT-135	0		user	Jump to the last slide.	INMEETING	goto_slide	Jump to the <slide_number>last</slide_number> slide.		[]	1
BVT-136	0		user	Jump to the very last slide.	INMEETING	goto_slide	Jump to the very <slide_number>last</slide_number> slide.		[]	1
BVT-137	0		user	Jump to the very first slide.	INMEETING	goto_slide	Jump to the very <slide_number>first</slide_number> slide.		[]	1
BVT-138	0		user	Jump to the final slide.	INMEETING	goto_slide	Jump to the <slide_number>final</slide_number> slide.		[]	1
BVT-139	0		user	Jump to the Slide 40	INMEETING	goto_slide	Jump to the Slide <slide_number>40</slide_number>		[]	1
BVT-140	0		user	Jump to the slide Jello Quarterly Sales	INMEETING	goto_slide	Jump to the slide <slide_name>Jello Quarterly Sales</slide_name>		[]	1
BVT-141	0		user	Jump to the All Hands Meeting slide	INMEETING	goto_slide	Jump to the <slide_name>All Hands Meeting</slide_name> slide		[]	1
BVT-142	0		user	Jump to the slide sync up	INMEETING	goto_slide	Jump to the slide <slide_name>sync up</slide_name>		[]	1
BVT-143	0		user	Next slide.	INMEETING	next_slide	Next slide.		[]	1
BVT-144	0		user	Previous slide.	INMEETING	previous_slide	Previous slide.		[]	1
BVT-145	0		user	First slide.	INMEETING	goto_slide	<slide_number>First</slide_number> slide.		[]	1
BVT-146	0		user	Jump to the review slide	INMEETING	goto_slide	Jump to the <slide_name>review</slide_name> slide		[]	1
BVT-147	0		user	Jump to the slide Magical Freedom Galaxy	INMEETING	goto_slide	Jump to the slide <slide_name>Magical Freedom Galaxy</slide_name>		[]	1
BVT-148	0		user	Jump to the Flower, Bird, slide	INMEETING	goto_slide	Jump to the <slide_name>Flower, Bird</slide_name>, slide		[]	1
BVT-149	0		user	Jump to the slide review	INMEETING	goto_slide	Jump to the slide <slide_name>review</slide_name>		[]	1
BVT-150	0		user	Jump to the planning slide	INMEETING	goto_slide	Jump to the <slide_name>planning</slide_name> slide		[]	1
BVT-151	0		user	Last slide.	INMEETING	goto_slide	<slide_number>Last</slide_number> slide.		[]	1
BVT-152	0		user	Very last slide.	INMEETING	goto_slide	Very <slide_number>last</slide_number> slide.		[]	1
BVT-153	0		user	Very first slide.	INMEETING	goto_slide	Very <slide_number>first</slide_number> slide.		[]	1
BVT-154	0		user	Final slide.	INMEETING	goto_slide	<slide_number>Final</slide_number> slide.		[]	1
BVT-155	0		user	Slide 21	INMEETING	goto_slide	Slide <slide_number>21</slide_number>		[]	1
BVT-156	0		user	Share the Nintendo ppt with Jotham	FILES	file_share	Share the <file_keyword>Nintendo</file_keyword> <file_type>ppt</file_type> with <to_contact_name>Jotham</to_contact_name>		[]	1
BVT-157	0		user	Share the Microsoft Power pdf with Ana	FILES	file_share	Share the <file_keyword>Microsoft Power</file_keyword> <file_type>pdf</file_type> with <to_contact_name>Ana</to_contact_name>		[]	1
BVT-158	0		user	Share the Reference Point doc with Gomez-Angulo	FILES	file_share	Share the <file_keyword>Reference Point</file_keyword> <file_type>doc</file_type> with <to_contact_name>Gomez-Angulo</to_contact_name>		[]	1
BVT-159	0		user	Share the Gun Smoke pdf with Clinton	FILES	file_share	Share the <file_keyword>Gun Smoke</file_keyword> <file_type>pdf</file_type> with <to_contact_name>Clinton</to_contact_name>		[]	1
BVT-160	0		user	Share the doc I was working on with Adi Miller	FILES	file_share	Share the <file_type>doc</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Adi Miller</to_contact_name>		[]	1
BVT-161	0		user	Share the pdf I was working on with Chris	FILES	file_share	Share the <file_type>pdf</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Chris</to_contact_name>		[]	1
BVT-162	0		user	Share the ppt I was working on with Johnson	FILES	file_share	Share the <file_type>ppt</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Johnson</to_contact_name>		[]	1
BVT-163	0		user	Share the Best pdf with All Hands Meeting meeting	FILES	file_share	Share the <file_keyword>Best</file_keyword> <file_type>pdf</file_type> with <sharetarget_name>All Hands Meeting</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-164	0		user	Share the Best Lady pdf with Magical Freedom Galaxy	FILES	file_share	Share the <file_keyword>Best Lady</file_keyword> <file_type>pdf</file_type> with <sharetarget_name>Magical Freedom Galaxy</sharetarget_name>		[]	1
BVT-165	0		user	Share the pdf I was working on with Trigger Tech	FILES	file_share	Share the <file_type>pdf</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Trigger Tech</sharetarget_name>		[]	1
BVT-166	0		user	Share the Amelia Earhart pdf with this chat	FILES	file_share	Share the <file_keyword>Amelia Earhart</file_keyword> <file_type>pdf</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-167	0		user	Share the First doc with this chat	FILES	file_share	Share the <file_keyword>First</file_keyword> <file_type>doc</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-168	0		user	Share the ppt I was working on with this chat	FILES	file_share	Share the <file_type>ppt</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-169	0		user	Share the Nintendo Power pdf with Inside Sales Summary meeting	FILES	file_share	Share the <file_keyword>Nintendo Power</file_keyword> <file_type>pdf</file_type> with <sharetarget_name>Inside Sales Summary</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-170	0		user	Share the doc I was working on with Great Places for Dogs meeting	FILES	file_share	Share the <file_type>doc</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Great Places for Dogs</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-171	0		user	share file Best Lady with Ramma Lamma Ding Dong meeting	FILES	file_share	share file <file_keyword>Best Lady</file_keyword> with <sharetarget_name>Ramma Lamma Ding Dong</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-172	0		user	share file Fat with Cortana Testing meeting	FILES	file_share	share file <file_keyword>Fat</file_keyword> with <sharetarget_name>Cortana Testing</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-173	0		user	Share the Gunsmoke pdf with Testing is meeting	FILES	file_share	Share the <file_keyword>Gunsmoke</file_keyword> <file_type>pdf</file_type> with <sharetarget_name>Testing is</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-174	0		user	Share the Happy Home for Cats ppt with Business meeting	FILES	file_share	Share the <file_keyword>Happy Home for Cats</file_keyword> <file_type>ppt</file_type> with <sharetarget_name>Business</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-175	0		user	Share the ppt I was working on with Number meeting	FILES	file_share	Share the <file_type>ppt</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Number</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-176	0		user	share file Fat Catapult with Number Twenty meeting	FILES	file_share	share file <file_keyword>Fat Catapult</file_keyword> with <sharetarget_name>Number Twenty</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-177	0		user	share file Food with Jiggly meeting	FILES	file_share	share file <file_keyword>Food</file_keyword> with <sharetarget_name>Jiggly</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-178	0		user	Share the Nintendo Power ppt with this chat	FILES	file_share	Share the <file_keyword>Nintendo Power</file_keyword> <file_type>ppt</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-179	0		user	Share the Fat ppt with this chat	FILES	file_share	Share the <file_keyword>Fat</file_keyword> <file_type>ppt</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-180	0		user	Share the pdf I was working on with this chat	FILES	file_share	Share the <file_type>pdf</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-181	0		user	Share file Happy Home with this chat	FILES	file_share	Share file <file_keyword>Happy Home</file_keyword> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-182	0		user	share file Diet Brian with this chat	FILES	file_share	share file <file_keyword>Diet Brian</file_keyword> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-183	0		user	Share the Gunsmoke Alpha excel with Chris O'Rourke	FILES	file_share	Share the <file_keyword>Gunsmoke Alpha</file_keyword> <file_type>excel</file_type> with <to_contact_name>Chris O'Rourke</to_contact_name>		[]	1
BVT-184	0		user	Share the Reference excel with Nick Cruise	FILES	file_share	Share the <file_keyword>Reference</file_keyword> <file_type>excel</file_type> with <to_contact_name>Nick Cruise</to_contact_name>		[]	1
BVT-185	0		user	Share the excel I was working on with Ana Carolina de Sousa Mendes	FILES	file_share	Share the <file_type>excel</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Ana Carolina de Sousa Mendes</to_contact_name>		[]	1
BVT-186	0		user	Share the Diet Brian excel with Cap'n Crunch Time	FILES	file_share	Share the <file_keyword>Diet Brian</file_keyword> <file_type>excel</file_type> with<sharetarget_name>Cap'n Crunch Time</sharetarget_name>		[]	1
BVT-187	0		user	Share the Microsoft Best Practices excel with Magical Freedom Galaxy	FILES	file_share	Share the <file_keyword>Microsoft Best Practices</file_keyword> <file_type>excel</file_type> with <sharetarget_name>Magical Freedom Galaxy</sharetarget_name>		[]	1
BVT-188	0		user	Share the excel I was working on with Business Plan Review	FILES	file_share	Share the <file_type>excel</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Business Plan Review</sharetarget_name>		[]	1
BVT-189	0		user	Share the Wind Power excel with this chat	FILES	file_share	Share the <file_keyword>Wind Power</file_keyword> <file_type>excel</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-190	0		user	Share the Food excel with this chat	FILES	file_share	Share the <file_keyword>Food</file_keyword> <file_type>excel</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-191	0		user	Share the excel I was working on with this chat.	FILES	file_share	Share the <file_type>excel</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>.		[]	1
BVT-192	0		user	Share the Radical ppt with John Giorgianni	FILES	file_share	Share the <file_keyword>Radical</file_keyword> <file_type>ppt</file_type> with <to_contact_name>John Giorgianni</to_contact_name>		[]	1
BVT-193	0		user	Share the Happy pdf with John Henry	FILES	file_share	Share the <file_keyword>Happy</file_keyword> <file_type>pdf</file_type> with <to_contact_name>John Henry</to_contact_name>		[]	1
BVT-194	0		user	Share the Radical pdf with Meeting for Cool and Attractive People meeting	FILES	file_share	Share the <file_keyword>Radical</file_keyword> <file_type>pdf</file_type> with <sharetarget_name>Meeting for Cool and Attractive People</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-195	0		user	Share the Free Sample PPT with John Giorgianni	FILES	file_share	Share the <file_keyword>Free Sample</file_keyword> <file_type>PPT</file_type> with <to_contact_name>John Giorgianni</to_contact_name>		[]	1
