ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency
Teamsd57797c2-22d2-41b3-a35a-ee1dee8bec54	0	7/30/2019 11:22	user	Open file from Manik.	FILES	file_open	Open file from <contact_name>Manik</contact_name>.	[]		1
Teams0d388c3d-54d3-4817-bd08-d7748651d300	0	7/17/2019 5:58	user	Open 10.	NOTSURE	notsure_not_judged	Open <file_keyword>10</file_keyword>.	[]		1
Teams52825608-0747-4cf4-9d1d-e74b06e1390d	0	8/21/2019 22:20	user	Hey Cortana, Open the measurements. Cortana in teams document.	FILES	file_open	Hey Cortana, Open the <file_keyword>measurements. Cortana in teams</file_keyword> document.	[]		1
Teams50212795-b197-4792-95aa-9817ea7326b1	0	7/19/2019 19:45	user	Hey Cortana Open Dude PowerPoint.	FILES	file_open	Hey Cortana Open <file_keyword>Dude</file_keyword> <file_type>PowerPoint</file_type>.	[]		1
Teams074650d0-45e9-4a2b-93e0-aa74b6453fb6	0	7/17/2019 7:43	user	Open the edge review deck.	FILES	file_open	Open the <file_keyword>edge review</file_keyword> <file_type>deck</file_type>.	[]		1
Teams2b40047d-43ff-4b65-ae25-85d6621cd3ea	0	7/24/2019 6:47	user	Open file Android scenarios.	FILES	file_open	Open file <file_keyword>Android scenarios</file_keyword>.	[]		1
Teams7ef8d7aa-02fa-4599-8493-b950d7992d98	0	7/31/2019 20:50	user	Open just open a file.	FILES	file_open	Open just open a file.	[]		1
Teams19f73f70-704d-43f1-9eef-d183b8667848	0	8/6/2019 12:09	user	Open file skills.	FILES	file_open	Open file <file_keyword>skills</file_keyword>.	[]		3
Teams1823bc20-cc02-416d-89a9-43db99b8e399	0	8/6/2019 8:26	user	Hey Cortana open files.	FILES	file_open	Hey Cortana open files.	[]		8
Teams71b2915e-a974-4f06-8330-c4972561e764	0	8/30/2019 15:43	user	Open recent file. I was working on.	FILES	file_open	Open <file_recency>recent</file_recency> file. <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		1
Teams95101a37-abe9-4c23-8543-668eab716a81	0	8/21/2019 2:52	user	Open file Gap.	FILES	file_open	Open file <file_keyword>Gap</file_keyword>.	[]		2
Teams1b595792-b53c-4f67-b73a-2586fe00cbdc	0	8/8/2019 0:25	user	Open recent files.	FILES	file_open	Open <file_recency>recent</file_recency> files.	[]		3
Teams23f5b8de-3d4a-48d7-a004-0f6b568c4833	0	7/19/2019 6:44	user	Open file Cortana.	FILES	file_open	Open file <file_keyword>Cortana</file_keyword>.	[]		4
Teamsafb911a2-8c53-45e4-9f07-3ba43fbedb9b	0	8/1/2019 6:58	user	Open file Skills.	FILES	file_open	Open file <file_keyword>Skills</file_keyword>.	[]		1
Teams478cd019-d72d-4ec2-a3f8-9c0b7a9647eb	0	8/12/2019 11:31	user	Open MswAprilMayQAS file.	FILES	file_open	Open <file_keyword>MswAprilMayQAS</file_keyword> file.	[]		1
Teamsbb625d66-84db-4a4a-ba35-5c6e2ae5b0ae	0	8/25/2019 3:32	user	Open my recent files.	FILES	file_open	Open <contact_name>my</contact_name> <file_recency>recent</file_recency> files.	[]		1
Teamse7325f80-bbdf-4efb-a17b-171c89d3f584	0	7/30/2019 11:41	user	Open the Lt review deck.	FILES	file_open	Open the <file_keyword>Lt review</file_keyword> <file_type>deck</file_type>.	[]		1
Teams9aeb62be-f442-42df-8b85-210a0c343509	0	8/22/2019 7:34	user	Cortana open the Lt review_22.	NOTSURE	notsure_not_judged	Cortana open the <file_keyword>Lt review_22</file_keyword>.	[]		1
Teamsab889000-97a7-4e69-89d2-0a96f36072f7	0	7/24/2019 6:47	user	Open file scenarios.	FILES	file_open	Open file <file_keyword>scenarios</file_keyword>.	[]		1
Teams2d0b0653-f99c-4fff-a0f4-c6b2a4ab031d	0	8/30/2019 7:38	user	Open API documentation.	FILES	file_open	Open <file_keyword>API documentation</file_keyword>.	[]		1
Teams890ee4ae-9e20-4eab-99c8-995607cbe85b	0	8/27/2019 8:33	user	Hey Cortana Open file test.	FILES	file_open	Hey Cortana Open file <file_keyword>test</file_keyword>.	[]		2
Teams9c17ad1f-275d-46e8-8d50-75d80aefd8ab	0	8/8/2019 11:45	user	Hey Cortana Open file specs.	FILES	file_open	Hey Cortana Open file <file_keyword>specs</file_keyword>.	[]		2
Teamsa55a4b03-2444-4162-9c60-0345a7090997	0	8/13/2019 7:18	user	Open ship room file.	FILES	file_open	Open <file_keyword>ship room</file_keyword> file.	[]		1
Teamsbda51129-19e4-4c74-a64c-ce6d78c14167	0	7/25/2019 6:32	user	Hey Cortana Open file Platform.	FILES	file_open	Hey Cortana Open file <file_keyword>Platform</file_keyword>.	[]		7
Teamsed4876e1-d8ed-421a-932a-7d1f17fa4509	0	8/21/2019 6:30	user	Hey Cortana open fast.	NOTSURE	notsure_not_judged	Hey Cortana open <file_keyword>fast</file_keyword>.	[]		1
Teams3596ad8c-36d5-41cc-af41-ba50baff1f2a	0	8/20/2019 7:52	user	Open fails.	NOTSURE	notsure_not_judged	Open <file_keyword>fails</file_keyword>.	[]		1
Teams67ffe2d8-9207-4ca0-9072-689c525a7451	0	7/23/2019 2:44	user	Hey Cortana Open File Cortana.	FILES	file_open	Hey Cortana Open File <file_keyword>Cortana</file_keyword>.	[]		8
Teamsdaa55114-db32-4891-803a-ca965d7dd07e	0	8/28/2019 10:44	user	Open file Kingston.	FILES	file_open	Open file <file_keyword>Kingston</file_keyword>.	[]		3
Teams8acbc49d-fd08-4b31-9503-c863a74e8866	0	8/12/2019 12:19	user	Open 3 years answer.	NOTSURE	notsure_not_judged	Open <file_keyword>3 years answer</file_keyword>.	[]		1
Teams7952b2cc-feed-4b8d-b0af-fc19945e4898	0	8/2/2019 6:57	user	Hey Cortana Open file platform.	FILES	file_open	Hey Cortana Open file <file_keyword>platform</file_keyword>.	[]		1
Teams8e75ea57-2bf4-4747-be89-b9882a4c1a6a	0	7/16/2019 6:57	user	Open the ship room deck.	FILES	file_open	Open the <file_keyword>ship room</file_keyword> <file_type>deck</file_type>.	[]		2
Teams8eb2750b-4b44-42b2-9089-fda633be3067	0	7/24/2019 6:46	user	Open file specs.	FILES	file_open	Open file <file_keyword>specs</file_keyword>.	[]		9
Teams924cf633-0385-45a4-950e-cc0528ba1256	0	8/13/2019 6:27	user	Open file Answer.	FILES	file_open	Open file <file_keyword>Answer</file_keyword>.	[]		1
Teams4b9ed503-92b6-4685-94e5-4a7e70e748ea	0	8/2/2019 20:26	user	Cortana open a file.	FILES	file_open	Cortana open a file.	[]		1
Teamsbd487c4d-ac1c-4102-8c21-07254b21c816	0	8/20/2019 6:41	user	Open also like.	NOTSURE	notsure_not_judged	Open <file_keyword>also like</file_keyword>.	[]		1
Teamsc6d0c8fc-65e3-4dce-b212-ee9e6f4ba857	0	8/8/2019 14:39	user	Goodbye speech with word open file skills.	FILES	file_open	<file_keyword>Goodbye speech</file_keyword> with <file_type>word</file_type> open file <file_keyword>skills</file_keyword>.	[]		1
Teamsc5145758-984d-4a38-b436-f7a43c48f3e9	0	8/26/2019 8:19	user	Open a file.	FILES	file_open	Open a file.	[]		7
Teams09709e1f-95c2-453e-90a7-f9e00a8f8b35	0	8/13/2019 12:07	user	Open PPT.	FILES	file_open	Open <file_type>PPT</file_type>.	[]		1
Teams9ca09383-a76b-42a7-a950-e8c6abf75919	0	8/13/2019 18:33	user	Hey Cortana, Open the last Excel spreadsheet I was working on.	FILES	file_open	Hey Cortana, Open the <order_ref>last</order_ref> <file_type>Excel spreadsheet</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		1
Teams69540946-b840-460f-896b-ddc3c9645021	0	7/31/2019 20:32	user	Cortana open Gun Smoke, PowerPoint.	FILES	file_open	Cortana open <file_keyword>Gun Smoke</file_keyword>, <file_type>PowerPoint</file_type>.	[]		1
Teams3033edc7-22d0-4fd8-8cb0-c73841591749	0	8/29/2019 2:46	user	Open new word file.	FILES	file_open	Open <file_keyword>new</file_keyword> <file_type>word</file_type> file.	[]		1
Teamscbecb5ae-d659-429b-8c84-acd15d948426	0	8/14/2019 8:08	user	Hey Cortana, open arterial deck.	FILES	file_open	Hey Cortana, open <file_keyword>arterial</file_keyword> <file_type>deck</file_type>.	[]		1
Teams0ff28cd4-37eb-4adb-8bed-d25aada60e75	0	7/17/2019 9:38	user	Open file document.org it's.	FILES	file_open	Open file <file_keyword>document.org it&apos;s</file_keyword>.	[]		1
Teams7d14d362-9a38-4a02-afb4-db40c197c68a	0	8/22/2019 9:50	user	Open validation spreadsheet.	FILES	file_open	Open <file_keyword>validation</file_keyword> <file_type>spreadsheet</file_type>.	[]		1
Teamse7078620-dbaf-407d-a63a-7945f094d18b	0	8/26/2019 6:21	user	Open Excel.	FILES	file_open	Open <file_type>Excel</file_type>.	[]		2
Teamsac929d13-4fa8-450b-9079-3e7ca5a3966d	0	8/21/2019 2:58	user	Open file cap.	FILES	file_open	Open file <file_keyword>cap</file_keyword>.	[]		1
Teamsb6e5b37c-af9e-4a31-9985-a784fe096d49	0	8/29/2019 17:08	user	Open my last file.	FILES	file_open	Open <contact_name>my</contact_name> <order_ref>last</order_ref> file.	[]		2
Teams095ace41-b455-49b8-8f4a-3a8b220540c0	0	8/29/2019 17:01	user	Open my last document.	FILES	file_open	Open <contact_name>my</contact_name> <order_ref>last</order_ref> document.	[]		3
Teams9f3587a8-80bc-4e3d-a080-b423447e0694	0	8/21/2019 10:37	user	Open my recent PPT.	FILES	file_open	Open <contact_name>my</contact_name> <file_recency>recent</file_recency> <file_type>PPT</file_type>.	[]		1
Teamse3877d86-f13b-4f2e-a353-ed74c4024c33	0	8/29/2019 17:11	user	Open the last document.	FILES	file_open	Open the <order_ref>last</order_ref> document.	[]		1
Teamse5e6f435-fa1c-449b-bf57-bf58c50df0c2	0	8/30/2019 15:30	user	Open Bug Bash template Excel.	FILES	file_open	Open <file_keyword>Bug Bash template</file_keyword> <file_type>Excel</file_type>.	[]		1
Teamsa9c291ed-293b-444c-a8cf-04875960c186	0	8/13/2019 11:27	user	Open I files.	FILES	file_open	Open <contact_name>I</contact_name> files.	[]		1
Teams675557a8-7170-4411-863a-fade6fcae7c1	0	8/22/2019 9:04	user	Open Cortana in Teams 2020 deck?	FILES	file_open	Open <file_keyword>Cortana in Teams 2020</file_keyword> <file_type>deck</file_type>?	[]		1
Teams5f64017f-7d06-485c-a25b-a157c583bc9f	0	8/26/2019 6:49	user	Open the file.	FILES	file_open	Open the file.	[]		1
Teamsc2356410-f696-48b5-9dc4-bd3dc3b032d7	0	8/21/2019 17:20	user	Open the sample dialogue stock.	NOTSURE	notsure_not_judged	Open the <file_keyword>sample dialogue stock</file_keyword>.	[]		1
Teams6fdf3d34-cada-475c-8f26-e8c9adf34403	0	8/2/2019 20:28	user	Cortana open files.	FILES	file_open	Cortana open files.	[]		2
Teams81f9c234-81b4-41a0-ae55-974f71f410a0	0	7/30/2019 11:15	user	Open files from Manik.	FILES	file_open	Open files from <contact_name>Manik</contact_name>.	[]		1
Teamsa863875a-50b2-4c22-a9d7-a068f75beafd	0	8/6/2019 8:32	user	Open file Platform.	FILES	file_open	Open file <file_keyword>Platform</file_keyword>.	[]		1
Teamsd9ab4a0b-c6e9-4bee-adfa-4fdadd090440	0	8/9/2019 17:40	user	Open Cortana in Teams 2050?	NOTSURE	notsure_not_judged	Open <file_keyword>Cortana in Teams 2050</file_keyword>?	[]		1
Teams6ae17286-d714-4137-b6c2-53134ca28e0f	0	8/7/2019 19:42	user	Hey Cortana, open water PowerPoint.	FILES	file_open	Hey Cortana, open <file_keyword>water</file_keyword> <file_type>PowerPoint</file_type>.	[]		1
Teams2fc08b0c-69c0-4984-923c-38dc162a325c	0	8/8/2019 12:51	user	Cortana open file specs?	FILES	file_open	Cortana open file <file_keyword>specs</file_keyword>?	[]		2
Teamsdc3c83cc-0858-448e-951a-f133c75f5866	0	7/17/2019 9:13	user	Open the OK.	NOTSURE	notsure_not_judged	Open the <file_keyword>OK</file_keyword>.	[]		1
Teamsd0849e4b-6ecb-4f60-b4bd-8ac683937db2	0	8/25/2019 8:03	user	Open the last file I was working on.	FILES	file_open	Open the <order_ref>last</order_ref> file <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		1
Teamsc82b839a-0bd5-476c-8732-d3dee8eaec75	0	8/13/2019 12:15	user	Open MswAprilMayQAS.	NOTSURE	notsure_not_judged	Open <file_keyword>MswAprilMayQAS</file_keyword>.	[]		1
Teams662f3986-78d6-4781-8d47-d1ed7b27b28b	0	8/1/2019 6:02	user	Open Cortana in Teams?	NOTSURE	notsure_not_judged	Open <file_keyword>Cortana in Teams</file_keyword>?	[]		1
Teams069d22dc-e6e0-4b53-ab0b-b377c70a7128	0	8/5/2019 19:21	user	Open the PowerPoint.	FILES	file_open	Open the <file_type>PowerPoint</file_type>.	[]		1
Teams8e16f4c5-4262-4e5d-9a37-91fbb69d0c79	0	7/17/2019 9:27	user	Open file document dot dot.	FILES	file_open	Open file document <file_keyword>dot dot</file_keyword>.	[]		1
Teams99295e97-5524-41db-85d3-d8420e4bafc4	0	8/15/2019 5:10	user	Hey Cortana, Open Voice skills discoverabilities.	FILES	file_open	Hey Cortana, Open <file_keyword>Voice skills discoverabilities</file_keyword>.	[]		1
Teams186b97f1-2677-4744-b9e7-37688256dc8b	0	7/30/2019 11:10	user	So open file.	FILES	file_open	So open file.	[]		1
Teamsd6fba69e-b846-4b2b-bd59-17567f9d06c6	0	8/15/2019 19:11	user	Hey Cortana Open file called nippy protocol introduction.	FILES	file_open	Hey Cortana Open file called <file_name>nippy protocol introduction</file_name>.	[]		1
Teams833ec247-8473-46f0-999c-d07a2effa912	0	8/5/2019 20:47	user	Open Cortana file.	FILES	file_open	Open <file_keyword>Cortana</file_keyword> file.	[]		2
Teams03d7ba8d-565f-469e-9624-72e4b2673a68	0	7/16/2019 8:04	user	Open the deck.	FILES	file_open	Open the <file_type>deck</file_type>.	[]		1
Teams8cd5972d-9556-4617-a2aa-3965fb9d1bbd	0	8/29/2019 15:06	user	Open the file Kingston.	FILES	file_open	Open the file <file_keyword>Kingston</file_keyword>.	[]		1
Teams8afac2aa-bf11-4c47-9517-feb4bbaf841e	0	8/20/2019 10:03	user	Open file Cortana in Teams?	FILES	file_open	Open file <file_keyword>Cortana in Teams</file_keyword>?	[]		1
Teamsfc2e9f4f-ccff-436c-a060-830aecd5d335	0	8/14/2019 18:30	user	Open the files I downloaded.	FILES	file_open	Open the files <contact_name>I</contact_name> <file_action>downloaded</file_action>.	[]		1
Teams67431af0-98c7-434b-be7f-d1a865680e09	0	8/6/2019 7:39	user	What I would suggest is open file specs.	FILES	file_open	What I would suggest is open file <file_keyword>specs</file_keyword>.	[]		1
Teams0c074376-695e-4a7f-9916-f87e9ae80cdd	0	7/16/2019 20:40	user	Open Frisbee files.	FILES	file_open	Open <file_keyword>Frisbee</file_keyword> files.	[]		1
Teamsdc0079dd-3b6b-41b7-aabb-f10e6b30f78e	0	8/20/2019 17:31	user	Open files Cortana.	FILES	file_open	Open files Cortana.	[]		1
Teams28b819ad-e21a-43cb-b191-c4bf26b07df9	0	8/7/2019 11:13	user	Hey Cortana, Open the Cortana Measurement Document.	FILES	file_open	Hey Cortana, Open the <file_keyword>Cortana Measurement</file_keyword> Document.	[]		1
Teamsb4839480-8167-4580-b692-b343ccbab5fc	0	8/27/2019 7:34	user	Hey Cortana. Hey Cortana open files.	FILES	file_open	Hey Cortana. Hey Cortana open files.	[]		1
Teams224f2ad6-f5a6-4551-aad4-b3a5d66b658e	0	8/5/2019 19:46	user	Hey Cortana, open my word Doc.	FILES	file_open	Hey Cortana, open <contact_name>my</contact_name> <file_type>word Doc</file_type>.	[]		1
Teams85d944da-98d8-4912-a326-6cbc9ff60d92	0	8/23/2019 2:22	user	Hey Cortana, Open computer file.	FILES	file_open	Hey Cortana, Open <file_keyword>computer</file_keyword> file.	[]		1
Teams42f5e238-4764-4677-9f5e-36c59add8e34	0	8/14/2019 6:57	user	Cortana open file skills.	FILES	file_open	Cortana open file <file_keyword>skills</file_keyword>.	[]		1
Teams5f391bef-a843-4b25-a644-4449cc419a70	0	8/21/2019 17:07	user	Open the planning documents.	FILES	file_open	Open the <file_keyword>planning</file_keyword> documents.	[]		1
Teamscd8ccbb9-802d-4444-841f-0e6b5f08b7a9	0	8/20/2019 4:01	user	Open the Cortana in Teams - Measurements file.	FILES	file_open	Open the <file_keyword>Cortana in Teams - Measurements</file_keyword> file.	[]		1
Teams2772cee9-24c2-4370-b670-db7485ac6677	0	8/28/2019 9:48	user	Hey Cortana. Hey Cortana Open share all planning and costing spreadsheet with Jim.	FILES	file_open	Hey Cortana. Hey Cortana Open <file_keyword>share all planning and costing</file_keyword> <file_type>spreadsheet</file_type> with <to_contact_name>Jim</to_contact_name>.	[]		1
Teams58694729-5fba-4fc7-88ac-05031f9ab6d2	0	8/14/2019 6:58	user	Cortana open file explosion.	FILES	file_open	Cortana open file <file_keyword>explosion</file_keyword>.	[]		1
Teamsb3dd89a9-79fe-4f14-9030-d95171bdae69	0	8/21/2019 18:15	user	Cortana open my Shiproom document.	FILES	file_open	Cortana open <contact_name>my</contact_name> <file_keyword>Shiproom</file_keyword> document.	[]		1
Teams83ede819-30ee-44d9-bf17-283b7f85316f	0	8/13/2019 19:42	user	Hey Cortana, Open the document opening files to PWA's.	FILES	file_open	Hey Cortana, Open the document <file_keyword>opening files to PWA's</file_keyword>.	[]		1
Teams2cf15df6-448d-4dab-a0c6-52fef92fe4af	0	8/12/2019 19:25	user	Hey Cortana, open testing PowerPoint.	FILES	file_open	Hey Cortana, open <file_keyword>testing</file_keyword> <file_type>PowerPoint</file_type>.	[]		1
Teamsf62bb9c9-1014-4743-9c4f-47e93c15651a	0	8/13/2019 11:28	user	Open file dynamic module.	FILES	file_open	Open file <file_keyword>dynamic module</file_keyword>.	[]		1
Teams00ef3f6f-f3c4-41f8-94cc-3831027d21de	0	7/23/2019 20:19	user	Hello.	NOTSURE	notsure_not_judged	Hello.	[]		126
Teams11652d61-220d-44f9-8e5e-a4411af08f3a	0	7/18/2019 8:04	user	Search one.	NOTSURE	notsure_not_judged	Search one.	[]		1
Teams80f7a9d7-33aa-4106-a813-f018309e2b29	0	7/17/2019 7:59	user	Hey Cortana.	NOTSURE	notsure_not_judged	Hey Cortana.	[]		659
Teams8366ec7d-8757-49c2-b375-0f90cdcd1cbf	0	7/24/2019 19:40	user	Yeah.	NOTSURE	notsure_not_judged	Yeah.	[]		7
Teams31f2f49b-77eb-45f3-8e55-10620d1dee69	0	8/13/2019 18:18	user	Am I training right now?	NOTSURE	notsure_not_judged	Am I training right now?	[]		1
Teams10cc3b8f-1c08-4e4d-99a0-c8a089728f83	0	7/23/2019 9:25	user	Go to settings.	NOTSURE	notsure_not_judged	Go to settings.	[]		533
Teams86ec46d7-0acf-4d28-b241-ea4f4d115fe9	0	7/26/2019 17:33	user	Send feedback.	NOTSURE	notsure_not_judged	Send feedback.	[]		448
Teams7e83977e-0d83-43f9-9977-7c8626910ae4	0	7/24/2019 8:56	user	What can you do?	NOTSURE	notsure_not_judged	What can you do?	[]		513
Teams05d460b0-c188-4aed-ac0b-bc0f120dcb5e	0	7/22/2019 0:14	user	Try again.	NOTSURE	notsure_not_judged	Try again.	[]		10
Teams3d5b9dfa-bf09-4949-855c-e52b9a6cd6e8	0	7/30/2019 10:13	user	Jumpers had just hashes.	NOTSURE	notsure_not_judged	Jumpers had just hashes.	[]		1
Teams1929dba6-384e-4797-8c2c-1b6fbd24a634	0	7/22/2019 8:23	user	Hey Cortana cancel.	NOTSURE	notsure_not_judged	Hey Cortana cancel.	[]		69
Teams5d5c856d-a454-42a9-933f-98465cd6477f	0	8/14/2019 18:23	user	All right.	NOTSURE	notsure_not_judged	All right.	[]		1
Teams0a29a2f5-fe58-4d49-a00e-c96341e7441e	0	7/25/2019 13:33	user	Hey Cortana. Hey Cortana.	NOTSURE	notsure_not_judged	Hey Cortana. Hey Cortana.	[]		42
Teams00d76c99-307a-4fbd-b993-850c8d67c623	0	7/23/2019 19:37	user	Send it.	NOTSURE	notsure_not_judged	Send it.	[]		42
Teams4ea9b8d5-095f-4a4e-923a-73d178ac69f5	0	8/8/2019 8:19	user	Hey Cortana Resume Local.	NOTSURE	notsure_not_judged	Hey Cortana Resume Local.	[]		1
Teams58e7d657-3eaa-4ba4-889b-dde914745293	0	7/20/2019 14:40	user	Test.	NOTSURE	notsure_not_judged	Test.	[]		14
Teams289e66b0-cc76-4e1c-b64e-3b18dad365db	0	7/24/2019 8:13	user	I'm sorry. Cancel. Cancel. Cancel.	NOTSURE	notsure_not_judged	I'm sorry. Cancel. Cancel. Cancel.	[]		1
Teams0057fef0-8676-46a1-bb86-7944a45d5161	0	7/25/2019 5:58	user	Cancel.	NOTSURE	notsure_not_judged	Cancel.	[]		72
Teams05cf1660-57a9-4d97-8824-cea83aa04f86	0	7/21/2019 16:42	user	Cortana.	NOTSURE	notsure_not_judged	Cortana.	[]		117
Teams004c502e-24f8-4d3e-b9b2-15e462ca99d9	0	8/13/2019 11:28	user	Show my recent FL.	NOTSURE	notsure_not_judged	Show my recent FL.	[]		1
Teams513607c4-c358-446b-ba22-5e1585d63bb0	0	7/31/2019 20:03	user	Hey Cortana, how many artist sites is solid power trip by J. Cole?	NOTSURE	notsure_not_judged	Hey Cortana, how many artist sites is solid power trip by J. Cole?	[]		1
Teams01781f1d-2d95-46fb-a91c-b76b7d9b292d	0	7/30/2019 18:22	user	Hey Cortana me a joke.	NOTSURE	notsure_not_judged	Hey Cortana me a joke.	[]		11
Teams89eb29c3-44df-4eab-a309-0c9b6d2f47fb	0	7/31/2019 19:17	user	Hey Cortana delete my To Do List.	NOTSURE	notsure_not_judged	Hey Cortana delete my To Do List.	[]		1
Teams9abf4089-e417-41e3-9bc3-44c740202fe2	0	7/24/2019 21:24	user	First number.	NOTSURE	notsure_not_judged	First number.	[]		1
Teams0d40c748-b3f4-4111-8cd0-81ecab5bd06f	0	8/28/2019 9:44	user	Hey Cortana goat.	NOTSURE	notsure_not_judged	hey cortana goat	[]		1
Teams65496b4a-334c-4a83-acaf-a851cb6cfa06	0	8/28/2019 6:53	user	Cortana Cortana.	NOTSURE	notsure_not_judged	cortana cortana	[]		19
Teamsdb5c9a36-4b1e-4b1c-8afa-12f1ef82da1b	0	7/30/2019 8:00	user	Test adopted.	NOTSURE	notsure_not_judged	Test adopted.	[]		1
Teamse47d5672-4e47-48bc-b22b-54479b826b50	0	7/16/2019 8:58	user	Don't make me.	NOTSURE	notsure_not_judged	Don't make me.	[]		1
Teamsa3523361-c1d9-4213-aff4-ce3862e72526	0	8/26/2019 6:41	user	How to create a Cortana skill?	NOTSURE	notsure_not_judged	how to create a cortana skill	[]		1
Teams49ee83a7-7036-427d-ae71-968864377bfa	0	8/20/2019 4:41	user	Carla please.	NOTSURE	notsure_not_judged	Carla please.	[]		1
Teams5ae6a854-bf1b-4102-85eb-271efbcde75c	0	7/26/2019 21:49	user	Load.	NOTSURE	notsure_not_judged	Load.	[]		1
Teams242a79b0-5fb5-41b2-baa0-92606fc1f7fc	0	7/26/2019 3:30	user	Add.	NOTSURE	notsure_not_judged	Add.	[]		2
Teamsc50fec24-80b5-4f96-a966-1077e1478237	0	8/2/2019 21:36	user	Turn the test meeting.	NOTSURE	notsure_not_judged	Turn the test meeting.	[]		1
Teams45bb6b37-c60b-4541-b2c3-164efcb67dea	0	8/30/2019 14:23	user	Cortana Cortana is very sensitive Cortana.	NOTSURE	notsure_not_judged	cortana cortana is very sensitive cortana	[]		1
Teamse2cafb24-1560-44ef-a052-e43a6e0f6e9b	0	8/28/2019 9:50	user	Hey Cortana, show up video.	NOTSURE	notsure_not_judged	hey cortana, show up video	[]		1
Teams86098bf8-2469-44fc-9944-4364b3e583e9	0	7/25/2019 8:22	user	The first one.	NOTSURE	notsure_not_judged	The first one.	[]		5
Teams30046f80-54fb-43dc-823a-39c19504c0ed	0	7/25/2019 18:08	user	Hi.	NOTSURE	notsure_not_judged	Hi.	[]		2
Teams08ee57fc-1ef7-4c23-8b1e-43c78f156b2c	0	7/25/2019 23:34	user	Let me.	NOTSURE	notsure_not_judged	Let me.	[]		1
Teams699e861d-5359-4455-a3cd-cb3b9835ffaf	0	8/30/2019 20:14	user	Hey Cortana. Send feedback.	NOTSURE	notsure_not_judged	hey cortana. send feedback	[]		10
Teams2a6d6d6c-2f4b-4af5-b920-ec713bb13461	0	7/22/2019 9:03	user	Hey Cortana, how did the call?	NOTSURE	notsure_not_judged	Hey Cortana, how did the call?	[]		1
Teams39a45d50-c163-4246-8364-37b972f74cf5	0	7/17/2019 6:56	user	Hey Cortana. Hey.	NOTSURE	notsure_not_judged	Hey Cortana. Hey.	[]		5
Teams8108a58b-f08b-45a4-a8b3-b69ee09d6513	0	8/16/2019 21:15	user	Ryan.	NOTSURE	notsure_not_judged	Ryan.	[]		1
Teamsf0bdf4f2-2886-427d-b88c-13134a2981da	0	8/1/2019 6:41	user	Go to notifications.	NOTSURE	notsure_not_judged	Go to notifications.	[]		1
Teams822d0159-8e62-4ebf-9517-e31bca625394	0	7/22/2019 10:26	user	Test adaptive.	NOTSURE	notsure_not_judged	Test adaptive.	[]		21
Teams5dece6b2-2986-4e91-87c7-fdf19aedb89e	0	8/22/2019 7:19	user	Hey Cortana set.	NOTSURE	notsure_not_judged	hey cortana set	[]		1
Teams04a6e82e-f1c2-443f-a637-69920aa9a17a	0	7/16/2019 5:52	user	Teams.	NOTSURE	notsure_not_judged	Teams.	[]		1
Teams14f5c0cd-109b-496a-8540-e0a1b78c4159	0	8/6/2019 7:38	user	Hey Cortana, what's the weather?	NOTSURE	notsure_not_judged	Hey Cortana, what's the weather?	[]		6
