ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion
b65ea8a0-709a-47fe-9822-f96f97f162bb	0	1/16/2020 22:35	user	Share the deck.		FILES	file_share	Share the <file_type>deck</file_type>.	[]		Teams	Speech	75	21.1
714db1ba-bb8b-4d8e-a800-03d9ac91c3c0	0	1/22/2020 2:47	user	What meetings do I have today?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>today</start_date>?	[]		Teams	Speech	74	21.1
027e1b24-967f-4592-af85-6f4c2ed28f0b	0	1/16/2020 21:13	user	Call 409-444-6721.		COMMUNICATION	make_call	Call <phone_number>409-444-6721</phone_number>.	[]		Teams	Speech	74	21.1
82ac31c4-379e-4c48-9ea1-8da4d70d60d2	0	1/22/2020 20:30	user	Hey Cortana cancel that.		COMMON	cancel	Hey Cortana cancel that.	[]		Teams	Speech	71	21.1
9609c4f5-e977-4ee0-9cd0-92d7d2c040da	0	1/10/2020 6:23	user	What's my next meeting?		CALENDAR	find_calendar_entry	What&apos;s my <start_time>next</start_time> meeting?	[]		Teams	Speech	68	21.1
da866267-ead4-460b-a292-68cbd897a528	0	1/17/2020 6:01	user	When is my next meeting?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting?	[]		Teams	Speech	66	21.1
e2f9aec0-6d5d-4fc6-80d3-9ef7c5e3b21e	0	1/6/2020 5:49	user	Open files.		FILES	file_open	Open files.	[]		Teams	Speech	66	21.1
bb352bf2-bb47-4023-8497-7c86e4d4a34e	0	1/22/2020 8:35	user	End the meeting.		CALENDAR	disconnect_from_meeting	End the meeting.	[]		Teams	Speech	53	21.1
aba4c338-ed4c-4796-a4f3-b80f70260f68	0	1/22/2020 20:38	user	Cortana cancel that.		COMMON	cancel	Cortana cancel that.	[]		Teams	Speech	53	21.1
32493df2-31c0-4132-aaf9-7b0532b3c83b	0	1/22/2020 22:31	user	Hey Cortana it's up.		NOTSURE	other_domain	Hey Cortana it&apos;s up.	[]		Teams	Speech	52	21.1
cf9f1fa7-0e80-4fdb-9bb6-3104c9e485a7	0	1/14/2020 6:15	user	What meetings do I have tomorrow?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>tomorrow</start_date>?	[]		Teams	Speech	51	21.1
5e19a7b7-5703-4d0d-919a-1036fe498c63	0	1/9/2020 12:34	user	Read my messages.		COMMUNICATION	query_message	Read my messages.	[]		Teams	Speech	49	21.1
0e8e2770-52e2-4799-a431-be19b9c83367	0	1/6/2020 6:05	user	Send feedback.		NOTSURE	other_domain	Send feedback.	[]		Teams	Speech	48	21.1
4916bc82-2a53-47a2-b835-a3546e761c04	0	1/3/2020 7:43	user	Show my calendar.		CALENDAR	navigate_calendar	Show my calendar.	[]		Teams	Speech	47	21.1
ecf65097-ee6c-415b-9f39-3f698c947652	0	1/23/2020 4:00	user	Cancel.		COMMON	cancel	Cancel.	[]		Teams	Speech	46	21.1
a0857d67-c13f-4bc7-9361-01a556b5df31	0	1/15/2020 5:50	user	Send a message to Paul.		COMMUNICATION	send_text	Send a message to <contact_name>Paul</contact_name>.	[]		Teams	Speech	44	21.1
191ba0f4-88b8-4481-ad69-f7d12e06b48a	0	1/9/2020 16:21	user	Next meeting.		CALENDAR	find_calendar_entry	<start_time>Next</start_time> meeting.	[]		Teams	Speech	42	21.1
3814668d-e731-493b-8cb3-0657b14fe632	0	1/21/2020 6:15	user	Go to settings.		NOTSURE	other_domain	Go to settings.	[]		Teams	Speech	41	21.1
55d63e80-6612-4a13-a69b-2b7a125e6ed9	0	1/7/2020 4:48	user	Join the meeting.		CALENDAR	connect_to_meeting	Join the meeting.	[]		Teams	Speech	40	21.1
b867fbff-1d3e-494b-853d-f38c583e8900	0	1/3/2020 9:05	user	What's on my calendar tomorrow?		CALENDAR	find_calendar_entry	What&apos;s on my calendar <start_date>tomorrow</start_date>?	[]		Teams	Speech	40	21.1
b45f12c4-de0d-4e47-a9dc-b6189ddd909a	0	1/9/2020 11:17	user	Hold the call.		COMMUNICATION	hold	Hold the call.	[]		Teams	Speech	39	21.1
2dc81c79-d613-4cf2-b110-59611de632cc	0	1/22/2020 6:09	user	Next slide.		INMEETING	next_slide	Next slide.	[]		Teams	Speech	37	21.1
ad884740-dbdc-40e2-8c59-5aa6c6b43429	0	1/14/2020 18:39	user	Add Cruise to the call.		COMMUNICATION	add_to_call	Add <contact_name>Cruise</contact_name> to the call.	[]		Teams	Speech	36	21.1
b2f7b6fe-31a0-4988-a1b0-4b46682d4abc	0	1/17/2020 3:20	user	Hold the meeting.		COMMUNICATION	hold	Hold the meeting.	[]		Teams	Speech	35	21.1
feb02066-ee86-44a1-af6f-fded7cd6490d	0	1/5/2020 10:26	user	Call.		COMMUNICATION	make_call	Call.	[]		Teams	Speech	35	21.1
e2802a1e-f683-4b9d-ba96-5c8963c889b0	0	1/8/2020 10:31	user	Cortana next meeting.		CALENDAR	find_calendar_entry	Cortana <start_time>next</start_time> meeting.	[]		Teams	Speech	33	21.1
f1cb5e15-6db7-4f26-9ca8-403a52dcad3e	0	1/23/2020 21:53	user	Cortana it's up.		NOTSURE	other_domain	Cortana it&apos;s up.	[]		Teams	Speech	32	21.1
14d91543-9517-46be-bae7-6c60e5ffd0b3	0	1/20/2020 3:03	user	Who is Harry?		PEOPLE	search_people_by_name	Who is <contact_name>Harry</contact_name>?	[]		Teams	Speech	32	21.1
4770c95c-7071-4514-9029-f63a5ce5e785	0	1/8/2020 21:21	user	Transfer call.		COMMUNICATION	transfer	Transfer call.	[]		Teams	Speech	32	21.1
a4695c10-e209-434a-9f20-96ceb7c955ed	0	1/19/2020 7:45	user	Go to my recent files.		FILES	file_navigate	Go to <contact_name>my</contact_name> <file_recency>recent</file_recency> files.	[]		Teams	Speech	31	21.1
7f69e37a-2ad3-4cb9-9b33-6616b6f697a1	0	1/6/2020 6:10	user	Hello hello.		NOTSURE	other_domain	Hello hello.	[]		Teams	Speech	29	21.1
74f684e9-1aec-430e-aee5-5ef990208af0	0	1/3/2020 6:54	user	Show me my calendar.		CALENDAR	navigate_calendar	Show me my calendar.	[]		Teams	Speech	29	21.1
a30b272c-f76e-4a3b-84d5-998d7da1c38e	0	1/13/2020 8:09	user	What do I have tomorrow?		CALENDAR	find_calendar_entry	What do I have <start_date>tomorrow</start_date>?	[]		Teams	Speech	28	21.1
35c7a866-b237-44d8-aec1-f97d7e18d11d	0	1/23/2020 19:58	user	Share presentation.		FILES	file_share	Share <file_type>presentation</file_type>.	[]		Teams	Speech	28	21.1
668fa012-b630-4a5b-a3fe-88dd7f5ad214	0	1/2/2020 22:53	user	Add Nick to the call.		COMMUNICATION	add_to_call	Add <contact_name>Nick</contact_name> to the call.	[]		Teams	Speech	28	21.1
84ae685c-fba1-4393-a454-1cae9462abb7	0	1/9/2020 11:54	user	Get my missed calls.		COMMUNICATION	communication_other	Get my missed calls.	[]		Teams	Speech	28	21.1
6031d7af-42c5-4c0e-aaf6-afe468b2ec78	0	1/8/2020 6:18	user	Hello hello hello.		NOTSURE	non_sense	Hello hello hello.	[]		Teams	Speech	27	21.1
6b90dc2c-3653-4c65-adc7-bf7bc69b21dc	0	1/10/2020 9:24	user	Share file with Leo.		FILES	file_share	Share file with <to_contact_name>Leo</to_contact_name>.	[]		Teams	Speech	26	21.1
0da75c72-a80d-4b49-8280-0cd0eeb75b24	0	1/7/2020 19:24	user	Open dark file I was working on.		FILES	file_open	Open <file_keyword>dark</file_keyword> file <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		Teams	Speech	26	21.1
b3db85b4-7563-49f8-b30f-00e85922b199	0	1/6/2020 8:33	user	End the call.		COMMUNICATION	end_call	End the call.	[]		Teams	Speech	26	21.1
6ddc63a1-8169-4bee-a1e6-35281cbc0129	0	1/10/2020 8:41	user	Go to saved items.		TEAMSACTION	teamsuser_showactivity	Go to <teamsuser_activitytype>saved items</teamsuser_activitytype>.	[]		Teams	Speech	25	21.1
80fb3f81-2965-4ebd-ac09-5691b145f369	0	1/22/2020 6:44	user	Show me my activity.		TEAMSACTION	teamsuser_showactivity	Show me my activity.	[]		Teams	Speech	25	21.1
48bee06e-8251-4c86-9efe-bbbd0f2878be	0	1/20/2020 5:50	user	Send a message to Ross.		COMMUNICATION	send_text	Send a message to <contact_name>Ross</contact_name>.	[]		Teams	Speech	25	21.1
8e3e16ac-fe9b-4eb2-8f79-03d18724cd07	0	1/9/2020 10:08	user	Share the deck I was working on.		FILES	file_share	Share the <file_type>deck</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		Teams	Speech	25	21.1
c6e1a0c9-436d-4a31-bfaa-e19e92c9e1c2	0	1/6/2020 6:00	user	Call Rose.		COMMUNICATION	make_call	Call <contact_name>Rose</contact_name>.	[]		Teams	Speech	24	21.1
a8969d78-8d6f-49a5-8a98-96ba4d817f1d	0	1/10/2020 3:18	user	Hold call.		COMMUNICATION	hold	Hold call.	[]		Teams	Speech	23	21.1
fcc352b0-1c7b-44ec-a81b-11a90ecca7dd	0	1/18/2020 0:34	user	When is my next meeting with Carter?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Carter</contact_name>?	[]		Teams	Speech	23	21.1
d56bc395-b5e7-43a3-8f16-38226a52a9be	0	1/22/2020 19:38	user	Dial.		COMMUNICATION	make_call	Dial.	[]		Teams	Speech	22	21.1
adb0b66f-6603-432f-b410-71a07aaa4b3a	0	1/16/2020 22:07	user	Cancel my next meeting.		CALENDAR	delete_calendar_entry	Cancel my <start_time>next</start_time> meeting.	[]		Teams	Speech	22	21.1
d6ef2af6-14fe-4da0-88b1-06fe85385d46	0	1/20/2020 12:24	user	My meetings tomorrow.		CALENDAR	find_calendar_entry	My meetings <start_date>tomorrow</start_date>.	[]		Teams	Speech	21	21.1
6fa7063a-5638-4c0a-8532-fa4b33cc2e1a	0	1/17/2020 23:17	user	Message.		COMMUNICATION	send_text	Message.	[]		Teams	Speech	21	21.1
464265cc-8395-4653-b4ed-dbe66288c368	0	1/21/2020 6:12	user	Open file.		FILES	file_open	Open file.	[]		Teams	Speech	21	21.1
458afc21-67f2-4697-a70d-adec2106fb81	0	1/10/2020 23:46	user	Transfer the call.		COMMUNICATION	transfer	Transfer the call.	[]		Teams	Speech	21	21.1
f1dfaee2-e524-4385-97ff-df55c3201588	0	1/3/2020 9:01	user	Show me my at mentions.		TEAMSACTION	teamsuser_showactivity	Show me my <teamsuser_activitytype>at mentions</teamsuser_activitytype>.	[]		Teams	Speech	20	21.1
43d22778-570d-4097-927a-d02e061d29c8	0	1/7/2020 6:05	user	My next meeting.		CALENDAR	find_calendar_entry	My <start_time>next</start_time> meeting.	[]		Teams	Speech	20	21.1
9ca4dd6b-b06e-46d1-902c-b70b913a863e	0	1/3/2020 6:00	user	Cortana Cortana.		NOTSURE	other_domain	Cortana Cortana.	[]		Teams	Speech	20	21.1
add52b7e-6b6c-43c2-827c-73ec5ae3a470	0	1/9/2020 7:47	user	Send a message to Jin Wang.		COMMUNICATION	send_text	Send a message to <contact_name>Jin Wang</contact_name>.	[]		Teams	Speech	20	21.1
c06bcdc2-9a0a-4999-91b9-a1c3dd727b34	0	1/16/2020 21:20	user	Message Raj.		COMMUNICATION	send_text	Message <contact_name>Raj</contact_name>.	[]		Teams	Speech	20	21.1
f0624f41-5ed6-4036-bdc3-c0d37c6819fb	0	1/21/2020 5:43	user	Share file.		FILES	file_share	Share file.	[]		Teams	Speech	20	21.1
04356a9e-0e93-43fe-b3de-c7b2658a3114	0	1/12/2020 10:05	user	Get my messages.		COMMUNICATION	query_message	Get my messages.	[]		Teams	Speech	20	21.1
dc342e5e-fcdb-47b0-b86f-8a0ca6b1ca68	0	1/3/2020 9:02	user	Go to unread activity.		TEAMSACTION	teamsuser_showactivity	Go to <teamsuser_activitytype>unread</teamsuser_activitytype> activity.	[]		Teams	Speech	19	21.1
79f70c0a-5214-4797-b644-36b833c0bf0f	0	1/8/2020 7:35	user	Open the file I was working on.		FILES	file_open	Open the file <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		Teams	Speech	19	21.1
1695c86b-effb-4d08-8866-81d9c5bdf71f	0	1/21/2020 8:06	user	Open a file.		FILES	file_open	Open a file.	[]		Teams	Speech	19	21.1
6afd66d3-5f73-4535-894f-e06cad64ab5f	0	1/15/2020 16:40	user	Who is Ofer?		PEOPLE	search_people_by_name	Who is <contact_name>Ofer</contact_name>?	[]		Teams	Speech	19	21.1
59122590-c920-4dd3-8e1a-2e2207e672bb	0	1/23/2020 11:49	user	Read my missed calls.		COMMUNICATION	communication_other	Read my missed calls.	[]		Teams	Speech	19	21.1
214ff3a1-2a4d-4ae3-99d2-ebe941e2b90a	0	1/8/2020 8:29	user	Resume the meeting.		COMMUNICATION	resume	Resume the meeting.	[]		Teams	Speech	19	21.1
049fcd23-d14b-4e25-9902-88beb37aa982	0	1/2/2020 8:32	user	Navigate to calendar.		CALENDAR	navigate_calendar	Navigate to calendar.	[]		Teams	Speech	19	21.1
ee97f991-ca5c-4eca-b280-145f425670c2	0	1/23/2020 8:15	user	Send message to Rose.		COMMUNICATION	send_text	Send message to <contact_name>Rose</contact_name>.	[]		Teams	Speech	18	21.1
3ff419a9-afa8-46f3-b654-f4912bb6d7d7	0	1/9/2020 7:33	user	Share Cortana file with Rose.		FILES	file_share	Share <file_keyword>Cortana</file_keyword> file with <to_contact_name>Rose</to_contact_name>.	[]		Teams	Speech	18	21.1
3f922494-1b8b-44ef-ae12-46d03199f619	0	1/16/2020 22:33	user	Share PowerPoint.		FILES	file_share	Share <file_type>PowerPoint</file_type>.	[]		Teams	Speech	18	21.1
f3449ec0-d8c9-4dbc-817a-37331cc99f4f	0	1/17/2020 3:22	user	Resume the call.		COMMUNICATION	resume	Resume the call.	[]		Teams	Speech	18	21.1
e96e736c-4ad5-4ce6-ac48-61a94bb3c179	0	1/23/2020 19:29	user	Hey Cortana join my meeting.		CALENDAR	connect_to_meeting	Hey Cortana join my meeting.	[]		Teams	Speech	17	21.1
60249d8e-bb71-426b-8ba9-3d107ad67dc2	0	1/3/2020 21:19	user	Add.		NOTSURE	other_domain	Add.	[]		Teams	Speech	17	21.1
d74c0b71-3313-481b-91e6-9ec5767f34d3	0	1/15/2020 22:53	user	Add Nick to this call.		COMMUNICATION	add_to_call	Add <contact_name>Nick</contact_name> to this call.	[]		Teams	Speech	17	21.1
f4bb1801-42ae-49ed-83b3-85cd934fc4bb	0	1/17/2020 10:17	user	Go to chat with rose.		TEAMSACTION	teamsuser_openchat	Go to chat with <contact_name>rose</contact_name>.	[]		Teams	Speech	17	21.1
e3f20fa3-116c-4a92-b86b-4bebf1600ceb	0	1/15/2020 20:29	user	Send message.		COMMUNICATION	send_text	Send message.	[]		Teams	Speech	16	21.1
a9e35b9a-43ed-49cd-b1be-8518afa6364f	0	1/7/2020 2:59	user	Send a message to Kiki.		COMMUNICATION	send_text	Send a message to <contact_name>Kiki</contact_name>.	[]		Teams	Speech	16	21.1
a6953cc4-54cb-4ad9-92e5-5b52c7d4988b	0	1/8/2020 17:35	user	Set my status to available.		TEAMSACTION	teamsuser_setstatus	Set my status to <teamsuser_status>available</teamsuser_status>.	[]		Teams	Speech	16	21.1
14746570-e5ed-4ead-b569-19f9cda3435d	0	1/8/2020 8:17	user	Go to Rose chat.		TEAMSACTION	teamsuser_openchat	Go to <contact_name>Rose</contact_name> chat.	[]		Teams	Speech	16	21.1
3510ccf2-be09-40db-86c7-6adcf215623b	0	1/17/2020 6:33	user	Open.		NOTSURE	ambiguous	Open.	[]		Teams	Speech	15	21.1
163fae95-e99d-41a5-b52f-2e2efa3d89b8	0	1/20/2020 15:27	user	Send message to Adi.		COMMUNICATION	send_text	Send message to <contact_name>Adi</contact_name>.	[]		Teams	Speech	15	21.1
5b88c5d3-2ba0-4f0a-aef2-797abde87503	0	1/16/2020 21:12	user	Message Sha.		COMMUNICATION	send_text	Message <contact_name>Sha</contact_name>.	[]		Teams	Speech	15	21.1
ef1bc6af-1a71-49d9-b992-2ed90af30807	0	1/15/2020 1:39	user	When is my next meeting with Michael?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Michael</contact_name>?	[]		Teams	Speech	15	21.1
cf0a7228-7dbe-46c5-88e3-cc247c2da1a0	0	1/3/2020 19:07	user	Add Nick to the meeting.		CALENDAR	add_attendee	Add <contact_name>Nick</contact_name> to the meeting.	[]		Teams	Speech	15	21.1
1cc97a70-27bb-46c5-a4de-8454843d7680	0	1/16/2020 19:59	user	Add Cruise to my meeting.		CALENDAR	add_attendee	Add <contact_name>Cruise</contact_name> to my meeting.	[]		Teams	Speech	15	21.1
965a8622-cf67-4d46-8bd3-4c0d0259a0cd	0	1/17/2020 8:51	user	Navigate to files.		FILES	file_navigate	Navigate to files.	[]		Teams	Speech	15	21.1
732a8b5f-d970-48e0-8c5a-e745f456d816	0	1/2/2020 13:33	user	Resume call.		COMMUNICATION	resume	Resume call.	[]		Teams	Speech	15	21.1
08499fb1-4b99-4c06-afce-7719d5856a98	0	1/23/2020 6:03	user	Set my status to busy.		TEAMSACTION	teamsuser_setstatus	Set my status to <teamsuser_status>busy</teamsuser_status>.	[]		Teams	Speech	15	21.1
5abd7788-0475-4adb-bb76-405708a5bba4	0	1/2/2020 9:05	user	Show me where I was mentioned.		TEAMSACTION	teamsuser_showactivity	Show me <teamsuser_activitytype>where I was mentioned</teamsuser_activitytype>.	[]		Teams	Speech	14	21.1
0428e1cf-0477-4bca-bc7b-3da9179194bb	0	1/7/2020 17:43	user	Go to my activity.		TEAMSACTION	teamsuser_showactivity	Go to my activity.	[]		Teams	Speech	14	21.1
1677c7a5-95f4-42b6-a078-37aa59b9670f	0	1/8/2020 20:35	user	Hey Cortana what's on my calendar.		CALENDAR	find_calendar_entry	Hey Cortana what&apos;s on my calendar.	[]		Teams	Speech	14	21.1
69dd265e-3ad6-4e7e-8971-fa3e224c7840	0	1/20/2020 6:49	user	What meetings do I have?		CALENDAR	find_calendar_entry	What meetings do I have?	[]		Teams	Speech	14	21.1
849f6c90-8b3d-4348-94b9-e241f1808122	0	1/3/2020 17:30	user	Phone.		COMMUNICATION	make_call	Phone.	[]		Teams	Speech	14	21.1
e21ca0a8-8411-47a1-b4eb-e22124045ef3	0	1/8/2020 15:54	user	Send text.		COMMUNICATION	send_text	Send text.	[]		Teams	Speech	14	21.1
9d96c7a4-17c7-4e7c-9d2a-d0d3b8a8e247	0	1/9/2020 9:07	user	Share Skills file with Mohit.		FILES	file_share	Share <file_keyword>Skills</file_keyword> file with <to_contact_name>Mohit</to_contact_name>.	[]		Teams	Speech	14	21.1
cd7ce813-ad3f-491d-972c-19beb654e740	0	1/15/2020 21:36	user	Present the deck I was working on.		INMEETING	start_presenting	Present the deck <file_filerecency>I was working on</file_filerecency>.	[]		Teams	Speech	14	21.1
2a92173e-59b8-4e41-ac8a-24ee43b02666	0	1/15/2020 9:03	user	Cancel my meeting with Rose.		CALENDAR	delete_calendar_entry	Cancel my meeting with <contact_name>Rose</contact_name>.	[]		Teams	Speech	14	21.1
0fe258fa-f010-41cf-aded-856c57779930	0	1/22/2020 20:11	user	Add Nick to my meeting.		CALENDAR	add_attendee	Add <contact_name>Nick</contact_name> to my meeting.	[]		Teams	Speech	14	21.1
24029b42-de91-49e6-aa83-7e2369ba4a89	0	1/10/2020 8:48	user	Change my status to available.		TEAMSACTION	teamsuser_setstatus	Change my status to <teamsuser_status>available</teamsuser_status>.	[]		Teams	Speech	14	21.1
c75efb72-af0a-4177-8c70-62ba83c9605a	0	1/15/2020 22:32	user	Download presentation file I was working on.		FILES	file_download	Download <file_type>presentation</file_type> file <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		Teams	Speech	13	21.1
83f3a07e-68bd-4f8f-bfb2-24714553094d	0	1/17/2020 6:20	user	Call Jin Wang.		COMMUNICATION	make_call	Call <contact_name>Jin Wang</contact_name>.	[]		Teams	Speech	13	21.1
794e96d8-6a64-4ccf-885b-709bba2b5bdd	0	1/23/2020 9:06	user	Present.		INMEETING	start_presenting	Present.	[]		Teams	Speech	13	21.1
c6702292-4563-4389-b8fb-6115fcdeef3d	0	1/21/2020 21:24	user	Share the attached presentation.		FILES	file_share	Share the <attachment>attached</attachment> <file_type>presentation</file_type>.	[]		Teams	Speech	13	21.1
e158d314-5841-48cc-a714-7f92518bb678	0	1/8/2020 20:55	user	Present the Food PowerPoint.		INMEETING	start_presenting	Present the <deck_name>Food</deck_name> PowerPoint.	[]		Teams	Speech	13	21.1
83dda76d-212a-42e5-b4f8-1c35d92bc888	0	1/12/2020 16:33	user	Who is Ofer Chacham?		PEOPLE	search_people_by_name	Who is <contact_name>Ofer Chacham</contact_name>?	[]		Teams	Speech	13	21.1
a9b01a96-d818-43f1-a119-92128b25bd97	0	1/5/2020 9:16	user	Messages.		COMMUNICATION	query_message	Messages.	[]		Teams	Speech	13	21.1
b341c753-c7f5-4df9-8b03-f52e55f60968	0	1/9/2020 18:11	user	Add Cruise to the meeting.		CALENDAR	add_attendee	Add <contact_name>Cruise</contact_name> to the meeting.	[]		Teams	Speech	13	21.1
31da7f42-e3b8-4d47-b390-2d4c56e015fb	0	1/22/2020 18:56	user	Change my status to busy.		TEAMSACTION	teamsuser_setstatus	Change my status to <teamsuser_status>busy</teamsuser_status>.	[]		Teams	Speech	13	21.1
ee1dc840-f352-4ba5-8371-784899c15189	0	1/21/2020 10:37	user	Go to Tyler activity.		TEAMSACTION	teamsuser_showactivity	Go to <contact_name>Tyler</contact_name> activity.	[]		Teams	Speech	12	21.1
266eee33-6c74-4944-b355-8a49a67ed05d	0	1/13/2020 19:12	user	Connect me to my meeting with Cruise.		CALENDAR	connect_to_meeting	Connect me to my meeting with <contact_name>Cruise</contact_name>.	[]		Teams	Speech	12	21.1
d5c155b9-51e7-47fc-9b35-0263c11a7322	0	1/6/2020 8:34	user	Join my test 9 meeting.		CALENDAR	connect_to_meeting	Join my <title>test 9 meeting</title>.	[]		Teams	Speech	12	21.1
c1495a5b-5a5f-40e0-8a3f-3b3efd7382ca	0	1/23/2020 4:59	user	Call Harry.		COMMUNICATION	make_call	Call <contact_name>Harry</contact_name>.	[]		Teams	Speech	12	21.1
3c5c256d-df3c-480d-b7a1-b7725c2cdec1	0	1/7/2020 21:34	user	Hey Cortana when is my next meeting.		CALENDAR	find_calendar_when	Hey Cortana when is my <start_time>next</start_time> meeting.	[]		Teams	Speech	12	21.1
951a4fba-3025-438f-bfdf-c891d20654c7	0	1/8/2020 18:43	user	Add Cruise to this call.		COMMUNICATION	add_to_call	Add <contact_name>Cruise</contact_name> to this call.	[]		Teams	Speech	12	21.1
0caa6733-23e4-4f3a-8c72-a3e86c8bdd44	0	1/13/2020 20:02	user	Jump to the reading is a good habits slide.		INMEETING	goto_slide	Jump to the <slide_name>reading is a good habits</slide_name> slide.	[]		Teams	Speech	12	21.1
68f3dccf-51c6-473b-a8b6-a130c99f5a1f	0	1/22/2020 7:51	user	Yeah.		COMMON	confirm	Yeah.	[]		Teams	Speech	11	21.1
31bc83ec-4f21-4c14-a47f-18698d0761bc	0	1/8/2020 1:35	user	Hey Cortana what time is it.		NOTSURE	other_domain	Hey Cortana what time is it.	[]		Teams	Speech	11	21.1
4fcefa3f-346b-4d98-a1dc-78c86127d3be	0	1/16/2020 11:20	user	Call Xinguo.		COMMUNICATION	make_call	Call <contact_name>Xinguo</contact_name>.	[]		Teams	Speech	11	21.1
a67fe5a0-add0-4848-9510-d32188078f80	0	1/6/2020 19:31	user	Share the Food deck.		FILES	file_share	Share the <file_keyword>Food</file_keyword> <file_type>deck</file_type>.	[]		Teams	Speech	11	21.1
542de9b9-2891-4ef3-af33-eaec294834cb	0	1/6/2020 8:36	user	Open file skills.		FILES	file_open	Open file <file_keyword>skills</file_keyword>.	[]		Teams	Speech	11	21.1
e4cf4903-bfae-4363-b784-087e351efa48	0	1/8/2020 2:17	user	Go to last slide.		INMEETING	goto_slide	Go to <slide_number>last</slide_number> slide.	[]		Teams	Speech	11	21.1
25f668f0-759a-4fee-9040-2bcb352a6bcf	0	1/19/2020 13:33	user	End call.		COMMUNICATION	end_call	End call.	[]		Teams	Speech	11	21.1
504a0c8b-4c64-436c-b5b3-c4548c414a9a	0	1/16/2020 11:13	user	Stop presentation.		INMEETING	stop_presenting	Stop presentation.	[]		Teams	Speech	11	21.1
