ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency
Teamsdab89960-a565-47c0-9d55-1e0bed8dbb5a	0	8/8/2019 8:45	user	Open file Seed list.	FILES	file_open	Open file <file_keyword>Seed list</file_keyword>.	[]				1
Teams7d99a35d-6b47-494b-8796-cb3063a366f9	0	8/30/2019 8:31	user	Hey Cortana Open Deck Cortana.	FILES	file_open	Hey Cortana Open <file_type>Deck</file_type> <file_keyword>Cortana</file_keyword>.	[]				1
Teams4b9ed503-92b6-4685-94e5-4a7e70e748ea	0	8/2/2019 20:26	user	Cortana open a file.	FILES	file_open	Cortana open a file.	[]				1
Teams02763a90-cf3d-439a-9b01-ee0d1ec1f730	0	8/28/2019 10:10	user	Open Cortana document.	FILES	file_open	Open <file_keyword>Cortana</file_keyword> document.	[]				1
Teamse8346e5c-35b1-418b-bd42-e5ddacd3377f	0	7/24/2019 6:46	user	Hey Cortana Open File Cortana in Teams document RE.	FILES	file_open	Hey Cortana Open File <file_keyword>Cortana in Teams document RE</file_keyword>.	[]				1
Teamsc70ac2b9-eaec-41ad-8a64-c589fca67b6e	0	8/13/2019 5:37	user	Open file answer bug bash template.	FILES	file_open	Open file <file_keyword>answer bug bash template</file_keyword>.	[]				1
Teamsbd558d21-cd03-440c-8469-8f7b1878e4bb	0	7/24/2019 6:48	user	Open file call.	FILES	file_open	Open file <file_keyword>call</file_keyword>.	[]				1
Teams53bbc06a-3663-4859-b409-8aebe6b1da02	0	8/29/2019 16:48	user	Open file James.	FILES	file_open	Open file <file_keyword>James</file_keyword>.	[]				1
Teams9a97fba2-4d26-40bc-a478-46ed92822056	0	7/17/2019 9:23	user	Open file architecture overview.	FILES	file_open	Open file <file_keyword>architecture overview</file_keyword>.	[]				1
Teamse06348a9-4211-4da6-8614-0fa6317840f4	0	8/5/2019 19:24	user	Hey Cortana Open Jenna free food.	FILES	file_open	Hey Cortana Open <file_keyword>Jenna free food</file_keyword>.	[]				1
Teams96f0b24f-d277-4f0c-8777-1721c7643b26	0	8/12/2019 12:06	user	Open 3S File Answer.	FILES	file_open	Open <file_keyword>3S</file_keyword> File <file_keyword>Answer</file_keyword>.	[]				1
Teams52cf0489-8314-4541-8bd6-482aec3ba927	0	8/16/2019 18:23	user	Open the PowerPoint. I was working on.	FILES	file_open	Open the <file_type>PowerPoint</file_type>. <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]				1
Teams0b69cfec-8ebf-404a-8969-643588efe1d5	0	8/20/2019 10:00	user	Open file monthly plan.	FILES	file_open	Open file <file_keyword>monthly plan</file_keyword>.	[]				1
Teams47ed9bf1-ab5d-4b1f-95ff-331371256fb3	0	8/13/2019 6:21	user	Open Backpage template.	FILES	file_open	Open <file_keyword>Backpage template</file_keyword>.	[]				1
Teams009018dc-77ab-434e-bb68-f041a24fd814	0	8/13/2019 3:20	user	Open file Skills List.	FILES	file_open	Open file <file_keyword>Skills List</file_keyword>.	[]				1
Teamsf518883e-aab3-4330-a9dd-daeb7e756e97	0	8/7/2019 19:37	user	Open water PowerPoint.	FILES	file_open	Open <file_keyword>water</file_keyword> <file_type>PowerPoint</file_type>.	[]				1
Teams99295e97-5524-41db-85d3-d8420e4bafc4	0	8/15/2019 5:10	user	Hey Cortana, Open Voice skills discoverabilities.	FILES	file_open	Hey Cortana, Open <file_keyword>Voice skills discoverabilities</file_keyword>.	[]				1
Teamscbe5ac91-77e5-4fb5-837f-57085d5a12cd	0	8/29/2019 15:04	user	Open the file.	FILES	file_open	Open the file.	[]				1
Teamse144a84a-4e00-429b-85fc-16d6c3a24cf1	0	8/13/2019 18:27	user	Cortana open Minnesota?	FILES	file_open	Cortana open <file_keyword>Minnesota</file_keyword>?	[]				1
Teamsdf2ed251-ce22-40c5-8837-07ac483895af	0	8/28/2019 6:17	user	Hey Cortana, open the deck.	FILES	file_open	Hey Cortana, open the <file_type>deck</file_type>.	[]				1
Teamsd93f0495-ca76-4f4a-96dd-a01a719d729d	0	7/24/2019 19:02	user	Names dot ppt X.	FILES	file_search	<file_name>Names dot ppt X</file_name>.	[]				1
Teams833ec247-8473-46f0-999c-d07a2effa912	0	8/5/2019 20:47	user	Open Cortana file.	FILES	file_open	Open <file_keyword>Cortana</file_keyword> file.	[]				2
Teams3b9ebc22-3c81-4d97-beba-e68cfbfa5ec9	0	8/15/2019 13:03	user	Hey Cortana, Open Voice Skill Doc.	FILES	file_open	Hey Cortana, Open <file_keyword>Voice Skill</file_keyword> Doc.	[]				1
Teams053735ce-fff2-44ff-8f6d-bf74707cf2c0	0	8/8/2019 4:05	user	Open specs.	FILES	file_open	Open <file_keyword>specs</file_keyword>.	[]				1
Teamsc9212a0a-57be-41bb-a19b-e12c66eb7b5c	0	7/24/2019 6:48	user	Open file in call.	FILES	file_open	Open file <file_keyword>in call</file_keyword>.	[]				1
Teams3c4c8f12-b794-45fe-87d6-8b36a1683988	0	8/13/2019 6:32	user	Open file test.	FILES	file_open	Open file <file_keyword>test</file_keyword>.	[]				1
Teams81494cd8-45d1-4db6-b671-d8275226ed76	0	8/27/2019 3:16	user	Cortana open file specs.	FILES	file_open	Cortana open file <file_keyword>specs</file_keyword>.	[]				1
Teams3c532ab6-d4f4-4eb5-834f-2835b06648f4	0	8/19/2019 17:10	user	Open resourcing express.	FILES	file_open	Open <file_keyword>resourcing express</file_keyword>.	[]				1
Teams91e556d6-a301-424c-a7f7-e3a8741b1996	0	8/14/2019 13:45	user	Hey Cortana, open a file.	FILES	file_open	Hey Cortana, open a file.	[]				1
Teamse532d88a-4249-4792-9cc0-e635ec60e424	0	8/27/2019 6:37	user	Open film.	FILES	file_open	Open <file_keyword>film</file_keyword>.	[]				1
Teams381552c5-ead7-4869-9f02-b43a0f336655	0	7/26/2019 17:54	user	Hey Cortana, open the Shiproom deck.	FILES	file_open	Hey Cortana, open the <file_keyword>Shiproom</file_keyword> <file_type>deck</file_type>.	[]				1
Teams09709e1f-95c2-453e-90a7-f9e00a8f8b35	0	8/13/2019 12:07	user	Open PPT.	FILES	file_open	Open <file_type>PPT</file_type>.	[]				1
Teamse4d8ca9d-23c7-4c81-8070-b025a23bd113	0	7/31/2019 5:43	user	Open response planning awareness session.	FILES	file_open	Open <file_keyword>response planning awareness session</file_keyword>.	[]				1
Teams84e5abd1-e260-4d1c-99f9-45d0d0bb6dba	0	7/24/2019 11:10	user	Cortana. Hello.	NOTSURE	notsure_not_judged	Cortana. Hello.	[]				15
Teams86ec46d7-0acf-4d28-b241-ea4f4d115fe9	0	7/26/2019 17:33	user	Send feedback.	NOTSURE	notsure_not_judged	Send feedback.	[]				507
Teams10cc3b8f-1c08-4e4d-99a0-c8a089728f83	0	7/23/2019 9:25	user	Go to settings.	NOTSURE	notsure_not_judged	Go to settings.	[]				520
Teams944ade2f-bd30-409d-8249-0383d854434a	0	7/16/2019 18:41	user	OK, you want me to try.	NOTSURE	notsure_not_judged	OK, you want me to try.	[]				1
Teams7e83977e-0d83-43f9-9977-7c8626910ae4	0	7/24/2019 8:56	user	What can you do?	NOTSURE	notsure_not_judged	What can you do?	[]				505
Teams80f7a9d7-33aa-4106-a813-f018309e2b29	0	7/17/2019 7:59	user	Hey Cortana.	NOTSURE	notsure_not_judged	Hey Cortana.	[]				664
Teams0a29a2f5-fe58-4d49-a00e-c96341e7441e	0	7/25/2019 13:33	user	Hey Cortana. Hey Cortana.	NOTSURE	notsure_not_judged	Hey Cortana. Hey Cortana.	[]				32
Teams82b3e712-0771-4349-b0ce-5ff346219038	0	7/26/2019 21:12	user	What's the weather?	NOTSURE	notsure_not_judged	What's the weather?	[]				35
Teams3213eb9c-e186-4b17-9571-68414b3c404d	0	8/14/2019 17:03	user	Hey Cortana, turn the last photo to allow Jane.	NOTSURE	notsure_not_judged	Hey Cortana, turn the last photo to allow Jane.	[]				1
Teamsc95b3181-ca7f-4c92-8f34-f20bb4a6c763	0	7/16/2019 15:11	user	Blah blah blah.	NOTSURE	notsure_not_judged	Blah blah blah.	[]				2
Teams4775981c-3425-4dee-9415-29b600ad4d0d	0	8/22/2019 19:52	user	Cortana you WP you XL May.	NOTSURE	notsure_not_judged	cortana you wp you xl may	[]				1
Teamsa740347a-358c-4d35-950b-898e5f4be36b	0	7/26/2019 21:13	user	Tell me a joke.	NOTSURE	notsure_not_judged	Tell me a joke.	[]				6
Teams01e7e24b-886a-4d13-87f0-a9ba7a9a0093	0	8/5/2019 20:47	user	Hey Cortana, tell me a joke.	NOTSURE	notsure_not_judged	Hey Cortana, tell me a joke.	[]				9
Teamsa7c5fbb1-b3a2-46ab-9758-7e3510c21198	0	8/1/2019 20:50	user	And then.	NOTSURE	notsure_not_judged	And then.	[]				1
Teams8d70b2b3-0adc-4356-9282-d072b33cc051	0	7/24/2019 22:48	user	Hey Cortana. Hey send feedback.	FEEDBACK	submit_feedback	Hey Cortana. Hey send feedback.	[]				1
Teams9d583c44-5899-425b-b26b-97c4928db1ed	0	8/27/2019 20:09	user	Cortana who are working on Cortana branding. They already did it.	NOTSURE	notsure_not_judged	Cortana who are working on Cortana branding. They already did it.	[]				1
Teams0057fef0-8676-46a1-bb86-7944a45d5161	0	7/25/2019 5:58	user	Cancel.	NOTSURE	notsure_not_judged	Cancel.	[]				69
Teams00ef3f6f-f3c4-41f8-94cc-3831027d21de	0	7/23/2019 20:19	user	Hello.	NOTSURE	notsure_not_judged	Hello.	[]				146
Teams17aad540-8dc1-48cc-a643-524083f45fe3	0	8/6/2019 8:10	user	Add Ori Barak.	NOTSURE	notsure_not_judged	Add Ori Barak.	[]				2
Teamsd20561e3-e2fd-4688-ac3d-1fc1ef450d47	0	8/13/2019 22:28	user	Now.	NOTSURE	notsure_not_judged	Now.	[]				1
Teams2e82c5fa-872d-4dac-a5d4-627c5c908bb2	0	8/30/2019 18:15	user	Didn't even for me.	NOTSURE	notsure_not_judged	didn't even for me	[]				1
Teamsf1ff3195-6031-4a32-856e-8cb31423d86d	0	8/8/2019 18:27	user	Hey Cortana. Join by.	NOTSURE	notsure_not_judged	Hey Cortana. Join by.	[]				1
Teams068c8b10-61ba-47dc-97e5-61320836a50a	0	7/22/2019 7:43	user	What's your name?	NOTSURE	notsure_not_judged	What's your name?	[]				9
Teams1929dba6-384e-4797-8c2c-1b6fbd24a634	0	7/22/2019 8:23	user	Hey Cortana cancel.	NOTSURE	notsure_not_judged	Hey Cortana cancel.	[]				62
Teamsff2fb934-3d73-42fe-a04c-5d70f0785a4f	0	7/16/2019 5:43	user	Do you know why you go?	NOTSURE	notsure_not_judged	Do you know why you go?	[]				1
Teamsb2d48407-f558-40fa-b044-3321f58f89e3	0	8/15/2019 18:59	user	See all tips in the bottom right corner.	NOTSURE	notsure_not_judged	See all tips in the bottom right corner.	[]				1
Teamscf603f55-0f16-4917-863f-3f97989bd39c	0	8/5/2019 20:48	user	Send my sister Calvin.	NOTSURE	notsure_not_judged	Send my sister Calvin.	[]				1
Teams082ceca7-5933-4f9c-bc4e-866e0afc943b	0	7/22/2019 7:12	user	Yes.	NOTSURE	notsure_not_judged	Yes.	[]				25
Teams755d6d28-0256-4195-959b-8699145ed9e4	0	8/19/2019 9:43	user	Hey Cortana, Nah.	NOTSURE	notsure_not_judged	Hey Cortana, Nah.	[]				1
Teams05cf1660-57a9-4d97-8824-cea83aa04f86	0	7/21/2019 16:42	user	Cortana.	NOTSURE	notsure_not_judged	Cortana.	[]				105
Teamsccd2eeaa-8d7f-4140-a9f5-85fe2441e185	0	8/15/2019 18:02	user	I need to call you just.	NOTSURE	notsure_not_judged	I need to call you just.	[]				1
Teams94468600-46b6-4bac-84bd-25220d291837	0	7/30/2019 6:57	user	Volume.	NOTSURE	notsure_not_judged	Volume.	[]				1
Teamsd08eb94e-d14b-457c-ba75-5cc199c63403	0	7/20/2019 15:20	user	Thank you.	NOTSURE	notsure_not_judged	Thank you.	[]				1
Teamsac64247b-de5e-4822-98dc-505afd7f7733	0	8/19/2019 23:11	user	Drawing the meeting.	NOTSURE	notsure_not_judged	Drawing the meeting.	[]				1
Teamsf591275b-17c7-48f1-a8cc-912527af3bef	0	8/5/2019 4:27	user	Open photos.	NOTSURE	notsure_not_judged	Open photos.	[]				1
Teamsf4719a9b-c1ea-49e5-86e2-90ec648fc05b	0	8/6/2019 7:13	user	13 news. OK, not to what kind of Cortana. The same feedback.	NOTSURE	notsure_not_judged	13 news. OK, not to what kind of Cortana. The same feedback.	[]				1
Teams29574e0c-77d3-40e3-a113-f9c6e3df752f	0	8/27/2019 10:15	user	Add it to Takale.	NOTSURE	notsure_not_judged	add it to takale	[]				1
Teams92198669-d974-4dfc-a563-fb60a9d9618d	0	8/13/2019 18:47	user	Turn off.	NOTSURE	notsure_not_judged	Turn off.	[]				1
Teams576982ee-ca5d-4bef-a573-ed88a031c786	0	7/30/2019 11:06	user	Ah network.	NOTSURE	notsure_not_judged	Ah network.	[]				1
Teams32a2e514-1ea6-4ace-b4b4-74bbbffb58cd	0	8/14/2019 7:40	user	Open settings for Cortana PowerPoint?	NOTSURE	notsure_not_judged	Open settings for Cortana PowerPoint?	[]				1
Teams8963d997-750d-4709-b3e5-db3b6b2d1b20	0	7/24/2019 7:33	user	You're not. You know what are you having?	NOTSURE	notsure_not_judged	You're not. You know what are you having?	[]				1
Teams8d0655cb-9c55-4429-be84-882f89d4ad1d	0	8/6/2019 13:59	user	Hey Cortana, what's your name?	NOTSURE	notsure_not_judged	Hey Cortana, what's your name?	[]				3
Teams318b7509-d1b8-40c7-9ec1-230e19134baf	0	8/13/2019 17:14	user	Cortana? Nah.	NOTSURE	notsure_not_judged	Cortana? Nah.	[]				1
Teams420e5e76-19b4-4fb3-9411-6aab988b5c63	0	7/18/2019 19:02	user	The.	NOTSURE	notsure_not_judged	The.	[]				1
Teams4e10b828-c948-4bb2-8474-21d8d8aa8d57	0	8/16/2019 18:55	user	Why is it in the the circles aren't supposed to do that, right? Yeah, no. I think you have a different little zoom and they haven't tested.	NOTSURE	notsure_not_judged	Why is it in the the circles aren't supposed to do that, right? Yeah, no. I think you have a different little zoom and they haven't tested.	[]				1
Teamsae712d93-c2df-4df0-8bcf-85b84a7ba0d9	0	7/30/2019 19:33	user	Hey Cortana. What is in Pennsylvania?	NOTSURE	notsure_not_judged	Hey Cortana. What is in Pennsylvania?	[]				1
Teamsb6f62be9-86fd-4ae3-a2e4-ee2c405d05b7	0	7/23/2019 2:12	user	Only way it is over the tense of what I see.	NOTSURE	notsure_not_judged	Only way it is over the tense of what I see.	[]				1
Teamsb5f53393-7fd8-46d3-abc6-3c28e5486e3b	0	8/30/2019 23:23	user	Suck.	NOTSURE	notsure_not_judged	suck	[]				1
Teams12a3ca1c-34db-408b-a324-44b22c6be785	0	8/26/2019 13:25	user	Yeah, I have the mergens. I can clean screen this one.	NOTSURE	notsure_not_judged	yeah, i have the mergens. i can clean screen this one	[]				1
Teams0e3d38b9-d2a3-4ac7-be69-3cf2e88a2cd1	0	8/28/2019 13:43	user	Yeah.	NOTSURE	notsure_not_judged	yeah	[]				8
Teams672cf774-3690-4dca-96ea-6b172c04fc77	0	7/23/2019 22:35	user	So.	NOTSURE	notsure_not_judged	So.	[]				2
Teams3d1f1ddd-2fb2-4c1b-8248-000eb2ed1650	0	7/16/2019 9:28	user	Send an email.	NOTSURE	notsure_not_judged	Send an email.	[]				1
Teamscb793473-6cf1-413c-9f30-1e8ca960d35d	0	8/5/2019 22:47	user	PowerPoint.	NOTSURE	notsure_not_judged	PowerPoint.	[]				1
Teams9d51fe8d-b340-4642-8650-fcb9be9342a0	0	8/15/2019 9:02	user	Hey Cortana, No.	NOTSURE	notsure_not_judged	Hey Cortana, No.	[]				1
Teams87262eeb-80f0-4f4c-a3d5-1cc2e91001dd	0	8/21/2019 4:28	user	You can see.	NOTSURE	notsure_not_judged	You can see.	[]				1
Teams630a4814-c52b-4eb0-a712-d9a09b20ca1c	0	8/13/2019 8:48	user	They were. They would be excessively shared file.	NOTSURE	notsure_not_judged	They were. They would be excessively shared file.	[]				1
Teams7d414f95-1af3-49f9-904f-56c20f873175	0	7/31/2019 19:50	user	Hey Cortana, what is the weather tomorrow?	NOTSURE	notsure_not_judged	Hey Cortana, what is the weather tomorrow?	[]				2
