0	Sharefile with someone.	file_share	files	Sharefile with someone.	Validating_Teams_20191001-20191031_7k.tsv
0	Share. Running late and join my meeting doc here.	file_share	files	Share. <file_keyword> Running late and join my meeting </file_keyword> <file_type> doc </file_type> <sharetarget_name> here </sharetarget_name>	Validating_Teams_20191001-20191031_7k.tsv
0	Share the PowerPoint from Outlook.	file_share	files	Share the <file_type> PowerPoint </file_type> from <data_source> Outlook </data_source>	Validating_Teams_20191001-20191031_7k.tsv
0	Open on call notebook.	file_open	files	Open <file_keyword> on call </file_keyword> <file_type> notebook </file_type>	Validating_Teams_20191001-20191031_7k.tsv
0	Hey Cortana open the document for what should 0.	file_open	files	open the document for <file_keyword> what should 0 </file_keyword>	Validating_Teams_20191001-20191031_7k.tsv
0	Share Names PowerPoint with Darrin?	file_share	files	Share <file_keyword> Names </file_keyword> <file_type> PowerPoint </file_type> with <to_contact_name> Darrin </to_contact_name> ?	Validating_Teams_20190716-20190831_3k.tsv
0	Cortana sharefile with Fan Xia?	file_share	files	Cortana sharefile with <to_contact_name>Fan Xia</to_contact_name>?	Validating_Teams_20191001-20191031_7k.tsv
0	presentation from yesterday’s shiproom meeting	file_search	files	<file_type> presentation </file_type> from <file_keyword> yesterday's shiproom meeting </file_keyword>	dsat_training.tsv
0	file review	file_search	files	file <file_keyword>review</file_keyword>	fileAnswer_dsat.tsv
0	share the alpha file with give the ball to me meeting	file_share	files	share the <file_keyword>alpha</file_keyword> file with <sharetarget_name>give the ball to me</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>	dsat_training.tsv
0	share it	file_share	files	share it	dsat_training.tsv
0	Sapna deck	file_search	files	<contact_name>Sapna</contact_name> <file_type>deck</file_type>	3s_dsat
0	share file skills with Yue	file_share	files	share file <file_keyword>skills</file_keyword> with <to_contact_name>Yue</to_contact_name>	dsat_training.tsv
0	share O365 roadmap spreadsheet with House, Kreera	file_share	files	share <file_keyword>O365 roadmap</file_keyword> <file_type>spreadsheet</file_type> with <to_contact_name>House</to_contact_name>, <to_contact_name>Kreera</to_contact_name>	dsat_training.tsv
0	share reference ppt with Ana Carolina de Souza Mendes	file_share	files	share <file_keyword>reference</file_keyword> <file_type>ppt</file_type> with <to_contact_name>Ana Carolina de Sousza Mendes</to_contact_name>	dsat_training.tsv
0	find download files	file_search	files	find <file_folder>download</file_folder> files	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	kinder court quickbooks file	file_search	files	<file_keyword>kinder court quickbooks</file_keyword> file	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	pamplin park in documents	file_search	files	<file_keyword>pamplin park</file_keyword> in documents	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	pull up another pdf	file_search	files	pull up another <file_type>pdf</file_type>	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	show me my most recently viewed document	file_search	files	show me <contact_name>my</contact_name> most <file_recency>recently</file_recency> <file_action>viewed</file_action> document	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	video files	file_search	files	<file_type>video</file_type> files	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	where are my videos kept on this computer	file_search	files	where are <contact_name>my</contact_name> <file_type>videos</file_type> kept on this <data_source>computer</data_source>	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	would you please save this on the computer this page	file_download	files	would you please save <file_keyword>this</file_keyword> on the <data_source>computer</data_source> this page	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	find word excel	file_search	files	find <file_type>word excel</file_type>	Validating_UWP_AllDomain_CIVPrime_RandomSampling_Feb-2019_Test-55k.tsv
0	download folder	file_search	files	<file_folder> download </file_folder> folde	Validating_UWP_Head_CIVPrime_RandomSampling_011018-123118-10k.tsv
0	open download file	file_open	files	open <file_folder>download</file_folder> file	Validating_UWP_Head_CIVPrime_RandomSampling_011018-123118-10k.tsv
