ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	ImplicitConstraints
46	0		user	what do i have at 7 pm	CALENDAR	find_calendar_entry	what do i have at <start_time> 7 pm </start_time>	[{"slot_name":"start_time","slot_value":"7 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T19\">7 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
47	0		user	what do i have from 2 to 4 on saturday	CALENDAR	find_calendar_entry	what do i have from <start_time> 2 </start_time> to <end_time> 4 </end_time> on <end_date> saturday </end_date>	[{"slot_name":"start_time","slot_value":"2","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T02\" comment=\"ampm\">2</TIMEX3>"}},{"slot_name":"end_time","slot_value":"4","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T04\" comment=\"ampm\">4</TIMEX3>"}},{"slot_name":"end_date","slot_value":"saturday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-6\">saturday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
48	0		user	what do i have from monday through wednesday	CALENDAR	find_calendar_entry	what do i have from <start_date> monday </start_date> through <end_date> wednesday </end_date>	[{"slot_name":"start_date","slot_value":"monday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-1\">monday</TIMEX3>"}},{"slot_name":"end_date","slot_value":"wednesday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-3\">wednesday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
49	0		user	what do i have next	CALENDAR	find_calendar_entry	what do i have <start_time> next </start_time>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
50	0		user	what do i have the week of september 5th	CALENDAR	find_calendar_entry	what do i have the <start_date> week of september 5th </start_date>	[{"slot_name":"start_date","slot_value":"week of september 5th","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-09-05\" comment=\"weekof\">week of september 5th</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
51	0		user	what do i have this evening	CALENDAR	find_calendar_entry	what do i have <start_time> this evening </start_time>	[{"slot_name":"start_time","slot_value":"this evening","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"2018-01-01TEV\">this evening</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
52	0		user	what do i have tomorrow	CALENDAR	find_calendar_entry	what do i have <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
53	0		user	when is my next appointment	CALENDAR	find_calendar_when	when is my <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
54	0		user	when is my next dentist appointment	CALENDAR	find_calendar_when	when is my <start_time> next </start_time> <title> dentist appointment </title>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
55	0		user	when is my next meeting with miss pierre	CALENDAR	find_calendar_when	when is my <start_time> next </start_time> meeting with <contact_name> miss pierre </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
56	0		user	where is meeting with john	CALENDAR	find_calendar_where	where is meeting with <contact_name> john </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
57	0		user	where is my next appointment	CALENDAR	find_calendar_where	where is my <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
58	0		user	where is my next appointment with miss pierre	CALENDAR	find_calendar_where	where is my <start_time> next </start_time> appointment with <contact_name> miss pierre </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
64	0		user	what do i have next?	CALENDAR	find_calendar_entry	what do i have <start_time> next </start_time>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
65	0		user	what am i doing this weekend?	CALENDAR	find_calendar_entry	what am i doing <start_date> this weekend </start_date>	[{"slot_name":"start_date","slot_value":"this weekend","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W01-WE\">this weekend</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
67	0		user	what am i doing next week?	CALENDAR	find_calendar_entry	what am i doing <start_date> next week </start_date>	[{"slot_name":"start_date","slot_value":"next week","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W02\">next week</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
68	0		user	what do i have this afternoon?	CALENDAR	find_calendar_entry	what do i have <start_time> this afternoon </start_time>	[{"slot_name":"start_time","slot_value":"this afternoon","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"2018-01-01TAF\">this afternoon</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
77	0		user	what do i have in the next 5 hours	CALENDAR	find_calendar_entry	what do i have <start_time> in the next 5 hours </start_time>	[{"slot_name":"start_time","slot_value":"in the next 5 hours","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT5H\">the next 5 hours</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
78	0		user	when is my next meeting with ms pierre	CALENDAR	find_calendar_when	when is my <start_time> next </start_time> meeting with ms <contact_name> pierre </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
79	0		user	where is meeting with john	CALENDAR	find_calendar_where	where is meeting with <contact_name> john </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
80	0		user	where is my next meeting with ms pierre	CALENDAR	find_calendar_where	where is my <start_time> next </start_time> meeting with ms <contact_name> pierre </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
90	0		user	do i have anything from 6 pm 10 pm	CALENDAR	find_calendar_entry	do i have anything from <start_time> 6 pm </start_time> <end_time> 10 pm </end_time>	[{"slot_name":"start_time","slot_value":"6 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T18\">6 pm</TIMEX3>"}},{"slot_name":"end_time","slot_value":"10 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T22\">10 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
91	0		user	how is my day looking	CALENDAR	find_calendar_entry	how is my day looking	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
92	0		user	how much time do i have before my next appointment	CALENDAR	time_remaining	how much time do i have before my <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
93	0		user	how s my week	CALENDAR	find_calendar_entry	how s <start_date> my week </start_date>	[{"slot_name":"start_date","slot_value":"my week","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W01\">week</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
94	0		user	how's my day	CALENDAR	find_calendar_entry	how's my day	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
95	0		user	how's my day looking	CALENDAR	find_calendar_entry	how's my day looking	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
1|92222	0		user	what do I have on my calendar today?	CALENDAR	find_calendar_entry	what do I have on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
2|14044	0		user	What do I have on my calendar today	CALENDAR	find_calendar_entry	What do I have on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
3|9431	0		user	What am I doing this weekend?	CALENDAR	find_calendar_entry	What am I doing <start_date> this weekend </start_date>	[{"slot_name":"start_date","slot_value":"this weekend","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W01-WE\">this weekend</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
4|9429	0		user	What do I have next?	CALENDAR	find_calendar_entry	What do I have <start_time> next </start_time>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
7|7485	0		user	What's my next meeting	CALENDAR	find_calendar_entry	What's my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
8|7360	0		user	My next meeting	CALENDAR	find_calendar_entry	My <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
13|2983	0		user	Do I have anything on Wednesday	CALENDAR	find_calendar_entry	Do I have anything on <start_date> Wednesday </start_date>	[{"slot_name":"start_date","slot_value":"Wednesday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-3\">wednesday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
14|2931	0		user	What's on my calendar today?	CALENDAR	find_calendar_entry	What's on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
17|1774	0		user	What's on my calendar today	CALENDAR	find_calendar_entry	What's on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
18|1745	0		user	What's on my calendar	CALENDAR	find_calendar_entry	What's on my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
20|1488	0		user	What's my next meeting?	CALENDAR	find_calendar_entry	What's my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
22|1067	0		user	What do I have on my calendar	CALENDAR	find_calendar_entry	What do I have on my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
23|1023	0		user	What's on my calendar?	CALENDAR	find_calendar_entry	What's on my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
26|914	0		user	What's on my calendar for today	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
27|907	0		user	My next meeting.	CALENDAR	find_calendar_entry	My <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
28|880	0		user	What's on my calendar for tomorrow	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
31|798	0		user	What's my schedule today?	CALENDAR	find_calendar_entry	What's my schedule <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
33|753	0		user	What's on my schedule today	CALENDAR	find_calendar_entry	What's on my schedule <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
34|752	0		user	What's on my schedule today?	CALENDAR	find_calendar_entry	What's on my schedule <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
36|701	0		user	What's on my calendar for tomorrow?	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
45|588	0		user	What's my schedule today	CALENDAR	find_calendar_entry	What's my schedule <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
46|570	0		user	What's on my calendar for today?	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
47|567	0		user	What's on my schedule for today	CALENDAR	find_calendar_entry	What's on my schedule for <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
48|566	0		user	What's my next appointment?	CALENDAR	find_calendar_entry	What's my <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
50|545	0		user	What's on my calendar tomorrow	CALENDAR	find_calendar_entry	What's on my calendar <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
52|542	0		user	What's on my calendar tomorrow?	CALENDAR	find_calendar_entry	What's on my calendar <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
53|536	0		user	Do I have anything on Wednesday?	CALENDAR	find_calendar_entry	Do I have anything on <start_date> Wednesday </start_date>	[{"slot_name":"start_date","slot_value":"Wednesday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-3\">wednesday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
54|525	0		user	What's on my schedule for tomorrow	CALENDAR	find_calendar_entry	What's on my schedule for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
55|522	0		user	What's my schedule for today	CALENDAR	find_calendar_entry	What's my schedule for <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
56|515	0		user	What's on my schedule	CALENDAR	find_calendar_entry	What's on my schedule	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
59|496	0		user	What's my schedule tomorrow?	CALENDAR	find_calendar_entry	What's my schedule <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
60|484	0		user	What's my schedule for tomorrow	CALENDAR	find_calendar_entry	What's my schedule for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
67|475	0		user	What's on my schedule for tomorrow?	CALENDAR	find_calendar_entry	What's on my schedule for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
68|472	0		user	What is my next appointment?	CALENDAR	find_calendar_entry	What is my <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
73|452	0		user	Do I have any appointments today	CALENDAR	find_calendar_entry	Do I have any appointments <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
108|323	0		user	What's on my schedule tomorrow?	CALENDAR	find_calendar_entry	What's on my schedule <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
111|313	0		user	What's on my schedule?	CALENDAR	find_calendar_entry	What's on my schedule	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
114|305	0		user	What's my schedule?	CALENDAR	find_calendar_entry	What's my schedule	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
161|192	0		user	What do you have on my calendar today	CALENDAR	find_calendar_entry	What do you have on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
164|187	0		user	Do I have any appointments tomorrow	CALENDAR	find_calendar_entry	Do I have any appointments <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
166|185	0		user	What's on my agenda today	CALENDAR	find_calendar_entry	What's on my agenda <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
168|179	0		user	What do I have to do today?	CALENDAR	find_calendar_entry	What do I have to do <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
37|658	0		user	When is my next meeting?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
61|480	0		user	When's my next meeting?	CALENDAR	find_calendar_when	When's my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
84|401	0		user	when is my next appointment	CALENDAR	find_calendar_when	when is my <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
