ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	CortanaResponse
177873333	0		user	can you find mthe 3S LiveSite by Yaram	NOTSURE	file_search	can you find <file_keyword>mthe 3S LiveSite</file_keyword> by <contact_name>Yaram</contact_name>	[]		1
177873334	0		user	can you find the MswAprilMayQAS xls by Upadhyaya	FILES	file_search	can you find the <file_keyword>MswAprilMayQAS</file_keyword> <file_type>xls</file_type> by <contact_name>Upadhyaya</contact_name>	[]		1
177873335	0		user	show me 3S LiveSite by Venkata Suman Yaram	NOTSURE	file_search	show me <file_keyword>3S LiveSite</file_keyword> by <contact_name>Venkata Suman Yaram</contact_name>	[]		1
177873336	0		user	what is the full form of 3S	NOTSURE	notsure_not_judged	what is the full form of 3S	[]		1
177873337	0		user	3S Answers LiveSite Suman	NOTSURE	file_search	<file_keyword>3S Answers LiveSite</file_keyword> <contact_name>Suman</contact_name>	[]		1
177873338	0		user	LiveSite Answers 3S word by Yaram Venkata	FILES	file_search	<file_keyword>LiveSite Answers 3S</file_keyword> <file_type>word</file_type> by <contact_name>Yaram Venkata</contact_name>	[]		1
177873339	0		user	open QAS Msw excel by Upadhyaya	FILES	file_open	open <file_keyword>QAS Msw</file_keyword> <file_type>excel</file_type> by <contact_name>Upadhyaya</contact_name>	[]		1
177873340	0		user	word by Suman called 3S Answers LiveSite	FILES	file_search	<file_type>word</file_type> by <contact_name>Suman</contact_name> called <file_name>3S Answers LiveSite</file_name>	[]		1
177873343	0		user	spreadsheet Upadhyaya	FILES	file_search	<file_type>spreadsheet</file_type> <contact_name>Upadhyaya</contact_name>	[]		1
177873346	0		user	can you find the 3S LiveSite document by Yaram	FILES	file_search	can you find the <file_keyword>3S LiveSite</file_keyword> document by <contact_name>Yaram</contact_name>	[]		1
177873348	0		user	what is wsl	NOTSURE	notsure_not_judged	what is wsl	[]		1
177873349	0		user	can you find the QAS Msw April spreadsheet by Ashuthosh Upadhyaya	FILES	file_search	can you find the <file_keyword>QAS Msw April</file_keyword> <file_type>spreadsheet</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name>	[]		1
177873350	0		user	3S LiveSite Venkata	NOTSURE	file_search	<file_keyword>3S LiveSite</file_keyword> <contact_name>Venkata</contact_name>	[]		1
177873353	0		user	spreadsheet by Upadhyaya about MswAprilMayQAS	FILES	file_search	<file_type>spreadsheet</file_type> by <contact_name>Upadhyaya</contact_name> about <file_keyword>MswAprilMayQAS</file_keyword>	[]		1
177873354	0		user	find me the LiveSite Answers 3S document by Yaram	FILES	file_search	find me the <file_keyword>LiveSite Answers 3S</file_keyword> document by <contact_name>Yaram</contact_name>	[]		1
177873355	0		user	xlsx Upadhyaya sent	FILES	file_search	<file_type>xlsx</file_type> <contact_name>Upadhyaya</contact_name> <file_action>sent</file_action>	[]		1
177873356	0		user	open 3S Answers LiveSite document by Venkata	FILES	file_open	open <file_keyword>3S Answers LiveSite</file_keyword> document by <contact_name>Venkata</contact_name>	[]		1
177873358	0		user	who is jennifer chayes	PEOPLE	search_people_by_name	who is <contact_name>jennifer chayes</contact_name>	[]		1
177873359	0		user	LiveSitd Answers 3S document by Venkata	FILES	file_search	<file_keyword>LiveSitd Answers 3S</file_keyword> document by <contact_name>Venkata</contact_name>	[]		1
177873360	0		user	can you find the LiveSite Answers 3S by Yaram Venkata	NOTSURE	file_search	can you find the <file_keyword>LiveSite Answers 3S</file_keyword> by <contact_name>Yaram Venkata</contact_name>	[]		1
177873361	0		user	open May April Msw xls by Ashuthosh	FILES	file_open	open <file_keyword>May April Msw</file_keyword> <file_type>xls</file_type> by <contact_name>Ashuthosh</contact_name>	[]		1
177873363	0		user	open May April Msw xlsx by Ashuthosh Upadhyaya	FILES	file_open	open <file_keyword>May April Msw</file_keyword> <file_type>xlsx</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name>	[]		1
177873366	0		user	Venkata Suman Yaram word	FILES	file_search	<contact_name>Venkata Suman Yaram</contact_name> <file_type>word</file_type>	[]		1
177873367	0		user	Ashuthosh xls	FILES	file_search	<contact_name>Ashuthosh</contact_name> <file_type>xls</file_type>	[]		1
177873369	0		user	MswAprilMayQAS xlsx by Ashuthosh Upadhyaya	FILES	file_search	<file_keyword>MswAprilMayQAS</file_keyword> <file_type>xlsx</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name>	[]		1
177873371	0		user	word by Venkata about 3S LiveSite	FILES	file_search	<file_type>word</file_type> by <contact_name>Venkata</contact_name> about <file_keyword>3S LiveSite</file_keyword>	[]		1
177873372	0		user	how to join group email list	NOTSURE	notsure_not_judged	how to join group email list	[]		1
177873373	0		user	document by Yaram named 3S Answers LiveSite	FILES	file_search	document by <contact_name>Yaram</contact_name> named <file_name>3S Answers LiveSite</file_name>	[]		1
177873374	0		user	open MswAprilMayQAgS xlsx by Ashuthosh Upadhyaya	FILES	file_open	open <file_keyword>MswAprilMayQAgS</file_keyword> <file_type>xlsx</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name>	[]		1
177873375	0		user	3S is short for	NOTSURE	notsure_not_judged	3S is short for	[]		1
177873377	0		user	find me the May April Msw spreadsheet by Ashuthosh	FILES	file_search	find me the <file_keyword>May April Msw</file_keyword> <file_type>spreadsheet</file_type> by <contact_name>Ashuthosh</contact_name>	[]		1
177873378	0		user	what does CAT stand for?	NOTSURE	notsure_not_judged	what does CAT stand for?	[]		1
177873380	0		user	xls by Ashuthosh Upadhyaya called MswAprilMayQAS	FILES	file_search	<file_type>xls</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name> called <file_name>MswAprilMayQAS</file_name>	[]		1
177873381	0		user	what is xdk	NOTSURE	notsure_not_judged	what is xdk	[]		1
177873383	0		user	show me 3S Answers LiveSite by Suman Venkata	NOTSURE	file_search	show me <file_keyword>3S Answers LiveSite</file_keyword> by <contact_name>Suman Venkata</contact_name>	[]		1
177873384	0		user	open 3S LiveSite document by Suman Venkata	FILES	file_open	open <file_keyword>3S LiveSite</file_keyword> document by <contact_name>Suman Venkata</contact_name>	[]		1
177873387	0		user	who does what	NOTSURE	notsure_not_judged	who does what	[]		1
177873388	0		user	show the 3S LiveSite docx	FILES	file_search	show the <file_keyword>3S LiveSite</file_keyword> <file_type>docx</file_type>	[]		1
177873389	0		user	tind me the 3S LiveSite word by Venkata	FILES	file_search	tind me the <file_keyword>3S LiveSite</file_keyword> <file_type>word</file_type> by <contact_name>Venkata</contact_name>	[]		1
177873390	0		user	unblock operation failed. a connection error with the smart card has been detected	NOTSURE	notsure_not_judged	unblock operation failed. a connection error with the smart card has been detected	[]		1
177873394	0		user	Ashuthosh Upadhyaya spreadsheet	FILES	file_search	<contact_name>Ashuthosh Upadhyaya</contact_name> <file_type>spreadsheet</file_type>	[]		1
177873395	0		user	xls by Ashuthosh Upadhyaya	FILES	file_search	<file_type>xls</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name>	[]		1
177873396	0		user	who knows about acronyms	NOTSURE	notsure_not_judged	who knows about acronyms	[]		1
177873397	0		user	who are mcts	NOTSURE	notsure_not_judged	who are mcts	[]		1
177873398	0		user	QAS Msw xls	FILES	file_search	<file_keyword>QAS Msw</file_keyword> <file_type>xls</file_type>	[]		1
177873399	0		user	what is the location of Govind?	PEOPLE	search_people_attribute	what is the <people_attribute>location</people_attribute> of <contact_name>Govind</contact_name>?	[]		1
177873401	0		user	document Suman	FILES	file_search	document <contact_name>Suman</contact_name>	[]		1
177873403	0		user	spreadsheet by Ashuthosh Upadhyaya about MswAprilMayQAS	FILES	file_search	<file_type>spreadsheet</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name> about <file_keyword>MswAprilMayQAS</file_keyword>	[]		1
177873406	0		user	xlsx by Ashuthosh about QAS Msw April	FILES	file_search	<file_type>xlsx</file_type> by <contact_name>Ashuthosh</contact_name> about <file_keyword>QAS Msw April</file_keyword> 	[]		1
177873407	0		user	document by Yaram Venkata about 3S nAswers LiveSite	FILES	file_search	document by <contact_name>Yaram Venkata</contact_name> about <file_keyword>3S nAswers LiveSite</file_keyword>	[]		1
177873408	0		user	document Suman shared about 3S LiveSite	FILES	file_search	document <contact_name>Suman</contact_name> <file_action>shared</file_action> about <file_keyword>3S LiveSite</file_keyword>	[]		1
177873410	0		user	open 3S LiveSite document by Venkata Suman Yaram	FILES	file_open	open <file_keyword>3S LiveSite</file_keyword> document by <contact_name>Venkata Suman Yaram</contact_name>	[]		1
177873411	0		user	who likes to play minecraft	NOTSURE	notsure_not_judged	who likes to play minecraft	[]		1
177873412	0		user	open QAS Msw xlsx by Ashuthosh Upadhyaya	FILES	file_open	open <file_keyword>QAS Msw</file_keyword> <file_type>xlsx</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name>	[]		1
177873416	0		user	docx by Venkata Suman Yaram named 3S LiveSite	FILES	file_search	<file_type>docx</file_type> by <contact_name>Venkata Suman Yaram</contact_name> named <file_name>3S LiveSite</file_name>	[]		1
177873418	0		user	xls by Ashuthosh Upadhyaya about QAS Msw April	FILES	file_search	<file_type>xls</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name> about <file_keyword>QAS Msw April</file_keyword>	[]		1
177873419	0		user	who's in building 43	NOTSURE	notsure_not_judged	who's in building 43	[]		1
177873422	0		user	QAS Msw excel	FILES	file_search	<file_keyword>QAS Msw</file_keyword> <file_type>excel</file_type>	[]		1
177873424	0		user	How to remove myself from an email alias	NOTSURE	notsure_not_judged	How to remove myself from an email alias	[]		1
177873426	0		user	What does stories ship in	NOTSURE	notsure_not_judged	What does stories ship in	[]		1
177873427	0		user	who approves the payrtner invoice	NOTSURE	notsure_not_judged	who approves the payrtner invoice	[]		1
177873428	0		user	can you find the May April Msw excel by Ashuthosh	FILES	file_search	can you find the <file_keyword>May April Msw</file_keyword> <file_type>excel</file_type> by <contact_name>Ashuthosh</contact_name>	[]		1
177873429	0		user	Venkata Suman Yaram	PEOPLE	search_people_by_name	<contact_name>Venkata Suman Yaram</contact_name>	[]		1
177873431	0		user	open May April Msw spreadsheet	FILES	file_open	open <file_keyword>May April Msw</file_keyword> <file_type>spreadsheet</file_type>	[]		1
177873432	0		user	find me 3S Answers LiveSite docx by Venkata Suman Yaram	FILES	file_search	find me <file_keyword>3S Answers LiveSite</file_keyword> <file_type>docx</file_type> by <contact_name>Venkata Suman Yaram</contact_name>	[]		1
177873433	0		user	xls by Ashuthosh Upadhyaya called MswAprilMayQQS	FILES	file_search	<file_type>xls</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name> called <file_name>MswAprilMayQQS</file_name>	[]		1
177873436	0		user	what does MACH stand for	NOTSURE	notsure_not_judged	what does MACH stand for	[]		1
177873437	0		user	my app is child of an existing app	NOTSURE	notsure_not_judged	my app is child of an existing app	[]		1
177873438	0		user	Suman Venkata files	FILES	file_search	<contact_name>Suman Venkata</contact_name> files	[]		1
177873439	0		user	docx Suman sent	FILES	file_search	<file_type>docx</file_type> <contact_name>Suman</contact_name> <file_action>sent</file_action>	[]		1
177873440	0		user	xlsx Ashuthosh	FILES	file_search	<file_type>xlsx</file_type> <contact_name>Ashuthosh</contact_name>	[]		1
177873441	0		user	find me the 3S LiveSite document by Venkata	FILES	file_search	find me the <file_keyword>3S LiveSite</file_keyword> document by <contact_name>Venkata</contact_name>	[]		1
177873443	0		user	QAS Msw xlsx	FILES	file_search	<file_keyword>QAS Msw</file_keyword> <file_type>xlsx</file_type>	[]		1
177873444	0		user	find me MswAprilMayQAS spreadsheet by Ashuthosh Upadhyaya	FILES	file_search	find me <file_keyword>MswAprilMayQAS</file_keyword> <file_type>spreadsheet</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name>	[]		1
177873445	0		user	xls by Ashuthosh about May April Msw	FILES	file_search	<file_type>xls</file_type> by <contact_name>Ashuthosh</contact_name> about <file_keyword>May April Msw</file_keyword>	[]		1
177873446	0		user	document by Yaram Venkata named LiveSite Answers 3S	FILES	file_search	document by <contact_name>Yaram Venkata</contact_name> named <file_name>LiveSite Answers 3S</file_name>	[]		1
177873447	0		user	who is Lisa Nelson (BIZ DEV)	PEOPLE	search_people_by_name	who is <contact_name>Lisa Nelson</contact_name> (<job_title>BIZ DEV</job_title>)	[]		1
177873449	0		user	show the QAS Msw spreadsheet	FILES	file_search	show the <file_keyword>QAS Msw</file_keyword> <file_type>spreadsheet</file_type>	[]		1
177873450	0		user	Microsoft Power Query for Excel needs permission to access resources in your organization that only an admin can grant. Please ask an admin to grant permission to this app before you can use it.	NOTSURE	notsure_not_judged	Microsoft Power Query for Excel needs permission to access resources in your organization that only an admin can grant. Please ask an admin to grant permission to this app before you can use it.	[]		1
177873451	0		user	document Venkata Suman Yaram sent	FILES	file_search	document <contact_name>Venkata Suman Yaram</contact_name> <file_action>sent</file_action>	[]		1
177873452	0		user	excel Upadhyaya	FILES	file_search	<file_type>excel</file_type> <contact_name>Upadhyaya</contact_name>	[]		1
177873453	0		user	find the MswAprilMayQAS spreadsheet	FILES	file_search	find the <file_keyword>MswAprilMayQAS</file_keyword> <file_type>spreadsheet</file_type>	[]		1
177873454	0		user	xls by Upadhyaya called QAS Msw April	FILES	file_search	<file_type>xls</file_type> by <contact_name>Upadhyaya</contact_name> called <file_name>QAS Msw April</file_name>	[]		1
177873455	0		user	docx shared by Yaram Venkata	FILES	file_search	<file_type>docx</file_type> <file_action>shared</file_action> by <contact_name>Yaram Venkata</contact_name>	[]		1
177873456	0		user	document by Venkata about 3S LiveSite	FILES	file_search	document by <contact_name>Venkata</contact_name> about <file_keyword>3S LiveSite</file_keyword>	[]		1
177873458	0		user	what does wac stand for?	NOTSURE	notsure_not_judged	what does wac stand for?	[]		1
177873459	0		user	xls Ashuthosh shared about QAS Msw April	FILES	file_search	<file_type>xls</file_type> <contact_name>Ashuthosh</contact_name> <file_action>shared</file_action> about <file_keyword>QAS Msw April</file_keyword>	[]		1
177873461	0		user	Ashuthosh's xlsx files shared with me	FILES	file_search	<contact_name>Ashuthosh</contact_name>'s <file_type>xlsx</file_type> files <file_action>shared</file_action> with <to_contact_name>me</to_contact_name>	[]		1
177873463	0		user	document Yaram shared about 3S LiveSite	FILES	file_search	document <contact_name>Yaram</contact_name> <file_action>shared</file_action> about <file_keyword>3S LiveSite</file_keyword>	[]		1
177873464	0		user	find me 3S LiveSite document by Suman Venkata	FILES	file_search	find me <file_keyword>3S LiveSite</file_keyword> document by <contact_name>Suman Venkata</contact_name>	[]		1
177873467	0		user	open QAS Msw xls by Upadhyaya	FILES	file_open	open <file_keyword>QAS Msw</file_keyword> <file_type>xls</file_type> by <contact_name>Upadhyaya</contact_name>	[]		1
177873468	0		user	open QAS Msw excel by Ashuthosh	FILES	file_open	open <file_keyword>QAS Msw</file_keyword> <file_type>excel</file_type> by <contact_name>Ashuthosh</contact_name>	[]		1
177873469	0		user	word by Suman Venkata called 3S Answers LiveSite	FILES	file_search	<file_type>word</file_type> by <contact_name>Suman Venkata</contact_name> called <file_name>3S Answers LiveSite</file_name>	[]		1
177873470	0		user	xlsx Ashuthosh Upadhyaya sent	FILES	file_search	<file_type>xlsx</file_type> <contact_name>Ashuthosh Upadhyaya</contact_name> <file_action>sent</file_action>	[]		1
177873471	0		user	xlsx modified by Ashuthosh	FILES	file_search	<file_type>xlsx</file_type> <file_action>modified</file_action> by <contact_name>Ashuthosh</contact_name>	[]		1
177873472	0		user	docs Venkata Suman Yaram shared	FILES	file_search	<file_type>docs</file_type> <contact_name>Venkata Suman Yaram</contact_name> <file_action>shared</file_action>	[]		1
177873473	0		user	find LiveSite Answers 3S docx	FILES	file_search	find <file_keyword>LiveSite Answers 3S</file_keyword> <file_type>docx</file_type>	[]		1
177873474	0		user	spreadsheet Ashuthosh Upadhyaya shared about May April Msw	FILES	file_search	<file_type>spreadsheet</file_type> <contact_name>Ashuthosh Upadhyaya</contact_name> <file_action>shared</file_action> about <file_keyword>May April Msw</file_keyword>	[]		1
177873475	0		user	open 3S Answers LiveSite docx by Suman	FILES	file_open	open <file_keyword>3S Answers LiveSite</file_keyword> <file_type>docx</file_type> by <contact_name>Suman</contact_name>	[]		1
177873476	0		user	show the May April Msw xls	FILES	file_search	show the <file_keyword>May April Msw</file_keyword> <file_type>xls</file_type>	[]		1
177873477	0		user	QAS Msw April xlsx	FILES	file_search	<file_keyword>QAS Msw April</file_keyword> <file_type>xlsx</file_type>	[]		1
177873479	0		user	xls by Ashuthosh called QAS Msw April	FILES	file_search	<file_type>xls</file_type> by <contact_name>Ashuthosh</contact_name> called <file_name>QAS Msw April</file_name>	[]		1
177873481	0		user	document Venkata shared about 3S LiveSite	FILES	file_search	document <contact_name>Venkata</contact_name> <file_action>shared</file_action> about <file_keyword>3S LiveSite</file_keyword>	[]		1
177873482	0		user	who is the team that owns cloud and AI customer portal?	NOTSURE	notsure_not_judged	who is the team that owns cloud and AI customer portal?	[]		1
177873483	0		user	spreadsheet Ashuthosh shared	FILES	file_search	<file_type>spreadsheet</file_type> <contact_name>Ashuthosh</contact_name> <file_action>shared</file_action>	[]		1
177873484	0		user	document by Venkata Suman Yaram called 3S Answers LiveSite	FILES	file_search	document by <contact_name>Venkata Suman Yaram</contact_name> called <file_name>3S Answers LiveSite</file_name>	[]		1
177873486	0		user	open QAS Msw spreadsheet by Ashuthosh	FILES	file_open	open <file_keyword>QAS Msw</file_keyword> <file_type>spreadsheet</file_type> by <contact_name>Ashuthosh</contact_name>	[]		1
177873487	0		user	who are our users	NOTSURE	notsure_not_judged	who are our users	[]		1
177873488	0		user	find the 3S LiveSite word	FILES	file_search	find the <file_keyword>3S LiveSite</file_keyword> <file_type>word</file_type>	[]		1
177873489	0		user	show me LiveSite Answers 3S by Yaram	NOTSURE	file_search	show me <file_keyword>LiveSite Answers 3S</file_keyword> by <contact_name>Yaram</contact_name>	[]		1
177873490	0		user	xls by Ashuthosh called May April Msw	FILES	file_search	<file_type>xls</file_type> by <contact_name>Ashuthosh</contact_name> called <file_name>May April Msw</file_name>	[]		1
177873491	0		user	LiveSite Answers 3S by Suman Venkata	NOTSURE	file_search	<file_keyword>LiveSite Answers 3S</file_keyword> by <contact_name>Suman Venkata</contact_name>	[]		1
177873493	0		user	3S Answers LiveSite word by Suman Venkata	FILES	file_search	<file_keyword>3S Answers LiveSite</file_keyword> <file_type>word</file_type> by <contact_name>Suman Venkata</contact_name>	[]		1
177873494	0		user	can you find the QAS Msw April xls by Ashuthosh Upadhyaya	FILES	file_search	can you find the <file_keyword>QAS Msw April</file_keyword> <file_type>xls</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name>	[]		1
177873495	0		user	docx Venkata Suman Yaram	FILES	file_search	<file_type>docx</file_type> <contact_name>Venkata Suman Yaram</contact_name>	[]		1
177873496	0		user	find the 3S Answers LiveSite word	FILES	file_search	find the <file_keyword>3S Answers LiveSite</file_keyword> <file_type>word</file_type>	[]		1
177873498	0		user	excel by Ashuthosh Upadhyaya called QAS Msw April	FILES	file_search	<file_type>excel</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name> called <file_name>QAS Msw April</file_name>	[]		1
177873499	0		user	find the May April Msw excel	FILES	file_search	find the <file_keyword>May April Msw</file_keyword> <file_type>excel</file_type>	[]		1
177873502	0		user	docx by Suman named LiveSite Answers 3S	FILES	file_search	<file_type>docx</file_type> by <contact_name>Suman</contact_name> named <file_name>LiveSite Answers 3S</file_name>	[]		1
177873503	0		user	document Yaram shared about 3S Answers LiveSite	FILES	file_search	document <contact_name>Yaram</contact_name> <file_action>shared</file_action> about <file_keyword>3S Answers LiveSite</file_keyword>	[]		1
177873508	0		user	document modified by Suman Venkata	FILES	file_search	document <file_action>modified</file_action> by <contact_name>Suman Venkata</contact_name>	[]		1
177873509	0		user	can you find the 3S LiveSite document by Venkata	FILES	file_search	can you find the <file_keyword>3S LiveSite</file_keyword> document by <contact_name>Venkata</contact_name>	[]		1
177873511	0		user	find me the QAS Msw April spreadsheet by Ashuthosh	FILES	file_search	find me the <file_keyword>QAS Msw April</file_keyword> <file_type>spreadsheet</file_type> by <contact_name>Ashuthosh</contact_name>	[]		1
177873513	0		user	document by Suman Venkata about LiveSite Answers 3S	FILES	file_search	document by <contact_name>Suman Venkata</contact_name> about <file_keyword>LiveSite Answers 3S</file_keyword>	[]		1
177873514	0		user	spreadsheet by Ashuthosh about May April Msw	FILES	file_search	<file_type>spreadsheet</file_type> by <contact_name>Ashuthosh</contact_name> about <file_keyword>May April Msw</file_keyword>	[]		1
177873515	0		user	docx Suman Venkata sent	FILES	file_search	<file_type>docx</file_type> <contact_name>Suman Venkata</contact_name> <file_action>sent</file_action>	[]		1
177873516	0		user	open 3S LiveSite document	FILES	file_open	open <file_keyword>3S LiveSite</file_keyword> document	[]		1
177873517	0		user	docx by Yaram about 3S LiveSite	FILES	file_search	<file_type>docx</file_type> by <contact_name>Yaram</contact_name> about <file_keyword>3S LiveSite</file_keyword>	[]		1
177873518	0		user	spreadsheet by Ashuthosh named QAS Msw April	FILES	file_search	<file_type>spreadsheet</file_type> by <contact_name>Ashuthosh</contact_name> named <file_name>QAS Msw April</file_name>	[]		1
177873519	0		user	excel by Ashuthosh Upadhyaya named MswAprilMayQAS	FILES	file_search	<file_type>excel</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name> named <file_name>MswAprilMayQAS</file_name>	[]		1
177873520	0		user	open 3S Answers LiveSite docx by Suman Venkata	FILES	file_open	open <file_keyword>3S Answers LiveSite</file_keyword> <file_type>docx</file_type> by <contact_name>Suman Venkata</contact_name>	[]		1
177873521	0		user	xlsx by Ashuthosh Upadhyaya called QAS Msw April	FILES	file_search	<file_type>xlsx</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name> called <file_name>QAS Msw April</file_name>	[]		1
177873522	0		user	find 3S LiveSite word	FILES	file_search	find <file_keyword>3S LiveSite</file_keyword> <file_type>word</file_type>	[]		1
177873524	0		user	excel by Ashuthosh Upadhyaya named May April Msw	FILES	file_search	<file_type>excel</file_type> by <contact_name>Ashuthosh Upadhyaya</contact_name> named <file_name>May April Msw</file_name>	[]		1
177873526	0		user	open 3S LiveSite docx by Yaram Venkata	FILES	file_open	open <file_keyword>3S LiveSite</file_keyword> <file_type>docx</file_type> by <contact_name>Yaram Venkata</contact_name>	[]		1
177873528	0		user	who are the global system integrators	NOTSURE	notsure_not_judged	who are the global system integrators	[]		1
177873529	0		user	spreadsheet Ashuthosh	FILES	file_search	<file_type>spreadsheet</file_type> <contact_name>Ashuthosh</contact_name>	[]		1
