TurnNumber	PreviousTurnIntent	query	intent	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext
0		share voice skills file	file_share						
0		show my recent files	file_search						
0		personal training session Docx by myrsky mitsumikata zzivojica	file_search						
0		I need a document to be opened that the last used.	file_open						
0		Go to my spreadsheet	file_navigate						
0		Hey show me my I was composing edits	file_search						
0		I will send you the document	file_share						
0		re-open the last docx I was creating.	file_open						
0		pull up sticky notes	file_search						
0		what do i have going on august 11th?	file_navigate						
0		re-open the last docx I was creating.	file_open						
0		showing me my I was creating powerpoint deck	file_navigate						
0		Open up last active I was working on recently document last active I was working on recently	file_open						
0		open moth spreadsheet by jochen	file_open						
0		Hey could you please direct me in my last files last active?	file_navigate						
0		open the paper recent this week.	file_open						
0		Open a docx I was composing	file_open						
0		opening the document newest last weeks.	file_open						
0		Open file.	file_open						
0		Browse my files from this week	file_navigate						
0		Send the document.	file_share						
0		show note	file_search						
0		facebook.txt	file_search						
0		Cortana open my invoice doucments again	file_open						
0		show me your files I was last working on this last week.	file_search						
0		Open ship room powerpoint	file_open						
0		I want a document to be opened which I had up before.	file_open						
0		Open the downloads I was creating	file_open						
0		Please opened my workplace document	file_open						
0		share LT review discussion files with my 10 pm on Wednesday this chat	file_share						
0		Can you opened my I worked on file for me	file_open						
0		where are downloads	file_search						
0		display notes added on tuesday	file_search						
0		Hey can you please show me the files I was working on recently last weeks?	file_search						
0		Find the document I was just working on and open it please.	file_search						
0		what is my recently opened files	file_search						
0		Show the files that I have recently worked on.	file_search						
0		Open the docx that I was using	file_open						
0		Navigate of image	file_navigate						
0		share the files Jacob	file_share						
0		Show me recent files.	file_search						
0		show with my meeting attendees at 11AM	file_share						
0		Show this file with gu-ja	file_share						
0		Documents to read for meetings 	file_search						
0		find my resume I was editing between 1 am and 4am this morning 	file_search						
0		Open the Cortana architecture file.	file_open						
0		share the files with jay	file_share						
0		open with conversation tomorrow	file_share						
0		Doc files linneborn writing	file_search						
0		Share insurance Excel newest of the meeting	file_share						
0		newest a docx , please open your docx.	file_open						
0		Open paper I uploaded	file_open						
0		open with meeting 11AM	file_share						
0		show me my I worked on files	file_search						
0		Launch that document I was compose	file_open						
0		show the files I was working on this week.	file_search						
0		search for photos on jill's first birthday	file_search						
0		Find files I added.	file_search						
0		Reopen last document is opened	file_open						
0		Cortana brought up my brownbag downloaded files.	file_search						
0		Share deployment timeline document I uploaded to the conversation	file_share						
0		Go for PowerPoint	file_navigate						
0		Cortana open I last edited documents.	file_open						
0		Take me where I can see all my latest files	file_search						
0		squadroni bulargin samuel-martin awapara's docs file shared with me	file_search						
0		Can you please open a docx I was just working on?	file_open						
0		hey cortana search for a file called birthdays	file_search						
0		list my I uploaded open documents	file_navigate						
0		Hey show me my I was editing modifications	file_search						
0		Reopen last document is opened	file_open						
0		I need you to reopen the docx I had been working on	file_open						
0		Bring up the war doc	file_search						
0		Share the document I have recently opened with the conversation	file_share						
0		share that I created file with my next design sync meeting attendees	file_share						
0		Launch that document I to compose	file_open						
0		open the language factory presentation	file_open						
0		Open the document I used most recently	file_open						
0		ppt files chahiri downloaded	file_search						
0		Open for paper I just edited	file_open						
0		find pictures from august	file_search						
0		Please pulling up my I worked on document	file_search						
0		Open the paper which I have recently opened	file_open						
0		Open the PowerPoint I was working on yesterday.	file_open						
0		Open 'voice skills' spreadsheet	file_open						
0		find document dated 8-10-14	file_search						
0		send you the document	file_share						
0		personal tab	file_download						
0		Show me of my files	file_search						
1		forget it	reject						
0		Can you open my I worked on file for me	file_open						
0		I want the document to be opened which I updated.	file_open						
0		Show the day i lost my mum with tourte	file_share						
0		share file with my chat at tomorrow	file_share						
0		Open file.	file_open						
0		msg with the name of by meeting motsa	file_search						
0		Reopen last docx opened	file_open						
0		please go to my I just edited file.	file_navigate						
0		I worked on a document , please , open the document.	file_open						
0		pdfs bebchuk freeson suravaram myrsky uploaded about pick up children from school	file_search						
0		opened file most recently used	file_open						
0		Give me files.	file_navigate						
0		view documents 'date'	file_open						
0		sharing workplace file with jay	file_share						
0		I uploaded a docx , please open a docx.	file_open						
0		share file with roger	file_share						
0		find notes	file_search						
1		yep it 's projected	confirm						
0		Can you open the my I worked on file for me	file_open						
0		Share file most recently used to voice skills stand up meeting participants	file_share						
0		I need to view my I was composing files.	file_open						
0		where are my documents	file_search						
0		Shermy files Starling.	file_search						
0		Bring up a document that was closed.	file_search						
0		search downloads blame it on the boogie	file_search						
0		open the document I was working on.	file_open						
0		Hey can you resume the document I previously worked for?	file_open						
0		show with Anna Green	file_share						
0		my music	file_search						
0		Share Cortana deck template.	file_share						
0		Open the docx that I was using	file_open						
0		Hey Cortana I need to continue with the paper I was using.	file_open						
0		share the workplace deck in this meeting attendees	file_share						
0		Find the tasks note from last week.	file_search						
0		List all note for Friday's party.	file_navigate						
0		Open a docx I was writing	file_open						
0		mpt bortnyik daizee added	file_search						
0		7 file mana	file_search						
0		Open my excel.	file_open						
0		Share the deck.	file_share						
0		Open insurance file	file_open						
0		keep deployment timeline file	file_download						
0		I want a document to be opened that I updated.	file_open						
0		Cortana open my invoice doucments again	file_open						
0		share a file with my chat at 10 pm on Wednesday	file_share						
0		I need to display my I was editing files.	file_search						
0		Take me where I can see all my recent files	file_search						
0		Cortana opened the deck document I've recently used	file_open						
0		saved pictures	file_search						
0		Please opened the last document the last used	file_open						
0		Cortana open I last edited docx.	file_open						
0		Excel sheet shared in shiproom 	file_search						
0		Cortana show the document I had been working on.	file_search						
0		Take me where I can see all of my latest files	file_search						
0		find my music	file_search						
0		I worked on a document , then open the document.	file_open						
0		Download fire skills list.	file_download						
0		share files with meeting attendees tomorrow	file_share						
0		Bring up the document I was working on.	file_search						
0		save voice skills book	file_download						
0		Can you open my that was closed file for me	file_open						
0		show me my I updated archives	file_search						
0		share a file with conversation 11AM	file_share						
0		show me my I used most recently pictures	file_search						
0		Pull of the document I was editing	file_search						
0		Share file with next meeting.	file_share						
0		share payroll file using John	file_share						
0		Open paper on which I was last working on	file_open						
0		Hi please show me to my I've recently used files	file_search						
1		no change this	reject						
0		book club file of type notes	file_search						
0		can you find the seeing soren by daizee elpidy lopez-mobilia triviere	file_search						
0		I want a document to be opened that most recent.	file_open						
0		hey cortana, share the paper I was working on with design sync meeting	file_share						
0		go to factory folder	file_navigate						
0		show me your files brownbag this last week.	file_search						
0		Docs I need to reply 	file_search						
0		Share brownbag document recently with voice skills stand up meeting	file_share						
0		cortana where are all my old photos	file_search						
0		share a file with my next chat	file_share						
0		Navigate to my I last edited files	file_navigate						
0		I you need to reopen the document I was using	file_open						
0		Can you open the last document recent	file_open						
0		cortana where is my windows journal	file_search						
0		show my I was just working on Word files.	file_search						
0		share the tax download in this meeting participants	file_share						
0		Open Cortana in teams file.	file_open						
0		show my photos from April 2015	file_search						
0		Share this document with Andy.	file_share						
0		tsv by caishi called pharmacy	file_search						
0		Open proactive slimer document.	file_open						
0		Can you open the last docx I have recently opened	file_open						
0		upload that I created downloaded files	file_download						
0		Please pull up my most recent document	file_search						
0		Can you open the last docx I was using	file_open						
0		share insurance file using John	file_share						
0		hey cortana. share lt review file in this conversation	file_share						
0		Open the PowerPoint I was working on.	file_open						
0		Open PRFAQ search document.	file_open						
0		spreadsheet called by pick up children from school	file_search						
0		Cortana bringing up my preview test plan document Word.	file_search						
0		Cortana make up my planning download.	file_navigate						
0		hey cortana find firewall	file_search						
0		Please show me the slides for The Wallaby Project.	file_search						
0		Share insurance memos I was working on recently with the chat	file_share						
0		files editing by dadich	file_search						
0		Open documents I was creating	file_open						
0		show me my documents from the last twenty four hours	file_search						
0		Pull up lt review doc	file_search						
0		Show me the eighth one 	file_search						
0		share planning files Anna Green	file_share						
0		Share voice skills downloads that was closed of the meeting participants	file_share						
0		presentation by parnela degai mukum vicariot about ants down	file_search						
0		What's on my shopping list?	file_search						
0		can you find the pick up children from school by tikhonkikh yastremiz bebchuk	file_search						
0		Open deltix review deck.	file_open						
0		I want to see the most recent files I have made	file_navigate						
0		what is my newly opened files	file_search						
0		my music	file_search						
0		please start the document I was last working on.	file_open						
0		what are my recently opened files	file_search						
0		Go for download	file_navigate						
0		share the files Jacob	file_share						
0		Open file.	file_open						
0		Can you please open document the last used?	file_open						
1		i didn't say that	reject						
0		hey cortana, share PowerPoint.	file_share						
0		Hey Cortana I need to continue with the paper I just edited.	file_open						
0		share my recent files	file_share						
0		download my recent files	file_download						
0		can you find the meet laura at the bedroom by parnela	file_search						
0		Open the last docx in I was working on recently	file_open						
0		I need the document to be opened that I was working on.	file_open						
0		took me to the file that was closed.	file_search						
0		download that downloaded files	file_download						
0		Pull up that I created doc	file_search						
0		Search for my file.	file_search						
0		Share the file in this meeting	file_share						
0		list my I updated open document	file_navigate						
0		open the docx I was working on today on page one.	file_open						
0		Hey can you reopen the docx I previously worked on?	file_open						
0		Share that file about this meeting attendees	file_share						
0		pdf losemann composed	file_search						
0		show printer driver with tamra	file_share						
0		Show is my I uploaded files	file_search						
0		snow blower files	file_search						
0		Download file instance answers.	file_download						
0		Images of a tribal sun	file_search						
0		share file specs with mohit	file_share						
0		I want a document to be opened which I had been working on.	file_open						
0		Open the last document that I updated	file_open						
0		I required to view my I was writing files.	file_open						
0		reopening the last document most recent.	file_open						
0		Open me the ship room slide	file_open						
0		Open voice skills demo deck.	file_open						
0		Cortana open my LT review discussion Excel again	file_open						
0		Search for Onenote song list	file_search						
0		Open excel ship room	file_open						
0		Please pulling up my the last used document	file_search						
0		I want a document to be opened which I uploaded.	file_open						
0		Download this file.	file_download						
0		sharefile with my 10 pm on Wednesday meeting participants	file_share						
0		I need you to re-open the docx I was just working on	file_open						
0		open skills with mohit	file_share						
0		show me the supplies list	file_search						
0		available	file_download						
0		show with my 11AM conversation	file_share						
0		Cortana open my invoice doucments again	file_open						
0		Browse my files from this week	file_navigate						
0		please visit my the last used file.	file_navigate						
0		Share file LT review discussion to shiproom meeting participants	file_share						
0		where are my files	file_search						
0		share lt review file with Anna Green	file_share						
0		open file specs	file_open						
0		Open my that I created details docx	file_open						
0		shell-weiss lishuang's tsv files shared with fraidoon	file_search						
0		sharing lt review file	file_share						
0		find a note	file_search						
0		Cortana opened my invoice doucments again	file_open						
0		Show of my I had been working on files	file_search						
0		Cortana opens my the PPT again	file_open						
0		Share payroll image the last used of the meeting participants	file_share						
0		find list: sewing projects	file_search						
0		mpt open by vacation shopping	file_search						
0		Please open the last docx recently	file_open						
0		share files with meeting participants 10 pm on Wednesday	file_share						
0		Share file brownbag to design sync meeting	file_share						
0		I need you to re-open the docx I last edited	file_open						
0		share file specs with mohit	file_share						
0		Reopen last document opens	file_open						
0		Hey Cortana, open vssm file	file_open						
0		Go to the files I had been working on.	file_navigate						
0		Bring up the paper I was last working on.	file_search						
0		Go in my powerpoint deck	file_navigate						
0		Hey Cortana I need to continue the document I uploaded.	file_open						
0		Please show me my I worked on files , Cortana	file_search						
1		no it 's not	reject						
0		list my I was creating open document	file_navigate						
0		I need that document I had up before open.	file_open						
0		Open excel ship room	file_open						
0		Cortana open most recently used docxation.	file_open						
0		budget report by joe	file_search						
0		saving the file	file_download						
0		Share the document I was writing with design sync chat	file_share						
0		visit my I just edited files.	file_navigate						
0		can you find me all my photos please	file_search						
0		shegog gilenholt pereir's excels file shared with schmiedekamp thillberg alisani	file_search						
0		Share file sex with this chat.	file_share						
0		Open my PowerPoint files.	file_open						
0		save most recently used OneNote	file_download						
0		I you need to re-open the docx newest	file_open						
0		hey cortana show me my pictures from zurich switzerland	file_search						
0		Cortana open the deck paper newest	file_open						
0		Open file specs.	file_open						
0		Find the paper I was only working on and open it please.	file_search						
0		showing me my recently files	file_navigate						
0		Cortana bringing up my that PowerPoint.	file_search						
0		Cortana open the spreadsheet docx I had up before	file_open						
0		Hey can you resume the document I previously worked at?	file_open						
0		Open this file	file_open						
0		Cortana display my I was working on recently files.	file_search						
0		please go to my I last edited files.	file_navigate						
0		Show my pictures of 2015	file_search						
0		Share tax document I was last working on with the meeting	file_share						
0		Give me files.	file_navigate						
0		Share the document I was working on with this meeting participants	file_share						
1		no it 's july 25th	reject						
0		taking me to the file I was just working on.	file_search						
0		show my photos from April 2015	file_search						
0		Files shared in emails last week 	file_search						
0		Open the file.	file_open						
0		I was last working on a docx , please open your docx.	file_open						
0		Launch the document I just edited	file_open						
0		tsv with the title of auditor	file_search						
0		Bring up the document file that I last edited	file_search						
0		list my I updated open document	file_navigate						
0		what's in my downloads directory	file_search						
0		Open the file size ship room.	file_open						
0		share insurance file with John	file_share						
0		hey cortana show me the slides about threshold	file_search						
0		files morning by zeletin si-chi	file_search						
0		send the people to slap file to guettand	file_share						
0		Open LT review discussion dok	file_open						
1		no no half nine	reject						
0		Open my the info docx	file_open						
0		Bring up a document I was writing.	file_search						
0		save planning picture	file_download						
0		Share this deck with Akshay Bhat.	file_share						
0		Open document I was just working on	file_open						
0		Please open the my deployment timeline docx	file_open						
0		go to my photos	file_navigate						
0		Open Cortana in teams measurement document	file_open						
0		Open file specs.	file_open						
0		Browse my file from today	file_navigate						
0		Open the paper which I was writing	file_open						
0		share a file with meeting participants 10 pm on Wednesday	file_share						
0		rohlikova's pdf files shared with kietsu krikis	file_search						
0		bergonzat sobisek's mpp file shared with zhenning constance	file_search						
0		Open a file so this is powered by a Mario is my understanding.	file_open						
0		download my recent file	file_download						
0		find my documents	file_search						
0		vstx ahrenfeldt franier composing about call ahead seating	file_search						
0		Open the file size ship room	file_open						
0		Please open the my this docx	file_open						
0		Cortana open I worked on paper.	file_open						
0		share LT review discussion files with jay	file_share						
0		Find files I added yesterday.	file_search						
0		opened file that I created	file_open						
0		Show my latest documents.	file_search						
0		i am vstm by vaughen elpidy mieszkowic	file_search						
0		open files I've recently used.	file_open						
0		leibulf sik-yu's Docs file shared with me	file_search						
0		vstm with the name of play a custom 19.	file_search						
0		Hey can you resume the document I previously worked on?	file_open						
0		show my Word files	file_search						
0		I was creating a docx , then open the docx.	file_open						
0		I want to see the most recent files I have made	file_navigate						
0		What files I need to approve 	file_search						
0		Open the files.	file_open						
0		Open XLT review PowerPoint.	file_open						
0		excel used by cell phone bill	file_search						
0		open your spreadsheet I was working on	file_open						
0		Open the docx I was editing	file_open						
0		Open LU and search docx please.	file_open						
0		what are my recently - opened files	file_search						
0		share the deployment timeline spreadsheet with this chat	file_share						
0		open the document that was closed.	file_open						
0		Pictures my photos	file_search						
0		I would like to see in my I had been working on files please.	file_navigate						
0		Open up I was just working on the last used docx I was just working on the last used	file_open						
0		I want to see the most recent files I've made	file_navigate						
0		Can opening the last document I was editing	file_open						
0		save LT review discussion file	file_download						
0		please open the document I was composing.	file_open						
0		Open flight see PowerPoint.	file_open						
0		Can opening the last document I have recently opened	file_open						
0		I want the document to be opened which I was last working on.	file_open						
0		show my I had been working on files	file_search						
0		recent a docx , please open your docx.	file_open						
0		Open the docx.	file_open						
0		I you need to reopen the document I uploaded	file_open						
0		Hey can you please show me the files I was working on this last week?	file_search						
0		Cortana view my newest files.	file_open						
0		Cortana open that docx.	file_open						
0		open the file voice skills	file_open						
1		no all day	reject						
0		Cortana open the PowerPoint docx recent	file_open						
0		Open files.	file_open						
0		download payroll word	file_download						
0		Go to Word	file_navigate						
0		Open file.	file_open						
0		Hey can you please direct me to my last files I was writing?	file_navigate						
0		Share the file of this meeting	file_share						
0		go to recent files	file_navigate						
0		I was writing a document , then open the document.	file_open						
0		Show me the final document I made changes to	file_search						
0		show go to grandmas with nagl	file_share						
0		look up for notes to see the weekend chores	file_search						
0		berlot luckombe's presentation file shared with me	file_search						
0		Show this file with st?ni?oar?	file_share						
0		Launch that document I to compose	file_open						
0		worksheet by levith titled project meeting appointment	file_search						
0		please visit my I was working on file.	file_navigate						
0		I need the document to be opened that I updated.	file_open						
0		download my recent file	file_download						
0		Please bring back up the last document I had open	file_search						
0		Hey can you please show me the files I was working on recently last weeks?	file_search						
0		word called by discuss black friday	file_search						
0		open document last active yesterday.	file_open						
0		marketing slide	file_download						
0		show my Excel files	file_search						
0		open the spreadsheet I was working on recently	file_open						
0		Show is my deck	file_search						
0		pull up my documents	file_search						
0		Navigate to my I had up before files	file_navigate						
0		Open most recently used spreadsheet	file_open						
0		Open ever a small generation guidolin docs	file_open						
0		Bring up a document the last used.	file_search						
0		Can you pull up the "August presentation?	file_search						
0		show me my I have recently opened downloaded files	file_search						
1		yes i'm good	confirm						
0		Open preview test plan docx dr	file_open						
0		Open Microsoft assistant framework file.	file_open						
0		Share the powerpoint deck I uploaded with the meeting attendees	file_share						
0		cortana please find excel file	file_search						
0		Share planning excel I just edited with next meeting attendees	file_share						
0		Hey show me my recently editing	file_search						
0		Open my lt review details document	file_open						
0		Open Cortana excel.	file_open						
0		sharefile with conversation 10 pm on Wednesday	file_share						
0		upload preview test plan document deck	file_download						
0		Open my lt review details paper	file_open						
0		msg bebchuk used about dinner with stephanie	file_search						
0		share the LT review deck to roger	file_share						
0		Share the file on this meeting	file_share						
0		I need to see the homework doc.	file_navigate						
0		Please open my LT review discussion paper	file_open						
0		Share this document I had up before using the meeting participants	file_share						
0		Open file specs.	file_open						
0		Open the paper which I was composing	file_open						
0		Share the Word	file_share						
0		Launch payroll paper I worked on	file_open						
1		cancel the one fifteen appointment	cancel						
0		notebooks creating by monthly account january	file_search						
0		please raise the the last used document	file_navigate						
0		Can you please open a docx I worked on?	file_open						
0		share the workplace deck in this meeting attendees	file_share						
0		Download file instance answers.	file_download						
0		Open most recently used docx I used most recently	file_open						
0		Share planning word	file_share						
0		entzbruder beckworth's notebook file shared with me	file_search						
0		Share planning paper I had up before in design sync meeting attendees	file_share						
0		Cortana, get my homework from science class that I did on Monday	file_search						
0		keep payroll file	file_download						
0		Please open the last paper most recent	file_open						
0		Show in my Excel	file_search						
0		Please show my that was closed files , Cortana	file_search						
0		OneNote by mukum ramdath schellenberge called ten plus five plus fifteen plus twenty eight plus three	file_search						
0		gif file tynni using	file_search						
0		sharing that file with Jacob	file_share						
0		Pull up brownbag dr	file_search						
0		Open team file search spec.	file_open						
0		Share tax OneNote in the 11AM meeting participants	file_share						
0		file with the name of dinner meeting with doctors of type notes working by tejwani neetz iwazaki mentula	file_search						
0		Files shared in emails last week 	file_search						
0		Open the last docx last active	file_open						
0		can you find the dallin ' s antibiotic by dajaman richel	file_search						
0		Open LT review discussion docx	file_open						
0		saving the file	file_download						
0		Share the paper last active to voice skills stand up chat	file_share						
0		show my photos from April 2015	file_search						
0		Cortana display my I was creating files.	file_search						
0		Cortana continue to work on document last opened	file_open						
0		Open the docx I have recently opened	file_open						
0		power point shared by grace and	file_search						
0		Share the Word I was editing with the conversation	file_share						
0		Cortana continue working on document last opened	file_open						
0		Open the file I was working on yesterday.	file_open						
0		Open the docx that I was working on.	file_open						
0		show the files the this last week.	file_search						
0		find an mp3 file to play	file_search						
0		file with the name of make plans for a dinner party uploaded by cailliot almásy sirkhayev	file_search						
0		show my I was working on recently archives	file_search						
0		Open 'voice skills' docx	file_open						
0		Hi you show me my I was creating files	file_search						
0		I'd like to see my I last edited files please.	file_navigate						
0		display all slides from harrys birthday	file_search						
0		open specs with mohit	file_share						
0		please start the document I was editing.	file_open						
0		c:\program file	file_search						
0		vsd called by night out with elaine	file_search						
0		took me to the file I was editing.	file_search						
0		Please open the last paper I worked on	file_open						
0		share LT review discussion file with my next shiproom meeting participants	file_share						
0		show me my downloads archives	file_search						
0		open the document I was working on today to page one.	file_open						
0		Bring up the word doc I worked on last night.	file_search						
0		Show me my recent document.	file_search						
0		Open the review PowerPoint.	file_open						
0		hey cortana find me word documents from last sunday	file_search						
0		cortana, please find my onenote files that i saved before thursday.	file_search						
0		Pull up that I created doc	file_search						
0		Files I worked last week 	file_search						
0		share a file with meeting participants 10 pm on Wednesday	file_share						
0		hey cortana search onedrive for churches	file_search						
0		Share voice skills image I was last working on in next meeting attendees	file_share						
0		Bring up the document files the last used	file_search						
0		Reopen last document opened	file_open						
0		save deployment timeline picture	file_download						
0		Document shared in Team meeting last night	file_search						
1		yeah that 's right thank you	confirm						
0		Share planning file on this conversation	file_share						
0		open file preview test plan document	file_open						
0		Go the files	file_navigate						
