TurnNumber	PreviousTurnIntent	query	intent	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext
0		Give me files.	file_navigate						
0		view documents 'date'	file_open						
0		sharing workplace file with jay	file_share						
0		I uploaded a docx , please open a docx.	file_open						
0		share file with roger	file_share						
1		yep it 's projected	confirm						
0		Can you open the my I worked on file for me	file_open						
0		Share file most recently used to voice skills stand up meeting participants	file_share						
0		How is?	file_other						
0		I need to view my I was composing files.	file_open						
0		Don't get around much anymore	file_other						
0		open the document I was working on.	file_open						
0		Hey can you resume the document I previously worked for?	file_open						
0		show with Anna Green	file_share						
0		Share Cortana deck template.	file_share						
0		Open the docx that I was using	file_open						
0		Hey Cortana I need to continue with the paper I was using.	file_open						
0		share the workplace deck in this meeting attendees	file_share						
0		List all note for Friday's party.	file_navigate						
0		Open a docx I was writing	file_open						
0		Open my excel.	file_open						
0		Share the deck.	file_share						
0		Open insurance file	file_open						
0		keep deployment timeline file	file_download						
0		I want a document to be opened that I updated.	file_open						
0		Can you hear me loud and clear?	file_other						
0		Cortana open my invoice doucments again	file_open						
0		share a file with my chat at 10 pm on Wednesday	file_share						
0		Cortana opened the deck document I've recently used	file_open						
0		Please opened the last document the last used	file_open						
0		Cortana open I last edited docx.	file_open						
0		Stop.	file_other						
0		I worked on a document , then open the document.	file_open						
0		Download fire skills list.	file_download						
0		share files with meeting attendees tomorrow	file_share						
0		save voice skills book	file_download						
0		Can you open my that was closed file for me	file_open						
0		share a file with conversation 11AM	file_share						
0		Stop.	file_other						
0		Share file with next meeting.	file_share						
0		share payroll file using John	file_share						
0		Open paper on which I was last working on	file_open						
1		no change this	reject						
0		I want a document to be opened that most recent.	file_open						
0		hey cortana, share the paper I was working on with design sync meeting	file_share						
0		go to factory folder	file_navigate						
0		Share brownbag document recently with voice skills stand up meeting	file_share						
0		share a file with my next chat	file_share						
0		Navigate to my I last edited files	file_navigate						
0		I you need to reopen the document I was using	file_open						
0		Can you open the last document recent	file_open						
0		share the tax download in this meeting participants	file_share						
0		Open Cortana in teams file.	file_open						
0		Share this document with Andy.	file_share						
0		Open proactive slimer document.	file_open						
0		Can you open the last docx I have recently opened	file_open						
0		upload that I created downloaded files	file_download						
0		Can you open the last docx I was using	file_open						
0		share insurance file using John	file_share						
0		hey cortana. share lt review file in this conversation	file_share						
0		Open the PowerPoint I was working on.	file_open						
0		Open PRFAQ search document.	file_open						
0		Cortana make up my planning download.	file_navigate						
0		Who is the worlds most recognizable mascot?	file_other						
0		Share insurance memos I was working on recently with the chat	file_share						
0		Open documents I was creating	file_open						
0		Stop.	file_other						
0		die	file_other						
0		share planning files Anna Green	file_share						
0		Share voice skills downloads that was closed of the meeting participants	file_share						
0		Open deltix review deck.	file_open						
0		I want to see the most recent files I have made	file_navigate						
0		please start the document I was last working on.	file_open						
0		Go for download	file_navigate						
0		share the files Jacob	file_share						
0		Open file.	file_open						
0		Can you please open document the last used?	file_open						
1		i didn't say that	reject						
0		hey cortana, share PowerPoint.	file_share						
0		Hey Cortana I need to continue with the paper I just edited.	file_open						
0		share my recent files	file_share						
0		download my recent files	file_download						
0		Open the last docx in I was working on recently	file_open						
0		I need the document to be opened that I was working on.	file_open						
0		download that downloaded files	file_download						
0		Share the file in this meeting	file_share						
0		list my I updated open document	file_navigate						
0		open the docx I was working on today on page one.	file_open						
0		Hey can you reopen the docx I previously worked on?	file_open						
0		Share that file about this meeting attendees	file_share						
0		show printer driver with tamra	file_share						
0		Download file instance answers.	file_download						
0		share file specs with mohit	file_share						
0		I want a document to be opened which I had been working on.	file_open						
0		Open the last document that I updated	file_open						
0		I required to view my I was writing files.	file_open						
0		reopening the last document most recent.	file_open						
0		Open me the ship room slide	file_open						
0		Open voice skills demo deck.	file_open						
0		Cortana open my LT review discussion Excel again	file_open						
0		Bright.	file_other						
0		Open excel ship room	file_open						
0		I want a document to be opened which I uploaded.	file_open						
0		Download this file.	file_download						
0		sharefile with my 10 pm on Wednesday meeting participants	file_share						
0		I need you to re-open the docx I was just working on	file_open						
0		open skills with mohit	file_share						
0		available	file_download						
0		show with my 11AM conversation	file_share						
0		Cortana open my invoice doucments again	file_open						
0		Browse my files from this week	file_navigate						
0		please visit my the last used file.	file_navigate						
0		Share file LT review discussion to shiproom meeting participants	file_share						
0		YouTube	file_other						
0		share lt review file with Anna Green	file_share						
0		open file specs	file_open						
0		Open my that I created details docx	file_open						
0		sharing lt review file	file_share						
0		Cortana opened my invoice doucments again	file_open						
0		Cortana opens my the PPT again	file_open						
0		Share payroll image the last used of the meeting participants	file_share						
0		Please open the last docx recently	file_open						
0		share files with meeting participants 10 pm on Wednesday	file_share						
0		Share file brownbag to design sync meeting	file_share						
0		I need you to re-open the docx I last edited	file_open						
0		share file specs with mohit	file_share						
0		Reopen last document opens	file_open						
0		Hey Cortana, open vssm file	file_open						
0		Go to the files I had been working on.	file_navigate						
0		Go in my powerpoint deck	file_navigate						
0		Hey Cortana I need to continue the document I uploaded.	file_open						
1		no it 's not	reject						
0		list my I was creating open document	file_navigate						
0		I need that document I had up before open.	file_open						
0		Open excel ship room	file_open						
0		Cortana open most recently used docxation.	file_open						
0		saving the file	file_download						
0		Share the document I was writing with design sync chat	file_share						
0		visit my I just edited files.	file_navigate						
0		To work	file_other						
0		Share file sex with this chat.	file_share						
0		Open my PowerPoint files.	file_open						
0		save most recently used OneNote	file_download						
0		I you need to re-open the docx newest	file_open						
0		Cortana open the deck paper newest	file_open						
0		Open file specs.	file_open						
0		showing me my recently files	file_navigate						
0		Cortana open the spreadsheet docx I had up before	file_open						
0		Hey can you resume the document I previously worked at?	file_open						
0		Open this file	file_open						
0		please go to my I last edited files.	file_navigate						
0		Share tax document I was last working on with the meeting	file_share						
0		Give me files.	file_navigate						
0		Share the document I was working on with this meeting participants	file_share						
1		no it 's july 25th	reject						
0		Open the file.	file_open						
0		I was last working on a docx , please open your docx.	file_open						
0		Tell me a nerd joke.	file_other						
0		Launch the document I just edited	file_open						
0		list my I updated open document	file_navigate						
0		Why is Daphne no longer on The Chew	file_other						
0		Open the file size ship room.	file_open						
0		share insurance file with John	file_share						
0		send the people to slap file to guettand	file_share						
0		Open LT review discussion dok	file_open						
0		aol news sports weather entertainment	file_other						
1		no no half nine	reject						
0		Open my the info docx	file_open						
0		save planning picture	file_download						
0		Share this deck with Akshay Bhat.	file_share						
0		Open document I was just working on	file_open						
0		Please open the my deployment timeline docx	file_open						
0		go to my photos	file_navigate						
0		Open Cortana in teams measurement document	file_open						
0		Open file specs.	file_open						
0		Browse my file from today	file_navigate						
0		Open the paper which I was writing	file_open						
0		share a file with meeting participants 10 pm on Wednesday	file_share						
0		Open a file so this is powered by a Mario is my understanding.	file_open						
0		download my recent file	file_download						
0		Open the file size ship room	file_open						
0		Please open the my this docx	file_open						
0		Cortana open I worked on paper.	file_open						
0		share LT review discussion files with jay	file_share						
0		opened file that I created	file_open						
0		Boxing classes with problem yeah how far from Denver Colorado	file_other						
0		open files I've recently used.	file_open						
0		when does winter end?	file_other						
0		Hey can you resume the document I previously worked on?	file_open						
0		I was creating a docx , then open the docx.	file_open						
0		I want to see the most recent files I have made	file_navigate						
0		Open the files.	file_open						
0		Open XLT review PowerPoint.	file_open						
0		open your spreadsheet I was working on	file_open						
0		Open the docx I was editing	file_open						
0		Open LU and search docx please.	file_open						
0		share the deployment timeline spreadsheet with this chat	file_share						
0		open the document that was closed.	file_open						
0		I would like to see in my I had been working on files please.	file_navigate						
0		Open up I was just working on the last used docx I was just working on the last used	file_open						
0		I want to see the most recent files I've made	file_navigate						
0		Can opening the last document I was editing	file_open						
0		save LT review discussion file	file_download						
0		please open the document I was composing.	file_open						
0		Open flight see PowerPoint.	file_open						
0		Can opening the last document I have recently opened	file_open						
0		I want the document to be opened which I was last working on.	file_open						
0		recent a docx , please open your docx.	file_open						
0		Open the docx.	file_open						
0		I you need to reopen the document I uploaded	file_open						
0		Greatest showman.	file_other						
0		Cortana view my newest files.	file_open						
0		Cortana open that docx.	file_open						
0		open the file voice skills	file_open						
1		no all day	reject						
0		Cortana open the PowerPoint docx recent	file_open						
0		Open files.	file_open						
0		download payroll word	file_download						
0		Go to Word	file_navigate						
0		Open file.	file_open						
0		Hey can you please direct me to my last files I was writing?	file_navigate						
0		Share the file of this meeting	file_share						
0		Show taskbar.	file_other						
0		go to recent files	file_navigate						
0		I was writing a document , then open the document.	file_open						
0		show go to grandmas with nagl	file_share						
0		Sing a song	file_other						
0		Show this file with st?ni?oar?	file_share						
0		Launch that document I to compose	file_open						
0		Convert $60 to eat.	file_other						
0		please visit my I was working on file.	file_navigate						
0		I need the document to be opened that I updated.	file_open						
0		download my recent file	file_download						
0		open document last active yesterday.	file_open						
0		marketing slide	file_download						
0		open the spreadsheet I was working on recently	file_open						
0		Navigate to my I had up before files	file_navigate						
0		Open most recently used spreadsheet	file_open						
0		Open ever a small generation guidolin docs	file_open						
1		yes i'm good	confirm						
0		Open preview test plan docx dr	file_open						
0		Open Microsoft assistant framework file.	file_open						
0		Share the powerpoint deck I uploaded with the meeting attendees	file_share						
0		Share planning excel I just edited with next meeting attendees	file_share						
0		Open my lt review details document	file_open						
0		Open Cortana excel.	file_open						
0		sharefile with conversation 10 pm on Wednesday	file_share						
0		upload preview test plan document deck	file_download						
0		Open my lt review details paper	file_open						
0		share the LT review deck to roger	file_share						
0		Temperature	file_other						
0		Share the file on this meeting	file_share						
0		I need to see the homework doc.	file_navigate						
0		Please open my LT review discussion paper	file_open						
0		Share this document I had up before using the meeting participants	file_share						
0		Open file specs.	file_open						
0		Open the paper which I was composing	file_open						
0		Share the Word	file_share						
0		Launch payroll paper I worked on	file_open						
1		cancel the one fifteen appointment	cancel						
0		please raise the the last used document	file_navigate						
0		Can you please open a docx I worked on?	file_open						
0		share the workplace deck in this meeting attendees	file_share						
0		Download file instance answers.	file_download						
0		Open most recently used docx I used most recently	file_open						
0		Share planning word	file_share						
0		Share planning paper I had up before in design sync meeting attendees	file_share						
0		keep payroll file	file_download						
0		Please open the last paper most recent	file_open						
0		sharing that file with Jacob	file_share						
0		Open team file search spec.	file_open						
0		Share tax OneNote in the 11AM meeting participants	file_share						
0		Open the last docx last active	file_open						
0		Open LT review discussion docx	file_open						
0		saving the file	file_download						
0		Share the paper last active to voice skills stand up chat	file_share						
0		Cortana continue to work on document last opened	file_open						
0		Open the docx I have recently opened	file_open						
0		Share the Word I was editing with the conversation	file_share						
0		Cortana continue working on document last opened	file_open						
0		Open the file I was working on yesterday.	file_open						
0		Open the docx that I was working on.	file_open						
0		Spell scared.	file_other						
0		Painting	file_other						
0		Open 'voice skills' docx	file_open						
0		I'd like to see my I last edited files please.	file_navigate						
0		open specs with mohit	file_share						
0		please start the document I was editing.	file_open						
0		Please open the last paper I worked on	file_open						
0		share LT review discussion file with my next shiproom meeting participants	file_share						
0		open the document I was working on today to page one.	file_open						
0		Open the review PowerPoint.	file_open						
0		aol mail login	file_other						
0		share a file with meeting participants 10 pm on Wednesday	file_share						
0		Share voice skills image I was last working on in next meeting attendees	file_share						
0		Reopen last document opened	file_open						
0		save deployment timeline picture	file_download						
1		yeah that 's right thank you	confirm						
0		Share planning file on this conversation	file_share						
0		open file preview test plan document	file_open						
0		Go the files	file_navigate						
0		Stop.	file_other						
0		Open Calendar Voice Skills Document	file_open						
0		Last year.	file_other						
0		Can you please open a document I've recently used?	file_open						
0		Do you love me?	file_other						
1		can you cancel that	cancel						
0		Open the shiproom deck.	file_open						
0		Open the document I updated	file_open						
0		Cortana open last active docx.	file_open						
0		Navigate in Excel	file_navigate						
0		Open lt review docx newest	file_open						
0		share a file with meeting attendees next	file_share						
0		shared file with Anna Green	file_share						
0		please open the docx last active.	file_open						
0		Share planning paper I last edited using design sync chat	file_share						
0		Browse my files of today	file_navigate						
0		Open the document I had up before	file_open						
0		share the lt review Excel in this meeting	file_share						
0		upload voice skills ppt	file_download						
0		Open insurance docx I was editing	file_open						
0		share file with my conversation at 11AM	file_share						
0		Open planning document I uploaded	file_open						
0		What's the score of the Alabama game	file_other						
0		go to folder	file_navigate						
0		Please open the last paper newest	file_open						
0		Navigate for my I was last working on files	file_navigate						
0		How to move?	file_other						
0		Share the deck with Manik Karol.	file_share						
0		I've recently used a document , please , open the document.	file_open						
0		Reopen last document opens	file_open						
0		please release the document I updated.	file_open						
0		Can you open my most recent file for me	file_open						
0		Open Cortana core science document.	file_open						
0		Share deployment timeline file of this meeting	file_share						
0		I need this document I was writing opened.	file_open						
0		share LT review discussion file with my next shiproom meeting participants	file_share						
0		show skills with mohit	file_share						
0		Go in PPT	file_navigate						
0		Go to the files I just edited.	file_navigate						
0		please raise the I had up before document	file_navigate						
0		Jerry.	file_other						
0		share files with meeting participants 10 pm on Wednesday	file_share						
0		Cortana continue to work on the document last opened	file_open						
0		Hey Cortana share presentation testing PowerPoint.	file_share						
0		Open excel ship room	file_open						
0		Can you open my I was writing file for me	file_open						
0		Browse my file from today	file_navigate						
0		Reopen last docx opened	file_open						
0		Share voice skills paper the last used to this meeting participants	file_share						
0		share planning files jay	file_share						
0		Open the deck I was working on.	file_open						
0		share a file with meeting attendees 11AM	file_share						
1		no i don ' t wanna make an appointment ohh forget it	reject						
0		Show this file with chiburi	file_share						
0		Open answer PowerPoint.	file_open						
0		Open my recent files	file_open						
0		opening the document I was writing today.	file_open						
0		sharing files with conversation 10 pm on Wednesday	file_share						
0		Why don't you have that Alan grier AM so	file_other						
0		open the spreadsheet I was working on recently	file_open						
0		Open the last docx I had been working on	file_open						
0		Open Max file.	file_open						
0		Navigate in powerpoint deck	file_navigate						
0		Open powerpoint ship room	file_open						
0		show me all documents with	file_share						
0		Open payroll book I was writing	file_open						
0		Open the docx for me.	file_open						
0		newest a document , please open the document.	file_open						
0		show with meeting participants 10 pm on Wednesday	file_share						
0		Go to downloads.	file_navigate						
1		yes remind me before	confirm						
1		no it ' s for today	reject						
0		Open the docx that I worked on	file_open						
0		hey cortana. share most recently used document I had up before using the meeting	file_share						
0		I worked on a docx , then open the docx.	file_open						
0		Share the file of this chat	file_share						
0		Navigate of files	file_navigate						
1		like no	reject						
0		Can you open my I had up before files for me	file_open						
0		Open paper on which I was last working on	file_open						
0		Open the file size ship room.	file_open						
1		it 's okay	confirm						
0		Hey Cortana I need to continue with the paper I was using.	file_open						
0		shared file with meeting attendees tomorrow	file_share						
0		I need you to re-open the docx I just edited	file_open						
0		Send a document.	file_share						
0		opening the document I was editing this last week.	file_open						
0		Open a document I was composing	file_open						
0		Share file preview test plan document with design sync chat	file_share						
0		I'd like to see my last active files please.	file_navigate						
0		Open the last document that I've recently used	file_open						
0		Open Calendar Voice Skills Document	file_open						
0		cortana share the file of my tomorrow this meeting participants	file_share						
0		Hey Cortana, open jpeg file	file_open						
0		Share that I created PPT I was composing to the conversation	file_share						
0		Go in download	file_navigate						
0		send a file to adi miller	file_share						
0		Cortana open my invoice doucments again	file_open						
1		never mind	cancel						
0		hey cortana, share the LT review deck to roger	file_share						
0		Cortana open newest paper.	file_open						
0		Go of my downloads	file_navigate						
0		Open zip files.	file_open						
0		Share my pictures	file_share						
0		share most recently used file with Anna Green	file_share						
0		Open the spreadsheet I was working on recently 	file_open						
0		showing me my I was using image	file_navigate						
0		Open my insurance details docx	file_open						
0		share planning files John	file_share						
0		show water plants on front porch with kyuke	file_share						
0		share file with meeting 10 pm on Wednesday	file_share						
0		saving lt review paper	file_download						
0		cortana open with my 11AM meeting participants	file_share						
0		Send the file to Lee.	file_share						
0		Open my the info document	file_open						
0		Open the last document that newest	file_open						
0		Share lt review powerpoint deck	file_share						
0		please visit my last active file.	file_navigate						
0		save most recently used book	file_download						
0		Open calendar voice skills document.	file_open						
0		open the document I was working on today to page one.	file_open						
0		save insurance document	file_download						
1		and that 's correct	confirm						
0		share insurance file	file_share						
0		Open my brownbag details paper	file_open						
0		showing me my I was editing download	file_navigate						
0		Share workplace file about this chat	file_share						
0		Open the document recently	file_open						
0		go to downloads	file_navigate						
0		Hey Cortana I need to continue with the paper I last edited.	file_open						
0		Open the last docx in last active	file_open						
0		I need that document I was composing open.	file_open						
0		open the docx I had been working on last weeks.	file_open						
0		upload lt review powerpoint deck	file_download						
0		open the docx I was working on today on page one.	file_open						
0		Cortana open the my this image again	file_open						
0		Cortana open this week deck file	file_open						
0		Go of the files I've recently used.	file_navigate						
0		Open specs with addictive.	file_share						
0		go to my documents	file_navigate						
0		share the deployment timeline memos to this meeting participants	file_share						
0		list of my that was closed opened documents	file_navigate						
0		download this excel	file_download						
0		I'd like to see my I last edited files please.	file_navigate						
0		Go in download	file_navigate						
0		YouTube	file_other						
0		Sharefile brownbag using this conversation	file_share						
0		Open payroll book I was writing	file_open						
0		Open me the latest ship room slide.	file_open						
0		saving that I created file	file_download						
0		Open the last document in I was using	file_open						
0		Share the document I used most recently with design sync conversation	file_share						
0		YouTube	file_other						
0		sharing the tax spreadsheet with this meeting attendees	file_share						
0		Show leave sierra vista with austell	file_share						
0		Open Cortana core science document	file_open						
0		Share most recently used PowerPoint I was writing in the chat	file_share						
0		open turkey fest files by andreas argyriou	file_open						
0		Share the deck I was working on on.	file_share						
0		share preview test plan document file using alice	file_share						
1		cancel the	cancel						
0		Share the file to this conversation	file_share						
0		share files with Jacob	file_share						
0		Cortana open the paper.	file_open						
0		sharefile with my next meeting	file_share						
0		Cortana open I updated docx.	file_open						
0		Please open my workplace docx	file_open						
0		Open the document that I was working on recently	file_open						
0		Retrieve what I was only working on and open it up.	file_open						
0		Open voice skills paper	file_open						
0		Share the powerpoint deck I uploaded with the meeting attendees	file_share						
0		Sharefile that I created in voice skills stand up meeting attendees	file_share						
1		yes	confirm						
0		Open my the info document	file_open						
0		can i see all presentations called customer_service_guidelines?	file_navigate						
0		most recent a document , please , open the document.	file_open						
0		Open ring attribute maps file.	file_open						
0		save insurance file	file_download						
0		Share most recently used document I had up before using the meeting	file_share						
0		intelligence one	file_download						
0		Browse my files in this last week	file_navigate						
0		Open teams substrate PowerPoint.	file_open						
1		alright	confirm						
0		Open the last documents I was last working on	file_open						
0		Open insurance docx I was editing	file_open						
1		no it 's july 25th	reject						
0		What is the top selling bass boat in the United States?	file_other						
0		sharefile with my chat in next	file_share						
0		Goodbye.	file_other						
0		download that file	file_download						
0		Open LT review discussion document most recent	file_open						
0		Share the signs ship room deck with this meeting.	file_share						
0		Browse my file from today	file_navigate						
0		Open Microsoft teams platform customer presentation.	file_open						
0		hey cortana. share that I created spreadsheet I was writing in the conversation	file_share						
0		Open preview test plan docx article I've recently used	file_open						
0		Cortana open the OneNote docx I have recently opened	file_open						
0		show with meeting 11AM	file_share						
0		Cortana opening the OneNote document recently	file_open						
0		I would love to see my I updated files please.	file_navigate						
0		opening the spreadsheet I had been working on	file_open						
0		sharing the deployment timeline downloaded files with this meeting attendees	file_share						
0		reopening the last document I uploaded.	file_open						
1		that ' s correct	confirm						
0		download preview test plan document memos	file_download						
0		pandora jewelry	file_other						
0		save brownbag document	file_download						
0		Open PowerPoint deck.	file_open						
0		I need you re-open the docx I used most recently	file_open						
0		Open preview test plan docx deck	file_open						
0		show with roger	file_share						
0		sharefile with John	file_share						
0		share a file with meeting attendees 11AM	file_share						
0		saving lt review file	file_download						
1		great	confirm						
0		open files I had up before.	file_open						
0		Open me the ship room slide	file_open						
0		show trio meeting with muermans	file_share						
0		Hey Cortana I need to continue with the paper I just edited.	file_open						
0		Can you can open the document I was editing?	file_open						
1		no it was but neither of the other two	reject						
0		save most recently used article	file_download						
0		share file with my chat in 11AM	file_share						
0		Open file specs.	file_open						
0		Browse my files in yesterday	file_navigate						
0		Cortana shows the document I have recently opened.	file_navigate						
0		show family birthdays with judescu	file_share						
0		Go in PPT	file_navigate						
0		Can you open my I had up before file for me	file_open						
0		cortana share planning files John	file_share						
0		Album.	file_other						
0		Open the spreadsheet I was working on.	file_open						
0		Open the last document in I was working on recently	file_open						
0		Open tax powerpoint deck	file_open						
0		Share the deck.	file_share						
0		sharing lt review file with alice	file_share						
0		share LT review discussion files roger	file_share						
0		opened file brownbag	file_open						
0		Navigate is my I've recently used files	file_navigate						
0		I want the document to be opened which I was last working on.	file_open						
