TurnNumber	PreviousTurnIntent	query	intent
0		Search my recent fires.	file_navigate
0		Present PowerPoint I was working on.	start_presenting
0		Search for LUT.	teamspace_search
0		Present the deck.	start_presenting
0		Go to Jason organization.	teamsuser_checkorg
0		Open file.	file_open
0		Go to Lil organization.	teamsuser_checkorg
0		Go to fix our nation.	teamspace_navigate
0		Help.	teamspace_help
0		Share the document with Jamie.	file_share
0		Share the Cortana workstream document on this chat.	file_share
0		Present the deck.	start_presenting
0		Open voice skills demo deck.	file_open
0		Go to Leo organization.	teamsuser_checkorg
0		Read my last activity.	teamsuser_showactivity
0		Open my excel.	file_open
0		Open Cortana in teams offside back.	file_open
0		open file specs	file_open
0		Go to filix organization.	teamsuser_checkorg
0		Go to slide 80.	goto_slide
0		Go to intelligent communications team.	teamspace_navigate
0		What can I do?	teamspace_help
0		Open the files working hard.	file_open
0		Open the documents for me.	file_open
0		Navigate to saved items.	teamsuser_showactivity
0		Go to Jason organization.	teamsuser_checkorg
0		Navigate to at mentions.	teamsuser_showactivity
0		Show ressen the files.	file_share
0		Open the PowerPoint I was working on yesterday.	file_open
0		Go to Jason organization.	teamsuser_checkorg
0		Go to gisant organization.	teamsuser_checkorg
0		Open the language understanding ship room file.	file_open
0		Next.	next_slide
0		Show me at mentions.	teamsuser_showactivity
0		Open knowledge team.	teamspace_navigate
0		Open knowledge team.	teamspace_navigate
0		Set my status to available.	teamsuser_setstatus
0		Open bot framework Cortana file.	file_open
0		Show me my PPT.	file_navigate
0		Open calendar voice skills document.	file_open
0		Go to Danny on a nation.	teamspace_navigate
0		Open my excel.	file_open
0		Bring up the file.	teamspace_search
0		Go to saved items.	teamsuser_showactivity
0		Find word documents.	file_navigate
0		Add Michael Brasket to intelligent communications team.	teamspace_addtoteam
0		Show me at mentions.	teamsuser_showactivity
0		Navigate to at mentions.	teamsuser_showactivity
0		Next slide.	next_slide
0		Open search channel.	teamspace_navigate
0		Open latest science ship room PPT.	file_open
0		Present the deck.	start_presenting
0		Present the deck.	start_presenting
0		Show me at mentions.	teamsuser_showactivity
0		Show me my recent files.	file_navigate
0		Open the file that I shared with me new.	file_open
0		Open Cortana deck PowerPoint.	file_open
0		Show the deck I was working on last Wednesday.	start_presenting
0		Navigate to files.	file_navigate
0		Follow the channel company app.	teamspace_follow
0		Go to my recent file.	file_navigate
0		Go to saved items.	teamsuser_showactivity
0		Aracuan track PPT.	file_navigate
0		Show me excel files.	file_navigate
0		Well can you go to saved items.	teamsuser_showactivity
0		Go to Jason organization.	teamsuser_checkorg
0		Share the deck.	file_share
0		Search for XD Huang.	teamspace_search
0		Open legal and DB spreadsheet.	file_open
0		Open the file.	file_open
0		Go to gym organization.	teamsuser_checkorg
0		Open my recent word.	file_open
0		Show me my activity.	teamsuser_showactivity
0		Go to teams help.	teamspace_help
0		Open Cortana files.	file_open
0		Present the deck.	start_presenting
0		Search for ABC.	teamspace_search
0		Help.	teamspace_help
0		Go to Rose Zhu chat.	teamsuser_openchat
0		Go to team Cortana.	teamspace_navigate
0		Present the deck.	start_presenting
0		Present the deck.	start_presenting
0		Search for recent files.	file_navigate
0		Stop presentation.	stop_presenting
0		Go to Leo organization.	teamsuser_checkorg
0		Open file.	file_open
0		Show me my recent files.	file_navigate
0		share file skills with mohit	file_share
0		open file specs	file_open
0		Search for you ever.	teamspace_search
0		Go to Richard chair.	teamspace_navigate
0		Open quick task capture file.	file_open
0		Go to slide 5.	goto_slide
0		End presentation.	stop_presenting
0		Help.	teamspace_help
0		Open file search voice skills spec document.	file_open
0		Present the deck.	start_presenting
0		Present the deck.	start_presenting
0		Open ring attribute maps file.	file_open
0		Follow this channel.	teamspace_follow
0		Present the deck.	start_presenting
0		Open files.	file_open
0		Present the deck.	start_presenting
0		Open file.	file_open
0		Open file.	file_open
0		Shared file.	file_share
0		Open the file I worked with Elizabeth on.	file_open
0		Go to Leo our nation.	teamspace_navigate
0		Open files.	file_open
0		Set my status.	teamsuser_setstatus
0		Share the deck.	file_share
0		Go to single organization.	teamsuser_checkorg
0		Go to rose organization.	teamsuser_checkorg
0		Open the cells file.	file_open
0		Open team substrate power partners discussion.	teamspace_navigate
0		Open notes on AI strategy file.	file_open
0		Show me at mentions.	teamsuser_showactivity
0		Go to team intelligent communications.	teamspace_navigate
0		Open voice kills filespec document.	file_open
0		Help.	teamspace_help
0		Open file specs.	file_open
0		Open flight see PowerPoint.	file_open
0		Search for dimitri.	teamspace_search
0		Help.	teamspace_help
0		Search pipeline.exe T.	teamspace_search
0		Open ship room deck.	file_open
0		Go to jasons height our nation.	teamspace_navigate
0		Previous slide.	previous_slide
0		Next slide.	next_slide
0		Go to recent files.	file_navigate
0		Previous slide.	previous_slide
0		Present the deck.	start_presenting
0		Share the file I worked on with Arnita.	file_share
0		Open the files.	file_open
0		Favourite this channel.	teamspace_favorite
0		Go to at mentioned.	teamsuser_showactivity
0		Go to leo's organization.	teamsuser_checkorg
0		Go to next slide.	next_slide
0		Go to last slide.	previous_slide
0		Open dead ends Jamboree file.	file_open
0		Show my excel.	file_navigate
0		Open file search spec.	file_open
0		Show me my files.	file_navigate
0		Go to saved items.	teamsuser_showactivity
0		Open file skills.	file_open
0		Present the deck.	start_presenting
0		Open my recent PPT's.	file_open
0		Open Microsoft assistant framework file.	file_open
0		Open a file so this is powered by a Mario is my understanding.	file_open
0		Open Cortana experiences and devices document.	file_open
0		Go to Richard organization.	teamsuser_checkorg
0		Can you send me the document?	file_share
0		Open my PowerPoint files.	file_open
0		Open the presentation.	file_open
0		Present the deck.	start_presenting
0		Search for Legion.	teamspace_search
0		Present the deck.	start_presenting
0		Go to Jason organization.	teamsuser_checkorg
0		Go to the activity feed.	teamsuser_showactivity
0		share file skills with mohit	file_share
0		Open this file.	file_open
0		Open Cortana debkafile.	file_open
0		Go to team Cortana.	teamspace_navigate
0		Present the deck.	start_presenting
0		Show me at mentions.	teamsuser_showactivity
0		Show me Shay gormans activity.	teamsuser_showactivity
0		Share file specs with Jay.	file_share
0		Show me my at mentions.	teamsuser_showactivity
0		Go to save iterm.	teamspace_navigate
0		Search for marad.	teamspace_search
0		Open file.	file_open
0		Present the deck.	start_presenting
0		End presentation.	stop_presenting
0		Share file speaks with this chat.	file_share
0		Show my latest documents.	file_navigate
0		Go to the team intelligent communications.	teamspace_navigate
0		Cancel presentation.	stop_presenting
0		Open the document.	file_open
0		Open chess Brown bag PowerPoint.	file_open
0		Present the ABC presentation.	start_presenting
0		Set my status.	teamsuser_setstatus
0		Go to saved items.	teamsuser_showactivity
0		Send file to my next meeting.	file_share
0		Show me my PPTX.	file_navigate
0		Present the deck.	start_presenting
0		Open the OneNote I was working.	file_open
0		Open the shiproom deck.	file_open
0		Go to the team intelligent communications.	teamspace_navigate
0		Open handover document.	file_open
0		Open offline metrics review deck.	file_open
0		Show me at mentions.	teamsuser_showactivity
0		Go to saved items.	teamsuser_showactivity
0		Share the deck.	file_share
0		Open my latest files.	file_navigate
0		Find the LT review tech.	teamspace_search
0		Open file.	file_open
0		Search for OU uo team.	teamspace_search
0		Next slide.	next_slide
0		Open file.	file_open
0		Move to slide 5.	goto_slide
0		Go to my recent files.	file_navigate
0		Go to my recent files.	file_navigate
0		Go to downloads.	file_navigate
0		Open Microsoft assistant framing summary file.	file_open
0		Go to Denny's on a nation.	teamspace_navigate
0		Go to saved items.	teamsuser_showactivity
0		open file specs	file_open
0		Change my status to be right back.	teamsuser_setstatus
0		Open Jess Brown bag PowerPoint.	file_open
0		Share the interior deck with Graham.	file_share
0		Search for documents.	file_navigate
0		Present the deck.	start_presenting
0		How else can I help?	teamspace_help
0		Bring up the word doc I worked on last night.	file_navigate
0		Show me my at mentions.	teamsuser_showactivity
0		Open voice skill file.	file_open
0		Open Cortana deck tablet.	file_open
0		Search for my manager.	teamspace_search
0		Present the deck.	start_presenting
0		Open teams team.	teamspace_navigate
0		Open teams team.	teamspace_navigate
0		Show me recent files.	file_navigate
0		Open deltix review deck.	file_open
0		Go to intelligent communications team.	teamspace_navigate
0		Favorite my recent channel.	teamspace_favorite
0		Show me my excel files.	teamspace_navigate
0		Find the SQI doc.	teamspace_search
0		Open recent files.	file_navigate
0		Bring up the doc I was working on.	file_navigate
0		Open file.	file_open
0		Open file.	file_open
0		Open Q for file.	file_open
0		Go to unread activity.	teamsuser_showactivity
0		Go to Jason organization.	teamsuser_checkorg
0		Open the signs ship room file.	file_open
0		Go to team.	teamspace_navigate
0		Go to saved items.	teamsuser_showactivity
0		Present the deck.	start_presenting
0		Favorite channel stand-up updates.	teamspace_favorite
0		Go to analysts channel.	teamspace_navigate
0		Open answer PowerPoint.	file_open
0		Open voice kill file search spec.	file_open
0		Share this file.	file_share
0		Next slide.	next_slide
0		Go to saved items.	teamsuser_showactivity
0		open file specs	file_open
0		Go to my activity.	teamsuser_showactivity
0		Go to jason's I hope organization.	teamsuser_checkorg
0		Previous slide.	previous_slide
0		Open file.	file_open
0		Go to Marvel Chad.	teamspace_navigate
0		Open my excel files.	file_open
0		Favorite voice channel.	teamspace_favorite
0		Open file search spec document.	file_open
0		Unfavourite this channel.	teamspace_unfavorite
0		Show my activity.	teamsuser_showactivity
0		Go to rostro chat.	teamsuser_openchat
0		Open science ship room PPT.	file_open
0		Show me my activity.	teamsuser_showactivity
0		Find powerpoints that recently I was working on.	file_navigate
0		End presentation.	stop_presenting
0		Present the deck.	start_presenting
0		Show me PowerPoint files.	file_navigate
0		Open file search document.	file_open
0		Go to saved items.	teamsuser_showactivity
0		Open instant answer file.	file_open
0		Add Megan Saunders to intelligent communications team.	teamspace_addtoteam
0		Go to chat with fun.	teamsuser_openchat
0		Present the deck.	start_presenting
0		Show me my at mentions.	teamsuser_showactivity
0		Present the deck I was recently working on.	start_presenting
0		Open chatter is unintelligent.	file_open
0		Show me my activity.	teamsuser_showactivity
0		Show me PowerPoint files.	file_navigate
0		Open the file I was working on yesterday.	file_open
0		Go to the agenda slide.	goto_slide
0		Go to Jason on the nation.	teamspace_navigate
0		share file skills with mohit	file_share
0		Jump to slide one.	goto_slide
0		share file skills with mohit	file_share
0		Help.	teamspace_help
0		Open the file.	file_open
0		Open chat resulted Raj.	teamsuser_openchat
0		Add Cortana Core Science team to my favorites.	teamspace_favorite
0		Open bite frameworx Cortana file.	file_open
0		Go to the team intelligent ecommunications.	teamspace_navigate
0		Open the PowerPoint I was working on.	file_open
0		Open the review PowerPoint.	file_open
0		Show me my recent files.	file_navigate
0		Open Microsoft assistant framework file.	file_open
0		Help.	teamspace_help
0		Itimad barchi to the meeting.	teamspace_addtoteam
0		set my status to busy	teamsuser_setstatus
0		Bring up the document I was working on.	file_navigate
0		Open monkey monkey monkey file.	file_open
0		Present the deck.	start_presenting
0		add mohit goyal to intelligent one team	teamspace_addtoteam
0		Open TCX overview deck.	file_open
0		Open my PPT.	file_open
0		Show me my activity.	teamsuser_showactivity
0		What can you do?	teamspace_help
0		open file specs	file_open
0		Open query set file.	file_open
0		Open a PowerPoint I was working on.	file_open
0		Open the file.	file_open
0		Open our work in Sunnyvale document.	file_open
0		Go to team metallogenic applications.	teamspace_navigate
0		Open world of colors document.	file_open
0		Go to slide 20.	goto_slide
0		Open handover document.	file_open
0		Stop presenting.	stop_presenting
0		Open the files.	file_open
0		Go to saved items.	teamsuser_showactivity
0		Go to Leo organization.	teamsuser_checkorg
0		Open the file shiproom meeting.	file_open
0		Go to next slide.	next_slide
0		Go to the contact always dimitra.	teamspace_navigate
0		Go to saved items.	teamsuser_showactivity
0		Go to jasons organization.	teamsuser_checkorg
0		Open word document.	file_open
0		Go to slide zero.	goto_slide
0		Go to Roger activity.	teamsuser_showactivity
0		Show me the shortcut.	teamspace_showhotkey
0		Go to my downloads.	file_navigate
0		Go to the slide dimension.	goto_slide
0		Help.	teamspace_help
0		Go to jasons organizacion.	teamsuser_checkorg
0		Go to Lil organization.	teamsuser_checkorg
0		Add schoyen to intelligent communications team.	teamspace_addtoteam
0		Go to Leo organization.	teamsuser_checkorg
0		Send the deck.	file_share
0		Go to saved items.	teamsuser_showactivity
0		Show me my latest excel file.	file_navigate
0		Share file specs with addictive.	file_share
0		Show me at mentions.	teamsuser_showactivity
0		Go to chat with Richard.	teamsuser_openchat
0		Open the size ship file.	file_open
0		Present the deck.	start_presenting
0		Open teams file search spec.	file_open
0		Send the document.	file_share
0		Open ship room PowerPoint.	file_open
0		End presentation.	stop_presenting
0		Share the file.	file_share
0		What can you do?	teamspace_help
0		Open my excel.	file_open
0		Go to FedEx automation.	teamspace_navigate
0		Show me my recent PowerPoint files.	file_navigate
0		Go to saved items.	teamsuser_showactivity
0		Open teams substrate PowerPoint.	file_open
0		open file specs	file_open
0		Open search story deck.	file_open
0		Show PowerPoint files.	file_navigate
0		Present the deck.	start_presenting
0		Present the deck.	start_presenting
0		Next slide.	next_slide
0		Favorite voice kill channel.	teamspace_favorite
0		Show me at mentions.	teamsuser_showactivity
0		Go to the team intelligent communications.	teamspace_navigate
0		Go to next slide.	next_slide
0		Show me my files.	file_navigate
0		Share the LT review deck with ramps.	file_share
0		Can you send me the document?	file_share
0		Open sales team road map file.	file_open
0		Present the offsite deck.	start_presenting
0		Go to FedEx organization.	teamsuser_checkorg
0		Navigate the file.	file_navigate
0		Set my status.	teamsuser_setstatus
0		Send a document.	file_share
0		Open chess Brown bag PowerPoint.	file_open
0		Open signs ship room.	file_open
0		Open proactive slimer document.	file_open
0		Go to Leo Liu open edition.	teamspace_navigate
0		Show me at mentions.	teamsuser_showactivity
0		Find my recent fires.	file_navigate
0		Open PRFAQ search document.	file_open
0		Open the bikey spreadsheet.	file_open
0		Open file specs.	file_open
0		Go to language factory channel.	teamspace_navigate
0		Show me at mentions.	teamsuser_showactivity
0		Go to OneNote files.	file_navigate
0		open file specs	file_open
0		Show me my activity.	teamsuser_showactivity
0		Open file.	file_open
0		Open file skills test.	file_open
0		Open Cortana experiences and devices file.	file_open
0		Present the deck.	start_presenting
0		Search for communication.	teamspace_search
0		Show me PowerPoint files that I recently morning.	file_navigate
0		Navigate to voice skills channel.	teamspace_navigate
0		Present the deck.	start_presenting
0		Go to Leon a nation.	teamspace_navigate
0		Open file.	file_open
0		Present the deck.	start_presenting
0		Go to Leo organization.	teamsuser_checkorg
0		Go to team intelligent communication.	teamspace_navigate
0		Open file specs.	file_open
0		Set my status.	teamsuser_setstatus
0		Open file.	file_open
0		Download file instance answers.	file_download
0		Show me my at mentions.	teamsuser_showactivity
0		Search for scale.	teamspace_search
0		Xent the PowerPoint that I was working on.	file_share
0		Search MS AI conversation platform.	teamspace_search
0		Go to Roger activity.	teamsuser_showactivity
0		Open our work in Sunnyvale PowerPoint.	file_open
0		Show me at mentions.	teamsuser_showactivity
0		Open file search document.	file_open
0		Follow my recent channel.	teamspace_follow
0		Go to the team in 10 ginger communications.	teamspace_navigate
0		Go to team Cortana developer experience communication.	teamspace_navigate
0		Go to FedEx organization.	teamsuser_checkorg
0		Open file specs.	file_open
0		Search for files.	file_navigate
0		Go to slide 20.	goto_slide
0		Open science ship room ppt.	file_open
0		Go to Leo organizacion.	teamsuser_checkorg
0		Show me at mentions.	teamsuser_showactivity
0		Open ship room duck.	file_open
0		Go to J activity.	teamsuser_showactivity
0		Present the deck.	start_presenting
0		Go to saved items.	teamsuser_showactivity
0		Present the deck.	start_presenting
0		Open teams file search spec document.	file_open
0		Open team file search spec.	file_open
0		Present the deck.	start_presenting
0		Go to China while scale.	teamspace_navigate
0		Open this file.	file_open
0		Open the file that shared with me.	file_open
0		Show my OneNote.	file_open
0		Last presentation I was working on.	start_presenting
0		Go to Jason organizacion.	teamsuser_checkorg
0		Open file.	file_open
0		Open offline metrics review deck.	file_open
0		Find my recent documents.	file_navigate
0		Present the deck.	start_presenting
0		Go to language factory.	teamspace_navigate
0		Open LT review deck.	file_open
0		Bring up the war doc I worked on last night.	file_navigate
0		Open shared launch back ppt.	file_open
0		Open file modern rolls.	file_open
0		Open file modern rolls.	file_open
0		Download file skills list.	file_download
0		Open files I was working on yesterday.	file_open
0		Open the file.	file_open
0		Present the deck.	start_presenting
0		Follow this channel.	teamspace_follow
0		open file specs	file_open
0		End presentation.	stop_presenting
0		Go to Roger activity.	teamsuser_showactivity
0		Go to downloads.	file_navigate
0		Go to MS AI conversation platform.	teamspace_navigate
0		Show me at mentions.	teamsuser_showactivity
0		Go to first slide.	goto_slide
0		Show me at mentions.	teamsuser_showactivity
0		Go to Leo organization.	teamsuser_checkorg
0		Show my compliant Cortana meeting minutes OneNote.	file_navigate
0		Go to the team intelligent communications.	teamspace_navigate
0		Share the LT review deck with Graham.	file_share
0		Open file search document.	file_open
0		Open Max file.	file_open
0		Go to saved items.	teamsuser_showactivity
0		Ascended document.	file_navigate
0		Go to saved items.	teamsuser_showactivity
0		Latest science shiproom PPT.	file_navigate
0		My status.	teamsuser_setstatus
0		Search for hackers on teen.	teamspace_search
0		Open this file.	file_open
0		Go to channel voice skills.	teamspace_navigate
0		Change my status to be right back.	teamsuser_setstatus
0		Follow this channel.	teamspace_follow
0		Present the ABC presentation.	start_presenting
0		Present the deck.	start_presenting
0		Go to Leo organization.	teamsuser_checkorg
0		Go to at mentions.	teamsuser_showactivity
0		Show the files that I have recently worked on.	file_navigate
0		Open Cortana deck file.	file_open
0		Go to slide zero.	goto_slide
0		Previous slide.	previous_slide
0		Present the deck.	start_presenting
0		Share Cortana deck tablet.	file_share
0		Create a team.	teamspace_createteam
0		Open file specs.	file_open
0		Change my status to be right back.	teamsuser_setstatus
0		End presentation.	stop_presenting
0		Show me the files.	file_navigate
0		Present the deck.	start_presenting
0		Open the PowerPoint I was working.	file_open
0		Go to channel.	teamspace_navigate
0		Share Cortana deck template.	file_share
0		open file specs	file_open
0		Go to team.	teamspace_navigate
0		Go to speech.	teamspace_navigate
0		Show me my excel.	file_navigate
0		Change my status to be right back.	teamsuser_setstatus
0		Show me my mentions.	teamsuser_showactivity
0		Search my recent fires.	file_navigate
0		Present PowerPoint I was working on.	start_presenting
0		Search for LUT.	teamspace_search
0		Present the deck.	start_presenting
0		Go to Jason organization.	teamsuser_checkorg
0		Open file.	file_open
0		Go to Lil organization.	teamsuser_checkorg
0		Go to fix our nation.	teamspace_navigate
0		Help.	teamspace_help
0		Share the document with Jamie.	file_share
0		Share the Cortana workstream document on this chat.	file_share
0		Present the deck.	start_presenting
0		Open voice skills demo deck.	file_open
0		Go to Leo organization.	teamsuser_checkorg
0		Read my last activity.	teamsuser_showactivity
0		Open my excel.	file_open
0		Open Cortana in teams offside back.	file_open
0		open file specs	file_open
0		Go to filix organization.	teamsuser_checkorg
0		Go to slide 80.	goto_slide
0		Go to intelligent communications team.	teamspace_navigate
0		What can I do?	teamspace_help
0		Open the files working hard.	file_open
0		Open the documents for me.	file_open
0		Navigate to saved items.	teamsuser_showactivity
0		Go to Jason organization.	teamsuser_checkorg
0		Navigate to at mentions.	teamsuser_showactivity
0		Show ressen the files.	file_share
0		Open the PowerPoint I was working on yesterday.	file_open
0		Go to Jason organization.	teamsuser_checkorg
0		Go to gisant organization.	teamsuser_checkorg
0		Open the language understanding ship room file.	file_open
0		Next.	next_slide
0		Show me at mentions.	teamsuser_showactivity
0		Open knowledge team.	teamspace_navigate
0		Open knowledge team.	teamspace_navigate
0		Set my status to available.	teamsuser_setstatus
0		Open bot framework Cortana file.	file_open
0		Show me my PPT.	file_navigate
0		Open calendar voice skills document.	file_open
0		Go to Danny on a nation.	teamspace_navigate
0		Open my excel.	file_open
0		Bring up the file.	teamspace_search
0		Go to saved items.	teamsuser_showactivity
0		Find word documents.	file_navigate
0		Add Michael Brasket to intelligent communications team.	teamspace_addtoteam
0		Show me at mentions.	teamsuser_showactivity
0		Navigate to at mentions.	teamsuser_showactivity
0		Next slide.	next_slide
0		Open search channel.	teamspace_navigate
0		Open latest science ship room PPT.	file_open
0		Present the deck.	start_presenting
0		Present the deck.	start_presenting
0		Show me at mentions.	teamsuser_showactivity
0		Show me my recent files.	file_navigate
0		Open the file that I shared with me new.	file_open
0		Open Cortana deck PowerPoint.	file_open
0		Show the deck I was working on last Wednesday.	start_presenting
0		Navigate to files.	file_navigate
0		Follow the channel company app.	teamspace_follow
0		Go to my recent file.	file_navigate
0		Go to saved items.	teamsuser_showactivity
0		Aracuan track PPT.	file_navigate
0		Show me excel files.	file_navigate
0		Well can you go to saved items.	teamsuser_showactivity
0		Go to Jason organization.	teamsuser_checkorg
0		Share the deck.	file_share
0		Search for XD Huang.	teamspace_search
0		Open legal and DB spreadsheet.	file_open
0		Open the file.	file_open
