TurnNumber	PreviousTurnIntent	query	domain	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext	Source
0		files from colton with an attachment	files							AttachmentData_modifiy.tsv
0		attachment file from goku mpt	files							AttachmentData_modifiy.tsv
0		files sent to john with docs attachment	files							AttachmentData_modifiy.tsv
0		show me all of my file with attachments from december	files							AttachmentData_modifiy.tsv
0		attachments for trader joes in file	files							AttachmentData_modifiy.tsv
0		retirement party files with attachment	files							AttachmentData_modifiy.tsv
0		message about headphones including attachment	files							AttachmentData_modifiy.tsv
0		business files with attachment from sydney to luke	files							AttachmentData_modifiy.tsv
0		files with october attachment	files							AttachmentData_modifiy.tsv
0		from cindy attachment ppt	files							AttachmentData_modifiy.tsv
0		with attachments on monday	files							AttachmentData_modifiy.tsv
0		file about zoning law attachment	files							AttachmentData_modifiy.tsv
0		ryan work vst attachment	files							AttachmentData_modifiy.tsv
0		attachment vcs angelina	files							AttachmentData_modifiy.tsv
0		download attachment	files							AttachmentData_modifiy.tsv
0		look for pdfs attachments	files							AttachmentData_modifiy.tsv
0		files about bears with attachment	files							AttachmentData_modifiy.tsv
0		toothpaste ad attachment in files	files							AttachmentData_modifiy.tsv
0		files with ics attachment	files							AttachmentData_modifiy.tsv
0		attachments from jason	files							AttachmentData_modifiy.tsv
0		file in july with fireworks attachment	files							AttachmentData_modifiy.tsv
0		work files with guidelines attachment	files							AttachmentData_modifiy.tsv
0		mikes file from december with attachment	files							AttachmentData_modifiy.tsv
0		files with attachment about music	files							AttachmentData_modifiy.tsv
0		what file do i have that contain attachments	files							AttachmentData_modifiy.tsv
0		file from bill with attachment	files							AttachmentData_modifiy.tsv
0		view files from jerry with powerpoint attachment	files							AttachmentData_modifiy.tsv
0		attachment files from jake from last month	files							AttachmentData_modifiy.tsv
0		file sent from ana to rigel 7005 booking group with attachments	files							AttachmentData_modifiy.tsv
0		which files do i have that have attachments	files							AttachmentData_modifiy.tsv
0		files with attachment from may 6th to may 8th	files							AttachmentData_modifiy.tsv
0		files featuring attachments	files							AttachmentData_modifiy.tsv
0		file with attachments dated november 2019	files							AttachmentData_modifiy.tsv
0		file sent from a long march 18th with attachment	files							AttachmentData_modifiy.tsv
0		goku attachments school	files							AttachmentData_modifiy.tsv
0		file from trisha with attachment from last week	files							AttachmentData_modifiy.tsv
0		view file from jerry with words attachment	files							AttachmentData_modifiy.tsv
0		i need files with attachments received last week	files							AttachmentData_modifiy.tsv
0		find any file from may with attachments	files							AttachmentData_modifiy.tsv
0		file on vacation with attachment	files							AttachmentData_modifiy.tsv
0		find vivs files with slides attachment	files							AttachmentData_modifiy.tsv
0		attachment files from goku excel	files							AttachmentData_modifiy.tsv
0		from trevor with attachment	files							AttachmentData_modifiy.tsv
0		show files from andrew with vdw attachments	files							AttachmentData_modifiy.tsv
0		file to reginald with attachment from last month	files							AttachmentData_modifiy.tsv
0		files including football attachments	files							AttachmentData_modifiy.tsv
0		decks attachments from lia	files							AttachmentData_modifiy.tsv
0		files with frog ics attachment	files							AttachmentData_modifiy.tsv
0		files with ics attachments	files							AttachmentData_modifiy.tsv
0		files about renovation project from michael with attachment	files							AttachmentData_modifiy.tsv
0		view june files with attachments	files							AttachmentData_modifiy.tsv
0		file that has six attachments	files							AttachmentData_modifiy.tsv
0		stacey hot chocolate pastry sent to files powerpoints attachment	files							AttachmentData_modifiy.tsv
0		files sent to john with vsdm attachment	files							AttachmentData_modifiy.tsv
0		file from saurabh with attachments	files							AttachmentData_modifiy.tsv
0		my recent file with attachments	files							AttachmentData_modifiy.tsv
0		file with surgeon update mpp attachment	files							AttachmentData_modifiy.tsv
0		attachments in file vst	files							AttachmentData_modifiy.tsv
0		file from january with attachments	files							AttachmentData_modifiy.tsv
0		attachments opened with received file	files							AttachmentData_modifiy.tsv
0		files from mark to ned with attachments	files							AttachmentData_modifiy.tsv
0		files with vsdm attachment from last two months	files							AttachmentData_modifiy.tsv
0		waynes files from october with attachments	files							AttachmentData_modifiy.tsv
0		tim with decks attachments	files							AttachmentData_modifiy.tsv
0		attachments files from june 5	files							AttachmentData_modifiy.tsv
0		files with docx attachment from april	files							AttachmentData_modifiy.tsv
0		files with attachment pptx	files							AttachmentData_modifiy.tsv
0		whats last attachment that jim boyle sent me	files							AttachmentData_modifiy.tsv
0		attachments from patricia	files							AttachmentData_modifiy.tsv
0		files about concert tickets with attachment sent in december 2019	files							AttachmentData_modifiy.tsv
0		files with ppts attachments re bills from june 2016 to july 2017	files							AttachmentData_modifiy.tsv
0		file from belle from september with attachment	files							AttachmentData_modifiy.tsv
0		files with youtube powerpoint attachments between april and may	files							AttachmentData_modifiy.tsv
0		deck hasattachmentstrue	files							AttachmentData_modifiy.tsv
0		file from greg with attachment about part	files							AttachmentData_modifiy.tsv
0		attachment from mom party	files							AttachmentData_modifiy.tsv
0		show me attachments	files							AttachmentData_modifiy.tsv
0		file with attachment from may 6th to may 8th	files							AttachmentData_modifiy.tsv
0		worksheet attachment to jack	files							AttachmentData_modifiy.tsv
0		from fbi contains attachments	files							AttachmentData_modifiy.tsv
0		im looking for files that barb sent me that included attachment	files							AttachmentData_modifiy.tsv
0		file tom with attachment	files							AttachmentData_modifiy.tsv
0		attachments included with file	files							AttachmentData_modifiy.tsv
0		find my files with attachment	files							AttachmentData_modifiy.tsv
0		play file from allison with slides attachment	files							AttachmentData_modifiy.tsv
0		msg attachment from january	files							AttachmentData_modifiy.tsv
0		files from joe onenotes attachment	files							AttachmentData_modifiy.tsv
0		file from bill and linda with attachment from may	files							AttachmentData_modifiy.tsv
0		message from morty contains attachment	files							AttachmentData_modifiy.tsv
0		joyces attachments	files							AttachmentData_modifiy.tsv
0		file with multiple attachmentes	files							AttachmentData_modifiy.tsv
0		i need to see any files received last may that had attachments	files							AttachmentData_modifiy.tsv
0		find all file attachments	files							AttachmentData_modifiy.tsv
0		files having attachments from salva	files							AttachmentData_modifiy.tsv
0		vacation leave request file from eric with attachment from june	files							AttachmentData_modifiy.tsv
0		file from anna to bates about engagement with excels attachments from june 2015	files							AttachmentData_modifiy.tsv
0		files from jackie about presentation with attachment	files							AttachmentData_modifiy.tsv
0		attachment received in last month	files							AttachmentData_modifiy.tsv
0		files from christian and june with attachment	files							AttachmentData_modifiy.tsv
0		attachment file	files							AttachmentData_modifiy.tsv
0		ryan work spreadsheet attachment	files							AttachmentData_modifiy.tsv
0		view file from jerry with presentation attachment	files							AttachmentData_modifiy.tsv
0		files with single attachments	files							AttachmentData_modifiy.tsv
0		document attachment from dad	files							AttachmentData_modifiy.tsv
0		anniversary files with attachments between june and july	files							AttachmentData_modifiy.tsv
0		attachments sent to me	files							AttachmentData_modifiy.tsv
0		look for attachments in response with finance topic	files							AttachmentData_modifiy.tsv
0		file with attachment from ryan	files							AttachmentData_modifiy.tsv
0		find attachments in my files	files							AttachmentData_modifiy.tsv
0		find any files from may with attachments	files							AttachmentData_modifiy.tsv
0		files sent with an attachment	files							AttachmentData_modifiy.tsv
0		search for files sent to todd that contain vcs attachments	files							AttachmentData_modifiy.tsv
0		search for file with an attachment i sent to paul	files							AttachmentData_modifiy.tsv
0		please show me attachments in file	files							AttachmentData_modifiy.tsv
0		file that has attachments from november	files							AttachmentData_modifiy.tsv
0		find vivs file with xlsx attachment	files							AttachmentData_modifiy.tsv
0		look for messages with presentations attachments	files							AttachmentData_modifiy.tsv
0		find files barb sent that had an attachment	files							AttachmentData_modifiy.tsv
0		files with attachments march 1	files							AttachmentData_modifiy.tsv
0		file that contains new attachment	files							AttachmentData_modifiy.tsv
0		to hilary onenote attachment	files							AttachmentData_modifiy.tsv
0		file attachments vons market	files							AttachmentData_modifiy.tsv
0		files with documents attachment	files							AttachmentData_modifiy.tsv
0		attachment sent vssx	files							AttachmentData_modifiy.tsv
0		onenote attachments from last week	files							AttachmentData_modifiy.tsv
0		files that have attachments and are from molly	files							AttachmentData_modifiy.tsv
0		file from january to don with attachment doc	files							AttachmentData_modifiy.tsv
0		view file with onenote attachments	files							AttachmentData_modifiy.tsv
0		attachments from turk	files							AttachmentData_modifiy.tsv
0		file from tim with attachments about knives	files							AttachmentData_modifiy.tsv
0		files from kalyan with attachment	files							AttachmentData_modifiy.tsv
0		file with tsv attachments from february	files							AttachmentData_modifiy.tsv
0		attachments in file	files							AttachmentData_modifiy.tsv
0		birthday files with attachment from andrea	files							AttachmentData_modifiy.tsv
0		onenotes attachment in files	files							AttachmentData_modifiy.tsv
0		show files from ed with attachment	files							AttachmentData_modifiy.tsv
0		files with excels attachments re bills from june 2016 to july 2017	files							AttachmentData_modifiy.tsv
0		look for file with xlsx attachments	files							AttachmentData_modifiy.tsv
0		play file from allison with vssx attachment	files							AttachmentData_modifiy.tsv
0		file to jonny that have an attachment from january	files							AttachmentData_modifiy.tsv
0		view file from jerry with doc attachment	files							AttachmentData_modifiy.tsv
0		from kevin price with attachment	files							AttachmentData_modifiy.tsv
0		file with attachment from mary re fishing	files							AttachmentData_modifiy.tsv
0		give me file to paul with an attachment	files							AttachmentData_modifiy.tsv
0		file from gilligan to skipper with attachment about repairing minnow from july	files							AttachmentData_modifiy.tsv
0		show all incoming files with attachments	files							AttachmentData_modifiy.tsv
0		files from steve with an attachment	files							AttachmentData_modifiy.tsv
0		show me files from sonia with msg attachments	files							AttachmentData_modifiy.tsv
0		files with attachment of spreadsheets	files							AttachmentData_modifiy.tsv
0		pull up any files with attachments from greg	files							AttachmentData_modifiy.tsv
0		files attachment by monica	files							AttachmentData_modifiy.tsv
0		to tim with attachment las vega	files							AttachmentData_modifiy.tsv
0		from lia powerpoints attachment	files							AttachmentData_modifiy.tsv
0		kristy with attachment ics	files							AttachmentData_modifiy.tsv
0		files with ppt attachment from jack	files							AttachmentData_modifiy.tsv
0		show all files with attachments added	files							AttachmentData_modifiy.tsv
0		files with attachment on singing	files							AttachmentData_modifiy.tsv
0		files to elvira from october with attachment	files							AttachmentData_modifiy.tsv
0		file to valerie with attachments from august and september	files							AttachmentData_modifiy.tsv
0		files with attachment in date range june to july 2019	files							AttachmentData_modifiy.tsv
0		small attachments	files							AttachmentData_modifiy.tsv
0		file from laurie with attachment	files							AttachmentData_modifiy.tsv
0		mb assignment file from gayatri with msg attachments	files							AttachmentData_modifiy.tsv
0		from tim vss attachments	files							AttachmentData_modifiy.tsv
0		open files with attachments from mary	files							AttachmentData_modifiy.tsv
0		find files with an attachment	files							AttachmentData_modifiy.tsv
0		file with attachment from kennedy about vacation	files							AttachmentData_modifiy.tsv
0		find vivs files with vsd attachment	files							AttachmentData_modifiy.tsv
0		davids project update file with attachments	files							AttachmentData_modifiy.tsv
0		files with attachment about dogs	files							AttachmentData_modifiy.tsv
0		file from robert to cora re chamberlain visit with slides attachments july 2015 to august 2015	files							AttachmentData_modifiy.tsv
0		files tom with attachment	files							AttachmentData_modifiy.tsv
0		mb assignment file from gayatri with xls attachments	files							AttachmentData_modifiy.tsv
0		find vss attachment	files							AttachmentData_modifiy.tsv
0		attachment files please	files							AttachmentData_modifiy.tsv
0		attachments from lindsey	files							AttachmentData_modifiy.tsv
0		attachment onenote file	files							AttachmentData_modifiy.tsv
0		show me file from jordan with spec attachments	files							AttachmentData_modifiy.tsv
0		search for any files with attachments that have topic trip	files							AttachmentData_modifiy.tsv
0		let me see lauras file that has word attachment	files							AttachmentData_modifiy.tsv
0		messages from dave with docs attachments	files							AttachmentData_modifiy.tsv
0		any file with attachments about movies dated in may	files							AttachmentData_modifiy.tsv
0		file from dwight kruger with vstx attachments	files							AttachmentData_modifiy.tsv
0		messages including attachments	files							AttachmentData_modifiy.tsv
0		file with attachment from last two weeks	files							AttachmentData_modifiy.tsv
0		file from jack that includes an attachment	files							AttachmentData_modifiy.tsv
0		attachment with realtor file	files							AttachmentData_modifiy.tsv
0		show file with vsdx attachments from marie	files							AttachmentData_modifiy.tsv
0		files with attachment from ben in last week	files							AttachmentData_modifiy.tsv
0		from shuyin about planning with attachment	files							AttachmentData_modifiy.tsv
0		search file containing attachment	files							AttachmentData_modifiy.tsv
0		files with robertson attachment	files							AttachmentData_modifiy.tsv
0		file attachment from saru to kelp	files							AttachmentData_modifiy.tsv
0		bring up file with sheet attachments	files							AttachmentData_modifiy.tsv
0		sent file with attachments	files							AttachmentData_modifiy.tsv
0		files with attachment about pop singers	files							AttachmentData_modifiy.tsv
0		sent to bill with attachment	files							AttachmentData_modifiy.tsv
0		look for attachments in file from nancy	files							AttachmentData_modifiy.tsv
0		january files with an attachment	files							AttachmentData_modifiy.tsv
0		only file s that have attachments	files							AttachmentData_modifiy.tsv
0		files received with attachments from jan 1 to jan 7 2020	files							AttachmentData_modifiy.tsv
0		files from aclu with attachment monthly gift	files							AttachmentData_modifiy.tsv
0		documents sent attachments	files							AttachmentData_modifiy.tsv
0		file with attachments that i have	files							AttachmentData_modifiy.tsv
0		files with attachments from john	files							AttachmentData_modifiy.tsv
0		please show me attachments in files	files							AttachmentData_modifiy.tsv
0		messages from dave with ppt attachments	files							AttachmentData_modifiy.tsv
0		from maynard to brian with attachment	files							AttachmentData_modifiy.tsv
0		bring up file with worksheet attachments	files							AttachmentData_modifiy.tsv
0		files from last month containing an attachment about a party	files							AttachmentData_modifiy.tsv
0		w9 vsd attachment	files							AttachmentData_modifiy.tsv
0		words attachments sent to jim	files							AttachmentData_modifiy.tsv
0		show file with pdf attachment	files							AttachmentData_modifiy.tsv
0		document attachments from john	files							AttachmentData_modifiy.tsv
0		files form rudy brown with attachment	files							AttachmentData_modifiy.tsv
0		file for my birthday with attachments	files							AttachmentData_modifiy.tsv
0		show me files from jordan with vcs attachments	files							AttachmentData_modifiy.tsv
0		attachments in file docx	files							AttachmentData_modifiy.tsv
0		find an file with attachments from paul	files							AttachmentData_modifiy.tsv
0		attachments that are in my files messages	files							AttachmentData_modifiy.tsv
0		what is last attachment that lucia andrei sent me	files							AttachmentData_modifiy.tsv
0		files from roman with attachment about musical	files							AttachmentData_modifiy.tsv
0		school attachments file	files							AttachmentData_modifiy.tsv
0		attachment slide angelina	files							AttachmentData_modifiy.tsv
0		open house files with attachment	files							AttachmentData_modifiy.tsv
0		vstx sent attachments	files							AttachmentData_modifiy.tsv
0		file attachment from mrjohnson	files							AttachmentData_modifiy.tsv
0		find vstx budget review attachment sent to liam jones	files							AttachmentData_modifiy.tsv
0		february files from matthew with attachment	files							AttachmentData_modifiy.tsv
0		files from jim boyle with attachments	files							AttachmentData_modifiy.tsv
0		files with attachment between january and february	files							AttachmentData_modifiy.tsv
0		my recent files with attachments	files							AttachmentData_modifiy.tsv
0		file with attachment regarding biology	files							AttachmentData_modifiy.tsv
0		w9 power point attachment	files							AttachmentData_modifiy.tsv
0		show me file from zachary jones which have attachments that were sent in february	files							AttachmentData_modifiy.tsv
0		file from joe with ics attachment	files							AttachmentData_modifiy.tsv
0		files from jane with attachment about cats form may	files							AttachmentData_modifiy.tsv
0		find yesterday files with attachment	files							AttachmentData_modifiy.tsv
0		need attachment files	files							AttachmentData_modifiy.tsv
0		find file to meghan with an attachment	files							AttachmentData_modifiy.tsv
0		received from sarah including attachment	files							AttachmentData_modifiy.tsv
0		file with frog ppt attachment	files							AttachmentData_modifiy.tsv
0		files sent with attachments	files							AttachmentData_modifiy.tsv
0		file with frog power point attachment	files							AttachmentData_modifiy.tsv
0		files with attachments received last month	files							AttachmentData_modifiy.tsv
0		searching files from janet containing msg attachments	files							AttachmentData_modifiy.tsv
0		to john csv attachments	files							AttachmentData_modifiy.tsv
0		files attachment from mrjohnson	files							AttachmentData_modifiy.tsv
0		search for an files with attachments with topic baseball	files							AttachmentData_modifiy.tsv
0		file from dwight kruger with power point attachments	files							AttachmentData_modifiy.tsv
0		files from jose with attachments	files							AttachmentData_modifiy.tsv
0		attachment from sara	files							AttachmentData_modifiy.tsv
0		attachments files	files							AttachmentData_modifiy.tsv
0		last weeks files re anniversary with attachments	files							AttachmentData_modifiy.tsv
0		from britney to jon with attachment	files							AttachmentData_modifiy.tsv
0		file from last november to december with attachments	files							AttachmentData_modifiy.tsv
0		files for march hiking trip with attachments	files							AttachmentData_modifiy.tsv
0		christophers files from march with attachments	files							AttachmentData_modifiy.tsv
0		file with attachments received between january 7 and january 11	files							AttachmentData_modifiy.tsv
0		file from august 2019 with multiple attachments	files							AttachmentData_modifiy.tsv
0		files doc with attachment	files							AttachmentData_modifiy.tsv
0		all file with attachments	files							AttachmentData_modifiy.tsv
0		search for file to jim two months ago that had an attachment	files							AttachmentData_modifiy.tsv
0		file with surgeon update pptx attachment	files							AttachmentData_modifiy.tsv
0		find png attachment	files							AttachmentData_modifiy.tsv
0		files to lois dated march with an attachment on music	files							AttachmentData_modifiy.tsv
0		word attachments in file from january	files							AttachmentData_modifiy.tsv
0		file with youtube document attachments between april and may	files							AttachmentData_modifiy.tsv
0		attachment sheet from mingzhu	files							AttachmentData_modifiy.tsv
0		attachment decks from youngs	files							AttachmentData_modifiy.tsv
0		attachments from mia	files							AttachmentData_modifiy.tsv
0		files with link attachments from march 2	files							AttachmentData_modifiy.tsv
0		show me file from chad with attachments	files							AttachmentData_modifiy.tsv
0		sheets attachments from john	files							AttachmentData_modifiy.tsv
0		view attachment	files							AttachmentData_modifiy.tsv
0		files from last week with an attachment	files							AttachmentData_modifiy.tsv
0		i want to see wes attachments with power point	files							AttachmentData_modifiy.tsv
0		files from grandma with attachments	files							AttachmentData_modifiy.tsv
0		jim with spec attachment	files							AttachmentData_modifiy.tsv
0		with attachment from kunal	files							AttachmentData_modifiy.tsv
0		list of files that has attachments included	files							AttachmentData_modifiy.tsv
0		alternative music attachments from october to november	files							AttachmentData_modifiy.tsv
0		last weeks file that contain attachments from lisa	files							AttachmentData_modifiy.tsv
0		file featuring attachments	files							AttachmentData_modifiy.tsv
0		files with attachment between june 8 to june 15	files							AttachmentData_modifiy.tsv
0		i need to see files with attachments	files							AttachmentData_modifiy.tsv
0		view bobs files with attachment	files							AttachmentData_modifiy.tsv
0		file i got from jill with attachment	files							AttachmentData_modifiy.tsv
0		appliances file with attachment	files							AttachmentData_modifiy.tsv
0		for file with an attachment	files							AttachmentData_modifiy.tsv
0		find my attachments	files							AttachmentData_modifiy.tsv
0		decks attachment from ken files	files							AttachmentData_modifiy.tsv
0		files from trisha with attachment from last year	files							AttachmentData_modifiy.tsv
0		file attachment form msrobinson	files							AttachmentData_modifiy.tsv
0		file from victoria with attachment from last friday	files							AttachmentData_modifiy.tsv
0		attachment from last week was complete	files							AttachmentData_modifiy.tsv
0		find binary vssx in todays file attachments	files							AttachmentData_modifiy.tsv
0		files from sybil to mary about what heaven is like with attachments re makeup	files							AttachmentData_modifiy.tsv
0		show file from andrew with worksheet attachments	files							AttachmentData_modifiy.tsv
0		look for an files from barb that included an attachment	files							AttachmentData_modifiy.tsv
0		attachment from sudha	files							AttachmentData_modifiy.tsv
0		show me all files from pete k with attachments	files							AttachmentData_modifiy.tsv
0		file with attachment from last month	files							AttachmentData_modifiy.tsv
0		attachment with vdw	files							AttachmentData_modifiy.tsv
0		files that has mpt attachments	files							AttachmentData_modifiy.tsv
0		attachment file messages	files							AttachmentData_modifiy.tsv
0		file containing attachment	files							AttachmentData_modifiy.tsv
0		files about office work attachment	files							AttachmentData_modifiy.tsv
0		files from robert to cora re chamberlain visit with ppt attachments july 2015 to august 2015	files							AttachmentData_modifiy.tsv
0		files with attachment sent by yong	files							AttachmentData_modifiy.tsv
0		show file from andrew with tsv attachments	files							AttachmentData_modifiy.tsv
0		file that has deck attachments	files							AttachmentData_modifiy.tsv
0		my files with attachments	files							AttachmentData_modifiy.tsv
0		ics attachment from ken files	files							AttachmentData_modifiy.tsv
0		work tracker files from team with attachments	files							AttachmentData_modifiy.tsv
0		file with attachments march 1	files							AttachmentData_modifiy.tsv
0		from liza attachment pptx	files							AttachmentData_modifiy.tsv
0		files from fred to barney with attachments re rocks	files							AttachmentData_modifiy.tsv
0		let me see file with presentations attachments	files							AttachmentData_modifiy.tsv
0		find an files with attachments from paul	files							AttachmentData_modifiy.tsv
0		pdf was included on attachment	files							AttachmentData_modifiy.tsv
0		which file contain sheet attachments	files							AttachmentData_modifiy.tsv
0		find file with an attachment from august	files							AttachmentData_modifiy.tsv
0		files with attachment from jayson to anthon	files							AttachmentData_modifiy.tsv
0		file with attachment between january and february	files							AttachmentData_modifiy.tsv
0		december files with mpt attachment	files							AttachmentData_modifiy.tsv
0		file that have attachments and are from molly	files							AttachmentData_modifiy.tsv
0		birthday files containing attachment	files							AttachmentData_modifiy.tsv
0		sent to joe with slide attachments	files							AttachmentData_modifiy.tsv
0		let me see file with sheet attachments	files							AttachmentData_modifiy.tsv
0		from shuman about planning with attachment	files							AttachmentData_modifiy.tsv
0		files with words attachments	files							AttachmentData_modifiy.tsv
0		play file from allison with words attachment	files							AttachmentData_modifiy.tsv
0		file with spreadsheets attachment in september	files							AttachmentData_modifiy.tsv
0		files with attachments from lia	files							AttachmentData_modifiy.tsv
0		file from sally that has an attachment	files							AttachmentData_modifiy.tsv
0		file with vdw as attachment	files							AttachmentData_modifiy.tsv
0		show me all files with attachments to tony	files							AttachmentData_modifiy.tsv
0		search for any file from last week that had attachments	files							AttachmentData_modifiy.tsv
0		what recent files do i have which have attachments	files							AttachmentData_modifiy.tsv
0		from garett about sprint review with attachment	files							AttachmentData_modifiy.tsv
0		file from rachel with attachments	files							AttachmentData_modifiy.tsv
0		file containing schedule attachments please	files							AttachmentData_modifiy.tsv
0		file with attachment received this week	files							AttachmentData_modifiy.tsv
0		attachment from last monday	files							AttachmentData_modifiy.tsv
0		files from paul with workbook attachments	files							AttachmentData_modifiy.tsv
0		im looking for files from rebecca with attachment	files							AttachmentData_modifiy.tsv
0		jim with vsd attachment	files							AttachmentData_modifiy.tsv
0		attachments contained in files	files							AttachmentData_modifiy.tsv
0		files with program attachment	files							AttachmentData_modifiy.tsv
0		file but only if they have an attachment	files							AttachmentData_modifiy.tsv
0		funny jokes files from george which contains attachment	files							AttachmentData_modifiy.tsv
0		file with msg attachment	files							AttachmentData_modifiy.tsv
0		files with attachment of png	files							AttachmentData_modifiy.tsv
0		get attachment from boaz	files							AttachmentData_modifiy.tsv
0		attachment presentation from mingzhu	files							AttachmentData_modifiy.tsv
0		file to joe with attachment	files							AttachmentData_modifiy.tsv
0		vstx attachments sent to jim	files							AttachmentData_modifiy.tsv
0		find file for excel attachments	files							AttachmentData_modifiy.tsv
0		file from john with attachment about dogs from june	files							AttachmentData_modifiy.tsv
0		files attachment from skipper	files							AttachmentData_modifiy.tsv
0		file with attachments about school from january 2020	files							AttachmentData_modifiy.tsv
0		spreadsheets attachment	files							AttachmentData_modifiy.tsv
0		i recive files attachments in july	files							AttachmentData_modifiy.tsv
0		file on tuberculosis from august 5 to september 7 with attachment	files							AttachmentData_modifiy.tsv
0		show me file where diego san last week in town is only thing has some attachment in something else blah blah blah	files							AttachmentData_modifiy.tsv
0		group selection attachment files from monday	files							AttachmentData_modifiy.tsv
0		file includes pizza attachment	files							AttachmentData_modifiy.tsv
0		file from john with onenotes attachments	files							AttachmentData_modifiy.tsv
0		file with attachments from david	files							AttachmentData_modifiy.tsv
0		look for messages with excels attachments	files							AttachmentData_modifiy.tsv
0		files from alex with attachment	files							AttachmentData_modifiy.tsv
0		from gayatri with attachment	files							AttachmentData_modifiy.tsv
0		files with attachment of mpt	files							AttachmentData_modifiy.tsv
0		file in which jonathan gave attachment	files							AttachmentData_modifiy.tsv
0		john attachments	files							AttachmentData_modifiy.tsv
0		files from ufcu with attachment mortgage statement	files							AttachmentData_modifiy.tsv
0		files messages that have attachments	files							AttachmentData_modifiy.tsv
0		attachment with realtor files	files							AttachmentData_modifiy.tsv
0		vssm attachments from john	files							AttachmentData_modifiy.tsv
0		files with attachment on bears	files							AttachmentData_modifiy.tsv
0		show me file from jordan with sheet attachments	files							AttachmentData_modifiy.tsv
0		greeting file with attachment	files							AttachmentData_modifiy.tsv
0		my file with attachments	files							AttachmentData_modifiy.tsv
0		file with attachments from kerissa	files							AttachmentData_modifiy.tsv
0		file with attachment from michael to jude	files							AttachmentData_modifiy.tsv
0		file attachment from guillermo	files							AttachmentData_modifiy.tsv
0		office file with attachment	files							AttachmentData_modifiy.tsv
0		find attachment from christen pptx	files							AttachmentData_modifiy.tsv
0		steve onenote attachments	files							AttachmentData_modifiy.tsv
0		williams file with pdfs attachment	files							AttachmentData_modifiy.tsv
0		file containing beer attachments	files							AttachmentData_modifiy.tsv
0		show me file from jordan with vss attachments	files							AttachmentData_modifiy.tsv
0		file from steve with an attachment	files							AttachmentData_modifiy.tsv
0		open up file from bob with attachment	files							AttachmentData_modifiy.tsv
0		file from diane with attachment	files							AttachmentData_modifiy.tsv
0		files lfrom last week about work with attachment	files							AttachmentData_modifiy.tsv
0		i send now file attachments	files							AttachmentData_modifiy.tsv
0		files i sent to john with an attachment	files							AttachmentData_modifiy.tsv
0		file with attachment about car pool schedule	files							AttachmentData_modifiy.tsv
0		show me recent attachments	files							AttachmentData_modifiy.tsv
