TurnNumber	PreviousTurnIntent	query	domain	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext	Source
0		download brownbag file	files							domain_extract_from_slot_query.tsv
0		download presentation document i was working on	files							domain_extract_from_slot_query.tsv
0		download worst test deck	files							domain_extract_from_slot_query.tsv
0		download lab likes the boys labs deck	files							domain_extract_from_slot_query.tsv
0		download deck paper I had been working on	files							domain_extract_from_slot_query.tsv
0		Download audit spreadsheet for 2014.	files							domain_extract_from_slot_query.tsv
0		download file	files							domain_extract_from_slot_query.tsv
0		download audit spreadsheet for 2014.	files							domain_extract_from_slot_query.tsv
0		download private lessons deck	files							domain_extract_from_slot_query.tsv
0		download maple beach deck	files							domain_extract_from_slot_query.tsv
0		download spreadsheet with title sales summary	files							domain_extract_from_slot_query.tsv
0		download go to take a shower deck	files							domain_extract_from_slot_query.tsv
0		download all the supplies to buy deck	files							domain_extract_from_slot_query.tsv
0		download word document	files							domain_extract_from_slot_query.tsv
0		download reading book appointment deck	files							domain_extract_from_slot_query.tsv
0		download preview test plan document file	files							domain_extract_from_slot_query.tsv
0		download driving lesson deck	files							domain_extract_from_slot_query.tsv
0		download I was just working on document.	files							domain_extract_from_slot_query.tsv
0		download karate showcase deck	files							domain_extract_from_slot_query.tsv
0		download ppt	files							domain_extract_from_slot_query.tsv
0		download tax file	files							domain_extract_from_slot_query.tsv
0		download james appointment deck	files							domain_extract_from_slot_query.tsv
0		download presentation paper I had been working on	files							domain_extract_from_slot_query.tsv
0		download bday dinner for nephew deck	files							domain_extract_from_slot_query.tsv
0		download turkey deck	files							domain_extract_from_slot_query.tsv
0		download meeting bumpus deck	files							domain_extract_from_slot_query.tsv
0		download workplace PPT	files							domain_extract_from_slot_query.tsv
0		download picture day at school deck	files							domain_extract_from_slot_query.tsv
0		download meetings for john deck	files							domain_extract_from_slot_query.tsv
0		download lawyer advice coming deck	files							domain_extract_from_slot_query.tsv
0		download family friday deck	files							domain_extract_from_slot_query.tsv
0		download spa date deck	files							domain_extract_from_slot_query.tsv
0		download that PowerPoint	files							domain_extract_from_slot_query.tsv
0		download document I was working on recently.	files							domain_extract_from_slot_query.tsv
0		download meet tim spaniol for lunch deck	files							domain_extract_from_slot_query.tsv
0		download take a nap deck	files							domain_extract_from_slot_query.tsv
0		download malcolm's birthday deck	files							domain_extract_from_slot_query.tsv
0		download planning file	files							domain_extract_from_slot_query.tsv
0		download tax powerpoint deck	files							domain_extract_from_slot_query.tsv
0		download itsmb meeting deck	files							domain_extract_from_slot_query.tsv
0		download tsv	files							domain_extract_from_slot_query.tsv
0		download appointment with bunny deck	files							domain_extract_from_slot_query.tsv
0		download liverpool in football finals deck	files							domain_extract_from_slot_query.tsv
0		download proventil deck	files							domain_extract_from_slot_query.tsv
0		download badminton tournament deck	files							domain_extract_from_slot_query.tsv
0		download workplace downloaded files	files							domain_extract_from_slot_query.tsv
0		download normal scout meeting deck	files							domain_extract_from_slot_query.tsv
0		download high school musical deck	files							domain_extract_from_slot_query.tsv
0		download chloe is my best friend deck	files							domain_extract_from_slot_query.tsv
0		download have day off deck	files							domain_extract_from_slot_query.tsv
0		download document I was just working on.	files							domain_extract_from_slot_query.tsv
0		download big book meeting deck	files							domain_extract_from_slot_query.tsv
0		download d . d . c . deck	files							domain_extract_from_slot_query.tsv
0		download presentation I was last working on.	files							domain_extract_from_slot_query.tsv
0		download cello lesson deck	files							domain_extract_from_slot_query.tsv
0		Download Bake the Potatoes file.	files							domain_extract_from_slot_query.tsv
0		download deck	files							domain_extract_from_slot_query.tsv
0		download weed the garden deck	files							domain_extract_from_slot_query.tsv
0		download c. s. m. work deck	files							domain_extract_from_slot_query.tsv
0		download add on folder deck	files							domain_extract_from_slot_query.tsv
0		download tax downloaded files	files							domain_extract_from_slot_query.tsv
0		download payroll Excel	files							domain_extract_from_slot_query.tsv
0		download hey sam's club deck	files							domain_extract_from_slot_query.tsv
0		download appointment for todd deck	files							domain_extract_from_slot_query.tsv
0		download meet her new baby deck	files							domain_extract_from_slot_query.tsv
0		download window cleaners deck	files							domain_extract_from_slot_query.tsv
0		download order work station daniel island deck	files							domain_extract_from_slot_query.tsv
0		download kitty deck	files							domain_extract_from_slot_query.tsv
0		download a file I was working on.	files							domain_extract_from_slot_query.tsv
0		download team retreat deck	files							domain_extract_from_slot_query.tsv
0		download grocery items to pick up deck	files							domain_extract_from_slot_query.tsv
0		download dexter ' s veterinary appointment all creatures deck	files							domain_extract_from_slot_query.tsv
0		download word	files							domain_extract_from_slot_query.tsv
0		download I was last working on documents.	files							domain_extract_from_slot_query.tsv
0		Download baby quilt presentation.	files							domain_extract_from_slot_query.tsv
0		download altar server meeting deck	files							domain_extract_from_slot_query.tsv
0		download london cross capital deck	files							domain_extract_from_slot_query.tsv
0		download ebook ideas deck	files							domain_extract_from_slot_query.tsv
0		download go gold ' s gym deck	files							domain_extract_from_slot_query.tsv
0		download magazine designing deck	files							domain_extract_from_slot_query.tsv
0		download daughter deck	files							domain_extract_from_slot_query.tsv
0		download flat viewing deck	files							domain_extract_from_slot_query.tsv
0		download collision deck	files							domain_extract_from_slot_query.tsv
0		download laps deck	files							domain_extract_from_slot_query.tsv
0		download meet glenn deck	files							domain_extract_from_slot_query.tsv
0		download I was just working on documents.	files							domain_extract_from_slot_query.tsv
0		download conor deck	files							domain_extract_from_slot_query.tsv
0		download and r deck	files							domain_extract_from_slot_query.tsv
0		download baby quilt presentation.	files							domain_extract_from_slot_query.tsv
0		download weekly event deck	files							domain_extract_from_slot_query.tsv
0		download bot deck	files							domain_extract_from_slot_query.tsv
0		download that ppt	files							domain_extract_from_slot_query.tsv
0		download checked deck	files							domain_extract_from_slot_query.tsv
0		download sears deck	files							domain_extract_from_slot_query.tsv
0		download buckle appointment deck	files							domain_extract_from_slot_query.tsv
0		download file I was last working on.	files							domain_extract_from_slot_query.tsv
0		download appointment for my hair deck	files							domain_extract_from_slot_query.tsv
0		Download file Kingston.	files							domain_extract_from_slot_query.tsv
0		download stopwatch deck	files							domain_extract_from_slot_query.tsv
0		download utorrent deck	files							domain_extract_from_slot_query.tsv
0		download elizabeth arden deck	files							domain_extract_from_slot_query.tsv
0		download meet freinds deck	files							domain_extract_from_slot_query.tsv
0		download wild game deck	files							domain_extract_from_slot_query.tsv
0		download brandon workout deck	files							domain_extract_from_slot_query.tsv
0		download files I had been working on.	files							domain_extract_from_slot_query.tsv
0		download powerpoint	files							domain_extract_from_slot_query.tsv
0		download presentation I had been working on.	files							domain_extract_from_slot_query.tsv
0		download that downloaded files	files							domain_extract_from_slot_query.tsv
0		download that powerpoint deck	files							domain_extract_from_slot_query.tsv
0		Download spreadsheet with title sales summary	files							domain_extract_from_slot_query.tsv
0		download windows 10 deck	files							domain_extract_from_slot_query.tsv
0		download presentation i was working on at starbucks yesterday	files							domain_extract_from_slot_query.tsv
0		download movies i ' d like to see deck	files							domain_extract_from_slot_query.tsv
0		download pension meeting deck	files							domain_extract_from_slot_query.tsv
0		download go to walmart deck	files							domain_extract_from_slot_query.tsv
0		download deployment timeline file	files							domain_extract_from_slot_query.tsv
0		download call mason deck	files							domain_extract_from_slot_query.tsv
0		download lt review spreadsheet	files							domain_extract_from_slot_query.tsv
0		download embryo injection deck	files							domain_extract_from_slot_query.tsv
0		download picking peaches deck	files							domain_extract_from_slot_query.tsv
0		download check the book in the study deck	files							domain_extract_from_slot_query.tsv
0		download carving deck	files							domain_extract_from_slot_query.tsv
0		download renbday deck	files							domain_extract_from_slot_query.tsv
0		download after work meeting deck	files							domain_extract_from_slot_query.tsv
0		download appointment with the board of education deck	files							domain_extract_from_slot_query.tsv
0		download bowling night deck	files							domain_extract_from_slot_query.tsv
0		download files I was just working on.	files							domain_extract_from_slot_query.tsv
0		download file i was working on	files							domain_extract_from_slot_query.tsv
0		download paleo deck	files							domain_extract_from_slot_query.tsv
0		download new car deck	files							domain_extract_from_slot_query.tsv
0		download that I created file	files							domain_extract_from_slot_query.tsv
0		download discuss rules deck	files							domain_extract_from_slot_query.tsv
0		download one on west deck	files							domain_extract_from_slot_query.tsv
0		download document I was last working on.	files							domain_extract_from_slot_query.tsv
0		download work party deck	files							domain_extract_from_slot_query.tsv
0		download at 9 deck	files							domain_extract_from_slot_query.tsv
0		download t. x. t. meeting deck	files							domain_extract_from_slot_query.tsv
0		download national council of jewish women deck	files							domain_extract_from_slot_query.tsv
0		download sync shopping deck	files							domain_extract_from_slot_query.tsv
0		download day off deck	files							domain_extract_from_slot_query.tsv
0		download britney ' s dentist appointment deck	files							domain_extract_from_slot_query.tsv
0		download doctor visit deck	files							domain_extract_from_slot_query.tsv
0		download date with rhonda deck	files							domain_extract_from_slot_query.tsv
0		download appointment with adam deck	files							domain_extract_from_slot_query.tsv
0		download seven and ten deck	files							domain_extract_from_slot_query.tsv
0		download presentation I was just working on.	files							domain_extract_from_slot_query.tsv
0		download parents are arriving deck	files							domain_extract_from_slot_query.tsv
0		download I was working on document.	files							domain_extract_from_slot_query.tsv
0		download I was working on recently document.	files							domain_extract_from_slot_query.tsv
0		download tottenham ' s fixtures deck	files							domain_extract_from_slot_query.tsv
0		download family date deck	files							domain_extract_from_slot_query.tsv
0		download LT review discussion file	files							domain_extract_from_slot_query.tsv
0		download go to deck	files							domain_extract_from_slot_query.tsv
0		download two hundred two hundred deck	files							domain_extract_from_slot_query.tsv
0		download most recently used PPT	files							domain_extract_from_slot_query.tsv
0		download commotion deck	files							domain_extract_from_slot_query.tsv
0		download document I had been working on.	files							domain_extract_from_slot_query.tsv
0		download phone call david finn deck	files							domain_extract_from_slot_query.tsv
0		download people to slap deck	files							domain_extract_from_slot_query.tsv
0		download running club quiz deck	files							domain_extract_from_slot_query.tsv
0		download deployment timeline downloaded files	files							domain_extract_from_slot_query.tsv
0		download exam for gannet deck	files							domain_extract_from_slot_query.tsv
0		download tax PowerPoint	files							domain_extract_from_slot_query.tsv
0		download projected revenues for king deck	files							domain_extract_from_slot_query.tsv
0		download battle deck	files							domain_extract_from_slot_query.tsv
0		download dinner with kyle deck	files							domain_extract_from_slot_query.tsv
0		download colleagues meeting deck	files							domain_extract_from_slot_query.tsv
0		download dave's birthday deck	files							domain_extract_from_slot_query.tsv
0		download freecell deck	files							domain_extract_from_slot_query.tsv
0		download lt review file	files							domain_extract_from_slot_query.tsv
0		download interview at texas roadhouse deck	files							domain_extract_from_slot_query.tsv
0		download meet tom deck	files							domain_extract_from_slot_query.tsv
0		download interview with mary clark deck	files							domain_extract_from_slot_query.tsv
0		download spreadsheet	files							domain_extract_from_slot_query.tsv
0		download put cat out deck	files							domain_extract_from_slot_query.tsv
0		download hotel reservation deck	files							domain_extract_from_slot_query.tsv
0		download lily no lobo deck	files							domain_extract_from_slot_query.tsv
0		download assessment marketing deck	files							domain_extract_from_slot_query.tsv
0		download oscar deck	files							domain_extract_from_slot_query.tsv
0		download eat italian food deck	files							domain_extract_from_slot_query.tsv
0		download business 2 deck	files							domain_extract_from_slot_query.tsv
0		download most recently used downloaded files	files							domain_extract_from_slot_query.tsv
0		download tax Word	files							domain_extract_from_slot_query.tsv
0		download preview test plan document Word	files							domain_extract_from_slot_query.tsv
0		download nature of computing deck	files							domain_extract_from_slot_query.tsv
0		Download file instance answers.	files							domain_extract_from_slot_query.tsv
0		download green city deck	files							domain_extract_from_slot_query.tsv
0		download baby show list deck	files							domain_extract_from_slot_query.tsv
0		download bffs birthday deck	files							domain_extract_from_slot_query.tsv
0		download most recently used file	files							domain_extract_from_slot_query.tsv
0		download cake recipe deck	files							domain_extract_from_slot_query.tsv
0		download ball game deck	files							domain_extract_from_slot_query.tsv
0		download ball state college visit deck	files							domain_extract_from_slot_query.tsv
0		download power point deck	files							domain_extract_from_slot_query.tsv
0		download that I created OneNote	files							domain_extract_from_slot_query.tsv
0		download tangerine deck	files							domain_extract_from_slot_query.tsv
0		download eat at ruby tuesdays deck	files							domain_extract_from_slot_query.tsv
0		download play klein meeting deck	files							domain_extract_from_slot_query.tsv
0		download prescott street deck	files							domain_extract_from_slot_query.tsv
0		download walmart list deck	files							domain_extract_from_slot_query.tsv
0		download sylvia is leaving deck	files							domain_extract_from_slot_query.tsv
0		Download file skills list.	files							domain_extract_from_slot_query.tsv
0		download grocery shopping trip deck	files							domain_extract_from_slot_query.tsv
0		download working on school work deck	files							domain_extract_from_slot_query.tsv
0		download insurance Word	files							domain_extract_from_slot_query.tsv
0		download mass. deck	files							domain_extract_from_slot_query.tsv
0		download i don't this is an a****** deck	files							domain_extract_from_slot_query.tsv
0		download watch a movie deck	files							domain_extract_from_slot_query.tsv
0		download excel	files							domain_extract_from_slot_query.tsv
0		download festival file of type slide	files							domain_extract_from_slot_query.tsv
0		download rant deck	files							domain_extract_from_slot_query.tsv
0		download fifteen to ten deck	files							domain_extract_from_slot_query.tsv
0		download potomac nationals game deck	files							domain_extract_from_slot_query.tsv
0		download numbers deck	files							domain_extract_from_slot_query.tsv
0		download voice skills file	files							domain_extract_from_slot_query.tsv
0		download pdf	files							domain_extract_from_slot_query.tsv
0		download i like windows 10 deck	files							domain_extract_from_slot_query.tsv
0		download preview test plan document downloaded files	files							domain_extract_from_slot_query.tsv
0		download buy one for maticks deck	files							domain_extract_from_slot_query.tsv
0		download brown bare  table	web							domain_extract_from_slot_query.tsv
0		download electric stovetop mini	web							domain_extract_from_slot_query.tsv
0		download cost for trash barrels	web							domain_extract_from_slot_query.tsv
0		download type t	web							domain_extract_from_slot_query.tsv
0		download free standing lighted mirror	web							domain_extract_from_slot_query.tsv
0		download outdoor electrical cover	web							domain_extract_from_slot_query.tsv
0		download polyeurethane exterior	web							domain_extract_from_slot_query.tsv
0		download 1.5 pvc pipe	web							domain_extract_from_slot_query.tsv
0		download 5 gallon of beige bucket of paint for inside the house	web							domain_extract_from_slot_query.tsv
0		download Fein tool	web							domain_extract_from_slot_query.tsv
0		download honda tillers	web							domain_extract_from_slot_query.tsv
0		download Standing Pilot Gas	web							domain_extract_from_slot_query.tsv
0		download heater fan	web							domain_extract_from_slot_query.tsv
0		download gilmore 3/4  hose	web							domain_extract_from_slot_query.tsv
0		download chrome door hinges	web							domain_extract_from_slot_query.tsv
0		download bad chair	web							domain_extract_from_slot_query.tsv
0		download Window Latch Mechanism	web							domain_extract_from_slot_query.tsv
0		download WORK LAMP	web							domain_extract_from_slot_query.tsv
0		download wand spray insulation	web							domain_extract_from_slot_query.tsv
0		download trigger makita skillsaw	web							domain_extract_from_slot_query.tsv
0		download Propane line plug	web							domain_extract_from_slot_query.tsv
0		download knaack	web							domain_extract_from_slot_query.tsv
0		download rg6 connecto	web							domain_extract_from_slot_query.tsv
0		download 1 1/8' spade drill	web							domain_extract_from_slot_query.tsv
0		download wired shelving add ons	web							domain_extract_from_slot_query.tsv
0		download owens	web							domain_extract_from_slot_query.tsv
0		download honewell wireless doorbell	web							domain_extract_from_slot_query.tsv
0		download jacuzzi toilet wax ring kit	web							domain_extract_from_slot_query.tsv
0		download 60  tubs freestanding	web							domain_extract_from_slot_query.tsv
0		download temporary handicap shower pole	web							domain_extract_from_slot_query.tsv
0		download almond cover switch	web							domain_extract_from_slot_query.tsv
0		download Kindle	web							domain_extract_from_slot_query.tsv
0		download clear glass fixture shade	web							domain_extract_from_slot_query.tsv
0		download hampton bay edington patio chair	web							domain_extract_from_slot_query.tsv
0		download rusteoulm spray paint	web							domain_extract_from_slot_query.tsv
0		download outdoor patio shades	web							domain_extract_from_slot_query.tsv
0		download bosch 1 in drill bits	web							domain_extract_from_slot_query.tsv
0		download white led ceiling fan	web							domain_extract_from_slot_query.tsv
0		download seam strips	web							domain_extract_from_slot_query.tsv
0		download clawfoot tub	web							domain_extract_from_slot_query.tsv
0		download 1-1/4 to 3/4 threaded reducer pvc	web							domain_extract_from_slot_query.tsv
0		download 48 inch westbrook gate	web							domain_extract_from_slot_query.tsv
0		download black and decker  cordless lantern	web							domain_extract_from_slot_query.tsv
0		download applewood	web							domain_extract_from_slot_query.tsv
0		download black maytag french door refrigirator	web							domain_extract_from_slot_query.tsv
0		download shaker style cabinets	web							domain_extract_from_slot_query.tsv
0		download plastic storage racks	web							domain_extract_from_slot_query.tsv
0		download porcelain tile flooring	web							domain_extract_from_slot_query.tsv
0		download corner fencing	web							domain_extract_from_slot_query.tsv
0		download wet dry vac hose	web							domain_extract_from_slot_query.tsv
0		download milwaukee angle grinder	web							domain_extract_from_slot_query.tsv
0		download coaxial splitter	web							domain_extract_from_slot_query.tsv
0		download bathroom faucet single stainless	web							domain_extract_from_slot_query.tsv
0		download table cloth covering	web							domain_extract_from_slot_query.tsv
0		download tile house number frames	web							domain_extract_from_slot_query.tsv
0		download paint sprayer nylon mesh filter	web							domain_extract_from_slot_query.tsv
0		download wood chips best to cover	web							domain_extract_from_slot_query.tsv
0		download car charger	web							domain_extract_from_slot_query.tsv
0		download fiberglass epoxy	web							domain_extract_from_slot_query.tsv
0		download firepits kit	web							domain_extract_from_slot_query.tsv
0		download gimmble led can light	web							domain_extract_from_slot_query.tsv
0		download light switch remote	web							domain_extract_from_slot_query.tsv
0		download foam strips	web							domain_extract_from_slot_query.tsv
0		download shallow well jet pump	web							domain_extract_from_slot_query.tsv
0		download Moen bathroom faucets	web							domain_extract_from_slot_query.tsv
0		download exterior oil primer	web							domain_extract_from_slot_query.tsv
0		download stainless steel kithen faucet with soap dispenser	web							domain_extract_from_slot_query.tsv
0		download metallic tape	web							domain_extract_from_slot_query.tsv
0		download Cobalt Blue Glasses	web							domain_extract_from_slot_query.tsv
0		download gray floor tile	web							domain_extract_from_slot_query.tsv
0		download 7/16 bolts x 8'	web							domain_extract_from_slot_query.tsv
0		download la casa chairs	web							domain_extract_from_slot_query.tsv
0		download ryobi staple gun	web							domain_extract_from_slot_query.tsv
0		download shelving closet	web							domain_extract_from_slot_query.tsv
0		download extertal air vent  cover	web							domain_extract_from_slot_query.tsv
0		download 25w bulb	web							domain_extract_from_slot_query.tsv
0		download bisquit tub refinish kit	web							domain_extract_from_slot_query.tsv
0		download gas water radiator	web							domain_extract_from_slot_query.tsv
0		download led  circuline bulbs	web							domain_extract_from_slot_query.tsv
0		download slotted angle	web							domain_extract_from_slot_query.tsv
0		download rainbird sprinkler heads  rnh	web							domain_extract_from_slot_query.tsv
0		download dewalt contractors powershop	web							domain_extract_from_slot_query.tsv
0		download prebent aluminum facia	web							domain_extract_from_slot_query.tsv
0		download wall tile for kitchen 4	web							domain_extract_from_slot_query.tsv
0		download pricepfister kitchen faucet g135	web							domain_extract_from_slot_query.tsv
0		download faux wood blind 73'	web							domain_extract_from_slot_query.tsv
0		download swiffer refills	web							domain_extract_from_slot_query.tsv
0		download ge wood panel reffridge	web							domain_extract_from_slot_query.tsv
0		download nut one 4763rln	web							domain_extract_from_slot_query.tsv
0		download tile accessories	web							domain_extract_from_slot_query.tsv
0		download globe lighting	web							domain_extract_from_slot_query.tsv
0		download potassium chloride	web							domain_extract_from_slot_query.tsv
0		download mataeials needed for paver patio	web							domain_extract_from_slot_query.tsv
0		download window plastic instulation	web							domain_extract_from_slot_query.tsv
0		download two panel interior doors 78	web							domain_extract_from_slot_query.tsv
0		download round grass edger	web							domain_extract_from_slot_query.tsv
0		download led puck light	web							domain_extract_from_slot_query.tsv
0		download refrigerator door lock	web							domain_extract_from_slot_query.tsv
0		download tools 5 in one	web							domain_extract_from_slot_query.tsv
0		download mask and seal jasco	web							domain_extract_from_slot_query.tsv
0		download brandenburg 12' x 12' louvered vinyl pergola	web							domain_extract_from_slot_query.tsv
0		download Fiberglass roof panel	web							domain_extract_from_slot_query.tsv
0		download ceiling fan bronze	web							domain_extract_from_slot_query.tsv
0		download floor repair kit	web							domain_extract_from_slot_query.tsv
0		download spray can cap with straw	web							domain_extract_from_slot_query.tsv
0		download miricale	web							domain_extract_from_slot_query.tsv
0		download porch liht fixture	web							domain_extract_from_slot_query.tsv
0		download 10/3  flex  250  feet	web							domain_extract_from_slot_query.tsv
0		download plywood 4x8	web							domain_extract_from_slot_query.tsv
0		download ceramic tile tools	web							domain_extract_from_slot_query.tsv
0		download 5 inch duct	web							domain_extract_from_slot_query.tsv
0		download hardie backer blade	web							domain_extract_from_slot_query.tsv
0		download indoor table lamps	web							domain_extract_from_slot_query.tsv
0		download camping lantern	web							domain_extract_from_slot_query.tsv
0		download 1x1 rail decorative wood	web							domain_extract_from_slot_query.tsv
0		download 2 an a half inch extra screws	web							domain_extract_from_slot_query.tsv
0		download stone veneer panels	web							domain_extract_from_slot_query.tsv
0		download 4 doorguard	web							domain_extract_from_slot_query.tsv
0		download shower bronze flange	web							domain_extract_from_slot_query.tsv
0		download shelving premier	web							domain_extract_from_slot_query.tsv
0		download eaton br200 panel	web							domain_extract_from_slot_query.tsv
0		download bosch 30 dual fuel range	web							domain_extract_from_slot_query.tsv
0		download simpson strong tie plate	web							domain_extract_from_slot_query.tsv
0		download self priming house paint	web							domain_extract_from_slot_query.tsv
0		download kimtec	web							domain_extract_from_slot_query.tsv
0		download bunn coffee maker	web							domain_extract_from_slot_query.tsv
0		download self sticking tile	web							domain_extract_from_slot_query.tsv
0		download shower door with pebble glass	web							domain_extract_from_slot_query.tsv
0		download round beech	web							domain_extract_from_slot_query.tsv
0		download beech	web							domain_extract_from_slot_query.tsv
0		download gavanized pipe 20 feet	web							domain_extract_from_slot_query.tsv
0		download poly blend grout re	web							domain_extract_from_slot_query.tsv
0		download pergo xp grand oak steps	web							domain_extract_from_slot_query.tsv
0		download cushions for wecker furniture	web							domain_extract_from_slot_query.tsv
0		download kitchen faucet delta	web							domain_extract_from_slot_query.tsv
0		download 36in vinale fence	web							domain_extract_from_slot_query.tsv
0		download hex tiles	web							domain_extract_from_slot_query.tsv
0		download Shop lights led	web							domain_extract_from_slot_query.tsv
0		download stringer	web							domain_extract_from_slot_query.tsv
0		download 44 planter	web							domain_extract_from_slot_query.tsv
0		download Sizes of showers	web							domain_extract_from_slot_query.tsv
0		download 21 cubic foot top freezer frigidaire refrigerator	web							domain_extract_from_slot_query.tsv
0		download hand sanitizer	web							domain_extract_from_slot_query.tsv
0		download shaw	web							domain_extract_from_slot_query.tsv
0		download brushed nickel cabinet pulls	web							domain_extract_from_slot_query.tsv
0		download honolule center drain	web							domain_extract_from_slot_query.tsv
0		download composite panel	web							domain_extract_from_slot_query.tsv
0		download outside wood paneling	web							domain_extract_from_slot_query.tsv
0		download pink adi car	web							domain_extract_from_slot_query.tsv
0		download apple drawer knob	web							domain_extract_from_slot_query.tsv
0		download decorative posts	web							domain_extract_from_slot_query.tsv
0		download led light bulbs par30l	web							domain_extract_from_slot_query.tsv
