ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	Date
09e1206bb6364737b92d6a084beb3839	0		user	Write a message.	COMMUNICATION	send_text	Write a message.	[]		1	April
09fbdc86144d4fb4bc6f2dafd35d97e4	0		user	Send a message to August Niehaus saying hi there.	COMMUNICATION	send_text	Send a message to <contact_name>August Niehaus</contact_name> saying <message>hi there</message>.	[]		1	April
0a38b58ae24d46b9897f924126a7e76a	0		user	Can you send me the document?	TEAMS	file_share	Can you send me the document?	[]		1	April
0a56e565196a42e892c8b9dcb4631863	0		user	Open sales team road map file.	TEAMS	file_open	Open <file_title>sales team road map</file_title> file.	[]		1	April
0ac6f136cb3d403fb3b3ea59d80c0af5	0		user	Go to my calendar.	ONDEVICE	open_application	Go to my <app_name>calendar</app_name>.	[]		1	April
0ad2490fcf3642af84910e38b357eb6f	0		user	Follow the company Apple channel.	TEAMS	teamspace_follow	Follow the <teamspace_channel>company Apple</teamspace_channel> channel.	[]		1	April
0aef896b4104487f8a0b22506361cae8	0		user	Call senthil.	COMMUNICATION	make_call	Call <contact_name>Senthil</contact_name>.	[]		1	April
0b21483b92024892a886b41626bfb958	0		user	Call Adi.	COMMUNICATION	make_call	Call <contact_name>Adi</contact_name>.	[]		1	April
0b2cfb91f3904137bd7bc2c34761ddab	0		user	Open the language understanding ship room file.	TEAMS	file_open	Open the <file_title>language understanding ship room</file_title> file.	[]		1	April
0b67a5bd11824db69d7384ba622c812f	0		user	Hang up.	COMMUNICATION	end_call	Hang up.	[]		1	April
0b790bbd9db94e1ca232a39f0eb3b8da	0		user	Present the offsite deck.	TEAMS	start_presenting	Present the <deck_name>offsite</deck_name> deck.	[]		1	April
0b9f5b79d7d14e47bf18444c0faf02c6	0		user	Call Ori Barak.	COMMUNICATION	make_call	Call <contact_name>Ori Barak</contact_name>.	[]		1	April
0c0e04c43e184760ae1f30a765da9e7c	0		user	Stop meeting.	CALENDAR	disconnect_from_meeting	Stop meeting.	[]		1	April
0c4ce43d94084b8b800079d1be245a39	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
0c5eff36500e4ec5b8fe9ce3392dd17c	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
0cc2413db5c44977bc7237ca8c43bbe5	0		user	Join Apple meeting.	CALENDAR	connect_to_meeting	Join <title>Apple</title> meeting.	[]		1	April
0d5b473835ce4f2897fb481dece2b5fb	0		user	Send a message.	COMMUNICATION	send_text	Send a message.	[]		1	April
0d62ddc2d75141409c974cbd27b01d64	0		user	Join my meeting.	CALENDAR	connect_to_meeting	Join my meeting.	[]		1	April
0d81ea9bf7194d5e99c65f5984c31866	0		user	Open chess Brown bag PowerPoint.	TEAMS	file_open	Open <file_title>chess Brown bag</file_title> <file_filetype>PowerPoint</file_filetype>.	[]		1	April
0eb4dbe251854b92b76cd3b3b1af7994	0		user	Call GAL.	COMMUNICATION	make_call	Call <contact_name>Gal</contact_name>.	[]		1	April
0edb14bb35864774b61757f2c58b92fc	0		user	Open proactive slimer document.	TEAMS	file_open	Open <file_title>proactive slimer</file_title> document.	[]		1	April
0f005a561b374f17b9732ba7fbb0804a	0		user	Call Moshe.	COMMUNICATION	make_call	Call <contact_name>Moshe</contact_name>.	[]		1	April
0f057d055f80412c8ff722adad430bcd	0		user	Go to my downloads.	TEAMS	file_navigate	Go to my <file_filetype>downloads</file_filetype>.	[]		1	April
0f528fdfb1154cf396fcc52e25d2765d	0		user	Do I have a meeting?	CALENDAR	find_calendar_entry	Do I have a meeting?	[]		1	April
1025979a508b4e7bae977e26cdebc310	0		user	Cancel my 2 PM meeting.	CALENDAR	delete_calendar_entry	Cancel my <start_time>2 PM</start_time> meeting.	[]		1	April
104460c21ad5443ea84589ef0b189f87	0		user	Message everyone in my 10 AM meeting that I am running late.	COMMUNICATION	send_text_meeting	Message everyone in my <time> 10 AM </time> meeting that <message>I am running late</message>.	[]		1	April
11372e16e7534bd2b52241456eb6db0711	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
11584aca84b04c168d5198375f8bdca2	0		user	Call Sohail.	COMMUNICATION	make_call	Call <contact_name>sohail</contact_name>.	[]		1	April
117520a2c35f45fea5d74f7737457bcd	0		user	Settings.	ONDEVICE	ondevice_not_judged	Settings.	[]		1	April
117e09f055ab4e85aa20840129045818	0		user	Join my meeting.	CALENDAR	connect_to_meeting	Join my meeting.	[]		1	April
119f75138c90418b9e53d3c4406faf1b	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
11cafb7805654493b11c777d5503677d	0		user	Say what emails do I have and put another.	WEB	web_not_judged	Say what emails do I have and put another.	[]		1	April
11d66d6e95704fb5b4284fb2e0be3c5113	0		user	Share file with my meeting.	TEAMS	file_share	Share file with my <file_sharetarget>meeting</file_sharetarget>.	[]		1	April
11d66d6e95704fb5b4284fb2e0be3c5114	0		user	Share file with my meeting.	TEAMS	file_share	Share file with my <file_sharetarget>meeting</file_sharetarget>.	[]		1	April
11e7514b49e54bbcb5ef018fa9f814a415	0		user	Send message to know.	COMMUNICATION	send_text	Send message to know.	[]		1	April
129ec19a90e0409c9fa868370d3ebee5	0		user	Show me at mentions.	TEAMS	teamsuser_showactivity	Show me <teamsuser_activitytype>at mentions</teamsuser_activitytype>.	[]		1	April
12da3df1dccf4ef4a8312d6a87c2f403	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
13522fc5d9bd464cb554cab44585323a	0		user	Message everyone on my next meeting I'm going to be late.	COMMUNICATION	send_text_meeting	Message everyone on my <order_ref>next</order_ref> meeting <message>I'm going to be late</message>.	[]		1	April
136f4437b4dd4df3a3e22446af5ff78a	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
13a81647f06244ba9cfb29df0f4e96c6	0		user	Open file.	TEAMS	file_open	Open file.	[]		1	April
14078238834c4554a05d0899e2e3091b	0		user	Message everyone on my 2 PM meeting that I'm late.	COMMUNICATION	send_text_meeting	Message everyone on my <time>2 PM</time> meeting that <message>I'm late</message>.	[]		1	April
142bf93ff8f740b7b60ba520501b7ef5	0		user	Make a call.	COMMUNICATION	make_call	Make a call.	[]		1	April
14434113fd7644798c8ef91c9abed0ab	0		user	Dial.	COMMUNICATION	make_call	Dial.	[]		1	April
1473634612064e6d9ceb3789f794bf8a	0		user	open calendar	ONDEVICE	open_application	Open <app_name>calendar</app_name>.	[]		1	April
1487c2da23684a9e93ebd11927cb72c3	0		user	End the meeting.	CALENDAR	disconnect_from_meeting	End the meeting.	[]		1	April
14bf67308e4a4d4b8d72e07a5a1c6fd2	0		user	Email.	EMAIL	search_email	Email.	[]		1	April
14d6b1751f084d2aaeccfd6de1794555	0		user	Open file specs.	TEAMS	file_open	Open file <file_title>specs</file_title>.	[]		1	April
157dd0e5f15045b5ae8344c744eb5515	0		user	Make a call to Quan Trac.	COMMUNICATION	make_call	Make a call to <contact_name>Quan Trac</contact_name>.	[]		1	April
15c5cee4a12942d68dbe278ad1bb4e03	0		user	Go to OneNote files.	TEAMS	file_navigate	Go to <file_filetype>OneNote</file_filetype> files.	[]		1	April
166aa9b30c1242bfba5647fd1598f00c	0		user	Open calendar.	ONDEVICE	open_application	Open <app_name>calendar</app_name>.	[]		1	April
16a8cd1b28bc414fa1697c14b1876e4d	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
16aaa663978649418bf38644e9938fce	0		user	Go to Leo organization.	TEAMS	teamsuser_checkorg	Go to <teamsuser_contactname>Leo</teamsuser_contactname> organization.	[]		1	April
16bc752440b04dd48b10c2e5def6309c	0		user	Going to the meeting.	WEB	web_not_judged	Going to the meeting.	[]		1	April
1778e4d53bac4e97aa52f294d87e30bd	0		user	Call 555.	COMMUNICATION	make_call	Call <phone_number>555</phone_number>.	[]		1	April
17ab4ca0906142a6b923e7cc48a4b9bd	0		user	Check my calendar.	CALENDAR	find_calendar_entry	Check my calendar.	[]		1	April
17b534539a5744c7993c2be64ffed849	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
17bbe2899a244ad4b9d61b10bb40507c26	0		user	Cancel.	COMMON	common_not_judged	Cancel.	[]		1	April
17dc33f2de2d4bd4a38bba08d02378ce	0		user	Present the deck.	TEAMS	start_presenting	Present the deck.	[]		1	April
180ed3fabd35432295a2e046f6a18317	0		user	Open file skills test.	TEAMS	file_open	Open file <file_title>skills test</file_title>.	[]		1	April
1818e4eb2dae426ab231f71085ea9e27	0		user	Go to my calendar.	ONDEVICE	open_application	Go to my <app_name>calendar</app_name>.	[]		1	April
18613fb143644ab79cb21dda683f0b6f	0		user	What time is the next meeting?	CALENDAR	find_calendar_when	What time is the <start_time>next</start_time> meeting?	[]		1	April
1875184935dc422eaf91959aba4b3de8	0		user	Call her.	COMMUNICATION	make_call	Call her.	[]		1	April
189a79f54c044455bb866491698f610d	0		user	Join the knowledge mining meeting.	CALENDAR	connect_to_meeting	Join the <title>knowledge mining</title> meeting.	[]		1	April
1934702d12f84383b6f5bc4a8acd49f7	0		user	Open the documents.	TEAMS	file_open	Open the documents.	[]		1	April
1972a1f9fc8444cba36358ce903952ef	0		user	Transfer call to 263277403.	COMMUNICATION	transfer	Transfer call to <phone_number>263277403</phone_number>.	[]		1	April
1987212a0e3e4607a892b7bbd68897f7	0		user	Join a meeting.	CALENDAR	connect_to_meeting	Join a meeting.	[]		1	April
199df6e49ec14c07831b35bd87b30b4f	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
19bf0cf814424167af90dafc4c623591	0		user	Write a message.	COMMUNICATION	send_text	Write a message.	[]		1	April
1a6870d970b04e3e93019c10ab2c0aee	0		user	Send a message to sandero.	COMMUNICATION	send_text	Send a message to <contact_name>sandero</contact_name>.	[]		1	April
1a9a3182f7c040d3a0ebb9dea5a1491b	0		user	Cancel my 3 PM meeting.	CALENDAR	delete_calendar_entry	Cancel my <start_time>3 PM</start_time> meeting.	[]		1	April
1b39554a1500425fa60d249b8016230c	0		user	Where is my next meeting?	CALENDAR	find_calendar_where	where is my <start_time>next</start_time> meeting	[]		1	April
1b99e391fd614262bcd6459da5c8f831	0		user	Search the file.	TEAMS	teamspace_search	Search the file.	[]		1	April
1bd87013ecfe48dd969cc1364dfe791e	0		user	Read messages.	COMMUNICATION	query_message	Read messages.	[]		1	April
1c91656cf26f4d56989eaaefc1bdc562	0		user	Open the file.	TEAMS	file_open	Open the file.	[]		1	April
1ca949a5b06542c2a7329539fe0a8ebf	0		user	Open file.	TEAMS	file_open	Open file.	[]		1	April
1cd9e218b11a4abdb87683beb9c57f8f27	0		user	Open settings.	ONDEVICE	open_setting	Open settings.	[]		1	April
1d39457ca36744a0a3cd8a9bacb7ee85	0		user	Call Alona new phone.	COMMUNICATION	make_call	Call <contact_name>Alona</contact_name> new phone.	[]		1	April
1d57bdca2f634006ba9c65b8336e3517	0		user	Go to team intelligent communication.	TEAMS	teamspace_navigate	Go to team <teamspace_team>intelligent communication</teamspace_team>.	[]		1	April
1db78b0e12b64f318997aecef103b204	0		user	Open contract PVT.	TEAMS	file_open	Open <file_title>contract</file_title> <file_filetype>PVT</file_filetype>.	[]		1	April
1e168b12bf744776bf2d5be3ae81d8df	0		user	Go to Jason obligation.	TEAMS	teamspace_navigate	Go to <teamspace_unclearkeyword>Jason obligation</teamspace_unclearkeyword>.	[]		1	April
1e3868c641f6427ab37c173879951047	0		user	See all tips.	WEB	web_not_judged	See all tips.	[]		1	April
1e39cc39fae14cd382f85895e7b8c75132	0		user	Open settings.	ONDEVICE	open_setting	Open settings.	[]		1	April
1e3ceed3025f42e3911631671d8a406e	0		user	Set my status.	TEAMS	teamsuser_setstatus	Set my status.	[]		1	April
1e6eba512aa14bd986088767fbce2e7d	0		user	Send a message to my next meeting.	COMMUNICATION	send_text_meeting	Send a message to my <order_ref>next</order_ref> meeting.	[]		1	April
1ea4735c9a6d4af0aa7540aa589eb8fb	0		user	Show me at mentions.	TEAMS	teamsuser_showactivity	Show me <teamsuser_activitytype>at mentions</teamsuser_activitytype>.	[]		1	April
1f07c6e9795e487987b87533831caec9	0		user	Join my 4 PM meeting.	CALENDAR	connect_to_meeting	Join my <start_time>4 PM</start_time> meeting.	[]		1	April
1f64d390115d4ad6887f5f8ed68cdefe33	0		user	Send a message.	COMMUNICATION	send_text	Send a message.	[]		1	April
1f64d390115d4ad6887f5f8ed68cdefe34	0		user	Send a message.	COMMUNICATION	send_text	Send a message.	[]		1	April
1f7ed64252534413b51b8be67a61966d	0		user	Wrap up the meeting.	CALENDAR	disconnect_from_meeting	Wrap up the meeting.	[]		1	April
1f9ab2136f8943d98a387d6f719d07f4	0		user	Open settings.	ONDEVICE	open_setting	Open settings.	[]		1	April
1fa902126a7e4c959c1761a4a9184ad5	0		user	Forward my meeting.	WEB	web_not_judged	Forward my meeting.	[]		1	April
1fc5b931a8d14a4dbe7267827b4253b6	0		user	Go to my calendar.	ONDEVICE	open_application	Go to my <app_name>calendar</app_name>.	[]		1	April
206977884b8f4306b743f759ee269403	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
20da3f4d648f4312a744adb1d899c8e0	0		user	Show my next calendar items.	CALENDAR	find_calendar_entry	Show my <start_time>next</start_time> calendar items.	[]		1	April
211f54cd12474ade88a0c69875945c5438	0		user	Share file with my meeting.	TEAMS	file_share	Share file with my <file_sharetarget>meeting</file_sharetarget>.	[]		1	April
214d1ccf413d44a3865025ecd6dbd178	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
21585e3096ee489c960e32ee8794e418	0		user	Next slide.	TEAMS	next_slide	Next slide.	[]		1	April
217db530a1e643c8bf241a5be0f0106d	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
21a79377dede4498b4ee14beef5aa023	0		user	Search for scale.	TEAMS	teamspace_search	Search for <teamspace_searchkeyword>scale</teamspace_searchkeyword>.	[]		1	April
21b7a119506044efab0178d21075b620	0		user	Start meeting with Sean guy.	CALENDAR	connect_to_meeting	Start meeting with <contact_name>Sean guy</contact_name>.	[]		1	April
21bb8b98ee3b48f0a921cead672d9aa6	0		user	Call service desk.	COMMUNICATION	make_call	Call <contact_name>service desk</contact_name>.	[]		1	April
2276cab47e20476f9c280055b13bba57	0		user	Join my meeting.	CALENDAR	connect_to_meeting	Join my meeting.	[]		1	April
227e9f218e514d15b271ecf0a9704f56	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
22fb2e084cd34db796da757e8e735a34	0		user	Show me at mentions.	TEAMS	teamsuser_showactivity	Show me <teamsuser_activitytype>at mentions</teamsuser_activitytype>.	[]		1	April
233a19ac3a614e7bbbcf2188d967b048	0		user	Call 555.	COMMUNICATION	make_call	Call <key>555</key>.	[]		1	April
2342e9b3f4fa434483a2eac9ef401faa	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
2374d89a230749e98be915b2ee67ab7a	0		user	Transfer call to Shira.	COMMUNICATION	transfer	Transfer call to <contact_name>Shira</contact_name>.	[]		1	April
23a51f27b8f247ceae6bf43fb7611e56	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
23b1773e4454414eb908e8fb17029b53	0		user	Show me at mentions.	TEAMS	teamsuser_showactivity	Show me <teamsuser_activitytype>at mentions</teamsuser_activitytype>.	[]		1	April
23e7d081679b43778d303d1c18cb4ab3	0		user	Join next meeting.	CALENDAR	connect_to_meeting	Join <start_time>next</start_time> meeting.	[]		1	April
23ee88b90e2248f49b6c2f4ec37e461840	0		user	Add Raunak to the meeting.	CALENDAR	add_attendee	Add <contact_name>Raunak</contact_name> to the meeting.	[]		1	April
23eec670c81d46bf890669e2beafb0b2	0		user	Message my list.	MYSTUFF	transform_my_stuff	<transform_action>Message</transform_action> my <data_type>list</data_type>.	[]		1	April
23f800b8098e4f4ca248c317697d1906	0		user	Play human.	MEDIACONTROL	mediacontrol_not_judged	Play human.	[]		1	April
23ff55efdaef48649b3bf5896c169352	0		user	Add Rose Zhu to the call.	COMMUNICATION	add_to_call	Add <contact_name>Rose Zhu</contact_name> to the call.	[]		1	April
245afe69ef1a43478bd03c90187cc20e	0		user	Show all mail today's meeting.	EMAIL	search_email	Show <quantifier>all</quantifier> mail <start_date>today</start_date>'s meeting.	[]		1	April
2485bdbdf44f4ea0af72be12d5d6c84b	0		user	Send message to everyone on my next meeting I.	COMMUNICATION	send_text_meeting	Send message to everyone on my <order_ref>next</order_ref> meeting <message>I</message>.	[]		1	April
24dc17d7fac945dab31f29981c0156e2	0		user	Join my 6 PM meeting.	CALENDAR	connect_to_meeting	Join my <start_time>6 PM</start_time> meeting.	[]		1	April
24f82440729e465989f8cdc99dc1832d	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
25247b0a8d084f3f9eb63f13285cb79f	0		user	Join my meeting.	CALENDAR	connect_to_meeting	Join my meeting.	[]		1	April
2563418a793d41318376dd3a17a09f5b	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
2588c590c53f4091894f96fb0460354d	0		user	Open calendar.	ONDEVICE	open_application	Open <app_name>calendar</app_name>.	[]		1	April
25bc0c4e660349128e615768c2017412	0		user	Cancel my meeting with Rose.	CALENDAR	delete_calendar_entry	Cancel my meeting with <contact_name>Rose</contact_name>.	[]		1	April
25ca9e4e18284f71a56ee79fa4da244c	0		user	Search for test.	TEAMS	teamspace_search	Search for <teamspace_searchkeyword>test</teamspace_searchkeyword>.	[]		1	April
2683c614b59a44bc96be91e0897c0c4d	0		user	Why is my next meeting?	CALENDAR	find_calendar_why	Why is my <start_time>next</start_time> meeting?	[]		1	April
26ada2a155c346ed91352d5e3fdd35b3	0		user	Add Tom Nof to the call.	COMMUNICATION	add_to_call	Add <contact_name>Tom Nof</contact_name> to the call.	[]		1	April
26cb8360efca4b04bb3ca8032d6b3978	0		user	Open file specs.	TEAMS	file_open	Open file <file_title>specs</file_title>.	[]		1	April
26dd7f25e15f40dba1813080b39dc0d8	0		user	Join the next meeting.	CALENDAR	connect_to_meeting	Join the <start_time>next</start_time> meeting.	[]		1	April
2717a8b68acc4be9b5d9657ac2033403	0		user	Call John.	COMMUNICATION	make_call	call <contact_name>john</contact_name>	[]		1	April
2760e445c9b64cf3b5b5990d34060b8f	0		user	Check my calendar.	CALENDAR	find_calendar_entry	Check my calendar.	[]		1	April
277124d09d014a8aa385aea764129cb2	0		user	Goodbye.	OTHERSKILL	otherskill_not_judged	Goodbye.	[]		1	April
2775cbf936e04253b993d031fdb9a26950	0		user	Do I have any meeting with Emily today?	CALENDAR	find_calendar_entry	Do I have any meeting with <contact_name>Emily</contact_name> <start_date>today</start_date>?	[]		1	April
2798dd34cf6948178f407c9da229b05d	0		user	Join next meeting.	CALENDAR	connect_to_meeting	Join <start_time>next</start_time> meeting.	[]		1	April
279f242a3aa34600aa746e96330f7607	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
280f8bd3d6c84d1c9309eaab39543177	0		user	Go to calendar.	ONDEVICE	open_application	Go to <app_name>calendar</app_name>.	[]		1	April
28230872d2594987a6a4b4ad21a37a2b	0		user	Presente PowerPoint.	TEAMS	start_presenting	Presente PowerPoint.	[]		1	April
285c8e92f5e44a4483df6edb71abd6fd	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
