ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	MetaData	Dataset	SampleType	Frequency	GuidelineVersion
3b2df335-8b0d-4220-a905-0aae90e7dbf6	0	3/10/2020 20:40	user	no, i want a different one		FILES	select_more	no, i want a different one	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
c87d639a-7c68-45a5-bde1-f406c303a37a	0	3/31/2020 2:55	user	no, i want a different one		FILES	select_more	no, i want a different one	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
a8b7ab06-bae3-48b6-aa4c-5eef8d5ced00	0	3/9/2020 23:32	user	no, i want different ones		FILES	select_more	no, i want different ones	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
6c5443a5-0e4a-4697-a7d4-dcc1734a360b	0	1/1/0001 12:00:00 AM	user	no, i want different ones		FILES	select_more	no, i want different ones	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
405691da-116b-4988-80db-43f7269f8a69	0	3/30/2020 9:45	user	none of these, i want a different file		FILES	select_more	none of these, i want a different file	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
3370653d-b62f-4cab-8de9-27941cc52672	0	3/3/2020 6:33	user	none of these, i want a different file		FILES	select_more	none of these, i want a different file	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
5976f57c-113d-4e61-b66d-928228734c8d	0	3/4/2020 4:01	user	none of these, i want different files		FILES	select_more	none of these, i want different files	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
23515da2-b3aa-44fa-9774-5920518fbd9e	0	3/3/2020 17:33	user	none of these, i want different files		FILES	select_more	none of these, i want different files	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
ffa7abeb-1e68-48d9-9289-d7c887fa854c	0	3/26/2020 3:01	user	no, i want a different file		FILES	select_more	no, i want a different file	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
afe94cc9-6d35-4447-a1e8-5dc6c3a0838d	0	3/17/2020 8:53	user	no, i want a different file		FILES	select_more	no, i want a different file	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
d9cf6970-3e96-41f6-8a1c-7740bdf5d33e	0	3/5/2020 22:45	user	no, i want different files		FILES	select_more	no, i want different files	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
2dc9224c-4e51-48aa-8283-01e202518057	0	3/31/2020 0:21	user	no, i want different files		FILES	select_more	no, i want different files	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
2acdf3ad-ab6e-4a94-908c-3f56d1f010c7	0	3/3/2020 9:53	user	get more results		FILES	select_more	get more results	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
285db6fb-db2c-4019-8147-47fc0d93f89d	0	3/3/2020 22:31	user	get more results		FILES	select_more	get more results	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
e80daec5-5534-44d1-857b-f395eb331b7b	0	3/9/2020 8:54	user	no,get more results		FILES	select_more	no,get more results	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
3f768f17-23fb-4cdc-a604-6f3042cdf139	0	3/9/2020 13:20	user	no,get more results		FILES	select_more	no,get more results	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
151cb2de-9974-4b9b-b94a-29734793ea73	0	3/23/2020 14:24	user	no,show more files		FILES	select_more	no,show more files	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
dd7e3d1b-829d-4c50-8f79-e32a39223538	0	3/4/2020 0:51	user	no,show more files		FILES	select_more	no,show more files	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
7041150d-77d5-47a3-b8bf-847143792c02	0	3/25/2020 0:47	user	show more		FILES	select_more	show more	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
37747fd5-5f3a-43a5-b1e3-87ef6b1828f4	0	3/12/2020 5:48	user	show more		FILES	select_more	show more	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
91204719-9908-4830-aa4c-7eaad2f571ea	0	3/19/2020 23:52	user	none of these, show me more		FILES	select_more	none of these, show me more	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
d2178a2a-ecca-4e2c-b220-ea328ea63312	0	3/31/2020 0:56	user	none of these, show me more		FILES	select_more	none of these, show me more	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
295619a3-ccc7-48a5-8978-8b73cf4f6969	0	3/4/2020 8:04	user	show me more		FILES	select_more	show me more	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
14c80af5-b987-4be1-8f18-8b31bcd331f1	0	3/27/2020 19:27	user	show me more		FILES	select_more	show me more	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
1b72791a-1617-4e61-9ee6-6abdb90fe69c	0	3/8/2020 7:22	user	no,show me more		FILES	select_more	no,show me more	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
bf80d73a-cae7-4bc5-8cac-9cba999cb28e	0	3/23/2020 7:59	user	no,show me more		FILES	select_more	no,show me more	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
89999642-76d9-49a9-8402-84b4341c9604	0	3/31/2020 12:11	user	show more files		FILES	select_more	show more files	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
0352c6a5-f491-40f7-a13c-31f053b02ae6	0	3/8/2020 12:46	user	show more files		FILES	select_more	show more files	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
f49e00c3-135d-47e9-a243-1f8c5ae9fad6	0	3/26/2020 19:06	user	i want a different file		FILES	select_more	i want a different file	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
1c10a96f-9396-4101-a64b-6b1172088230	0	3/23/2020 6:28	user	i want a different file		FILES	select_more	i want a different file	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
1e1c2329-e947-492d-87cd-fb0e67a474b1	0	3/3/2020 3:25	user	i want different files		FILES	select_more	i want different files	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
eed93983-0929-4bd0-831f-c65522b1a071	0	3/31/2020 12:08	user	i want different files		FILES	select_more	i want different files	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
15853041-2a9f-4d8a-9c95-97f61b47e6b8	0	3/19/2020 4:57	user	i want a different one		FILES	select_more	i want a different one	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
38aacdae-819d-4d53-9339-5d441946b94c	0	3/24/2020 5:10	user	i want a different one		FILES	select_more	i want a different one	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
d99a5001-e9b7-4b15-beb5-0b63529db3ed	0	3/19/2020 4:58	user	i want different ones		FILES	select_more	i want different ones	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
7e95c826-7799-497c-8518-9fdbfe8c94de	0	3/6/2020 21:15	user	i want different ones		FILES	select_more	i want different ones	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
131f203d-4665-4b89-8efe-360708cdf3d0	0	3/11/2020 23:38	user	none of these, i want a different one		FILES	select_more	none of these, i want a different one	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
1660994a-d8b1-4511-b1f3-98218a688641	0	3/11/2020 22:44	user	none of these, i want a different one		FILES	select_more	none of these, i want a different one	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
7c53ef14-8627-4bd2-bca8-8d034bb24c16	0	3/10/2020 22:35	user	none of these, i want different ones		FILES	select_more	none of these, i want different ones	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
a5101d09-f01b-4e96-9aee-638ec009f9b0	0	3/18/2020 3:18	user	none of these, i want different ones		FILES	select_more	none of these, i want different ones	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
d92dcc70-0055-47c0-b843-b80afd283e2f	0	3/6/2020 8:28	user	no, i want a different one		FILES	select_more	no, i want a different one	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
1d30371d-cb4c-4a49-b8d8-67889f323c39	0	3/3/2020 23:08	user	no, i want a different one		FILES	select_more	no, i want a different one	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
dbd9dc45-0f30-4b00-9ab7-6c6562074df8	0	3/13/2020 20:59	user	no, i want different ones		FILES	select_more	no, i want different ones	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
8d0bc3c4-3881-465c-bb7c-46755c064fef	0	3/18/2020 2:26	user	no, i want different ones		FILES	select_more	no, i want different ones	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
b1c8e676-7633-4bc3-a6fc-4229c6a12e93	0	3/6/2020 1:01	user	none of these, i want a different file		FILES	select_more	none of these, i want a different file	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
8298faf6-841e-4442-bf3c-36df638d3b5b	0	3/24/2020 5:33	user	none of these, i want a different file		FILES	select_more	none of these, i want a different file	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
bbf33e7d-7502-43cb-8e75-9f08986abae9	0	3/18/2020 5:35	user	none of these, i want different files		FILES	select_more	none of these, i want different files	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
29d02963-a7a9-4fd5-8989-9844dd7ec252	0	3/10/2020 4:15	user	none of these, i want different files		FILES	select_more	none of these, i want different files	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
7aa5b05b-7833-4036-94bc-b0b3237821f8	0	3/17/2020 19:04	user	no, i want a different file		FILES	select_more	no, i want a different file	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
471ae9c6-c3c2-4cd0-8db1-7870bde63dca	0	3/25/2020 21:46	user	no, i want a different file		FILES	select_more	no, i want a different file	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
22332887-b8a6-459d-93df-08eed51c9d50	0	3/18/2020 13:58	user	no, i want different files		FILES	select_more	no, i want different files	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
47255ef8-57c4-4cef-bb70-49b0232eb1e7	0	3/13/2020 6:35	user	no, i want different files		FILES	select_more	no, i want different files	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
53eefeca-9a6a-4e39-9c36-1f580fd34034	0	3/4/2020 11:59	user	get more results		FILES	select_more	get more results	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
d1936c94-4752-4ffc-970b-9957bdee5b21	0	3/27/2020 6:17	user	get more results		FILES	select_more	get more results	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
8d977900-ca08-4cbd-88d4-7f5e4cdf1945	0	3/22/2020 12:40	user	no,get more results		FILES	select_more	no,get more results	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
a507c2be-6356-491e-8681-ddc99ae5659e	0	3/17/2020 8:14	user	no,get more results		FILES	select_more	no,get more results	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
7c9cf79f-a607-4cad-89a8-e787d84a245a	0	3/17/2020 18:52	user	no,show more files		FILES	select_more	no,show more files	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
bbb39d14-c86f-4ca7-914f-192c48cc33df	0	3/11/2020 18:10	user	no,show more files		FILES	select_more	no,show more files	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
2ab30092-7172-4f3a-a9a6-a03237300829	0	3/26/2020 22:20	user	show more		FILES	select_more	show more	{"PreviousTurnDomain":["files"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
40176391-4733-42c5-9bb3-405d417782c8	0	3/4/2020 10:48	user	show more		FILES	select_more	show more	{"PreviousTurnDomain":["common"],"TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
baedb5fe-8886-4ef4-afa6-3f23ae1c93b1	0	3/3/2020 13:58	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_search"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
ec72ad3f-d50f-4ca4-ba2f-aac8897fa2f7	0	3/4/2020 8:02	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_search"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
54f36a3a-6e9f-4561-90d2-9670d3885037	0	3/9/2020 6:51	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_open"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
3c235fb5-ff05-4b70-994b-0684168468be	0	3/26/2020 6:53	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_open"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
26ba7046-f6a7-465c-a593-01767221b18a	0	3/23/2020 7:44	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_share"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
bf9c4f23-04ce-42d7-a677-920472871807	0	3/3/2020 20:30	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_share"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
86545395-5b3b-4832-b361-c6ecfa0f4ae6	0	3/10/2020 20:39	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_navigate"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
64b27aa7-17d1-4cd1-b3e4-80e4f8eb2203	0	3/30/2020 9:14	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_navigate"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
9ac9da73-e0c4-49ca-9b95-e17a8fcc74ef	0	3/6/2020 1:25	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_search"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
f276937b-fe5e-4f32-b0b5-e5ae6de84f0c	0	3/11/2020 21:33	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_search"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
d734c8cd-9348-43e6-b73e-46551b2ed722	0	3/25/2020 0:51	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_open"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
0efc5b92-8940-41f1-aaa9-330360e1bb0f	0	3/31/2020 2:36	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_open"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
73db1ab3-8ff9-483f-93ab-8172c6d942c1	0	3/3/2020 19:02	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_share"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
0b4359d0-4607-4337-9998-944ef078b256	0	3/31/2020 6:01	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_share"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
f3664e81-9c46-49f7-8416-7074f54b3f8b	0	3/18/2020 13:41	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_navigate"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
efa60ec9-15f5-417e-be00-65dcd56e5ca5	0	3/26/2020 5:49	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_navigate"], "TaskFrameStatus":["InProgress"]}	[]	Teams	Speech	1	21.1
167314a6-a06f-4c9e-986f-7b06785a7526	0	3/11/2020 2:49	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_search"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
0c3f8aa2-522e-4ee7-931d-ace8e7090c66	0	3/6/2020 5:58	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_search"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
