ConversationId	MessageId	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MessageTimestamp	Dataset	SampleType	ConversationContext	AppFlavor	RuleTreeNBestList	SelectionIgnore	MetaData	GuidelineVersion	Frequency
00cacf21-7d85-486a-a2a6-c63a3b141665	0	user	Hello hello.	Hi there.	NOTSURE	notsure_other	hello hello	6/15/2020 8:44:14 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	150
00cc3ff3-eb56-4ecf-8da4-a73d8a1b3f28	0	user	Open Elephants in the world PPT.	. 	FILES	file_open	Open <file_keyword>Elephants in the world</file_keyword> <file_type>PPT</file_type>.	6/23/2020 7:26:50 PM	TeamsVoiceSkill	Speech		android-phone	<#cortana_teams_clm> !sent_start open <#FILE_TITLE> Elephants in the world </#FILE_TITLE> ppt !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start open <#FILE_TITLE> Elephants in the world </#FILE_TITLE> PPT !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start open <#FILE_TITLE> Elephants in the world </#FILE_TITLE> pptp !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start open <#FILE_TITLE> Elephants in the world </#FILE_TITLE> PPTP !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start open <#FILE_TITLE> Elephants in the world </#FILE_TITLE> pp t !sent_end </#cortana_teams_clm>		[]	1.13	1
00ce7efe-6575-437a-b130-8cf207cec217	0	user	Tell everyone on my next meeting that this is Android testing.	Alright, Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Tell everyone on my <order_ref>next</order_ref> meeting that <message>this is Android testing</message>.	6/9/2020 7:52:09 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
00cf0ce4-cd30-4592-ad91-3a06ef76e5fd	0	user	Message my 2:00 PM meeting.	Alright, What's your message?	COMMUNICATION	send_text_meeting	Message my <time>2:00 PM</time> meeting.	6/22/2020 8:53:09 AM	TeamsVoiceSkill	Speech		android-phone	<#cortana_teams_clm> !sent_start message my two PM meeting !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start message my two pm meeting !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start message my two PM meeting !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start message my three pm meeting !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start message my /two\+PM/two+PM/ meeting !sent_end </#cortana_teams_clm>		[]	1.13	7
00cf15b4-31ab-4131-9068-ace745d8ffb4	0	user	Cancel my next event.	Alright, today at  8:00 PM  you have Peacock. Should I cancel this?	CALENDAR	delete_calendar_entry	Cancel my <start_time>next</start_time> event.	6/7/2020 2:12:24 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
00d53bfd-3a53-4941-8178-8c6e87523daf	0	user	Leo.	Sorry, I'm not able to help with this one.	NOTSURE	notsure_other	Leo.	6/3/2020 11:30:26 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	2
00dc299b-2612-46dc-b76c-9a9c6db6256f	0	user	Tell everyone on my previous meeting that I will be joining this meeting.	Send it, or change it?	COMMUNICATION	send_text_meeting	Tell everyone on my <order_ref>previous</order_ref> meeting that <message>I will be joining this meeting</message>.	6/11/2020 6:41:44 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
00dc57b9-28d3-4cd6-a0b7-499924fa2286	0	user	Share the file I was working on.	Sorry! Something went wrong. Please try again later.	FILES	file_share	Share the file <contact_name>I</contact_name> was <file_action>working</file_action> on.	6/9/2020 10:44:08 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	3
00dd4da7-dbd9-4492-ba5c-eb364bc3f6f4	0	user	Search for.	What do you want to search for?	TEAMSACTION	teamspace_search	Search for.	6/8/2020 6:48:52 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	23
00de82ac-c47c-44e1-a32c-d6c13aca0fe6	0	user	Go to Jim chat.	Alright, go to the chat for Which one?	TEAMSACTION	teamsuser_openchat	Go to <contact_name>Jim</contact_name> chat.	6/16/2020 9:55:34 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	2
00e562f7-e8c7-433f-acb6-67b60490a342	0	user	Am I free right now.	Sorry! Something went wrong. Please try again later.	CALENDAR	check_availability	Am I <availability>free</availability> right <start_time>now</start_time>.	6/19/2020 8:20:32 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	14
00fd794d-23e0-474f-b11b-56af62972dca	0	user	Hey Cortana go to settings.	. 	NOTSURE	other_domain	hey cortana go to settings	6/30/2020 7:41:18 AM	TeamsVoiceSkill	Speech		ios	<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start go to settings !sent_end </#baseModel>,<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start go to settings !sent_end </#baseModel>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start go to settings !sent_end </#cortana_teams_clm>,<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start go to settings !sent_end </#cortana_teams_clm>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start go /to\+settings/to+settings/ !sent_end </#cortana_teams_clm>		[]	1.13	12
0108100f-1688-463f-8044-a0ac2feec737	0	user	Hello.	Hi! If you want to see what's on your schedule, just ask me.	NOTSURE	notsure_other	hello	6/2/2020 9:56:09 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	193
010970cb-fd75-4295-8ec2-290c267409cc	0	user	Read a message.	I'm sorry, but I can't help with that.	COMMUNICATION	query_message	Read a message.	6/17/2020 11:48:17 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	2
01111ceb-5427-4cd8-9201-acdeb5c1acaa	0	user	What meetings do I have today?	I see 1 event for today.	CALENDAR	find_calendar_entry	what meetings do i have <start_date>today</start_date>	6/16/2020 1:24:15 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	141
01144904-2c1d-4633-b780-b420036f0162	0	user	How many meetings today?	I'm finding 11 events for today.	CALENDAR	find_calendar_entry	How many meetings <start_date>today</start_date>?	6/22/2020 5:24:35 AM	TeamsVoiceSkill	Speech		android-phone	<#cortana_teams_clm> !sent_start how many meetings today !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start how many meetings today !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start /how\+many/how+many/ meetings today !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start how many meetings do today !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start <#TEAMSUSER_CONTACTNAME> Hao </#TEAMSUSER_CONTACTNAME> many meetings today !sent_end </#cortana_teams_clm>		[]	1.13	73
0121f239-2935-453c-b854-4d6cb8c4ff20	0	user	Join my 2:30 PM meeting.	Which meeting would you like to join?	CALENDAR	connect_to_meeting	Join my <start_time>2:30 PM</start_time> meeting.	6/15/2020 6:17:13 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	5
012ac155-d553-4fd0-a715-fdb5c17cd3b5	0	user	Tell everyone on my next meeting that how are you.	Alright, Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Tell everyone on my <order_ref>next</order_ref> meeting that <message>how are you</message>.	6/5/2020 4:33:36 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	8
012c74be-6cac-4c3e-85c0-e4c20c5cc82a	0	user	Join my current meeting.	Which meeting would you like to join?	CALENDAR	connect_to_meeting	join my <start_time>current</start_time> meeting	6/4/2020 7:31:24 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	75
0137afd0-a2c3-436f-b77a-610ff31c97f7	0	user	Transfer call to.	Sorry, you can't transfer this call.	COMMUNICATION	transfer	Transfer call to.	6/10/2020 8:23:48 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	5
0139d505-a83c-4504-bdb0-71a6cb02ae2e	0	user	What are you thinking about?	I'm thinking about how Mars is currently populated entirely by robots.	NOTSURE	other_domain	What are you thinking about?	6/11/2020 4:48:13 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
013a9cbb-ebea-4911-af41-da87ddcd6d85	0	user	Send a message to Rose asking where are you.	Send it, or change it?	COMMUNICATION	send_text	Send a message to <contact_name>Rose</contact_name> asking <message>where are you</message>.	6/18/2020 7:32:16 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	14
0149432c-06df-4064-9c43-a6738c9e1cbb	0	user	Call Dave Parker.	Calling Dave Parker (SR. TAM SCD)	COMMUNICATION	make_call	Call <contact_name>Dave Parker</contact_name>.	6/17/2020 8:02:03 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
015313a8-246a-4b34-b892-10028fbd1e48	0	user	Play movie.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Play movie.	6/5/2020 10:11:32 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	4
015a0756-5350-40a6-8526-89b2a0ec118a	0	user	Open file shared by Akshay.	I couldn't find that file, but here are some recent ones.	FILES	file_open	Open file <file_action>shared</file_action> by <contact_name>Akshay</contact_name>.	6/3/2020 7:33:58 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	4
016213b8-522f-48a9-a999-c5a6d1ca4a84	0	user	Message Christopher.	Alright, What's your message?	COMMUNICATION	send_text	Message <contact_name>Christopher</contact_name>.	6/1/2020 10:04:23 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
016de71b-4c5f-4f60-a965-aea143f62314	0	user	What's on my calendar tomorrow?	I'm finding 13 events for tomorrow.	CALENDAR	find_calendar_entry	what's on my calendar <start_date>tomorrow</start_date>	6/3/2020 5:25:40 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	76
016f8c90-bf06-4d0a-9d83-e595a760f64c	0	user	Navigate to slide 10.		INMEETING	goto_slide	Navigate to slide <slide_number>10</slide_number>.	6/15/2020 9:16:39 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0179acda-9df5-494f-a17e-82c3cd244dd8	0	user	Send a message totals.	Who's the message going to?	COMMUNICATION	send_text	Send a message <message>totals</message>.	6/10/2020 8:04:09 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
01848a07-8cb2-4bc1-be51-e2937593429a	0	user	Read messages from Michael.	Fetching your messages	COMMUNICATION	query_message	Read messages from <from_contact_name>Michael</from_contact_name>.	6/4/2020 7:54:16 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
018732f3-e9cb-4cdb-9e0f-40bbef7e98b0	0	user	Go to my activity.	. 	TEAMSACTION	teamsuser_showactivity	go to my activity	6/22/2020 11:23:28 PM	TeamsVoiceSkill	Speech		android-phone	<#cortana_teams_clm> !sent_start go to my activity !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start /go\+to/go+to/ my activity !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start go to my activity !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start go /to\+my/to+my/ activity !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start goto my activity !sent_end </#cortana_teams_clm>		[]	1.13	44
018797cb-bbf1-4661-b42f-a11e2c29cf84	0	user	Find messages from Daniel.	I'll look up '%SearchString%'.	COMMUNICATION	search_messages	Find <search_query>messages from Daniel</search_query>.	6/11/2020 11:45:58 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
019470bf-4262-410c-90df-1caac27c8e9c	0	user	What do I have next week?	I found 45 events for next week.	CALENDAR	find_calendar_entry	What do I have <start_date>next week</start_date>?	6/23/2020 6:36:17 AM	TeamsVoiceSkill	Speech		android-phone	<#baseModel> !sent_start what do i have next week !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start what do i have next week !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start /what\+do\+i\+have/what+do+i+have/ /next\+week/next+week/ !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start /what\+do\+i\+have/what+do+i+have/ next week !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start /what\+do\+i\+have\+next/what+do+i+have+next/ week !sent_end </#cortana_teams_clm>		[]	1.13	18
01960d05-93ed-4a4a-9b03-4635ab26b4bd	0	user	Send a message to Zhen Lu where are you.	Send it, or change it?	COMMUNICATION	send_text	Send a message to <contact_name>Zhen Lu</contact_name> <message>where are you</message>.	6/16/2020 4:40:17 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	16
019e2609-f370-45c0-aa27-aa9fd026d47e	0	user	Tell me a joke.	Why was the calendar nervous? It's days were numbered.	NOTSURE	other_domain	tell me a joke	6/5/2020 3:41:43 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	62
019e398b-3939-47f4-9e7b-bd0e601ae9ea	0	user	That's true.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	That's true.	6/18/2020 8:07:20 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
019fa858-659c-4b85-9c50-d185c1c63d2c	0	user	Set volume to 5.	I've set the volume to 5%.	DEVICECONTROL	set_volume	Set volume to <volume_level>5</volume_level>.	6/9/2020 9:23:24 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	4
01a9344c-4d93-483c-973a-39905b0ef768	0	user	Open a file.	Alright, which file should I open?	FILES	file_open	Open a file.	6/10/2020 7:44:41 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	166
01c06ab1-d407-475d-b0b0-a118c5db5f71	0	user	Tell everyone on my previous meeting that I am sorry for not joining this meeting.	Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Tell everyone on my <order_ref>previous</order_ref> meeting that <message>I am sorry for not joining this meeting</message>.	6/10/2020 6:39:43 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
01c76453-f54b-4e87-994d-0e8b5d5929d1	0	user	Start Catch Up.	You have 1 person who called you and 2 suggested tasks.	NOTSURE	other_domain	Start Catch Up.	6/4/2020 11:10:21 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	92
