ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	CortanaResponse
177873330	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873331	0		user	msft q1 2013 - thankyou awards 19 dec 2012.xls	FILES	file_search	<file_name> msft q1 2013 - thankyou awards 19 dec 2012 </file_name> .<file_type> xls </file_type>	[]		1	
177873332	0		user	p.txt	FILES	file_search	<file_name> p </file_name> .<file_type> txt </file_type>	[]		1	
177873333	0		user	password.txt	FILES	file_search	<file_name> password </file_name> .<file_type> txt </file_type>	[]		1	
177873334	0		user	twitch.txt	FILES	file_search	<file_name> twitch </file_name> .<file_type> txt </file_type>	[]		1	
177873335	0		user	tmscripts.txt	FILES	file_search	<file_name> tmscripts </file_name> .<file_type> txt </file_type>	[]		1	
177873336	0		user	h:\note.txt	FILES	file_search	<file_name> h:\note </file_name> .<file_type> txt </file_type>	[]		1	
177873337	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873338	0		user	vlc.txt	FILES	file_search	<file_name> vlc </file_name> .<file_type> txt </file_type>	[]		1	
177873339	0		user	sicoob.txt	FILES	file_search	<file_name> sicoob </file_name> .<file_type> txt </file_type>	[]		1	
177873340	0		user	DOC-20171116-WA0004(1).pdf	FILES	file_search	<file_name> DOC-20171116-WA0004(1) </file_name> .<file_type> pdf </file_type>	[]		1	
177873341	0		user	12.txt	FILES	file_search	<file_name> 12 </file_name> .<file_type> txt </file_type>	[]		1	
177873342	0		user	samson.docx	FILES	file_search	<file_name> samson </file_name> .<file_type> docx </file_type>	[]		1	
177873343	0		user	c:\passwords.txt	FILES	file_search	<file_name> c:\passwords </file_name> .<file_type> txt </file_type>	[]		1	
177873344	0		user	notepad.txt	FILES	file_search	<file_name> notepad </file_name> .<file_type> txt </file_type>	[]		1	
177873345	0		user	c:\passwords.txt	FILES	file_search	<file_name> c:\passwords </file_name> .<file_type> txt </file_type>	[]		1	
177873346	0		user	codes.docx	FILES	file_search	<file_name> codes </file_name> .<file_type> docx </file_type>	[]		1	
177873347	0		user	weather.txt	FILES	file_search	<file_name> weather </file_name> .<file_type> txt </file_type>	[]		1	
177873348	0		user	schedule.xlsx	FILES	file_search	<file_name> schedule </file_name> .<file_type> xlsx </file_type>	[]		1	
177873349	0		user	master.docx	FILES	file_search	<file_name> master </file_name> .<file_type> docx </file_type>	[]		1	
177873350	0		user	images (1).jpg	FILES	file_search	<file_name> images (1) </file_name> .<file_type> jpg </file_type>	[]		1	
177873351	0		user	imp.txt	FILES	file_search	<file_name> imp </file_name> .<file_type> txt </file_type>	[]		1	
177873352	0		user	wsfs.txt	FILES	file_search	<file_name> wsfs </file_name> .<file_type> txt </file_type>	[]		1	
177873353	0		user	jack.docs	FILES	file_search	<file_name> jack </file_name> .<file_type> docs </file_type>	[]		1	
177873354	0		user	expenses.xls	FILES	file_search	<file_name> expenses </file_name> .<file_type> xls </file_type>	[]		1	
177873355	0		user	serial.txt	FILES	file_search	<file_name> serial </file_name> .<file_type> txt </file_type>	[]		1	
177873356	0		user	en.txt	FILES	file_search	<file_name> en </file_name> .<file_type> txt </file_type>	[]		1	
177873357	0		user	dxdiag.txt	FILES	file_search	<file_name> dxdiag </file_name> .<file_type> txt </file_type>	[]		1	
177873358	0		user	c:\passwords.txt	FILES	file_search	<file_name> c:\passwords </file_name> .<file_type> txt </file_type>	[]		1	
177873359	0		user	address.doc	FILES	file_search	<file_name> address </file_name> .<file_type> doc </file_type>	[]		1	
177873360	0		user	*sow*.doc	FILES	file_search	<file_name> *sow* </file_name> .<file_type> doc </file_type>	[]		1	
177873361	0		user	file.txt	FILES	file_search	<file_name> file </file_name> .<file_type> txt </file_type>	[]		1	
177873362	0		user	hello.docx	FILES	file_search	<file_name> hello </file_name> .<file_type> docx </file_type>	[]		1	
177873363	0		user	ti4o.txt	FILES	file_search	<file_name> ti4o </file_name> .<file_type> txt </file_type>	[]		1	
177873364	0		user	h:\note.txt	FILES	file_search	<file_name> h:\note </file_name> .<file_type> txt </file_type>	[]		1	
177873365	0		user	hello.docx	FILES	file_search	<file_name> hello </file_name> .<file_type> docx </file_type>	[]		1	
177873366	0		user	address.doc	FILES	file_search	<file_name> address </file_name> .<file_type> doc </file_type>	[]		1	
177873367	0		user	friends.txt	FILES	file_search	<file_name> friends </file_name> .<file_type> txt </file_type>	[]		1	
177873368	0		user	server.txt	FILES	file_search	<file_name> server </file_name> .<file_type> txt </file_type>	[]		1	
177873369	0		user	hot2xp*.xls	FILES	file_search	<file_name> hot2xp* </file_name> .<file_type> xls </file_type>	[]		1	
177873370	0		user	listahan.xls	FILES	file_search	<file_name> listahan </file_name> .<file_type> xls </file_type>	[]		1	
177873371	0		user	listahan.xls	FILES	file_search	<file_name> listahan </file_name> .<file_type> xls </file_type>	[]		1	
177873372	0		user	hi*.txt	FILES	file_search	<file_name> hi* </file_name> .<file_type> txt </file_type>	[]		1	
177873373	0		user	friends.txt	FILES	file_search	<file_name> friends </file_name> .<file_type> txt </file_type>	[]		1	
177873374	0		user	file.txt	FILES	file_search	<file_name> file </file_name> .<file_type> txt </file_type>	[]		1	
177873375	0		user	samson.doc	FILES	file_search	<file_name> samson </file_name> .<file_type> doc </file_type>	[]		1	
177873376	0		user	bugs-underlying-wow64 scorecared.xlsx	FILES	file_search	<file_name> bugs-underlying-wow64 scorecared </file_name> .<file_type> xlsx </file_type>	[]		1	
177873377	0		user	pvr.txt	FILES	file_search	<file_name> pvr </file_name> .<file_type> txt </file_type>	[]		1	
177873378	0		user	codes.docx	FILES	file_search	<file_name> codes </file_name> .<file_type> docx </file_type>	[]		1	
177873379	0		user	example.txt	FILES	file_search	<file_name> example </file_name> .<file_type> txt </file_type>	[]		1	
177873380	0		user	ben .pptx	FILES	file_search	<file_name> ben </file_name> .<file_type> pptx </file_type>	[]		1	
177873381	0		user	c:\babs\immersion\mihr\pwd.txt	FILES	file_search	<file_name> c:\babs\immersion\mihr\pwd </file_name> .<file_type> txt </file_type>	[]		1	
177873382	0		user	76.jpg	FILES	file_search	<file_name> 76 </file_name> .<file_type> jpg </file_type>	[]		1	
177873383	0		user	demo plan.ppt	FILES	file_search	<file_name> demo plan </file_name> .<file_type> ppt </file_type>	[]		1	
177873384	0		user	ben .pptx	FILES	file_search	<file_name> ben </file_name> .<file_type> pptx </file_type>	[]		1	
177873385	0		user	temp.txt	FILES	file_search	<file_name> temp </file_name> .<file_type> txt </file_type>	[]		1	
177873386	0		user	osap.txt	FILES	file_search	<file_name> osap </file_name> .<file_type> txt </file_type>	[]		1	
177873387	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873388	0		user	address.doc	FILES	file_search	<file_name> address </file_name> .<file_type> doc </file_type>	[]		1	
177873389	0		user	temp.txt	FILES	file_search	<file_name> temp </file_name> .<file_type> txt </file_type>	[]		1	
177873390	0		user	spaaace.jpg	FILES	file_search	<file_name> spaaace </file_name> .<file_type> jpg </file_type>	[]		1	
177873391	0		user	jack.docx	FILES	file_search	<file_name> jack </file_name> .<file_type> docx </file_type>	[]		1	
177873392	0		user	ti4o.txt	FILES	file_search	<file_name> ti4o </file_name> .<file_type> txt </file_type>	[]		1	
177873393	0		user	msft q1 2013 - thankyou awards 19 dec 2012.xls	FILES	file_search	<file_name> msft q1 2013 - thankyou awards 19 dec 2012 </file_name> .<file_type> xls </file_type>	[]		1	
177873394	0		user	76.jpg	FILES	file_search	<file_name> 76 </file_name> .<file_type> jpg </file_type>	[]		1	
177873395	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873396	0		user	msinfo.txt	FILES	file_search	<file_name> msinfo </file_name> .<file_type> txt </file_type>	[]		1	
177873397	0		user	password.txt	FILES	file_search	<file_name> password </file_name> .<file_type> txt </file_type>	[]		1	
177873398	0		user	finite_dungeon_tables.txt	FILES	file_search	<file_name> finite_dungeon_tables </file_name> .<file_type> txt </file_type>	[]		1	
177873399	0		user	schedulign.xlsx	FILES	file_search	<file_name> schedulign </file_name> .<file_type> xlsx </file_type>	[]		1	
177873400	0		user	rhonda.txt	FILES	file_search	<file_name> rhonda </file_name> .<file_type> txt </file_type>	[]		1	
177873401	0		user	federaltaxes2014.pdf	FILES	file_search	<file_name> federaltaxes2014 </file_name> .<file_type> pdf </file_type>	[]		1	
177873402	0		user	taxes.xlsx	FILES	file_search	<file_name> taxes </file_name> .<file_type> xlsx </file_type>	[]		1	
177873403	0		user	wireless.txt	FILES	file_search	<file_name> wireless </file_name> .<file_type> txt </file_type>	[]		1	
177873404	0		user	log.txt	FILES	file_search	<file_name> log </file_name> .<file_type> txt </file_type>	[]		1	
177873405	0		user	id.txt file	FILES	file_search	<file_name> id </file_name> .<file_type> txt </file_type>  file	[]		1	
177873406	0		user	2015_expenses.xlsx	FILES	file_search	<file_name> 2015_expenses </file_name> .<file_type> xlsx </file_type>	[]		1	
177873407	0		user	june2012.doc	FILES	file_search	<file_name> june2012 </file_name> .<file_type> doc </file_type>	[]		1	
177873408	0		user	server.txt	FILES	file_search	<file_name> server </file_name> .<file_type> txt </file_type>	[]		1	
177873409	0		user	047.jpg	FILES	file_search	<file_name> 047 </file_name> .<file_type> jpg </file_type>	[]		1	
177873410	0		user	ti4o.txt	FILES	file_search	<file_name> ti4o </file_name> .<file_type> txt </file_type>	[]		1	
177873411	0		user	azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc).docx sever	FILES	file_search	<file_name> azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc) </file_name> .<file_type> docx </file_type>  sever	[]		1	
177873412	0		user	e.txt	FILES	file_search	<file_name> e </file_name> .<file_type> txt </file_type>	[]		1	
177873413	0		user	dr.notes	FILES	file_search	<file_name> dr </file_name> .<file_type> notes </file_type>	[]		1	
177873414	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873415	0		user	davidsr1.jpg	FILES	file_search	<file_name> davidsr1 </file_name> .<file_type> jpg </file_type>	[]		1	
177873416	0		user	office07.txt	FILES	file_search	<file_name> office07 </file_name> .<file_type> txt </file_type>	[]		1	
177873417	0		user	Project2.Docs for editing.	FILES	file_search	<file_name> Project2 </file_name> .<file_type> Docs </file_type>  for editing.	[]		1	
177873418	0		user	charter house.docx	FILES	file_search	<file_name> charter house </file_name> .<file_type> docx </file_type>	[]		1	
177873419	0		user	todo.txt	FILES	file_search	<file_name> todo </file_name> .<file_type> txt </file_type>	[]		1	
177873420	0		user	new lol.txt	FILES	file_search	<file_name> new lol </file_name> .<file_type> txt </file_type>	[]		1	
177873421	0		user	birthday2012.ppt	FILES	file_search	<file_name> birthday2012 </file_name> .<file_type> ppt </file_type>	[]		1	
177873422	0		user	schedule.xls	FILES	file_search	<file_name> schedule </file_name> .<file_type> xls </file_type>	[]		1	
177873423	0		user	altchivala.txt	FILES	file_search	<file_name> altchivala </file_name> .<file_type> txt </file_type>	[]		1	
177873424	0		user	taxes.xlsx	FILES	file_search	<file_name> taxes </file_name> .<file_type> xlsx </file_type>	[]		1	
177873425	0		user	whatsnew.txt	FILES	file_search	<file_name> whatsnew </file_name> .<file_type> txt </file_type>	[]		1	
177873426	0		user	conan.xls	FILES	file_search	<file_name> conan </file_name> .<file_type> xls </file_type>	[]		1	
177873427	0		user	bugs-underlying-wow64 scorecared.xlsx	FILES	file_search	<file_name> bugs-underlying-wow64 scorecared </file_name> .<file_type> xlsx </file_type>	[]		1	
177873428	0		user	expenses.xls	FILES	file_search	<file_name> expenses </file_name> .<file_type> xls </file_type>	[]		1	
177873429	0		user	devmgmt.msg	FILES	file_search	<file_name> devmgmt </file_name> .<file_type> msg </file_type>	[]		1	
177873430	0		user	ben .pptx	FILES	file_search	<file_name> ben </file_name> .<file_type> pptx </file_type>	[]		1	
177873431	0		user	dokuwiki.txt mortgage amortization calculator excel extra payment	FILES	file_search	<file_name> dokuwiki </file_name> .<file_type> txt </file_type>  <file_keyword> mortgage amortization calculator </file_keyword> <file_type> excel </file_type> <file_keyword> extra payment </file_keyword>	[]		1	
177873432	0		user	jack.docx	FILES	file_search	<file_name> jack </file_name> .<file_type> docx </file_type>	[]		1	
177873433	0		user	12.txt	FILES	file_search	<file_name> 12 </file_name> .<file_type> txt </file_type>	[]		1	
177873434	0		user	DOC-20171116-WA0004(1).pdf	FILES	file_search	<file_name> DOC-20171116-WA0004(1) </file_name> .<file_type> pdf </file_type>	[]		1	
177873435	0		user	imp.txt	FILES	file_search	<file_name> imp </file_name> .<file_type> txt </file_type>	[]		1	
177873436	0		user	samson.doc	FILES	file_search	<file_name> samson </file_name> .<file_type> doc </file_type>	[]		1	
177873437	0		user	cc.txt	FILES	file_search	<file_name> cc </file_name> .<file_type> txt </file_type>	[]		1	
177873438	0		user	ben .pptx	FILES	file_search	<file_name> ben </file_name> .<file_type> pptx </file_type>	[]		1	
177873439	0		user	msinfo.txt	FILES	file_search	<file_name> msinfo </file_name> .<file_type> txt </file_type>	[]		1	
177873440	0		user	c:\programdata\dell\updatepackage\log\chipset_driver_gy99k_wn_4.10.55_a00_3.txt	FILES	file_search	<file_name> c:\programdata\dell\updatepackage\log\chipset_driver_gy99k_wn_4.10.55_a00_3 </file_name> .<file_type> txt </file_type>	[]		1	
177873441	0		user	msinfo.txt	FILES	file_search	<file_name> msinfo </file_name> .<file_type> txt </file_type>	[]		1	
177873442	0		user	osap.txt	FILES	file_search	<file_name> osap </file_name> .<file_type> txt </file_type>	[]		1	
177873443	0		user	c:\programdata\dell\updatepackage\log\chipset_driver_gy99k_wn_4.10.55_a00_3.txt	FILES	file_search	<file_name> c:\programdata\dell\updatepackage\log\chipset_driver_gy99k_wn_4.10.55_a00_3 </file_name> .<file_type> txt </file_type>	[]		1	
177873444	0		user	ron chase invoice #1.xls	FILES	file_search	<file_name> ron chase invoice #1 </file_name> .<file_type> xls </file_type>	[]		1	
177873445	0		user	resume.doc	FILES	file_search	<file_name> resume </file_name> .<file_type> doc </file_type>	[]		1	
177873446	0		user	pw.txt	FILES	file_search	<file_name> pw </file_name> .<file_type> txt </file_type>	[]		1	
177873447	0		user	schedulign.xlsx	FILES	file_search	<file_name> schedulign </file_name> .<file_type> xlsx </file_type>	[]		1	
177873448	0		user	pvr.txt	FILES	file_search	<file_name> pvr </file_name> .<file_type> txt </file_type>	[]		1	
177873449	0		user	*code*.txt	FILES	file_search	<file_name> *code* </file_name> .<file_type> txt </file_type>	[]		1	
177873450	0		user	finance.xlsx	FILES	file_search	<file_name> finance </file_name> .<file_type> xlsx </file_type>	[]		1	
177873451	0		user	Sano.ppt presentation	FILES	file_search	<file_name> Sano </file_name> .<file_type> ppt </file_type>  <file_type> presentation </file_type>	[]		1	
177873452	0		user	codes.docx	FILES	file_search	<file_name> codes </file_name> .<file_type> docx </file_type>	[]		1	
177873453	0		user	shark.jpg	FILES	file_search	<file_name> shark </file_name> .<file_type> jpg </file_type>	[]		1	
177873454	0		user	taxes.xlsx	FILES	file_search	<file_name> taxes </file_name> .<file_type> xlsx </file_type>	[]		1	
177873455	0		user	wireless.txt	FILES	file_search	<file_name> wireless </file_name> .<file_type> txt </file_type>	[]		1	
177873456	0		user	passwords.doc	FILES	file_search	<file_name> passwords </file_name> .<file_type> doc </file_type>	[]		1	
177873457	0		user	listahan.xls	FILES	file_search	<file_name> listahan </file_name> .<file_type> xls </file_type>	[]		1	
177873458	0		user	pvr.txt	FILES	file_search	<file_name> pvr </file_name> .<file_type> txt </file_type>	[]		1	
177873459	0		user	20 ways to save money .doc	FILES	file_search	<file_name> 20 ways to save money </file_name> .<file_type> doc </file_type>	[]		1	
177873460	0		user	altchivala.txt	FILES	file_search	<file_name> altchivala </file_name> .<file_type> txt </file_type>	[]		1	
177873461	0		user	csharp.docx	FILES	file_search	<file_name> csharp </file_name> .<file_type> docx </file_type>	[]		1	
177873462	0		user	weights.xls	FILES	file_search	<file_name> weights </file_name> .<file_type> xls </file_type>	[]		1	
177873463	0		user	temp.txt	FILES	file_search	<file_name> temp </file_name> .<file_type> txt </file_type>	[]		1	
177873464	0		user	dokuwiki.txt mortgage amortization calculator excel extra payment	FILES	file_search	<file_name> dokuwiki </file_name> .<file_type> txt </file_type>  <file_keyword> mortgage amortization calculator </file_keyword> <file_type> excel </file_type> <file_keyword> extra payment </file_keyword>	[]		1	
177873465	0		user	id.txt file	FILES	file_search	<file_name> id </file_name> .<file_type> txt </file_type>  file	[]		1	
177873466	0		user	*code*.txt	FILES	file_search	<file_name> *code* </file_name> .<file_type> txt </file_type>	[]		1	
177873467	0		user	slot_patts.doc	FILES	file_search	<file_name> slot_patts </file_name> .<file_type> doc </file_type>	[]		1	
177873468	0		user	cc.txt	FILES	file_search	<file_name> cc </file_name> .<file_type> txt </file_type>	[]		1	
177873469	0		user	ben .ppt	FILES	file_search	<file_name> ben </file_name> .<file_type> ppt </file_type>	[]		1	
177873470	0		user	serial.txt	FILES	file_search	<file_name> serial </file_name> .<file_type> txt </file_type>	[]		1	
177873471	0		user	charter house.docx	FILES	file_search	<file_name> charter house </file_name> .<file_type> docx </file_type>	[]		1	
177873472	0		user	birthday2012.ppt	FILES	file_search	<file_name> birthday2012 </file_name> .<file_type> ppt </file_type>	[]		1	
177873473	0		user	finance.xlsx	FILES	file_search	<file_name> finance </file_name> .<file_type> xlsx </file_type>	[]		1	
177873474	0		user	allaboutwine.doc	FILES	file_search	<file_name> allaboutwine </file_name> .<file_type> doc </file_type>	[]		1	
177873475	0		user	allaboutwine.doc	FILES	file_search	<file_name> allaboutwine </file_name> .<file_type> doc </file_type>	[]		1	
177873476	0		user	federaltaxes2014.pdf	FILES	file_search	<file_name> federaltaxes2014 </file_name> .<file_type> pdf </file_type>	[]		1	
177873477	0		user	cultureshock.ppt	FILES	file_search	<file_name> cultureshock </file_name> .<file_type> ppt </file_type>	[]		1	
177873478	0		user	osap.txt	FILES	file_search	<file_name> osap </file_name> .<file_type> txt </file_type>	[]		1	
177873479	0		user	model.txt	FILES	file_search	<file_name> model </file_name> .<file_type> txt </file_type>	[]		1	
177873480	0		user	office07.txt	FILES	file_search	<file_name> office07 </file_name> .<file_type> txt </file_type>	[]		1	
177873481	0		user	davidsr0.jpg	FILES	file_search	<file_name> davidsr0 </file_name> .<file_type> jpg </file_type>	[]		1	
177873482	0		user	jack.doc	FILES	file_search	<file_name> jack </file_name> .<file_type> doc </file_type>	[]		1	
177873483	0		user	cv.docx	FILES	file_search	<file_name> cv </file_name> .<file_type> docx </file_type>	[]		1	
177873484	0		user	daddy *.doc	FILES	file_search	<file_name> daddy * </file_name> .<file_type> doc </file_type>	[]		1	
177873485	0		user	csharp.doc	FILES	file_search	<file_name> csharp </file_name> .<file_type> doc </file_type>	[]		1	
177873486	0		user	wireless.txt	FILES	file_search	<file_name> wireless </file_name> .<file_type> txt </file_type>	[]		1	
177873487	0		user	history.txt	FILES	file_search	<file_name> history </file_name> .<file_type> txt </file_type>	[]		1	
177873488	0		user	passme.txt	FILES	file_search	<file_name> passme </file_name> .<file_type> txt </file_type>	[]		1	
177873489	0		user	visa.txt	FILES	file_search	<file_name> visa </file_name> .<file_type> txt </file_type>	[]		1	
177873490	0		user	serial.txt	FILES	file_search	<file_name> serial </file_name> .<file_type> txt </file_type>	[]		1	
177873491	0		user	internet.txt	FILES	file_search	<file_name> internet </file_name> .<file_type> txt </file_type>	[]		1	
177873492	0		user	schedulin.xlsx	FILES	file_search	<file_name> schedulin </file_name> .<file_type> xlsx </file_type>	[]		1	
177873493	0		user	master.docx	FILES	file_search	<file_name> master </file_name> .<file_type> docx </file_type>	[]		1	
177873494	0		user	angeloni.txt	FILES	file_search	<file_name> angeloni </file_name> .<file_type> txt </file_type>	[]		1	
177873495	0		user	davidsr0.jpg	FILES	file_search	<file_name> davidsr0 </file_name> .<file_type> jpg </file_type>	[]		1	
177873496	0		user	listahan.xls	FILES	file_search	<file_name> listahan </file_name> .<file_type> xls </file_type>	[]		1	
177873497	0		user	gameinfo.txt	FILES	file_search	<file_name> gameinfo </file_name> .<file_type> txt </file_type>	[]		1	
177873498	0		user	federaltaxes2014.pdf	FILES	file_search	<file_name> federaltaxes2014 </file_name> .<file_type> pdf </file_type>	[]		1	
177873499	0		user	pass.txt	FILES	file_search	<file_name> pass </file_name> .<file_type> txt </file_type>	[]		1	
177873500	0		user	resume.doc	FILES	file_search	<file_name> resume </file_name> .<file_type> doc </file_type>	[]		1	
177873501	0		user	something.txt	FILES	file_search	<file_name> something </file_name> .<file_type> txt </file_type>	[]		1	
177873502	0		user	altchivala.txt	FILES	file_search	<file_name> altchivala </file_name> .<file_type> txt </file_type>	[]		1	
177873503	0		user	msinfo.txt	FILES	file_search	<file_name> msinfo </file_name> .<file_type> txt </file_type>	[]		1	
177873504	0		user	2015.jpg	FILES	file_search	<file_name> 2015 </file_name> .<file_type> jpg </file_type>	[]		1	
177873505	0		user	d:\license\text\system.txt	FILES	file_search	<file_name> d:\license\text\system </file_name> .<file_type> txt </file_type>	[]		1	
177873506	0		user	samson.docx	FILES	file_search	<file_name> samson </file_name> .<file_type> docx </file_type>	[]		1	
177873507	0		user	fr.txt	FILES	file_search	<file_name> fr </file_name> .<file_type> txt </file_type>	[]		1	
177873508	0		user	exct.txt	FILES	file_search	<file_name> exct </file_name> .<file_type> txt </file_type>	[]		1	
177873509	0		user	address.doc	FILES	file_search	<file_name> address </file_name> .<file_type> doc </file_type>	[]		1	
177873510	0		user	Tina.jpeg 2012	FILES	file_search	<file_name> Tina </file_name> .<file_type> jpeg </file_type>  <date> 2012 </date>	[]		1	
177873511	0		user	todo.txt	FILES	file_search	<file_name> todo </file_name> .<file_type> txt </file_type>	[]		1	
177873512	0		user	c:\babs\immersion\mihr\pwd.txt	FILES	file_search	<file_name> c:\babs\immersion\mihr\pwd </file_name> .<file_type> txt </file_type>	[]		1	
177873513	0		user	snipbaptist.jpg	FILES	file_search	<file_name> snipbaptist </file_name> .<file_type> jpg </file_type>	[]		1	
177873514	0		user	p.txt	FILES	file_search	<file_name> p </file_name> .<file_type> txt </file_type>	[]		1	
177873515	0		user	test.pdf	FILES	file_search	<file_name> test </file_name> .<file_type> pdf </file_type>	[]		1	
177873516	0		user	bk.ppt	FILES	file_search	<file_name> bk </file_name> .<file_type> ppt </file_type>	[]		1	
177873517	0		user	devmgmt.msg	FILES	file_search	<file_name> devmgmt </file_name> .<file_type> msg </file_type>	[]		1	
177873518	0		user	c:\programdata\dell\updatepackage\log\chipset_driver_gy99k_wn_4.10.55_a00_3.txt	FILES	file_search	<file_name> c:\programdata\dell\updatepackage\log\chipset_driver_gy99k_wn_4.10.55_a00_3 </file_name> .<file_type> txt </file_type>	[]		1	
177873519	0		user	harmony.jpg	FILES	file_search	<file_name> harmony </file_name> .<file_type> jpg </file_type>	[]		1	
177873520	0		user	devmgmt.msg	FILES	file_search	<file_name> devmgmt </file_name> .<file_type> msg </file_type>	[]		1	
177873521	0		user	test.pdf	FILES	file_search	<file_name> test </file_name> .<file_type> pdf </file_type>	[]		1	
